chrom	start	end	peak_number	foldchange	-log10pvalue	-log10qvalue	relative_summit_pos
chr17	76269141	76269331	21641	3.9664	5.33485	2.88225	120
chr17	76381442	76381601	21643	4.36304	6.19962	3.68121	16
chr17	76383964	76384217	21646	5.61383	10.15934	7.409560000000001	99
chr17	76384458	76384644	21647	4.91385	7.34817	4.75654	122
chr17	76385863	76386089	21648	6.6045	13.08071	10.2128	84
chr17	76716647	76716805	21665	4.82266	6.6736	4.1259	120
chr17	77319744	77320153	21689	4.16472	6.19962	3.68121	117
chr17	77877117	77877311	21720	5.63776	8.81245	6.14191	118
chr17	77916822	77917072	21723	6.91195	11.2022	8.410639999999999	134
chr17	78040889	78041056	21729	4.75968	7.1013	4.51853	58
chr17	78112790	78112957	21730	4.36129	6.19684	3.68121	89
chr17	78128727	78128936	21733	7.06929	13.03425	10.1711	107
chr17	78130586	78130806	21734	5.21916	8.45674	5.7994900000000005	79
chr17	78314228	78314438	21747	4.29293	6.6154199999999985	4.07253	108
chr17	78341888	78342110	21752	4.52579	7.8878	5.26716	92
chr17	78388637	78389078	21761	5.15425	8.03369	5.398	258
chr17	78413395	78413553	21764	4.32172	5.89018	3.39334	38
chr17	78442670	78442828	21767	3.3620300000000003	5.86516	3.36879	129
chr17	78597879	78598199	21772	5.15632	8.03704	5.398	226
chr17	78639406	78639742	21777	4.75968	7.1013	4.51853	143
chr17	79236011	79236236	21804	4.62315	7.45915	4.8600400000000015	139
chr17	79814936	79815094	21815	3.9664	5.33485	2.88225	112
chr17	80092434	80092729	21831	3.84274	5.1408	2.70767	157
chr17	80101229	80101687	21833	5.15632	8.03704	5.398	314
chr17	80603445	80603716	21848	5.37437	10.45117	7.691139999999999	62
chr17	80819380	80819550	21853	4.44784	6.87482	4.31019	63
chr17	80823083	80823241	21854	3.4633300000000005	5.39995	2.9447400000000004	111
chr17	81326992	81327574	21876	9.57653	22.89062	19.69683	347
chr17	81425275	81426333	21892	9.88828	39.29029	35.71091	77
chr17	81514567	81514772	21897	4.3438300000000005	6.42959	3.89848	112
chr17	81514855	81515013	21898	4.80379	6.89646	4.3315199999999985	90
chr17	81701859	81702017	21908	4.65715	6.66505	4.1177	83
chr17	81821879	81822111	21915	5.98033	10.79217	8.02303	141
chr17	81832028	81832187	21916	4.97796	7.1711800000000006	4.58696	31
chr17	81841137	81841369	21922	6.48719	12.87185	10.01222	98
chr17	81967915	81968217	21941	7.13952	13.15166	10.27532	184
chr17	82106065	82106432	21954	4.29293	6.6154199999999985	4.07253	218
chr17	82241598	82241756	21969	4.24293	7.083080000000002	4.51043	89
chr17	82592844	82593002	21994	4.82066	6.92306	4.35578	43
chr17	82593150	82593342	21995	4.77041	6.8438	4.28984	142
chr17	82838501	82838697	22006	5.2836	9.23283	6.53139	93
chr17	83079481	83079674	22020	7.9328	15.370629999999998	12.40859	79
chr17	83084020	83084210	22023	6.05041	9.81162	7.09025	114
chr18	361920	362097	22048	3.63248	5.02459	2.59822	128
chr18	1995522	1995779	22078	7.4099	12.37622	9.52971	119
chr18	2083801	2083986	22080	4.24293	7.083080000000002	4.51043	71
chr18	2088365	2088538	22081	3.5683300000000004	4.5081	2.13461	93
chr18	2312570	2312808	22083	10.90052	22.37789	19.20487	130
chr18	2641686	2641910	22086	6.3127	10.23488	7.48398	113
chr18	3246084	3246341	22100	6.5736300000000005	11.01959	8.243260000000001	148
chr18	3323887	3324219	22105	7.9328	15.370629999999998	12.40859	189
chr18	3748106	3748410	22118	4.80865	8.71831	6.05081	156
chr18	3771516	3771685	22120	4.70582	7.30208	4.71318	106
chr18	5294768	5294979	22130	4.65715	6.66505	4.1177	70
chr18	5466335	5466673	22142	4.70023	9.15436	6.45866	198
chr18	5515492	5515660	22144	4.29293	6.6154199999999985	4.07253	21
chr18	5574976	5575145	22149	3.4633300000000005	5.39995	2.9447400000000004	34
chr18	9102502	9102749	22169	9.60686	20.74032	17.60944	156
chr18	9758157	9758424	22190	6.7058	11.61761	8.80915	134
chr18	10057496	10057700	22210	6.59507	11.43592	8.62996	60
chr18	10265518	10265746	22215	5.65742	8.84398	6.17292	138
chr18	11251659	11251847	22233	5.59196	9.41023	6.70223	60
chr18	11995546	11995710	22251	6.17877	10.01887	7.28207	88
chr18	12658016	12658174	22266	5.18473	7.49771	4.89618	74
chr18	12838538	12838696	22269	3.9664	5.33485	2.88225	92
chr18	12991046	12991403	22276	4.70023	9.15436	6.45866	203
chr18	13217473	13217847	22283	5.2589	7.8982800000000015	5.27054	275
chr18	13362633	13362869	22289	4.95338	8.33222	5.67935	152
chr18	13726507	13726857	22303	5.37437	10.45117	7.691139999999999	144
chr18	21820289	21820582	22321	5.3882	7.820089999999999	5.2053699999999985	139
chr18	22695032	22695194	22334	5.90445	9.23997	6.536569999999998	116
chr18	23091398	23091637	22345	5.2836	9.23283	6.53139	114
chr18	23237700	23237861	22352	4.1057	6.03964	3.5357199999999995	52
chr18	23437889	23438072	22358	5.55126	8.363480000000001	5.70897	32
chr18	23635856	23636014	22373	3.9664	5.33485	2.88225	41
chr18	23835623	23835856	22379	4.80379	6.89646	4.3315199999999985	78
chr18	24014255	24014413	22383	4.47357	6.64025	4.0959	92
chr18	24015259	24015538	22386	4.36304	6.19962	3.68121	88
chr18	26090850	26091169	22412	4.47357	6.64025	4.0959	130
chr18	26869752	26869973	22422	7.4099	12.37622	9.52971	123
chr18	27808679	27808962	22424	6.34624	11.0259	8.243260000000001	211
chr18	28208347	28208567	22427	7.07009	11.82453	9.0081	111
chr18	31649188	31649346	22444	4.89836	6.792669999999998	4.24077	37
chr18	31684702	31684860	22447	4.24205	5.5472199999999985	3.08343	101
chr18	32048640	32048892	22459	5.37437	10.45117	7.691139999999999	97
chr18	34978415	34978573	22481	4.19453	5.4736400000000005	3.0156400000000003	18
chr18	35174283	35174505	22487	6.42192	10.07066	7.327210000000001	92
chr18	35344262	35344696	22490	14.675679999999998	37.041	33.50575	260
chr18	35592422	35592580	22500	3.9627	5.80311	3.3199300000000003	26
chr18	40031499	40031667	22529	4.29293	6.6154199999999985	4.07253	34
chr18	41954989	41955252	22538	8.25563	18.35837	15.30129	157
chr18	42078856	42079014	22541	6.36787	9.98364	7.25542	56
chr18	42113148	42113413	22542	7.86428	13.92029	11.01927	134
chr18	45066958	45067131	22563	4.9068	7.05893	4.4896400000000005	55
chr18	45874996	45875178	22582	6.10436	9.5604	6.84992	98
chr18	46335661	46336019	22596	5.2836	9.23283	6.53139	134
chr18	46822391	46822618	22603	5.9279199999999985	8.96455	6.281619999999998	139
chr18	47168985	47169199	22606	6.12741	9.59737	6.88225	58
chr18	48715711	48715931	22630	6.5006900000000005	12.48186	9.63211	91
chr18	48775859	48776039	22633	5.15632	8.03704	5.398	118
chr18	48855963	48856269	22642	5.09151	9.57319	6.85982	43
chr18	48917717	48917890	22646	4.95338	8.33222	5.67935	102
chr18	49127919	49128136	22658	5.0556	11.23139	8.433489999999999	77
chr18	49228297	49228525	22662	6.74288	12.0765	9.24931	95
chr18	49531712	49531882	22671	4.82066	6.92306	4.35578	145
chr18	50879645	50879921	22696	6.12741	9.59737	6.88225	149
chr18	51279521	51279827	22707	4.29293	6.6154199999999985	4.07253	186
chr18	52525279	52525495	22715	3.96007	6.3057300000000005	3.77982	88
chr18	54053213	54053434	22723	4.08769	5.30851	2.86801	85
chr18	54734113	54734344	22736	6.42192	10.07066	7.327210000000001	138
chr18	55265916	55266138	22747	6.35864	10.30895	7.55542	115
chr18	55576069	55576283	22752	3.6772	5.55754	3.09058	91
chr18	56035618	56035776	22770	4.41341	6.03327	3.52981	62
chr18	56651475	56651703	22792	6.17019	12.70461	9.85017	114
chr18	57435197	57435633	22805	3.95809	6.825989999999999	4.27229	136
chr18	57523212	57523391	22808	4.57319	7.08312	4.51043	110
chr18	62784770	62784971	22911	5.39141	8.109110000000001	5.46853	93
chr18	62981466	62981633	22918	5.59196	9.41023	6.70223	89
chr18	63099441	63099650	22922	4.28175	6.32836	3.80197	136
chr18	63162232	63162413	22926	4.37518	6.21889	3.70006	96
chr18	63308074	63308258	22934	3.9627	5.80311	3.3199300000000003	38
chr18	63617445	63617626	22947	5.21916	8.45674	5.7994900000000005	91
chr18	63970483	63970711	22960	6.6839	12.80015	9.94288	117
chr18	69979179	69979382	22995	4.75968	7.1013	4.51853	67
chr18	72985709	72985911	23007	5.15632	8.03704	5.398	57
chr18	73078438	73078781	23008	3.63248	5.02459	2.59822	58
chr18	74148212	74148562	23023	5.76412	9.69567	6.97618	167
chr18	74251670	74251840	23026	3.99616	5.858619999999998	3.3680800000000004	109
chr18	74597626	74597805	23042	5.0678	8.20611	5.56142	119
chr18	74917008	74917271	23044	4.36304	6.19962	3.68121	152
chr18	75173044	75173213	23047	4.3438300000000005	6.42959	3.89848	51
chr18	75208839	75209014	23049	3.77071	4.6369099999999985	2.25356	113
chr18	76494695	76495250	23072	5.68975	12.56144	9.70844	173
chr18	76573755	76573913	23081	3.9627	5.80311	3.3199300000000003	31
chr18	76822429	76822656	23093	5.4305	8.17131	5.52993	131
chr18	76822778	76823004	23094	9.91995	19.67376	16.57709	127
chr18	77015255	77015433	23096	5.94721	9.9974	7.264769999999999	122
chr18	77115665	77115823	23110	3.91506	5.25436	2.81795	51
chr18	79328080	79328302	23141	4.62315	7.45915	4.8600400000000015	102
chr18	79394109	79394686	23144	4.371035	9.23283	6.53139	228
chr18	80253956	80254142	23187	5.08052	7.6142	5.0063900000000015	84
chr19	489608	489778	23197	4.22141	6.22969	3.71025	78
chr19	984153	984444	23257	9.10838	23.11906	19.92046	154
chr19	1039915	1040197	23266	7.9161800000000015	21.23686	18.09703	151
chr19	1040987	1041350	23267	4.74639	10.88256	8.11104	172
chr19	1062795	1063251	23268	5.28874	9.93679	7.21311	96
chr19	1104386	1104704	23281	4.52579	7.8878	5.26716	140
chr19	1132890	1133342	23286	10.66485	26.02741	22.75461	310
chr19	1272470	1272856	23304	5.09151	9.57319	6.85982	248
chr19	1507728	1508569	23323	8.41094	23.32292	20.12053	642
chr19	1671902	1672236	23334	4.95338	8.33222	5.67935	224
chr19	1672402	1672560	23335	4.46006	6.8952	4.33052	44
chr19	2015997	2016210	23365	8.916080000000003	20.59307	17.464570000000002	109
chr19	2050351	2050626	23369	5.9401	12.27195	9.4331	124
chr19	2315876	2316202	23400	4.77034	8.64763	5.98366	265
chr19	2393151	2393322	23404	4.12833	6.0769	3.5725800000000003	116
chr19	2599362	2599550	23424	3.51694	5.95948	3.4614199999999995	129
chr19	2609611	2609775	23425	5.62855	9.8243	7.10239	95
chr19	2631494	2631862	23430	7.886360000000002	20.16688	17.0531	212
chr19	2711177	2711335	23436	4.26642	6.04608	3.54213	48
chr19	2841196	2841507	23450	5.73522	15.00918	12.06748	124
chr19	2900629	2900929	23452	7.92541	17.26609	14.24425	149
chr19	3062550	3062779	23460	4.31878	6.3887800000000015	3.86128	85
chr19	3133363	3133816	23465	10.57747	28.8751	25.53442	178
chr19	3311336	3311530	23477	5.65724	11.3511	8.54958	117
chr19	3359538	3359696	23480	5.3369300000000015	8.98372	6.30046	81
chr19	3761639	3761974	23502	4.74639	10.88256	8.11104	129
chr19	3986152	3986434	23512	5.55002	10.41065	7.65388	135
chr19	4242136	4242423	23536	4.94416	11.6755	8.866389999999997	100
chr19	4343670	4343863	23543	3.11148	4.15704	1.82234	146
chr19	4543991	4544201	23559	4.67868	7.257389999999999	4.66999	118
chr19	4669665	4669823	23576	5.37984	8.721160000000001	6.0521400000000005	43
chr19	4909303	4909501	23599	5.1180900000000005	8.61365	5.950830000000002	92
chr19	5322396	5322567	23621	3.9627	5.80311	3.3199300000000003	124
chr19	5607513	5607893	23622	4.95338	8.33222	5.67935	80
chr19	5826723	5826881	23637	3.94318	6.53494	3.99946	127
chr19	6459701	6459950	23668	4.70023	9.15436	6.45866	116
chr19	6528860	6529102	23674	6.3228800000000005	12.57701	9.72367	100
chr19	7197143	7197523	23728	13.320529999999998	36.69354000000001	33.17112	212
chr19	7369012	7369197	23743	5.47426	9.56109	6.8502100000000015	79
chr19	7534701	7534899	23757	3.42141	4.47362	2.11236	54
chr19	7629448	7629784	23760	4.8653900000000005	8.18078	5.53903	255
chr19	7916747	7916974	23796	6.01803	12.02225	9.20333	131
chr19	8434441	8434623	23825	4.45285	8.35482	5.70067	48
chr19	8578751	8579010	23845	4.24293	7.083080000000002	4.51043	136
chr19	10027761	10027959	23878	4.78819	7.147010000000001	4.56316	111
chr19	10086000	10086375	23880	7.07154	16.146620000000002	13.16298	202
chr19	10270864	10271302	23901	7.0917	15.27419	12.32169	186
chr19	10292273	10292605	23904	12.96191	36.70267	33.179990000000004	194
chr19	10373166	10373380	23917	6.14839	10.69782	7.93003	134
chr19	10373598	10373940	23918	6.78326	12.14358	9.30868	193
chr19	10419960	10420610	23925	8.9417	21.71176	18.55528	382
chr19	10539095	10539292	23939	4.9952	8.40393	5.74861	71
chr19	10672628	10672885	23952	4.80865	8.71831	6.05081	155
chr19	10826954	10827112	23968	2.85751	4.0597900000000005	1.7316599999999998	17
chr19	11090158	11090675	23981	12.04656	34.92837	31.443720000000006	324
chr19	11318478	11318666	23996	4.29293	6.6154199999999985	4.07253	151
chr19	11505128	11505470	24017	5.68975	12.56144	9.70844	81
chr19	11505804	11506045	24018	5.934830000000002	14.66569	11.73556	134
chr19	11506168	11506345	24019	3.66315	5.07474	2.64711	43
chr19	12610721	12610946	24032	6.51575	12.09925	9.26644	107
chr19	12669414	12669836	24039	6.02639	11.25453	8.45631	102
chr19	12696623	12696850	24042	5.94405	11.11034	8.32121	104
chr19	12836340	12836530	24064	6.50582	14.17265	11.26054	87
chr19	12914094	12914293	24071	5.44237	11.68022	8.87008	102
chr19	12965073	12965293	24078	4.95338	8.33222	5.67935	103
chr19	13143270	13143430	24095	4.49355	10.60692	7.84472	91
chr19	13149720	13149912	24098	3.66315	5.07474	2.64711	76
chr19	13172598	13172786	24106	4.29293	6.6154199999999985	4.07253	95
chr19	13882191	13882410	24131	5.37437	10.45117	7.691139999999999	95
chr19	14048553	14048862	24148	4.73327	7.347239999999998	4.75654	182
chr19	14221486	14221647	24163	4.2773	5.8208400000000005	3.33551	107
chr19	14517836	14518102	24190	6.05408	13.69954	10.80284	139
chr19	14556802	14556968	24194	3.96007	6.3057300000000005	3.77982	69
chr19	14675012	14675175	24202	5.05094	9.49772	6.7884	104
chr19	15223346	15223648	24216	5.61383	10.15934	7.409560000000001	204
chr19	15588164	15588339	24232	3.30225	4.28263	1.9329	111
chr19	16141132	16141379	24253	5.9401	12.27195	9.4331	99
chr19	16327873	16328065	24271	3.94318	6.53494	3.99946	61
chr19	16585949	16586158	24290	4.24293	7.083080000000002	4.51043	115
chr19	17235909	17236227	24323	3.95655	7.3563	4.76419	84
chr19	17246455	17246677	24326	6.93473	14.09789	11.1899	150
chr19	17266873	17267544	24327	6.32852	17.66441	14.63161	498
chr19	17336615	17336784	24339	3.71267	5.15554	2.72202	114
chr19	17450517	17450826	24354	5.14192	12.48523	9.63533	92
chr19	17499676	17499853	24361	5.10215	9.9363	7.2127	85
chr19	17744403	17744568	24384	5.08254	8.23059	5.5858	64
chr19	18152924	18153371	24415	23.219785	146.30289	141.28784	274
chr19	18223854	18224369	24427	6.00674	11.6086	8.80048	143
chr19	18280597	18280769	24435	5.69059	10.6622	7.89734	39
chr19	18397503	18397744	24453	4.03605	6.97512	4.40727	102
chr19	18401917	18402145	24454	4.45285	8.35482	5.70067	123
chr19	18414583	18414854	24456	6.17019	12.70461	9.85017	126
chr19	18418283	18418445	24460	3.91172	5.9661	3.46756	47
chr19	18596749	18596956	24479	5.572030000000002	10.08637	7.34289	121
chr19	18985355	18985616	24496	4.70023	9.15436	6.45866	146
chr19	19034312	19034526	24500	5.44237	11.68022	8.87008	99
chr19	19138383	19138602	24502	5.33969	13.31113	10.42888	82
chr19	19366807	19367006	24516	5.88734	9.54786	6.83771	137
chr19	19406445	19406624	24519	4.10987	6.30571	3.77982	135
chr19	19595079	19595353	24527	4.95338	8.33222	5.67935	51
chr19	29724246	29724541	24599	4.24293	7.083080000000002	4.51043	69
chr19	30001366	30001586	24605	6.34624	11.0259	8.243260000000001	127
chr19	32746731	32747067	24654	7.92013	19.23281	16.14702	104
chr19	33081005	33081231	24659	4.45285	8.35482	5.70067	98
chr19	33226953	33227145	24666	5.4162300000000005	10.16908	7.4189	110
chr19	33227497	33227676	24667	4.95338	8.33222	5.67935	60
chr19	33241570	33241754	24668	5.71713	11.08467	8.300989999999999	114
chr19	33261592	33261827	24671	5.19499	10.81805	8.04753	175
chr19	33330471	33330672	24680	4.1057	6.03964	3.5357199999999995	122
chr19	33521696	33522051	24687	13.239670000000002	39.30162	35.72208	176
chr19	33816744	33817006	24693	4.29293	6.6154199999999985	4.07253	127
chr19	34165423	34165661	24698	5.13212	8.6375	5.9736400000000005	125
chr19	34733965	34734712	24712	11.144	46.57053	42.85442000000001	209
chr19	35001107	35001280	24716	5.05785	7.87738	5.26173	75
chr19	35141121	35141596	24721	17.889429999999994	54.14362	50.30032	199
chr19	35268797	35269017	24730	6.2615300000000005	11.66288	8.85394	97
chr19	35274259	35274444	24733	5.8164	10.51062	7.74955	79
chr19	35745362	35745659	24760	8.9057	25.45909	22.19688	152
chr19	35936329	35936506	24775	5.32176	8.9582	6.281619999999998	38
chr19	36014107	36014651	24780	6.926660000000001	17.227610000000002	14.21019	258
chr19	37914944	37915145	24815	3.95809	6.825989999999999	4.27229	109
chr19	38004657	38004876	24820	5.47426	9.56109	6.8502100000000015	81
chr19	38154128	38154309	24824	4.29293	6.6154199999999985	4.07253	134
chr19	38336827	38337213	24840	11.37951	36.80518	33.27926	182
chr19	38651125	38651601	24857	4.80865	8.71831	6.05081	257
chr19	39031613	39031873	24880	3.98185	5.59105	3.12269	200
chr19	39093900	39094088	24882	5.5039	8.59751	5.93515	104
chr19	39320861	39321041	24889	4.51401	6.7057	4.15699	81
chr19	39411430	39411652	24903	5.741230000000002	11.50886	8.70176	92
chr19	39828851	39829051	24919	3.6772	5.55754	3.09058	76
chr19	40163828	40164058	24933	7.59518	16.19142	13.20337	133
chr19	40191296	40191488	24935	4.62315	7.45915	4.8600400000000015	56
chr19	40403557	40403767	24946	4.61598	9.62081	6.90347	75
chr19	40613693	40613955	24966	4.35086	9.34973	6.64325	115
chr19	40662900	40663424	24968	6.05518	10.54252	7.781039999999999	142
chr19	40762837	40763036	24974	5.47426	9.56109	6.8502100000000015	84
chr19	41216780	41217042	24995	5.99723	10.82107	8.050419999999999	114
chr19	41296432	41296621	25004	4.9952	8.40393	5.74861	50
chr19	41546370	41546610	25027	6.27428	12.08451	9.25263	122
chr19	41597739	41597905	25031	3.6772	5.55754	3.09058	121
chr19	42199169	42199406	25070	4.24293	7.083080000000002	4.51043	62
chr19	42254282	42254456	25080	3.63248	5.02459	2.59822	58
chr19	42313516	42313877	25087	4.470459999999999	7.3246	4.7349	49
chr19	42465897	42466056	25094	3.73675	6.64582	4.10065	78
chr19	42555470	42555709	25099	7.63928	17.707320000000006	14.66804	132
chr19	43410007	43410165	25105	3.82649	5.34039	2.88777	70
chr19	43504098	43504432	25113	7.326289999999998	15.24478	12.29332	107
chr19	43527150	43527418	25115	5.49521	12.91487	10.05437	118
chr19	43652369	43652551	25124	4.24293	7.083080000000002	4.51043	128
chr19	43701469	43701682	25132	6.7027899999999985	12.83282	9.97401	92
chr19	43726879	43727185	25134	4.24293	7.083080000000002	4.51043	84
chr19	44304838	44305210	25163	3.95809	6.825989999999999	4.27229	282
chr19	44512452	44512610	25169	4.31878	6.3887800000000015	3.86128	116
chr19	44765666	44765870	25187	3.73675	6.64582	4.10065	114
chr19	44927744	44927960	25199	3.30225	4.28263	1.9329	182
chr19	45047529	45047706	25212	6.84283	13.501129999999998	10.6138	92
chr19	45092853	45093207	25219	5.07646	8.542769999999999	5.88265	90
chr19	45423521	45424023	25235	10.23066	27.00154	23.69998	195
chr19	45779573	45779764	25275	4.4897300000000016	7.8219	5.20709	60
chr19	46193109	46193436	25294	4.17636	8.08968	5.4494	237
chr19	46487992	46488192	25301	5.04908	8.49606	5.83832	87
chr19	46546636	46546800	25305	3.95809	6.825989999999999	4.27229	105
chr19	46732261	46732439	25323	4.11346	6.5776	4.04136	141
chr19	46733687	46733876	25324	4.12171	7.414919999999999	4.82177	118
chr19	46919464	46919647	25339	5.50968	9.27315	6.569610000000001	65
chr19	47229330	47229488	25355	3.3099199999999995	4.49126	2.12921	120
chr19	47419400	47419635	25377	7.36793	14.41129	11.48674	105
chr19	47854567	47854725	25398	5.88304	9.20566	6.50928	69
chr19	48260161	48260359	25405	5.62855	9.8243	7.10239	81
chr19	48363146	48363367	25413	5.83847	10.92447	8.15215	148
chr19	48624108	48624408	25439	4.62315	7.45915	4.8600400000000015	78
chr19	48684362	48684677	25448	3.95809	6.825989999999999	4.27229	283
chr19	48795212	48795413	25458	3.51694	5.95948	3.4614199999999995	82
chr19	48836007	48836165	25461	4.16317	5.64264	3.1731	68
chr19	49017984	49018144	25477	4.70582	7.30208	4.71318	92
chr19	49415195	49415380	25503	7.07154	16.146620000000002	13.16298	66
chr19	49442770	49443169	25505	9.90676	24.06163	20.83496	189
chr19	49677520	49677736	25537	3.81964	5.80659	3.32147	77
chr19	49813550	49813737	25545	4.70023	9.15436	6.45866	111
chr19	49865354	49865596	25554	7.00842	14.67256	11.74223	143
chr19	49928962	49929242	25565	6.02829	12.4386	9.58955	142
chr19	49954134	49954459	25569	7.59518	16.19142	13.20337	172
chr19	50268079	50268306	25583	7.92541	17.26609	14.24425	138
chr19	50386460	50386711	25600	5.44237	11.68022	8.87008	112
chr19	51114445	51114653	25630	6.16669	12.29409	9.45375	87
chr19	51123764	51123961	25631	5.0556	11.23139	8.433489999999999	115
chr19	51472989	51473181	25669	4.90496	7.6284800000000015	5.02034	91
chr19	51607147	51607326	25683	5.10215	9.9363	7.2127	105
chr19	51761081	51761243	25697	3.71071	6.09937	3.5934	110
chr19	52735029	52735189	25723	5.37437	10.45117	7.691139999999999	70
chr19	54162232	54162725	25758	6.59426	17.407870000000006	14.37878	137
chr19	54316866	54317360	25773	7.36793	14.41129	11.48674	352
chr19	54317451	54317629	25774	5.21916	8.45674	5.7994900000000005	98
chr19	54374181	54374572	25782	6.53267	11.72599	8.91414	294
chr19	54462914	54463110	25791	4.8653900000000005	8.18078	5.53903	82
chr19	55098031	55098189	25836	3.71071	6.09937	3.5934	57
chr19	55216916	55217378	25848	7.78463	17.01116	14.00089	128
chr19	55440447	55440627	25865	3.71071	6.09937	3.5934	41
chr19	55485045	55485224	25875	4.80865	8.71831	6.05081	121
chr19	55580793	55581019	25878	6.18451	14.37791	11.45495	120
chr19	55655475	55655678	25892	5.09151	9.57319	6.85982	135
chr19	56121228	56121682	25898	11.84251	29.3745	26.01678	317
chr19	57279814	57280006	25915	3.73675	6.64582	4.10065	55
chr19	57578922	57579233	25928	7.587460000000001	16.65107	13.648129999999998	157
chr19	57681813	57682036	25932	7.387469999999999	14.89645	11.9574	143
chr19	57769560	57769736	25934	4.80865	8.71831	6.05081	116
chr2	688452	688725	25976	5.53076	8.33085	5.67935	215
chr2	3519682	3519840	25995	4.08769	5.30851	2.86801	47
chr2	3536745	3537007	25997	5.94721	9.9974	7.264769999999999	151
chr2	3987004	3987186	26001	3.9627	5.80311	3.3199300000000003	35
chr2	4101661	4101820	26003	4.24293	7.083080000000002	4.51043	88
chr2	7004701	7004859	26015	4.70582	7.30208	4.71318	114
chr2	8265021	8265355	26034	10.75968	24.4225	21.18794	144
chr2	8535216	8535382	26052	4.44784	6.87482	4.31019	24
chr2	8575020	8575223	26056	4.44484	6.082330000000002	3.57771	59
chr2	8685719	8685999	26067	3.63248	5.02459	2.59822	202
chr2	9703794	9704047	26102	4.94761	9.97579	7.2488199999999985	125
chr2	9895098	9895305	26108	5.45026	8.20275	5.55897	97
chr2	9950869	9951032	26109	3.30225	4.28263	1.9329	102
chr2	9951378	9951776	26111	9.51936	20.05383	16.94098	186
chr2	10514827	10515058	26143	5.15632	8.03704	5.398	94
chr2	11379802	11379960	26176	3.9664	5.33485	2.88225	101
chr2	11456391	11456628	26179	5.80964	8.77539	6.10559	119
chr2	14484051	14484218	26232	4.65715	6.66505	4.1177	39
chr2	15723999	15724177	26249	5.2836	9.23283	6.53139	81
chr2	16485378	16485625	26255	7.267010000000001	12.53391	9.68205	122
chr2	16625304	16625476	26262	5.15632	8.03704	5.398	115
chr2	16657135	16657298	26265	3.63248	5.02459	2.59822	94
chr2	16775601	16776017	26269	7.07154	16.146620000000002	13.16298	157
chr2	16861233	16861447	26270	5.26424	7.6235300000000015	5.01542	71
chr2	17518346	17518571	26275	14.554130000000004	70.0429	65.94643	210
chr2	17648628	17648888	26277	5.61383	10.15934	7.409560000000001	138
chr2	17759910	17760078	26280	5.55296	9.004430000000003	6.31281	40
chr2	17813772	17813980	26284	5.69714	8.9077	6.23177	123
chr2	19901845	19902289	26301	4.36129	6.19684	3.68121	361
chr2	20494315	20494599	26317	9.12272	18.85464	15.77833	150
chr2	20614306	20614603	26324	6.24475	10.48449	7.724069999999998	173
chr2	20822944	20823135	26329	4.91385	7.34817	4.75654	106
chr2	23385328	23385495	26340	3.63351	4.4277	2.06813	90
chr2	23940362	23940555	26360	5.73283	9.29726	6.59191	114
chr2	24083767	24083967	26364	4.99557	7.77614	5.16345	134
chr2	24084425	24084583	26365	4.47357	6.64025	4.0959	32
chr2	24462147	24462305	26376	3.94418	5.08718	2.65666	17
chr2	24873724	24873947	26381	4.95338	8.33222	5.67935	65
chr2	24874003	24874236	26382	5.59196	9.41023	6.70223	152
chr2	25294836	25295102	26392	4.31668	6.93285	4.36533	132
chr2	25361960	25362202	26397	6.40525	10.3841	7.62852	134
chr2	25431716	25431914	26401	6.91591	11.2086	8.4114	100
chr2	25821475	25821670	26410	5.18473	7.49771	4.89618	107
chr2	26785660	26786113	26437	5.55296	9.004430000000003	6.31281	131
chr2	26961683	26961848	26443	4.75968	7.1013	4.51853	102
chr2	27050043	27050228	26448	4.2481800000000005	5.77539	3.3001	67
chr2	27183643	27183818	26459	4.95338	8.33222	5.67935	76
chr2	27250201	27250421	26464	5.69714	8.9077	6.23177	146
chr2	27663271	27663448	26477	4.82066	6.92306	4.35578	74
chr2	27890573	27890783	26489	8.326089999999999	16.506529999999998	13.51097	109
chr2	28406544	28406702	26503	4.22702	5.98334	3.48213	29
chr2	28566717	28566984	26509	4.29293	6.6154199999999985	4.07253	130
chr2	28621651	28621809	26512	5.53076	8.33085	5.67935	95
chr2	28627045	28627232	26514	4.62315	7.45915	4.8600400000000015	95
chr2	28810397	28810578	26520	4.75968	7.1013	4.51853	140
chr2	28972992	28973150	26526	4.22702	5.98334	3.48213	39
chr2	29012385	29012648	26529	6.31893	12.98076	10.11826	175
chr2	32614168	32614326	26580	4.38242	5.9849	3.48213	97
chr2	33272124	33272321	26591	5.9496	10.00133	7.264769999999999	65
chr2	33336395	33336553	26593	3.96481	5.33235	2.88225	50
chr2	33554842	33555259	26598	8.32944	16.51219	13.51138	130
chr2	36240575	36240772	26612	3.98185	5.59105	3.12269	53
chr2	37084306	37084606	26624	5.65724	11.3511	8.54958	121
chr2	37196672	37196830	26628	4.71339	6.50218	3.96743	63
chr2	37231844	37231996	26630	7.51013	20.74032	17.60944	106
chr2	37544091	37544264	26638	5.9496	10.00133	7.264769999999999	90
chr2	37672196	37672354	26651	4.75968	7.1013	4.51853	65
chr2	38193160	38193367	26692	5.5039	8.59751	5.93515	151
chr2	38652585	38652791	26710	5.61367	8.462860000000001	5.80526	96
chr2	38655130	38655343	26712	3.96481	5.33235	2.88225	128
chr2	38751097	38751612	26716	6.580615	18.61919	15.55197	67
