PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2506	chr15	90750178	90750499	+	0	NA	intron (BLM, intron 3 of 21)	NA	33011	BLM								
Interval_6567	chr6	134053009	134053231	+	0	NA	promoter-TSS (SLC2A12)	NA	-452	SLC2A12								
Interval_1157	chr11	9263202	9263401	+	0	NA	intron (DENND5A, intron 1 of 22)	NA	2033	DENND5A								
Interval_5417	chr4	27791952	27792257	+	0	NA	Intergenic	NA	574625	RP11-415C15.2								
Interval_3439	chr19	4901008	4901152	+	0	NA	intron (ARRDC5, intron 1 of 2)	NA	1555	ARRDC5								
Interval_3521	chr19	16283935	16284293	+	0	NA	Intergenic	NA	-40726	KLF2								
Interval_4234	chr2	202912043	202912187	+	0	NA	promoter-TSS (CARF)	NA	-103	CARF								
Interval_7528	chr8	117881418	117882005	+	0	NA	intron (EXT1, intron 1 of 10)	NA	230108	EXT1								
Interval_5804	chr5	42950601	42950788	+	0	NA	Intergenic	NA	42639	FLJ32255								
Interval_4570	chr20	58786085	58786132	+	0	NA	Intergenic	NA	31539	MIR296								
Interval_3425	chr19	2856584	2856676	+	0	NA	exon (ZNF555, exon 4 of 4)	NA	-10711	ZNF556								
Interval_1992	chr13	80236560	80236736	+	0	NA	Intergenic	NA	-25329	LOC101927238								
Interval_3409	chr19	626674	626818	+	0	NA	intron (POLRMT, intron 3 of 20)	NA	6822	POLRMT								
Interval_6145	chr5	172150509	172150912	+	0	NA	intron (STK10, intron 2 of 18)	NA	37632	STK10								
Interval_563	chr1	201877913	201878088	+	0	NA	exon (IPO9, exon 24 of 24)	NA	-10669	SHISA4								
Interval_7815	chr9	111163655	111163901	+	0	NA	Intergenic	NA	107436	MIR7702								
Interval_3119	chr17	73333559	73333790	+	0	NA	TTS (SDK2)	NA	-21670	CDC42EP4								
Interval_2406	chr15	63610476	63610653	+	0	NA	intron (HERC1, intron 77 of 77)	NA	-9737	USP3-AS1								
Interval_527	chr1	184967777	184967921	+	0	NA	intron (FAM129A, intron 1 of 13)	NA	6737	FAM129A								
Interval_386	chr1	150256015	150256236	+	0	NA	Intergenic	NA	-1034	CA14								
Interval_7214	chr8	27384433	27384668	+	0	NA	intron (PTK2B, intron 1 of 30)	NA	-48863	MIR6842								
Interval_205	chr1	58883383	58883535	+	0	NA	intron (LINC01135, intron 1 of 1)	NA	69040	LOC101926907								
Interval_1104	chr10	124728523	124728712	+	0	NA	intron (FAM53B, intron 1 of 4)	NA	15744	FAM53B								
Interval_1462	chr11	125514591	125514991	+	0	NA	Intergenic	NA	-18481	FEZ1								
Interval_4369	chr2	241219205	241219406	+	0	NA	intron (ANO7, intron 21 of 24)	NA	30796	ANO7								
Interval_6386	chr6	46772787	46773161	+	0	NA	Intergenic	NA	-20383	MEP1A								
Interval_4738	chr22	28760046	28760275	+	0	NA	Intergenic	NA	-12514	CCDC117								
Interval_6981	chr7	108181133	108181493	+	0	NA	intron (NRCAM, intron 24 of 30)	NA	15999	LOC102724363								
Interval_3652	chr19	49510011	49510188	+	0	NA	Intergenic	NA	-2180	FCGRT								
Interval_1449	chr11	121417241	121417453	+	0	NA	Intergenic	NA	-34856	SORL1								
Interval_3708	chr19	57826643	57826722	+	0	NA	exon (FKBP1AP1, exon 2 of 2)	NA	780	FKBP1AP1								
Interval_8029	chrX	51345412	51345469	+	0	NA	Intergenic	NA	12649	NUDT10								
Interval_4475	chr20	31602807	31603211	+	0	NA	Intergenic	NA	-2274	ID1								
Interval_2512	chr15	91940454	91940643	+	0	NA	intron (SLCO3A1, intron 2 of 10)	NA	86840	SLCO3A1								
Interval_457	chr1	162928066	162928333	+	0	NA	Intergenic	NA	-59384	C1orf110								
Interval_6948	chr7	100799448	100799708	+	0	NA	Intergenic	NA	27943	EPHB4								
Interval_6460	chr6	87407008	87407179	+	0	NA	promoter-TSS (C6orf165)	NA	-879	C6orf165								
Interval_3528	chr19	16794365	16794412	+	0	NA	intron (NWD1, intron 14 of 18)	NA	-68964	SIN3B								
Interval_1919	chr13	28013140	28013287	+	0	NA	intron (FLT3, intron 23 of 23)	NA	-24576	URAD								
Interval_753	chr1	247434518	247434669	+	0	NA	intron (NLRP3, intron 4 of 6)	NA	17389	OR2B11								
Interval_2111	chr14	58747306	58747547	+	0	NA	Intergenic	NA	-1325	LOC102723725								
Interval_6367	chr6	42547706	42548113	+	0	NA	Intergenic	NA	-16105	UBR2								
Interval_6439	chr6	79078213	79078406	+	0	NA	promoter-TSS (PHIP)	NA	-15	PHIP								
Interval_6905	chr7	85621434	85621590	+	0	NA	Intergenic	NA	-499581	SEMA3D								
Interval_6169	chr5	177014532	177014676	+	0	NA	intron (UIMC1, intron 1 of 14)	NA	-7831	UIMC1								
Interval_2620	chr16	24273464	24273806	+	0	NA	intron (CACNG3, intron 1 of 3)	NA	18082	CACNG3								
Interval_4050	chr2	122390505	122390752	+	0	NA	Intergenic	NA	611328	LOC101927801								
Interval_3896	chr2	60545971	60546299	+	0	NA	exon (BCL11A, exon 2 of 4)	NA	7363	BCL11A								
Interval_79	chr1	23100304	23100476	+	0	NA	intron (LUZP1, intron 3 of 4)	NA	-42456	MIR4419A								
Interval_3376	chr18	76561184	76561328	+	0	NA	Intergenic	NA	-4153	LOC102723325								
Interval_2084	chr14	49999736	50000257	+	0	NA	intron (C14orf182, intron 1 of 3)	NA	7524	C14orf182								
Interval_5403	chr4	23945391	23945535	+	0	NA	intron (PPARGC1A, intron 1 of 10)	NA	-55386	PPARGC1A								
Interval_458	chr1	162932209	162932503	+	0	NA	Intergenic	NA	-63541	C1orf110								
Interval_4109	chr2	146396233	146396694	+	0	NA	Intergenic	NA	-190594	PABPC1P2								
Interval_7531	chr8	118108728	118109044	+	0	NA	intron (EXT1, intron 1 of 10)	NA	2933	EXT1								
Interval_7344	chr8	58162547	58162691	+	0	NA	Intergenic	NA	109482	LOC101929528								
Interval_1920	chr13	28239473	28239718	+	0	NA	exon (PAN3, exon 2 of 15)	NA	7094	RNU6-82P								
Interval_1675	chr12	57148857	57149177	+	0	NA	intron (LRP1, intron 6 of 88)	NA	20518	LRP1								
Interval_5584	chr4	107718398	107718558	+	0	NA	intron (PAPSS1, intron 1 of 11)	NA	1785	PAPSS1								
Interval_2276	chr14	101499468	101499515	+	0	NA	Intergenic	NA	56185	DIO3OS								
Interval_3359	chr18	74378383	74378577	+	0	NA	Intergenic	NA	-30968	LOC101927606								
Interval_4378	chr20	1034859	1035015	+	0	NA	Intergenic	NA	24386	LOC102724519								
Interval_876	chr10	50458558	50458956	+	0	NA	intron (SGMS1, intron 5 of 7)	NA	165208	SGMS1								
Interval_1739	chr12	91009633	91009810	+	0	NA	Intergenic	NA	-4695	EPYC								
Interval_3916	chr2	66439774	66439979	+	0	NA	promoter-TSS (MEIS1)	NA	638	MEIS1-AS2								
Interval_2511	chr15	91770185	91770359	+	0	NA	Intergenic	NA	-83436	SLCO3A1								
Interval_1549	chr12	12010587	12011015	+	0	NA	Intergenic	NA	-39063	LOC102724106								
Interval_3764	chr2	20052022	20052307	+	0	NA	promoter-TSS (LAPTM4A)	NA	-136	LAPTM4A								
Interval_5483	chr4	54105039	54105204	+	0	NA	Intergenic	NA	5040	GSX2								
Interval_6551	chr6	129895040	129895194	+	0	NA	Intergenic	NA	-33846	TMEM244								
Interval_714	chr1	237448598	237448742	+	0	NA	intron (RYR2, intron 14 of 105)	NA	-22494	MIR4428								
Interval_4532	chr20	48723850	48724020	+	0	NA	intron (PREX1, intron 5 of 39)	NA	-67340	PREX1								
Interval_2940	chr17	35063668	35063855	+	0	NA	promoter-TSS (RFFL)	NA	-21	RFFL								
Interval_850	chr10	37970209	37970505	+	0	NA	intron (ZNF25, intron 3 of 6)	NA	6299	ZNF25								
Interval_4205	chr2	190636275	190636419	+	0	NA	Intergenic	NA	-12551	NAB1								
Interval_3004	chr17	45291520	45291860	+	0	NA	intron (MAP3K14, intron 1 of 15)	NA	25358	MAP3K14								
Interval_4515	chr20	44740860	44740908	+	0	NA	Intergenic	NA	-4963	KCNK15								
Interval_5900	chr5	75336569	75336773	+	0	NA	promoter-TSS (HMGCR)	NA	-497	HMGCR								
Interval_485	chr1	171745095	171745399	+	0	NA	Intergenic	NA	-3008	VAMP4								
Interval_7038	chr7	137567265	137567312	+	0	NA	intron (DGKI, intron 19 of 32)	NA	279573	DGKI								
Interval_7726	chr9	36842629	36842851	+	0	NA	intron (PAX5, intron 6 of 6)	NA	-19141	MIR4475								
Interval_462	chr1	166660359	166660425	+	0	NA	Intergenic	NA	56476	FMO9P								
Interval_4055	chr2	126828568	126828712	+	0	NA	Intergenic	NA	172705	GYPC								
Interval_673	chr1	230972876	230973281	+	0	NA	intron (TTC13, intron 1 of 17)	NA	-5999	ARV1								
Interval_1682	chr12	62703415	62703832	+	0	NA	intron (PPM1H, intron 6 of 9)	NA	99932	MIRLET7I								
Interval_6654	chr6	156459512	156459797	+	0	NA	Intergenic	NA	-164913	LOC101928923								
Interval_1869	chr12	124480425	124480701	+	0	NA	intron (NCOR2, intron 5 of 47)	NA	86901	NCOR2								
Interval_5314	chr3	194051773	194051951	+	0	NA	intron (LOC285389, intron 1 of 1)	NA	3598	LOC285389								
Interval_3767	chr2	21062081	21062128	+	0	NA	Intergenic	NA	17645	LOC101929195								
Interval_792	chr10	17029681	17029938	+	0	NA	intron (CUBN, intron 27 of 66)	NA	100008	CUBN								
Interval_7294	chr8	42329988	42330252	+	0	NA	exon (IKBKB, exon 16 of 16)	NA	-8370	POLB								
Interval_1217	chr11	35087770	35087971	+	0	NA	Intergenic	NA	-51000	CD44								
Interval_8095	chrX	154347706	154347944	+	0	NA	TTS (FLNA)	NA	26813	FLNA								
Interval_4964	chr3	50244806	50245107	+	0	NA	intron (GNAI2, intron 1 of 7)	NA	17520	MIR5787								
Interval_4735	chr22	28674045	28674355	+	0	NA	intron (TTC28, intron 1 of 21)	NA	5665	TTC28								
Interval_2835	chr17	2659419	2659579	+	0	NA	intron (PAFAH1B1, intron 2 of 10)	NA	33415	MIR6776								
Interval_4452	chr20	19974107	19974251	+	0	NA	intron (RIN2, intron 8 of 12)	NA	-43111	NAA20								
Interval_4573	chr20	59032629	59032920	+	0	NA	promoter-TSS (ATP5E)	NA	-407	ATP5E								
Interval_6201	chr6	3206073	3206331	+	0	NA	Intergenic	NA	-10435	RP1-40E16.9								
Interval_4325	chr2	229519631	229519907	+	0	NA	intron (DNER, intron 5 of 11)	NA	194797	DNER								
Interval_2816	chr17	113129	113180	+	0	NA	Intergenic	NA	-24417	LOC653486								
Interval_1640	chr12	49121226	49121382	+	0	NA	Intergenic	NA	10217	TUBA1B								
Interval_2132	chr14	64673875	64674074	+	0	NA	Intergenic	NA	30276	LOC101927856								
Interval_1384	chr11	95254379	95254552	+	0	NA	Intergenic	NA	-23383	SESN3								
Interval_4153	chr2	168223334	168223497	+	0	NA	intron (STK39, intron 1 of 16)	NA	-59684	STK39								
Interval_1423	chr11	115504862	115505380	+	0	NA	promoter-TSS (CADM1)	NA	-705	CADM1								
Interval_5033	chr3	72892203	72892366	+	0	NA	intron (GXYLT2, intron 1 of 6)	NA	4050	GXYLT2								
Interval_1136	chr11	2962498	2962677	+	0	NA	intron (NAP1L4, intron 8 of 15)	NA	1306	SNORA54								
Interval_5278	chr3	186532667	186532877	+	0	NA	Intergenic	NA	11606	CRYGS								
Interval_7012	chr7	128948954	128949352	+	0	NA	exon (IRF5, exon 9 of 9)	NA	10936	IRF5								
Interval_5487	chr4	55358827	55359135	+	0	NA	intron (SRD5A3, intron 1 of 3)	NA	12739	SRD5A3								
Interval_1902	chr13	20796878	20797038	+	0	NA	exon (XPO4, exon 11 of 17)	NA	-23002	N6AMT2								
Interval_769	chr10	5594377	5594551	+	0	NA	Intergenic	NA	-30769	LOC102723615								
Interval_392	chr1	151199262	151199709	+	0	NA	intron (PIP5K1A, intron 1 of 14)	NA	-9272	VPS72								
Interval_7130	chr8	10636712	10636856	+	0	NA	intron (RP1L1, intron 1 of 3)	NA	18323	RP1L1								
Interval_1553	chr12	12724982	12725345	+	0	NA	promoter-TSS (APOLD1)	NA	7795	CDKN1B								
Interval_4461	chr20	22099082	22099335	+	0	NA	Intergenic	NA	45118	RP11-125P18.1								
Interval_7679	chr9	19142577	19143051	+	0	NA	Intergenic	NA	-15208	PLIN2								
Interval_2148	chr14	68682729	68682873	+	0	NA	intron (RAD51B, intron 10 of 10)	NA	-54014	LOC100996664								
Interval_7158	chr8	18846536	18846680	+	0	NA	intron (PSD3, intron 4 of 9)	NA	40078	PSD3								
Interval_6960	chr7	103432606	103432890	+	0	NA	intron (SLC26A5, intron 2 of 19)	NA	-12459	LOC101927870								
Interval_7530	chr8	118018575	118018737	+	0	NA	intron (EXT1, intron 1 of 10)	NA	93163	EXT1								
Interval_4719	chr22	22840841	22841051	+	0	NA	Intergenic	NA	18155	MIR650								
Interval_3102	chr17	68706465	68706609	+	0	NA	Intergenic	NA	78383	RP11-118B18.1								
Interval_2740	chr16	69521015	69521172	+	0	NA	Intergenic	NA	44775	MIR1538								
Interval_346	chr1	116817393	116817768	+	0	NA	Intergenic	NA	63145	CD2								
Interval_973	chr10	87525069	87525223	+	0	NA	intron (MINPP1, intron 4 of 4)	NA	20680	MINPP1								
Interval_2705	chr16	55842948	55843186	+	0	NA	Intergenic	NA	-9881	CES1								
Interval_572	chr1	204513135	204513394	+	0	NA	Intergenic	NA	-3115	MDM4								
Interval_6481	chr6	96898137	96898333	+	0	NA	promoter-TSS (NDUFAF4)	NA	-344	NDUFAF4								
Interval_5032	chr3	72887023	72887167	+	0	NA	TTS (LOC102724840)	NA	-1139	GXYLT2								
Interval_7656	chr9	5816295	5816525	+	0	NA	intron (ERMP1, intron 4 of 15)	NA	16642	ERMP1								
Interval_3735	chr2	10958467	10958771	+	0	NA	Intergenic	NA	46682	KCNF1								
Interval_3175	chr18	379762	380151	+	0	NA	intron (COLEC12, intron 2 of 5)	NA	-111897	THOC1								
Interval_3260	chr18	48952383	48952603	+	0	NA	Intergenic	NA	-3160	SMAD7								
Interval_2561	chr16	5117321	5117662	+	0	NA	Intergenic	NA	-19671	FAM86A								
Interval_6426	chr6	68756820	68757094	+	0	NA	intron (BAI3, intron 3 of 30)	NA	-5983	LOC101928330								
Interval_1906	chr13	21219859	21219922	+	0	NA	Intergenic	NA	-43342	SKA3								
Interval_7946	chrUn_KI270752v1	5743	5794	+	0	NA	Intergenic	NA	-5612	LOC102723822								
Interval_2149	chr14	68695284	68695546	+	0	NA	Intergenic	NA	-66628	LOC100996664								
Interval_2737	chr16	69398158	69398325	+	0	NA	Intergenic	NA	-12256	TERF2								
Interval_1392	chr11	101554028	101554266	+	0	NA	intron (TRPC6, intron 1 of 12)	NA	29781	TRPC6								
Interval_5322	chr3	194843745	194844149	+	0	NA	Intergenic	NA	135526	AC090505.6								
Interval_2311	chr15	32615011	32615200	+	0	NA	promoter-TSS (LOC101928042)	NA	-371	ARHGAP11A								
Interval_1277	chr11	61733328	61733669	+	0	NA	intron (DAGLA, intron 9 of 19)	NA	14553	DAGLA								
Interval_6925	chr7	94657480	94657664	+	0	NA	intron (PEG10, intron 1 of 1)	NA	1247	PEG10								
Interval_4563	chr20	56371615	56371759	+	0	NA	intron (AURKA, intron 7 of 8)	NA	12760	FAM210B								
Interval_1618	chr12	39483107	39483301	+	0	NA	Intergenic	NA	-39902	KIF21A								
Interval_742	chr1	245674153	245674314	+	0	NA	intron (KIF26B, intron 10 of 14)	NA	-436760	LOC101928089								
Interval_7313	chr8	50312980	50313032	+	0	NA	intron (SNTG1, intron 3 of 19)	NA	401227	SNTG1								
Interval_2217	chr14	89498891	89499154	+	0	NA	intron (LOC102723683, intron 3 of 4)	NA	-77194	FOXN3-AS2								
Interval_7965	chrX	2692273	2692468	+	0	NA	intron (CD99, intron 1 of 9)	NA	1183	CD99								
Interval_5216	chr3	157938567	157938711	+	0	NA	Intergenic	NA	165603	SHOX2								
Interval_956	chr10	79242248	79242518	+	0	NA	intron (ZMIZ1, intron 7 of 23)	NA	-105083	PPIF								
Interval_5622	chr4	127849990	127850044	+	0	NA	Intergenic	NA	-30844	PLK4								
Interval_3682	chr19	53824328	53824566	+	0	NA	promoter-TSS (NLRP12)	NA	-44	NLRP12								
Interval_5919	chr5	82405791	82405986	+	0	NA	Intergenic	NA	22943	FLJ41309								
Interval_1927	chr13	28751361	28751505	+	0	NA	Intergenic	NA	-32420	SLC46A3								
Interval_6111	chr5	157603519	157603724	+	0	NA	Intergenic	NA	-27846	ADAM19								
Interval_15	chr1	8019998	8020386	+	0	NA	intron (ERRFI1, intron 1 of 3)	NA	6141	ERRFI1								
Interval_7897	chr9	137414369	137414707	+	0	NA	intron (EXD3, intron 1 of 10)	NA	8724	EXD3								
Interval_6877	chr7	70177759	70177932	+	0	NA	intron (AUTS2, intron 4 of 4)	NA	578926	AUTS2								
Interval_5997	chr5	120258289	120258518	+	0	NA	Intergenic	NA	-358696	PRR16								
Interval_5268	chr3	184336972	184337118	+	0	NA	promoter-TSS (FAM131A)	NA	1113	FAM131A								
Interval_7370	chr8	61748431	61748721	+	0	NA	Intergenic	NA	17393	LOC101929610								
Interval_3900	chr2	61496895	61497090	+	0	NA	exon (XPO1, exon 10 of 25)	NA	-26278	USP34								
Interval_5292	chr3	188186943	188187123	+	0	NA	intron (LPP, intron 1 of 10)	NA	8490	FLJ42393								
Interval_3025	chr17	49868887	49868934	+	0	NA	Intergenic	NA	-20893	TAC4								
Interval_7110	chr8	3097268	3097539	+	0	NA	intron (CSMD1, intron 46 of 69)	NA	-369035	RP11-134O21.1								
Interval_2730	chr16	66616265	66616592	+	0	NA	exon (CMTM4, exon 4 of 4)	NA	11697	CMTM3								
Interval_53	chr1	17640591	17640865	+	0	NA	TTS (ARHGEF10L)	NA	100857	ARHGEF10L								
Interval_1052	chr10	109886142	109886367	+	0	NA	exon (XPNPEP1, exon 8 of 21)	NA	37293	XPNPEP1								
Interval_7122	chr8	8626028	8626333	+	0	NA	Intergenic	NA	-75976	CLDN23								
Interval_2494	chr15	85794929	85795255	+	0	NA	promoter-TSS (KLHL25)	NA	-14292	KLHL25								
Interval_7237	chr8	30016166	30016349	+	0	NA	Intergenic	NA	-58909	MIR3148								
Interval_4115	chr2	148721556	148721700	+	0	NA	intron (EPC2, intron 2 of 13)	NA	76637	EPC2								
Interval_1643	chr12	49222576	49222867	+	0	NA	intron (LOC102723916, intron 1 of 2)	NA	13798	LOC102723916								
Interval_2003	chr13	97210815	97210971	+	0	NA	Intergenic	NA	-11402	MBNL2								
Interval_4824	chr3	904769	904816	+	0	NA	Intergenic	NA	-187866	CNTN6								
Interval_709	chr1	235980985	235981271	+	0	NA	intron (NID1, intron 14 of 17)	NA	84053	NID1								
Interval_1595	chr12	26860772	26860936	+	0	NA	Intergenic	NA	-27656	ITPR2								
Interval_3168	chr17_KI270729v1_random	59713	59760	+	0	NA	NA	NA	NA	NA								
Interval_2929	chr17	30958306	30958617	+	0	NA	TTS (ADAP2)	NA	169	RNF135								
Interval_552	chr1	198787245	198787390	+	0	NA	Intergenic	NA	71590	MIR181B1								
Interval_78	chr1	23013553	23013801	+	0	NA	intron (C1orf234, intron 2 of 2)	NA	2173	C1orf234								
Interval_3460	chr19	7346744	7347136	+	0	NA	Intergenic	NA	-8665	ARHGEF18								
Interval_7989	chrX	23811001	23811437	+	0	NA	Intergenic	NA	28061	SAT1								
Interval_6971	chr7	106314122	106314272	+	0	NA	Intergenic	NA	-29005	NAMPT								
Interval_3727	chr2	9538338	9538482	+	0	NA	intron (ADAM17, intron 2 of 18)	NA	17378	ADAM17								
Interval_7223	chr8	28083879	28084078	+	0	NA	promoter-TSS (NUGGC)	NA	-107	NUGGC								
Interval_5854	chr5	57082464	57082652	+	0	NA	Intergenic	NA	-91390	GPBP1								
Interval_4322	chr2	229313624	229313768	+	0	NA	Intergenic	NA	-42355	PID1								
Interval_4207	chr2	191012525	191012687	+	0	NA	intron (STAT1, intron 1 of 23)	NA	1644	STAT1								
Interval_4850	chr3	10845003	10845464	+	0	NA	intron (SLC6A11, intron 5 of 13)	NA	29001	SLC6A11								
Interval_2985	chr17	43456986	43457130	+	0	NA	Intergenic	NA	12252	MIR2117								
Interval_1141	chr11	5254964	5255046	+	0	NA	promoter-TSS (HBG2)	NA	-224	HBG2								
Interval_6997	chr7	118703766	118703813	+	0	NA	Intergenic	NA	443928	LOC102724495								
Interval_2826	chr17	1442302	1442580	+	0	NA	intron (CRK, intron 1 of 2)	NA	13826	CRK								
Interval_5392	chr4	19224928	19225340	+	0	NA	Intergenic	NA	-1027809	SLIT2								
Interval_1589	chr12	26199880	26200053	+	0	NA	intron (SSPN, intron 1 of 2)	NA	4630	SSPN								
Interval_7738	chr9	72443241	72443805	+	0	NA	Intergenic	NA	-77115	LOC102724516								
Interval_3299	chr18	58565174	58565423	+	0	NA	intron (ALPK2, intron 4 of 12)	NA	63659	ALPK2								
Interval_4647	chr21	34984285	34984429	+	0	NA	intron (RUNX1, intron 2 of 7)	NA	55069	RUNX1-IT1								
Interval_1189	chr11	15488240	15488446	+	0	NA	Intergenic	NA	-135814	LOC102724957								
Interval_1930	chr13	30577529	30577707	+	0	NA	Intergenic	NA	-42061	USPL1								
Interval_2565	chr16	9062525	9062765	+	0	NA	Intergenic	NA	-29035	C16orf72								
Interval_3492	chr19	11568357	11568551	+	0	NA	intron (LOC101928434, intron 4 of 4)	NA	9059	LOC101928434								
Interval_644	chr1	225660724	225661052	+	0	NA	Intergenic	NA	-7800	ENAH								
Interval_4442	chr20	18511753	18512149	+	0	NA	intron (SEC23B, intron 2 of 19)	NA	4407	SEC23B								
Interval_4427	chr20	11182912	11183071	+	0	NA	Intergenic	NA	90392	LOC339593								
Interval_3375	chr18	76496504	76496915	+	0	NA	exon (FLJ44313, exon 2 of 2)	NA	1188	FLJ44313								
Interval_6942	chr7	99562965	99563253	+	0	NA	intron (ZNF655, intron 4 of 5)	NA	-4617	FAM200A								
Interval_7983	chrX	15854008	15854303	+	0	NA	intron (AP1S2, intron 1 of 5)	NA	859	AP1S2								
Interval_4811	chr22	50808016	50808142	+	0	NA	Intergenic	NA	20361	LOC102724681								
Interval_537	chr1	186849956	186850328	+	0	NA	intron (PLA2G4A, intron 1 of 15)	NA	21242	PLA2G4A								
Interval_3174	chr18	363367	363651	+	0	NA	intron (COLEC12, intron 2 of 5)	NA	-95450	THOC1								
Interval_7702	chr9	29322612	29322887	+	0	NA	Intergenic	NA	-433839	MIR873								
Interval_116	chr1	28378525	28378675	+	0	NA	intron (PHACTR4, intron 1 of 13)	NA	9015	PHACTR4								
Interval_7861	chr9	127388477	127388897	+	0	NA	intron (GARNL3, intron 27 of 29)	NA	-8451	SLC2A8								
Interval_4443	chr20	18513235	18513436	+	0	NA	intron (SEC23B, intron 3 of 19)	NA	5791	SEC23B								
Interval_4996	chr3	57984057	57984428	+	0	NA	Intergenic	NA	-24178	FLNB								
Interval_4333	chr2	231321586	231321863	+	0	NA	intron (ARMC9, intron 19 of 24)	NA	-40999	MIR4777								
Interval_3709	chr19	58573355	58573499	+	0	NA	promoter-TSS (MZF1)	NA	333	MZF1								
Interval_1659	chr12	53565058	53565291	+	0	NA	intron (ATF7, intron 2 of 11)	NA	51190	RP11-793H13.3								
Interval_129	chr1	32981210	32981427	+	0	NA	Intergenic	NA	-16473	RNF19B								
Interval_2643	chr16	29899932	29900204	+	0	NA	promoter-TSS (SEZ6L2)	NA	-758	ASPHD1								
Interval_7308	chr8	48520684	48520929	+	0	NA	Intergenic	NA	-30761	RP11-770E5.1								
Interval_5075	chr3	107630874	107631018	+	0	NA	intron (BBX, intron 2 of 17)	NA	67213	LOC102723369								
Interval_1628	chr12	45244659	45245211	+	0	NA	intron (ANO6, intron 1 of 18)	NA	-28929	PLEKHA8P1								
Interval_270	chr1	92460016	92460247	+	0	NA	Intergenic	NA	25940	GFI1								
Interval_974	chr10	87864813	87865121	+	0	NA	intron (PTEN, intron 1 of 4)	NA	1269	PTEN								
Interval_4484	chr20	35769264	35769408	+	0	NA	Intergenic	NA	-2665	PHF20								
Interval_1617	chr12	39299364	39299635	+	0	NA	intron (KIF21A, intron 36 of 36)	NA	-16451	LOC101927019								
Interval_8033	chrX	54180546	54180711	+	0	NA	intron (FAM120C, intron 1 of 1)	NA	2626	FAM120C								
Interval_3485	chr19	10863532	10863682	+	0	NA	intron (C19orf38, intron 7 of 7)	NA	-7970	CARM1								
Interval_1441	chr11	118834512	118834719	+	0	NA	Intergenic	NA	-43667	DDX6								
Interval_6992	chr7	117792951	117793131	+	0	NA	intron (CTTNBP2, intron 3 of 22)	NA	80466	CTTNBP2								
Interval_5339	chr3	197734490	197734661	+	0	NA	intron (KIAA0226, intron 1 of 20)	NA	2369	KIAA0226								
Interval_4727	chr22	26426759	26427106	+	0	NA	Intergenic	NA	-2382	ASPHD2								
Interval_5920	chr5	83312786	83312944	+	0	NA	intron (XRCC4, intron 7 of 7)	NA	-158809	VCAN								
Interval_2424	chr15	66390774	66390926	+	0	NA	intron (MAP2K1, intron 1 of 8)	NA	4006	MAP2K1								
Interval_4855	chr3	12308680	12308824	+	0	NA	intron (PPARG, intron 1 of 7)	NA	-61326	PPARG								
Interval_6601	chr6	140867504	140867671	+	0	NA	Intergenic	NA	-14668	LOC102723724								
Interval_6271	chr6	18324276	18324588	+	0	NA	intron (RNF144B, intron 1 of 7)	NA	-59864	DEK								
Interval_1369	chr11	86728264	86728477	+	0	NA	Intergenic	NA	32482	LOC102724764								
Interval_1796	chr12	106333912	106334062	+	0	NA	intron (TCP11L2, intron 8 of 11)	NA	-23706	POLR3B								
Interval_1332	chr11	74783595	74783793	+	0	NA	intron (RNF169, intron 1 of 5)	NA	34826	RNF169								
Interval_4669	chr21	38520667	38520811	+	0	NA	intron (ERG, intron 3 of 11)	NA	141041	ERG								
Interval_284	chr1	94284704	94284751	+	0	NA	Intergenic	NA	-46976	ARHGAP29								
Interval_1470	chr11	128729302	128729427	+	0	NA	intron (FLI1, intron 1 of 9)	NA	-33341	SENCR								
Interval_6026	chr5	132457440	132457659	+	0	NA	intron (C5orf56, intron 3 of 3)	NA	-30772	LOC102723741								
Interval_6868	chr7	56218604	56218780	+	0	NA	Intergenic	NA	-102295	NUPR1L								
Interval_4438	chr20	15317999	15318158	+	0	NA	intron (MACROD2, intron 6 of 16)	NA	-388560	MACROD2-AS1								
Interval_4430	chr20	11838642	11838901	+	0	NA	intron (LINC00687, intron 2 of 2)	NA	33244	LINC00687								
Interval_1096	chr10	123997233	123997856	+	0	NA	Intergenic	NA	94880	CHST15								
Interval_5455	chr4	47787027	47787223	+	0	NA	intron (CORIN, intron 2 of 21)	NA	-44179	LOC101927179								
Interval_4745	chr22	30041029	30041212	+	0	NA	intron (LOC101929664, intron 2 of 3)	NA	34066	MIR6818								
Interval_278	chr1	93449083	93449530	+	0	NA	intron (FNBP1L, intron 1 of 12)	NA	1175	FNBP1L								
Interval_7847	chr9	123828626	123828800	+	0	NA	intron (DENND1A, intron 2 of 22)	NA	99943	DENND1A								
Interval_5772	chr5	30436795	30437096	+	0	NA	Intergenic	NA	-22141	LOC102723637								
Interval_7210	chr8	26451213	26451499	+	0	NA	Intergenic	NA	60966	BNIP3L								
Interval_5878	chr5	68046451	68046610	+	0	NA	Intergenic	NA	-143346	LOC102467655								
