chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_745_R1.bool	MV411_4_321_R1.bool	DFAM71927V3_1_745_R1.fc	MV411_4_321_R1.fc	DFAM71927V3_1_745_R1.qval	MV411_4_321_R1.qval	DFAM71927V3_1_745_R1.pval	MV411_4_321_R1.pval	DFAM71927V3_1_745_R1.start	MV411_4_321_R1.start	DFAM71927V3_1_745_R1.end	MV411_4_321_R1.end	DFAM71927V3_1_745_R1.summit	MV411_4_321_R1.summit
chr20	55537514	55537663	Interval_4562	1	1	FALSE	TRUE	NA	5.68538	NA	5.32762	NA	8.88883	NA	55537514	NA	55537663	NA	66
chr20	56371614	56371759	Interval_4563	1	1	FALSE	TRUE	NA	5.06963	NA	5.00334	NA	8.53112	NA	56371614	NA	56371759	NA	98
chr20	56418981	56419347	Interval_4564	1	1	FALSE	TRUE	NA	5.4076	NA	5.85932	NA	9.44671	NA	56418981	NA	56419347	NA	234
chr20	56721837	56722004	Interval_4565	1	1	FALSE	TRUE	NA	6.22527	NA	8.27081	NA	11.99788	NA	56721837	NA	56722004	NA	110
chr20	57432911	57433138	Interval_4566	1	1	FALSE	TRUE	NA	6.82118	NA	11.34174	NA	15.21333	NA	57432911	NA	57433138	NA	110
chr20	57503062	57503629	Interval_4567	1	1	FALSE	TRUE	NA	51.35576	NA	187.80739	NA	193.97128	NA	57503062	NA	57503629	NA	373
chr20	57727972	57728242	Interval_4568	1	1	FALSE	TRUE	NA	5.59733	NA	7.54512	NA	11.23798	NA	57727972	NA	57728242	NA	136
chr20	58306827	58307283	Interval_4569	2	2	TRUE	TRUE	5.70823	38.28759	3.63742	131.24043	8.3055	136.83002	58306951	58306827	58307016	58307283	29	180
chr20	58786084	58786132	Interval_4570	1	1	TRUE	FALSE	6.27526	NA	5.43177	NA	10.30844	NA	58786084	NA	58786132	NA	31	NA
chr20	58938552	58938764	Interval_4571	1	1	FALSE	TRUE	NA	7.1676	NA	10.66514	NA	14.51077	NA	58938552	NA	58938764	NA	125
chr20	59005080	59005534	Interval_4572	1	1	FALSE	TRUE	NA	27.77531	NA	89.60686	NA	94.78527	NA	59005080	NA	59005534	NA	266
chr20	59032628	59032920	Interval_4573	1	1	FALSE	TRUE	NA	17.34707	NA	39.26647	NA	43.82879	NA	59032628	NA	59032920	NA	105
chr20	59071332	59071581	Interval_4574	1	1	FALSE	TRUE	NA	4.47786	NA	4.32343	NA	7.80018	NA	59071332	NA	59071581	NA	124
chr20	59150090	59150154	Interval_4575	1	1	TRUE	FALSE	6.42687	NA	4.77963	NA	9.58977	NA	59150090	NA	59150154	NA	37	NA
chr20	59323229	59323449	Interval_4576	1	1	FALSE	TRUE	NA	8.13527	NA	10.94321	NA	14.79757	NA	59323229	NA	59323449	NA	121
chr20	59564627	59564675	Interval_4577	1	1	TRUE	FALSE	7.05509	NA	6.69438	NA	11.6421	NA	59564627	NA	59564675	NA	40	NA
chr20	60137249	60137462	Interval_4578	1	1	FALSE	TRUE	NA	5.46103	NA	5.93495	NA	9.53842	NA	60137249	NA	60137462	NA	136
chr20	60142813	60142985	Interval_4579	1	1	FALSE	TRUE	NA	6.63055	NA	8.93928	NA	12.70776	NA	60142813	NA	60142985	NA	101
chr20	60228361	60228694	Interval_4580	1	1	FALSE	TRUE	NA	10.62698	NA	18.35951	NA	22.47642	NA	60228361	NA	60228694	NA	224
chr20	60271567	60271621	Interval_4581	1	1	TRUE	FALSE	6.00209	NA	4.42771	NA	9.22001	NA	60271567	NA	60271621	NA	31	NA
chr20	60271708	60271863	Interval_4582	1	1	TRUE	FALSE	8.38622	NA	8.70504	NA	13.79292	NA	60271708	NA	60271863	NA	71	NA
chr20	62067260	62067333	Interval_4583	1	1	TRUE	FALSE	5.03173	NA	2.63859	NA	7.22318	NA	62067260	NA	62067333	NA	31	NA
chr20	62703626	62703822	Interval_4584	1	1	FALSE	TRUE	NA	5.26987	NA	10.06199	NA	13.88044	NA	62703626	NA	62703822	NA	85
chr20	62732490	62732636	Interval_4585	1	1	FALSE	TRUE	NA	4.99165	NA	4.29892	NA	7.76977	NA	62732490	NA	62732636	NA	54
chr20	62749347	62749560	Interval_4586	1	1	FALSE	TRUE	NA	6.23286	NA	7.1671	NA	10.83814	NA	62749347	NA	62749560	NA	134
chr20	63537769	63537939	Interval_4587	1	1	FALSE	TRUE	NA	6.59844	NA	8.11296	NA	11.83591	NA	63537769	NA	63537939	NA	82
chr20	63567913	63568085	Interval_4588	1	1	FALSE	TRUE	NA	6.14366	NA	7.74583	NA	11.45879	NA	63567913	NA	63568085	NA	80
chr20	63829900	63830065	Interval_4589	1	1	FALSE	TRUE	NA	6.41947	NA	7.46033	NA	11.14684	NA	63829900	NA	63830065	NA	122
chr20	63873437	63873705	Interval_4590	1	1	FALSE	TRUE	NA	8.77522	NA	21.52243	NA	25.72452	NA	63873437	NA	63873705	NA	93
chr20	63899341	63899510	Interval_4591	1	1	FALSE	TRUE	NA	5.52603	NA	5.09001	NA	8.63306	NA	63899341	NA	63899510	NA	75
chr20	64287017	64287075	Interval_4592	1	1	TRUE	FALSE	15.88605	NA	24.63791	NA	30.33385	NA	64287017	NA	64287075	NA	31	NA
chr21	8220076	8220183	Interval_4593	1	1	TRUE	FALSE	6.07665	NA	3.86942	NA	8.60743	NA	8220076	NA	8220183	NA	31	NA
chr21	8230693	8230744	Interval_4594	1	1	TRUE	FALSE	6.49724	NA	7.45068	NA	12.47586	NA	8230693	NA	8230744	NA	18	NA
chr21	10270251	10270303	Interval_4595	1	1	TRUE	FALSE	5.4709	NA	8.18838	NA	13.23859	NA	10270251	NA	10270303	NA	36	NA
chr21	10325804	10325878	Interval_4596	1	1	TRUE	FALSE	17.48953	NA	35.19619	NA	41.13058	NA	10325804	NA	10325878	NA	37	NA
chr21	14681744	14681958	Interval_4597	1	1	FALSE	TRUE	NA	7.26196	NA	8.768	NA	12.52568	NA	14681744	NA	14681958	NA	123
chr21	15445506	15445666	Interval_4598	1	1	FALSE	TRUE	NA	6.14366	NA	7.74583	NA	11.45879	NA	15445506	NA	15445666	NA	78
chr21	15682120	15682539	Interval_4599	1	1	FALSE	TRUE	NA	10.4899	NA	17.07029	NA	21.14908	NA	15682120	NA	15682539	NA	276
chr21	17454212	17454570	Interval_4600	1	1	FALSE	TRUE	NA	8.75313	NA	13.27699	NA	17.22444	NA	17454212	NA	17454570	NA	175
chr21	17492157	17492397	Interval_4601	1	1	FALSE	TRUE	NA	14.44381	NA	31.51973	NA	35.94077	NA	17492157	NA	17492397	NA	133
chr21	20293032	20293428	Interval_4602	1	1	FALSE	TRUE	NA	13.55744	NA	26.73667	NA	31.06357	NA	20293032	NA	20293428	NA	259
chr21	21378539	21378587	Interval_4603	1	1	TRUE	FALSE	7.05509	NA	6.69438	NA	11.6421	NA	21378539	NA	21378587	NA	21	NA
chr21	22352178	22352437	Interval_4604	1	1	FALSE	TRUE	NA	8.33632	NA	12.14155	NA	16.04669	NA	22352178	NA	22352437	NA	125
chr21	24093356	24093542	Interval_4605	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	24093356	NA	24093542	NA	84
chr21	24146460	24146709	Interval_4606	1	1	FALSE	TRUE	NA	5.03759	NA	5.87853	NA	9.47283	NA	24146460	NA	24146709	NA	104
chr21	24231162	24231307	Interval_4607	1	1	FALSE	TRUE	NA	5.92907	NA	5.69697	NA	9.27943	NA	24231162	NA	24231307	NA	27
chr21	24872693	24872741	Interval_4608	1	1	TRUE	FALSE	7.84117	NA	8.04549	NA	13.09075	NA	24872693	NA	24872741	NA	16	NA
chr21	25005471	25005685	Interval_4609	1	1	FALSE	TRUE	NA	8.20949	NA	11.05657	NA	14.91941	NA	25005471	NA	25005685	NA	110
chr21	25903772	25903977	Interval_4610	1	1	FALSE	TRUE	NA	5.80115	NA	6.14462	NA	9.75684	NA	25903772	NA	25903977	NA	90
chr21	25967656	25967801	Interval_4611	1	1	FALSE	TRUE	NA	5.68538	NA	5.32762	NA	8.88883	NA	25967656	NA	25967801	NA	39
chr21	26385743	26386022	Interval_4612	1	1	FALSE	TRUE	NA	5.59733	NA	7.54512	NA	11.23798	NA	26385743	NA	26386022	NA	96
chr21	27776976	27777194	Interval_4613	1	1	FALSE	TRUE	NA	5.02766	NA	4.34545	NA	7.82834	NA	27776976	NA	27777194	NA	132
chr21	28410295	28410518	Interval_4614	1	1	FALSE	TRUE	NA	8.20949	NA	11.05657	NA	14.91941	NA	28410295	NA	28410518	NA	118
chr21	28827522	28827729	Interval_4615	1	1	FALSE	TRUE	NA	6.99666	NA	12.09857	NA	16.00152	NA	28827522	NA	28827729	NA	70
chr21	29024422	29024719	Interval_4616	1	1	FALSE	TRUE	NA	9.5568	NA	18.1859	NA	22.29777	NA	29024422	NA	29024719	NA	143
chr21	29166440	29166600	Interval_4617	1	1	FALSE	TRUE	NA	5.08687	NA	5.32847	NA	8.89026	NA	29166440	NA	29166600	NA	94
chr21	29196530	29196728	Interval_4618	1	1	FALSE	TRUE	NA	5.05006	NA	4.67079	NA	8.17662	NA	29196530	NA	29196728	NA	111
chr21	29233254	29233598	Interval_4619	1	1	FALSE	TRUE	NA	18.19091	NA	44.48011	NA	49.12449	NA	29233254	NA	29233598	NA	109
chr21	29272078	29272357	Interval_4620	1	1	FALSE	TRUE	NA	10.94598	NA	18.33695	NA	22.45371	NA	29272078	NA	29272357	NA	148
chr21	29293797	29293958	Interval_4621	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	29293797	NA	29293958	NA	28
chr21	29638883	29639028	Interval_4622	1	1	FALSE	TRUE	NA	4.77044	NA	3.45667	NA	6.84385	NA	29638883	NA	29639028	NA	80
chr21	29656414	29656746	Interval_4623	1	1	FALSE	TRUE	NA	10.5361	NA	17.67394	NA	21.76916	NA	29656414	NA	29656746	NA	124
chr21	29732895	29733197	Interval_4624	1	1	FALSE	TRUE	NA	7.29732	NA	8.81955	NA	12.58327	NA	29732895	NA	29733197	NA	177
chr21	31132915	31133292	Interval_4625	1	1	FALSE	TRUE	NA	11.946	NA	26.51269	NA	30.83514	NA	31132915	NA	31133292	NA	139
chr21	31659398	31659543	Interval_4626	1	1	FALSE	TRUE	NA	4.25079	NA	2.50065	NA	5.77947	NA	31659398	NA	31659543	NA	88
chr21	31729740	31729915	Interval_4627	1	1	FALSE	TRUE	NA	4.5367	NA	3.60482	NA	7.02261	NA	31729740	NA	31729915	NA	133
chr21	32227690	32227738	Interval_4628	1	1	TRUE	FALSE	6.43107	NA	4.95806	NA	9.77676	NA	32227690	NA	32227738	NA	14	NA
chr21	32569611	32569756	Interval_4629	1	1	FALSE	TRUE	NA	4.56083	NA	2.91198	NA	6.26348	NA	32569611	NA	32569756	NA	94
chr21	32771851	32771962	Interval_4630	1	1	TRUE	FALSE	7.68653	NA	7.50609	NA	12.5323	NA	32771851	NA	32771962	NA	9	NA
chr21	32878736	32878957	Interval_4631	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	32878736	NA	32878957	NA	116
chr21	33011394	33011626	Interval_4632	1	1	FALSE	TRUE	NA	10.55009	NA	18.78445	NA	22.91003	NA	33011394	NA	33011626	NA	139
chr21	33271546	33271799	Interval_4633	1	1	FALSE	TRUE	NA	12.80314	NA	24.86142	NA	29.1438	NA	33271546	NA	33271799	NA	119
chr21	33300984	33301129	Interval_4634	1	1	FALSE	TRUE	NA	5.39762	NA	4.90602	NA	8.42656	NA	33300984	NA	33301129	NA	43
chr21	33360802	33361131	Interval_4635	1	1	FALSE	TRUE	NA	8.87417	NA	15.94601	NA	19.98801	NA	33360802	NA	33361131	NA	123
chr21	33361312	33361457	Interval_4636	1	1	FALSE	TRUE	NA	6.07147	NA	6.22893	NA	9.84565	NA	33361312	NA	33361457	NA	70
chr21	33380716	33380923	Interval_4637	1	1	FALSE	TRUE	NA	5.55791	NA	6.77363	NA	10.42483	NA	33380716	NA	33380923	NA	58
chr21	33402214	33402410	Interval_4638	1	1	FALSE	TRUE	NA	5.21582	NA	4.6309	NA	8.1333	NA	33402214	NA	33402410	NA	72
chr21	33434583	33434961	Interval_4639	1	1	FALSE	TRUE	NA	15.77766	NA	35.16876	NA	39.66185	NA	33434583	NA	33434961	NA	218
chr21	33642516	33642808	Interval_4640	2	2	TRUE	TRUE	5.87036	19.1136	4.01778	54.89682	8.78552	59.68572	33642642	33642516	33642712	33642808	18	158
chr21	34543493	34543660	Interval_4641	1	1	FALSE	TRUE	NA	5.31746	NA	6.70539	NA	10.34443	NA	34543493	NA	34543660	NA	62
chr21	34712860	34712908	Interval_4642	1	1	TRUE	FALSE	6.75183	NA	5.09848	NA	9.92718	NA	34712860	NA	34712908	NA	6	NA
chr21	34812701	34812920	Interval_4643	1	1	FALSE	TRUE	NA	6.14366	NA	7.74583	NA	11.45879	NA	34812701	NA	34812920	NA	147
chr21	34835916	34836325	Interval_4644	1	1	FALSE	TRUE	NA	10.81232	NA	23.25635	NA	27.50053	NA	34835916	NA	34836325	NA	267
chr21	34885656	34886087	Interval_4645	2	2	TRUE	TRUE	5.87036	12.96994	4.01778	30.28545	8.78552	34.68473	34885793	34885656	34885894	34886087	28	147
chr21	34970356	34970514	Interval_4646	1	1	FALSE	TRUE	NA	5.80234	NA	6.82714	NA	10.48636	NA	34970356	NA	34970514	NA	77
chr21	34984284	34984429	Interval_4647	1	1	FALSE	TRUE	NA	3.3584	NA	1.63444	NA	4.77826	NA	34984284	NA	34984429	NA	110
chr21	34987100	34987295	Interval_4648	1	1	FALSE	TRUE	NA	7.2219	NA	9.49654	NA	13.28909	NA	34987100	NA	34987295	NA	86
chr21	35045831	35045914	Interval_4649	1	1	TRUE	FALSE	8.2478	NA	8.31709	NA	13.37112	NA	35045831	NA	35045914	NA	46	NA
chr21	35048856	35049052	Interval_4650	1	1	FALSE	TRUE	NA	5.23465	NA	5.2582	NA	8.81127	NA	35048856	NA	35049052	NA	137
chr21	35049099	35049371	Interval_4651	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	35049099	NA	35049371	NA	94
chr21	35051459	35051626	Interval_4652	1	1	FALSE	TRUE	NA	3.41314	NA	1.34915	NA	4.4604	NA	35051459	NA	35051626	NA	55
chr21	35234321	35234523	Interval_4653	1	1	FALSE	TRUE	NA	4.6917	NA	3.58134	NA	6.99212	NA	35234321	NA	35234523	NA	63
chr21	35282053	35282302	Interval_4654	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	35282053	NA	35282302	NA	117
chr21	35475715	35476070	Interval_4655	1	1	FALSE	TRUE	NA	7.80618	NA	10.42486	NA	14.25649	NA	35475715	NA	35476070	NA	105
chr21	35478100	35478388	Interval_4656	1	1	FALSE	TRUE	NA	11.25403	NA	20.5064	NA	24.68414	NA	35478100	NA	35478388	NA	144
chr21	35478599	35478923	Interval_4657	1	1	FALSE	TRUE	NA	10.93342	NA	18.86272	NA	22.99159	NA	35478599	NA	35478923	NA	232
chr21	35525429	35525744	Interval_4658	1	1	FALSE	TRUE	NA	9.77437	NA	16.96032	NA	21.02821	NA	35525429	NA	35525744	NA	179
chr21	35738251	35738396	Interval_4659	1	1	FALSE	TRUE	NA	3.29238	NA	2.24098	NA	5.50211	NA	35738251	NA	35738396	NA	26
chr21	35932315	35932514	Interval_4660	1	1	FALSE	TRUE	NA	6.41947	NA	7.46033	NA	11.14684	NA	35932315	NA	35932514	NA	66
chr21	36118189	36118457	Interval_4661	1	1	FALSE	TRUE	NA	5.08687	NA	5.32847	NA	8.89026	NA	36118189	NA	36118457	NA	36
chr21	36181637	36181915	Interval_4662	1	1	FALSE	TRUE	NA	6.34572	NA	7.71265	NA	11.41222	NA	36181637	NA	36181915	NA	95
chr21	37079230	37079423	Interval_4663	1	1	FALSE	TRUE	NA	6.84124	NA	7.74583	NA	11.45361	NA	37079230	NA	37079423	NA	90
chr21	37564474	37564619	Interval_4664	1	1	FALSE	TRUE	NA	4.79665	NA	3.73752	NA	7.16058	NA	37564474	NA	37564619	NA	54
chr21	37792451	37792646	Interval_4665	1	1	FALSE	TRUE	NA	5.92907	NA	5.69697	NA	9.27943	NA	37792451	NA	37792646	NA	102
chr21	38170292	38170624	Interval_4666	1	1	FALSE	TRUE	NA	17.06572	NA	46.35464	NA	51.02828	NA	38170292	NA	38170624	NA	160
chr21	38289707	38290132	Interval_4667	1	1	FALSE	TRUE	NA	27.55222	NA	75.91718	NA	80.95293	NA	38289707	NA	38290132	NA	157
chr21	38476439	38476688	Interval_4668	1	1	FALSE	TRUE	NA	6.42715	NA	7.11128	NA	10.78159	NA	38476439	NA	38476688	NA	118
chr21	38520666	38520811	Interval_4669	1	1	FALSE	TRUE	NA	3.91813	NA	2.89303	NA	6.23081	NA	38520666	NA	38520811	NA	57
chr21	38743231	38743279	Interval_4670	1	1	TRUE	FALSE	6.02595	NA	4.5086	NA	9.3039	NA	38743231	NA	38743279	NA	27	NA
chr21	38804954	38805245	Interval_4671	1	1	FALSE	TRUE	NA	13.14927	NA	27.97865	NA	32.33126	NA	38804954	NA	38805245	NA	170
chr21	38831479	38831668	Interval_4672	1	1	FALSE	TRUE	NA	2.92861	NA	1.90911	NA	5.10005	NA	38831479	NA	38831668	NA	165
chr21	38833808	38833978	Interval_4673	1	1	FALSE	TRUE	NA	6.56005	NA	7.31723	NA	10.99755	NA	38833808	NA	38833978	NA	76
chr21	38839658	38839843	Interval_4674	1	1	FALSE	TRUE	NA	5.90429	NA	5.96952	NA	9.5753	NA	38839658	NA	38839843	NA	61
chr21	38968842	38969101	Interval_4675	1	1	FALSE	TRUE	NA	9.79532	NA	22.5079	NA	26.73341	NA	38968842	NA	38969101	NA	134
chr21	38981860	38982103	Interval_4676	1	1	FALSE	TRUE	NA	4.93858	NA	7.62485	NA	11.31938	NA	38981860	NA	38982103	NA	116
chr21	39094480	39094648	Interval_4677	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	39094480	NA	39094648	NA	97
chr21	39098027	39098219	Interval_4678	1	1	FALSE	TRUE	NA	5.46103	NA	5.93495	NA	9.53842	NA	39098027	NA	39098219	NA	80
chr21	40860048	40860224	Interval_4679	1	1	FALSE	TRUE	NA	4.81071	NA	3.50201	NA	6.90736	NA	40860048	NA	40860224	NA	53
chr21	42097932	42098149	Interval_4680	1	1	FALSE	TRUE	NA	5.59733	NA	7.54512	NA	11.23798	NA	42097932	NA	42098149	NA	113
chr21	42142713	42142874	Interval_4681	1	1	FALSE	TRUE	NA	5.47299	NA	4.72354	NA	8.23892	NA	42142713	NA	42142874	NA	90
chr21	42188176	42188523	Interval_4682	2	2	TRUE	TRUE	6.779	12.87385	5.71905	35.45484	10.63056	39.95238	42188335	42188176	42188387	42188523	44	211
chr21	42200406	42200572	Interval_4683	1	1	FALSE	TRUE	NA	5.41861	NA	4.93666	NA	8.46034	NA	42200406	NA	42200572	NA	70
chr21	42233145	42233329	Interval_4684	1	1	FALSE	TRUE	NA	8.89334	NA	13.98105	NA	17.95673	NA	42233145	NA	42233329	NA	87
chr21	42233372	42233593	Interval_4685	1	1	FALSE	TRUE	NA	6.08659	NA	6.59337	NA	10.22601	NA	42233372	NA	42233593	NA	114
chr21	42671294	42671543	Interval_4686	1	1	FALSE	TRUE	NA	3.3584	NA	1.63444	NA	4.77826	NA	42671294	NA	42671543	NA	160
chr21	42672974	42673209	Interval_4687	1	1	FALSE	TRUE	NA	6.04066	NA	7.95133	NA	11.66936	NA	42672974	NA	42673209	NA	134
chr21	42949100	42949478	Interval_4688	1	1	FALSE	TRUE	NA	10.07519	NA	23.62393	NA	27.88015	NA	42949100	NA	42949478	NA	194
chr21	43362930	43363152	Interval_4689	1	1	FALSE	TRUE	NA	6.18015	NA	6.73278	NA	10.37903	NA	43362930	NA	43363152	NA	80
chr21	43659993	43660215	Interval_4690	1	1	FALSE	TRUE	NA	11.49212	NA	21.48293	NA	25.68181	NA	43659993	NA	43660215	NA	95
chr21	44010376	44010721	Interval_4691	1	1	FALSE	TRUE	NA	26.2812	NA	86.85059	NA	92.00384	NA	44010376	NA	44010721	NA	166
chr21	44353996	44354258	Interval_4692	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	44353996	NA	44354258	NA	129
chr21	44882952	44883100	Interval_4693	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	44882952	NA	44883100	NA	57
chr21	44931389	44931590	Interval_4694	1	1	FALSE	TRUE	NA	4.5062	NA	5.21923	NA	8.76648	NA	44931389	NA	44931590	NA	92
chr21	45551380	45551598	Interval_4695	1	1	FALSE	TRUE	NA	8.40164	NA	12.24414	NA	16.15559	NA	45551380	NA	45551598	NA	96
chr21	45592865	45593063	Interval_4696	1	1	FALSE	TRUE	NA	4.85261	NA	4.08746	NA	7.54293	NA	45592865	NA	45593063	NA	95
chr21	46286645	46286972	Interval_4697	1	1	FALSE	TRUE	NA	14.43212	NA	29.48366	NA	33.86943	NA	46286645	NA	46286972	NA	121
chr22	16819343	16819590	Interval_4698	1	1	FALSE	TRUE	NA	12.68277	NA	24.04808	NA	28.31274	NA	16819343	NA	16819590	NA	130
chr22	17087592	17087754	Interval_4699	1	1	FALSE	TRUE	NA	6.66905	NA	7.84077	NA	11.55736	NA	17087592	NA	17087754	NA	128
chr22	17098346	17098724	Interval_4700	1	1	FALSE	TRUE	NA	6.16637	NA	10.90362	NA	14.756	NA	17098346	NA	17098724	NA	255
chr22	17158688	17158864	Interval_4701	1	1	FALSE	TRUE	NA	6.07147	NA	6.22893	NA	9.84565	NA	17158688	NA	17158864	NA	72
chr22	17242719	17242942	Interval_4702	1	1	FALSE	TRUE	NA	7.50892	NA	11.67949	NA	15.56946	NA	17242719	NA	17242942	NA	86
chr22	17257978	17258397	Interval_4703	1	1	FALSE	TRUE	NA	19.55108	NA	49.18127	NA	53.89381	NA	17257978	NA	17258397	NA	218
chr22	17336146	17336398	Interval_4704	1	1	FALSE	TRUE	NA	6.91087	NA	8.22842	NA	11.95317	NA	17336146	NA	17336398	NA	122
chr22	17477456	17477706	Interval_4705	1	1	FALSE	TRUE	NA	7.46556	NA	10.73065	NA	14.57839	NA	17477456	NA	17477706	NA	59
chr22	17648690	17648963	Interval_4706	1	1	FALSE	TRUE	NA	6.84124	NA	7.74583	NA	11.45361	NA	17648690	NA	17648963	NA	210
chr22	17655360	17655688	Interval_4707	1	1	FALSE	TRUE	NA	7.68331	NA	9.81909	NA	13.62438	NA	17655360	NA	17655688	NA	229
chr22	17706551	17706912	Interval_4708	1	1	FALSE	TRUE	NA	9.7394	NA	17.96839	NA	22.06818	NA	17706551	NA	17706912	NA	142
chr22	18892475	18892541	Interval_4709	1	1	TRUE	FALSE	29.27977	NA	65.21142	NA	71.48184	NA	18892475	NA	18892541	NA	30	NA
chr22	19431711	19431759	Interval_4710	1	1	TRUE	FALSE	6.98407	NA	5.62023	NA	10.52913	NA	19431711	NA	19431759	NA	25	NA
chr22	19432718	19432896	Interval_4711	1	1	FALSE	TRUE	NA	6.07147	NA	6.22893	NA	9.84565	NA	19432718	NA	19432896	NA	104
chr22	19447936	19448103	Interval_4712	1	1	FALSE	TRUE	NA	4.5496	NA	3.13218	NA	6.49511	NA	19447936	NA	19448103	NA	72
chr22	19597411	19597580	Interval_4713	1	1	TRUE	FALSE	6.24957	NA	5.34935	NA	10.1918	NA	19597411	NA	19597580	NA	143	NA
chr22	21058483	21058650	Interval_4714	1	1	FALSE	TRUE	NA	7.29732	NA	8.81955	NA	12.58327	NA	21058483	NA	21058650	NA	58
chr22	21830598	21830756	Interval_4715	1	1	FALSE	TRUE	NA	6.56005	NA	7.31723	NA	10.99755	NA	21830598	NA	21830756	NA	48
chr22	22099084	22099282	Interval_4716	1	1	FALSE	TRUE	NA	5.57531	NA	5.47558	NA	9.04088	NA	22099084	NA	22099282	NA	76
chr22	22298525	22298631	Interval_4717	1	1	TRUE	FALSE	5.26986	NA	3.41762	NA	8.05919	NA	22298525	NA	22298631	NA	79	NA
chr22	22476134	22476279	Interval_4718	1	1	FALSE	TRUE	NA	5.92907	NA	5.69697	NA	9.27943	NA	22476134	NA	22476279	NA	67
chr22	22840840	22841051	Interval_4719	1	1	FALSE	TRUE	NA	5.29508	NA	4.74491	NA	8.26131	NA	22840840	NA	22841051	NA	73
chr22	23417384	23417627	Interval_4720	1	1	FALSE	TRUE	NA	7.29732	NA	8.81955	NA	12.58327	NA	23417384	NA	23417627	NA	123
chr22	23851182	23851347	Interval_4721	1	1	FALSE	TRUE	NA	4.77044	NA	3.45667	NA	6.84385	NA	23851182	NA	23851347	NA	98
chr22	24331827	24332069	Interval_4722	1	1	FALSE	TRUE	NA	7.1676	NA	10.66514	NA	14.51077	NA	24331827	NA	24332069	NA	126
chr22	24402668	24402834	Interval_4723	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	24402668	NA	24402834	NA	72
chr22	24473486	24473717	Interval_4724	1	1	FALSE	TRUE	NA	6.14366	NA	7.74583	NA	11.45879	NA	24473486	NA	24473717	NA	102
chr22	24525429	24525688	Interval_4725	1	1	FALSE	TRUE	NA	7.82655	NA	17.46045	NA	21.54924	NA	24525429	NA	24525688	NA	138
chr22	25419915	25420070	Interval_4726	1	1	FALSE	TRUE	NA	5.99868	NA	6.11976	NA	9.72801	NA	25419915	NA	25420070	NA	83
chr22	26426758	26427106	Interval_4727	1	1	FALSE	TRUE	NA	9.51546	NA	21.4035	NA	25.59885	NA	26426758	NA	26427106	NA	194
chr22	26543006	26543199	Interval_4728	1	1	FALSE	TRUE	NA	6.04066	NA	7.95133	NA	11.66936	NA	26543006	NA	26543199	NA	116
chr22	26572049	26572330	Interval_4729	1	1	FALSE	TRUE	NA	5.80234	NA	6.82714	NA	10.48636	NA	26572049	NA	26572330	NA	104
chr22	26592571	26592619	Interval_4730	1	1	TRUE	FALSE	5.95492	NA	4.27309	NA	9.05914	NA	26592571	NA	26592619	NA	30	NA
chr22	27113243	27113749	Interval_4731	1	1	FALSE	TRUE	NA	18.61199	NA	45.20272	NA	49.85734	NA	27113243	NA	27113749	NA	134
chr22	27124212	27124491	Interval_4732	1	1	FALSE	TRUE	NA	7.55639	NA	14.05042	NA	18.03028	NA	27124212	NA	27124491	NA	135
chr22	28373860	28374018	Interval_4733	1	1	FALSE	TRUE	NA	5.90034	NA	5.65922	NA	9.23339	NA	28373860	NA	28374018	NA	113
chr22	28670892	28671137	Interval_4734	1	1	FALSE	TRUE	NA	8.3094	NA	11.65284	NA	15.53585	NA	28670892	NA	28671137	NA	170
chr22	28674044	28674355	Interval_4735	1	1	FALSE	TRUE	NA	20.11749	NA	48.54784	NA	53.25338	NA	28674044	NA	28674355	NA	144
chr22	28712447	28712683	Interval_4736	1	1	FALSE	TRUE	NA	7.50892	NA	11.67949	NA	15.56946	NA	28712447	NA	28712683	NA	114
chr22	28742287	28742616	Interval_4737	1	1	FALSE	TRUE	NA	6.99666	NA	12.09857	NA	16.00152	NA	28742287	NA	28742616	NA	174
chr22	28760045	28760275	Interval_4738	1	1	FALSE	TRUE	NA	12.31817	NA	25.91114	NA	30.21948	NA	28760045	NA	28760275	NA	104
chr22	28829700	28829922	Interval_4739	1	1	FALSE	TRUE	NA	5.83911	NA	7.97288	NA	11.69153	NA	28829700	NA	28829922	NA	130
chr22	28873536	28873801	Interval_4740	1	1	FALSE	TRUE	NA	5.35613	NA	4.84061	NA	8.35974	NA	28873536	NA	28873801	NA	137
chr22	29178938	29179158	Interval_4741	1	1	FALSE	TRUE	NA	9.89812	NA	19.33188	NA	23.47567	NA	29178938	NA	29179158	NA	84
