chr	TargetGene	TargetGeneTSS	geneIsExpressed	geneFailed	nEnhancersConsidered	nDistalEnhancersPredicted
chr20	ARFGEF2	47538274	True	False	148	10.0
chr20	ARFRP1	62339365	True	False	100	9.0
chr20	ARHGAP40	37230576	False	False	147	8.0
chr20	ASIP	32848170	False	False	130	10.0
chr20	ASXL1	30946146	True	False	94	14.0
chr20	ATP5E	57607422	False	False	75	17.0
chr20	ATP9A	50384950	False	False	140	9.0
chr20	ATRN	3451664	True	False	119	8.0
chr20	AURKA	54967393	True	False	94	10.0
chr20	AVP	3065370	False	False	117	9.0
chr20	B4GALT5	48330421	True	False	149	6.0
chr20	BANF2	17680592	False	False	69	2.0
chr20	BCAS1	52687304	False	False	113	11.0
chr20	BCAS4	49411430	False	False	155	9.0
chr20	BCL2L1	30311802	True	False	87	13.0
chr20	BFSP1	17539605	True	False	69	10.0
chr20	BHLHE23	61638387	False	False	101	10.0
chr20	BIRC7	61867234	False	False	100	9.0
chr20	BLCAP	36156333	True	False	158	10.0
chr20	BMP2	6748744	False	False	113	11.0
chr20	BMP7	55841707	False	False	79	10.0
chr20	BMP7-AS1	55788751	False	False	80	10.0
chr20	BPI	36932551	False	False	157	7.0
chr20	BPIFA1	31823801	False	False	105	11.0
chr20	BPIFA2	31755882	False	False	104	7.0
chr20	BPIFA3	31805115	False	False	105	9.0
chr20	BPIFA4P	31781410	False	False	105	10.0
chr20	BPIFB1	31870940	False	False	108	8.0
chr20	BPIFB2	31595383	False	False	100	10.0
chr20	BPIFB3	31643136	False	False	102	10.0
chr20	BPIFB4	31669317	False	False	102	8.0
chr20	BPIFB6	31619453	False	False	102	9.0
chr20	BTBD3	11898512	True	False	45	4.0
chr20	C20orf141	2795656	False	False	116	10.0
chr20	C20orf144	32250091	False	False	118	12.0
chr20	C20orf166-AS1	61148768	False	False	109	8.0
chr20	C20orf173	34117481	False	False	150	4.0
chr20	C20orf194	3388309	True	False	117	7.0
chr20	C20orf196	5731032	True	False	125	12.0
chr20	C20orf197	58630979	True	False	101	13.0
chr20	C20orf202	1184097	False	False	111	12.0
chr20	C20orf203	31261743	False	False	98	15.0
chr20	C20orf24	35234136	True	False	150	10.0
chr20	C20orf27	3748452	True	False	120	7.0
chr20	C20orf78	18810847	False	False	76	11.0
chr20	C20orf85	56725982	False	False	67	6.0
chr20	C20orf96	271419	True	False	101	7.0
chr20	CABLES2	60982339	True	False	109	10.0
chr20	CASC20	6407378	False	False	118	10.0
chr20	CASS4	54987313	False	False	93	9.0
chr20	CBFA2T2	32150170	True	False	116	10.0
chr20	CBLN4	54580528	False	False	101	12.0
chr20	CCM2L	30598244	False	False	90	15.0
chr20	CD40	44746892	True	False	129	14.0
chr20	CD93	23066977	False	False	76	7.0
chr20	CDC25B	3776385	True	False	120	7.0
chr20	CDH22	44937137	False	False	135	11.0
chr20	CDH26	58571416	False	False	101	14.0
chr20	CDH4	59827481	False	False	111	12.0
chr20	CDK5RAP1	31989375	True	False	112	12.0
chr20	CDS2	5107406	True	False	134	6.0
chr20	CEBPB	48807119	True	False	153	10.0
chr20	CEBPB-AS1	48808606	True	False	153	10.0
chr20	CENPB	3767337	True	False	120	7.0
chr20	CEP250	34043222	True	False	150	7.0
chr20	CFAP61	20033157	False	False	81	9.0
chr20	CHD6	40247133	True	False	122	12.0
chr20	CHGB	5891973	False	False	124	13.0
chr20	CHMP4B	32399109	True	False	125	9.0
chr20	CHRNA4	61992748	False	False	100	9.0
chr20	CNBD2	34556502	True	False	149	11.0
chr20	COL20A1	61924537	False	False	100	8.0
chr20	COL9A3	61448413	True	False	104	10.0
chr20	COMMD7	31331814	True	False	98	15.0
chr20	COX4I2	30225690	False	False	87	14.0
chr20	CPNE1	34252878	True	False	150	8.0
chr20	CPXM1	2781292	True	False	116	13.0
chr20	CRLS1	5986718	True	False	124	10.0
chr20	CRNKL1	20036690	True	False	81	11.0
chr20	CSE1L	47662782	True	False	148	10.0
chr20	CSE1L-AS1	47662593	True	False	148	10.0
chr20	CSNK2A1	524482	True	False	101	9.0
chr20	CST1	23731574	False	False	68	13.0
chr20	CST11	23433482	False	False	73	9.0
chr20	CST13P	23499782	True	False	71	12.0
chr20	CST2	23807312	False	False	67	17.0
chr20	CST3	23618685	True	False	68	9.0
chr20	CST4	23669662	False	False	68	12.0
chr20	CST5	23860380	False	False	67	17.0
chr20	CST7	24929865	True	False	57	18.0
chr20	CST8	23471737	False	False	72	8.0
chr20	CST9	23586610	False	False	69	8.0
chr20	CST9L	23549386	False	False	70	8.0
chr20	CSTF1	54967573	True	False	94	10.0
chr20	CSTL1	23420321	False	False	73	7.0
chr20	CTCFL	56100708	False	False	73	13.0
chr20	CTNNBL1	36322356	True	False	160	8.0
chr20	CTSA	44518782	True	False	124	6.0
chr20	CTSZ	57582309	True	False	74	19.0
chr20	CYP24A1	52790516	False	False	113	8.0
chr20	DBNDD2	44034860	True	False	118	8.0
chr20	DDRGK1	3185343	True	False	117	11.0
chr20	DDX27	47835831	True	False	148	8.0
chr20	DEFB115	29845466	False	False	86	13.0
chr20	DEFB116	29896388	False	False	87	13.0
chr20	DEFB118	29956420	False	False	87	15.0
chr20	DEFB119	29978452	False	False	87	15.0
chr20	DEFB121	29994069	False	False	86	13.0
chr20	DEFB122	30016983	False	False	86	16.0
chr20	DEFB123	30028321	False	False	87	15.0
chr20	DEFB124	30060816	False	False	86	14.0
chr20	DEFB125	68312	False	False	96	9.0
chr20	DEFB126	123193	False	False	100	10.0
chr20	DEFB127	138110	False	False	101	12.0
chr20	DEFB128	170322	False	False	101	9.0
chr20	DEFB129	207898	False	False	101	9.0
chr20	DEFB132	238376	False	False	101	7.0
chr20	DHX35	37590980	True	False	142	8.0
chr20	DIDO1	61569304	True	False	102	11.0
chr20	DLGAP4	34894244	True	False	149	7.0
chr20	DLGAP4-AS1	35201678	False	False	150	9.0
chr20	DNAJC5	62526454	True	False	95	13.0
chr20	DNMT3B	31350190	True	False	98	15.0
chr20	DNTTIP1	44420575	True	False	124	12.0
chr20	DOK5	53092010	False	False	110	12.0
chr20	DPH3P1	61475917	False	False	103	10.0
chr20	DPM1	49575101	True	False	155	10.0
chr20	DSN1	35402230	True	False	149	9.0
chr20	DSTN	17550598	True	False	69	11.0
chr20	DTD1	18568536	True	False	77	8.0
chr20	DUSP15	30458547	False	False	86	14.0
chr20	DYNLRB1	33104188	True	False	134	9.0
chr20	DZANK1	18447829	True	False	77	11.0
chr20	E2F1	32274210	True	False	120	8.0
chr20	EBF4	2673523	False	False	116	10.0
chr20	EDEM2	33735161	True	False	142	6.0
chr20	EDN3	57875481	False	False	88	18.0
chr20	EEF1A2	62130668	True	False	100	5.0
chr20	EIF2S2	32700162	True	False	129	12.0
chr20	EIF6	33872619	True	False	144	9.0
chr20	ELMO2	45035690	True	False	137	11.0
chr20	EMILIN3	39995498	False	False	124	12.0
chr20	ENTPD6	25176305	True	False	53	14.0
chr20	EPB41L1	34680631	False	False	149	5.0
chr20	EPPIN	44176065	False	False	120	10.0
chr20	EPPIN-WFDC6	44176065	False	False	120	10.0
chr20	ERGIC3	34129777	True	False	150	5.0
chr20	ESF1	13765532	True	False	62	12.0
chr20	EYA2	45523262	False	False	146	12.0
chr20	FAM110A	814339	True	False	107	10.0
chr20	FAM182A	26035249	False	False	45	17.0
chr20	FAM182B	25781927	False	False	45	13.0
chr20	FAM209A	55099784	False	False	95	9.0
chr20	FAM209B	55108301	False	False	95	10.0
chr20	FAM210B	54933982	True	False	95	9.0
chr20	FAM217B	58515443	True	False	97	13.0
chr20	FAM83C	33880225	False	False	145	9.0
chr20	FAM83C-AS1	33873053	True	False	144	9.0
chr20	FAM83D	37554954	True	False	144	9.0
chr20	FASTKD5	3140532	True	False	117	13.0
chr20	FER1L4	34195484	True	False	150	6.0
chr20	FERMT1	6104191	False	False	123	11.0
chr20	FITM2	42939892	True	False	115	9.0
chr20	FKBP1A	1373816	True	False	111	8.0
chr20	FKBP1A-SDCBP2	1373816	True	False	111	8.0
chr20	FLJ16779	61885329	False	False	100	9.0
chr20	FLRT3	14318313	False	False	64	14.0
chr20	FNDC11	62184372	False	False	100	8.0
chr20	FOXA2	22565101	False	False	86	11.0
chr20	FOXS1	30433420	False	False	85	14.0
chr20	FRG1BP	29611839	False	False	81	13.0
chr20	FRG1DP	29612047	False	False	81	13.0
chr20	GATA5	61051026	False	False	109	8.0
chr20	GCNT7	55100981	False	False	95	8.0
chr20	GDAP1L1	42875897	False	False	116	9.0
chr20	GDF5	34025970	False	False	150	9.0
chr20	GFRA4	3644046	False	False	120	9.0
chr20	GGT7	33460661	True	False	141	12.0
chr20	GGTLC1	23969416	False	False	67	13.0
chr20	GHRH	35885311	False	False	153	10.0
chr20	GID8	61569440	True	False	102	11.0
chr20	GINS1	25388318	True	False	51	12.0
chr20	GMEB2	62258454	True	False	100	8.0
chr20	GNAS	57466357	True	False	74	16.0
chr20	GNAS-AS1	57425958	True	False	74	8.0
chr20	GNRH2	3024267	False	False	117	10.0
chr20	GPCPD1	5591672	True	False	127	7.0
chr20	GSS	33543620	True	False	142	12.0
chr20	GTSF1L	42355642	False	False	110	8.0
chr20	GZF1	23342768	True	False	74	5.0
chr20	HAO1	7921093	False	False	93	8.0
chr20	HAR1A	61732643	False	False	100	9.0
chr20	HAR1B	61733671	False	False	100	9.0
chr20	HCK	30639990	True	False	90	14.0
chr20	HELZ2	62199107	True	False	100	7.0
chr20	HM13	30102212	True	False	87	13.0
chr20	HM13-AS1	30161066	False	False	88	14.0
chr20	HMGB3P1	33422265	True	False	139	11.0
chr20	HNF4A	42984440	False	False	116	8.0
chr20	HNF4A-AS1	43024346	False	False	117	9.0
chr20	HRH3	60795323	False	False	110	10.0
chr20	HSPA12B	3713316	False	False	120	8.0
chr20	ID1	30193085	True	False	88	13.0
chr20	IDH3B	2644869	True	False	116	10.0
chr20	IFT52	42219252	True	False	114	8.0
chr20	INSM1	20348764	False	False	88	11.0
chr20	ISM1	13202417	False	False	58	13.0
chr20	ISM1-AS1	13220334	True	False	58	11.0
chr20	ITCH	32951040	True	False	131	11.0
chr20	ITPA	3190005	True	False	117	12.0
chr20	JAG1	10654694	False	False	50	9.0
chr20	JPH2	42816218	False	False	116	9.0
chr20	KAT14	18122867	True	False	69	6.0
chr20	KCNB1	48099181	False	False	149	9.0
chr20	KCNG1	49639675	True	False	154	10.0
chr20	KCNK15	43374487	False	False	114	6.0
chr20	KCNK15-AS1	43374868	False	False	114	6.0
chr20	KCNQ2	62104030	False	False	100	6.0
chr20	KCNS1	43729753	False	False	118	8.0
chr20	KIAA1755	36889174	False	False	157	8.0
chr20	KIF16B	16554079	True	False	74	10.0
chr20	KIF3B	30865453	True	False	93	13.0
chr20	KIZ	21106623	True	False	94	5.0
chr20	KIZ-AS1	21198927	True	False	94	13.0
chr20	L3MBTL1	42143075	True	False	114	9.0
chr20	LAMA5	60942368	True	False	109	9.0
chr20	LAMA5-AS1	60928065	False	False	109	11.0
chr20	LAMP5	9495004	True	False	65	9.0
chr20	LAMP5-AS1	9495645	True	False	65	9.0
chr20	LBP	36974813	False	False	156	11.0
chr20	LIME1	62367811	True	False	100	11.0
chr20	LINC00028	30073580	False	False	86	15.0
chr20	LINC00029	61668380	False	False	101	10.0
chr20	LINC00176	62665079	True	False	94	13.0
chr20	LINC00261	22559280	False	False	86	11.0
chr20	LINC00266-1	62921737	True	False	91	13.0
chr20	LINC00489	36251521	True	False	159	7.0
chr20	LINC00493	18548072	True	False	77	10.0
chr20	LINC00494	46988653	True	False	147	10.0
chr20	LINC00652	18775228	False	False	77	10.0
chr20	LINC00654	5485242	True	False	128	11.0
chr20	LINC00656	23113273	True	False	76	7.0
chr20	LINC00658	5426394	False	False	127	9.0
chr20	LINC00659	61408208	False	False	105	11.0
chr20	LINC00687	11851363	True	False	44	13.0
chr20	LINC00851	18359692	False	False	75	9.0
chr20	LINC01056	61669362	True	False	101	10.0
chr20	LINC01260	43300380	False	False	114	7.0
chr20	LINC01270	48909256	True	False	156	7.0
chr20	LINC01271	48937879	True	False	158	8.0
chr20	LINC01273	48789106	True	False	153	9.0
chr20	LINC01370	38633102	True	False	131	10.0
chr20	LINC01384	22588155	True	False	85	11.0
chr20	LINC01427	22263439	True	False	89	11.0
chr20	LINC01428	7234849	True	False	107	10.0
chr20	LINC01429	50479452	True	False	138	9.0
chr20	LINC01430	43079197	False	False	116	8.0
chr20	LINC01431	23338764	True	False	74	6.0
chr20	LINC01432	22034727	False	False	89	12.0
chr20	LINC01433	4173736	True	False	121	10.0
chr20	LINC01440	54039580	True	False	105	13.0
chr20	LINC01441	54043735	True	False	106	13.0
chr20	LINC01522	46618861	False	False	149	11.0
chr20	LINC01523	46611969	True	False	150	10.0
chr20	LINC01524	51237376	True	False	125	11.0
chr20	LINC01597	29521213	False	False	82	12.0
chr20	LINC01598	29570363	False	False	81	12.0
chr20	LINC01620	43093984	False	False	116	9.0
chr20	LINC01706	7328079	False	False	103	12.0
chr20	LINC01711	57209827	False	False	71	18.0
chr20	LINC01716	55152618	False	False	93	9.0
chr20	LINC01718	59654119	False	False	111	13.0
chr20	LINC01721	24180402	True	False	66	17.0
chr20	LINC01722	12933167	True	False	54	14.0
chr20	LINC01723	12930987	False	False	54	14.0
chr20	LINC01726	21684223	True	False	91	10.0
chr20	LINC01727	21550661	False	False	93	13.0
chr20	LINC01728	42523357	False	False	118	9.0
chr20	LINC01729	5490648	True	False	128	10.0
chr20	LINC01730	3789140	True	False	120	5.0
chr20	LINC01733	25936447	False	False	45	18.0
chr20	LINC01734	37853391	False	False	135	9.0
chr20	LINC01749	61640734	False	False	101	9.0
chr20	LINC01751	7288079	False	False	106	11.0
chr20	LINC01752	10733737	True	False	48	11.0
chr20	LKAAEAR1	62715712	True	False	93	10.0
chr20	LOC100128988	39609400	False	False	124	10.0
chr20	LOC100130264	19265240	True	False	76	16.0
chr20	LOC100130587	61991339	True	False	100	9.0
chr20	LOC100131496	45947245	True	False	152	5.0
chr20	LOC100134868	25990434	False	False	45	16.0
chr20	LOC100270804	18774692	True	False	77	10.0
chr20	LOC100287792	36305311	True	False	159	8.0
chr20	LOC100289473	1760392	True	False	115	10.0
chr20	LOC100506175	49262007	True	False	156	8.0
chr20	LOC100506384	58203344	True	False	94	12.0
chr20	LOC101926889	25177528	True	False	53	14.0
chr20	LOC101926935	25834657	False	False	45	15.0
chr20	LOC101927159	41314122	False	False	120	8.0
chr20	LOC101927377	45981304	False	False	154	7.0
chr20	LOC101927770	52169308	True	False	121	8.0
chr20	LOC101927932	57463865	True	False	74	13.0
chr20	LOC101928048	59048034	True	False	106	8.0
chr20	LOC101929371	9966980	True	False	61	14.0
chr20	LOC101929413	10889920	True	False	49	11.0
chr20	LOC101929526	18679352	True	False	79	13.0
chr20	LOC101929698	31097761	False	False	97	13.0
chr20	LOC102606466	12917611	False	False	54	13.0
chr20	LOC105372493	1099091	True	False	110	12.0
chr20	LOC105372582	25731843	False	False	47	11.0
chr20	LOC105372653	48532358	False	False	147	7.0
chr20	LOC105372672	52224892	True	False	120	9.0
chr20	LOC105372695	57348480	True	False	72	17.0
chr20	LOC149684	36888576	True	False	157	8.0
chr20	LOC149950	31175280	False	False	98	13.0
chr20	LOC284788	22401281	False	False	89	11.0
chr20	LOC284798	25129426	False	False	53	13.0
chr20	LOC339593	11254031	True	False	45	9.0
chr20	LOC388780	2187573	False	False	116	11.0
chr20	LOC613266	15966527	False	False	69	11.0
chr20	LOC643406	5451841	False	False	128	10.0
chr20	LOC727993	1927855	True	False	116	8.0
chr20	LOC729296	58662740	True	False	103	10.0
chr20	LPIN3	39969492	True	False	123	10.0
chr20	LRRN4	6034726	False	False	123	8.0
chr20	LSM14B	60697516	True	False	110	12.0
chr20	LZTS3	3154238	False	False	117	8.0
chr20	MACROD2-AS1	14910164	False	False	62	10.0
chr20	MACROD2-IT1	14535029	False	False	59	16.0
chr20	MAFB	39317880	False	False	126	13.0
chr20	MANBAL	35918050	True	False	153	6.0
chr20	MAP1LC3A	33146500	True	False	135	9.0
chr20	MAPRE1	31407698	True	False	98	14.0
chr20	MATN4	43937169	False	False	121	8.0
chr20	MAVS	3827445	True	False	120	5.0
chr20	MC3R	54823787	False	False	96	10.0
chr20	MCM8	5931297	True	False	124	8.0
chr20	MCM8-AS1	5986467	True	False	124	10.0
chr20	MGME1	17949533	True	False	69	9.0
chr20	MHENCR	62258587	True	False	100	8.0
chr20	MIR1-1HG	61147659	False	False	109	8.0
chr20	MIR646HG	58713547	True	False	103	14.0
chr20	MIR663AHG	26189869	False	False	42	17.0
chr20	MKKS	10414887	True	False	52	9.0
chr20	MKRN7P	45093931	True	False	138	12.0
chr20	MLLT10P1	29638138	False	False	82	15.0
chr20	MMP24	33814538	False	False	144	8.0
chr20	MMP24-AS1	33865960	True	False	144	8.0
chr20	MMP9	44637546	False	False	127	12.0
chr20	MOCS3	49575350	True	False	155	10.0
chr20	MRGBP	61427756	True	False	104	10.0
chr20	MROH8	35807991	False	False	153	7.0
chr20	MRPS26	3026674	True	False	117	11.0
chr20	MTG2	60758080	True	False	110	12.0
chr20	MTRNR2L3	55934878	False	False	77	11.0
chr20	MYBL2	42295658	True	False	112	9.0
chr20	MYH7B	33543637	False	False	142	12.0
chr20	MYL9	35169886	False	False	150	7.0
chr20	MYLK2	30407177	False	False	84	15.0
chr20	MYT1	62795826	False	False	92	4.0
chr20	NAA20	19997933	True	False	81	12.0
chr20	NANP	25604648	True	False	50	14.0
chr20	NAPB	23402156	True	False	74	6.0
chr20	NCOA3	46130600	True	False	152	8.0
chr20	NCOA5	44718580	True	False	129	12.0
chr20	NCOA6	33413452	True	False	139	10.0
chr20	NCOR1P1	26094677	False	False	45	16.0
chr20	NDRG3	35374541	True	False	150	13.0
chr20	NDUFAF5	13765671	True	False	62	12.0
chr20	NECAB3	32262264	True	False	118	13.0
chr20	NELFCD	57556262	True	False	74	18.0
chr20	NEURL2	44519926	True	False	124	6.0
chr20	NFATC2	50159258	True	False	145	8.0
chr20	NFS1	34287287	True	False	150	7.0
chr20	NINL	25566167	False	False	50	15.0
chr20	NKAIN4	61885892	False	False	100	9.0
chr20	NKILA	56285238	True	False	73	12.0
chr20	NKX2-2	21494664	False	False	93	14.0
chr20	NKX2-4	21378047	False	False	94	12.0
chr20	NNAT	36149607	False	False	158	11.0
chr20	NOL4L	31071385	True	False	96	14.0
chr20	NOP56	2633177	True	False	116	11.0
chr20	NORAD	34638882	True	False	149	10.0
chr20	NPBWR2	62738184	False	False	92	7.0
chr20	NPEPL1	57264186	True	False	72	16.0
chr20	NRSN2	327369	False	False	101	7.0
chr20	NRSN2-AS1	305896	True	False	101	5.0
chr20	NSFL1C	1448337	True	False	111	9.0
chr20	NTSR1	61340188	True	False	107	9.0
chr20	NXT1	23331372	True	False	74	8.0
chr20	OCSTAMP	45179213	True	False	143	10.0
chr20	OGFR	61436151	True	False	104	11.0
chr20	OGFR-AS1	61436939	False	False	104	11.0
chr20	OPRL1	62711434	True	False	93	12.0
chr20	OSBPL2	60813540	True	False	110	10.0
chr20	OSER1	42839546	True	False	116	9.0
chr20	OSER1-AS1	42839725	False	False	116	9.0
chr20	OTOR	16728997	False	False	70	5.0
chr20	OVOL2	18039832	False	False	68	11.0
chr20	OXT	3052265	False	False	117	5.0
chr20	PABPC1L	43560202	True	False	111	7.0
chr20	PAK5	9819687	False	False	61	14.0
chr20	PANK2	3869580	True	False	120	10.0
chr20	PARD6B	49348080	False	False	155	9.0
chr20	PAX1	21686296	False	False	91	10.0
chr20	PCED1A	2821348	True	False	116	11.0
chr20	PCIF1	44563316	True	False	124	11.0
chr20	PCK1	56136136	False	False	73	14.0
chr20	PCMTD2	62887047	True	False	92	9.0
chr20	PCNA	5107268	True	False	134	6.0
chr20	PCNA-AS1	5100231	False	False	134	9.0
chr20	PCSK2	17207596	False	False	69	10.0
chr20	PDRG1	30539883	True	False	89	14.0
chr20	PDYN	1974931	False	False	116	8.0
chr20	PET117	18118498	True	False	69	9.0
chr20	PFDN4	52824501	True	False	113	8.0
chr20	PHACTR3	58296264	True	False	96	13.0
chr20	PHF20	34359922	True	False	150	8.0
chr20	PI3	43803539	False	False	120	10.0
chr20	PIGT	44044706	True	False	119	10.0
chr20	PIGU	33265089	True	False	136	10.0
chr20	PKIG	43160421	True	False	116	8.0
chr20	PLAGL2	30795546	True	False	95	14.0
chr20	PLCB1	8112911	False	False	93	8.0
chr20	PLCB1-IT1	8229350	False	False	89	10.0
chr20	PLCB4	9288446	False	False	69	12.0
chr20	PLCG1	39766160	True	False	122	12.0
chr20	PLCG1-AS1	39766640	False	False	122	12.0
chr20	PLTP	44541003	True	False	124	8.0
chr20	PMEPA1	56285670	True	False	73	13.0
chr20	POFUT1	30795695	True	False	95	14.0
chr20	POLR3F	18448032	True	False	77	11.0
chr20	PPDPF	62152132	True	False	100	6.0
chr20	PPP1R16B	37434335	True	False	146	9.0
chr20	PPP1R3D	58515352	True	False	97	13.0
chr20	PPP4R1L	56884495	True	False	67	18.0
chr20	PRELID3B	57617901	True	False	75	17.0
chr20	PREX1	47444420	True	False	148	10.0
chr20	PRND	4702499	False	False	130	13.0
chr20	PRNP	4666739	True	False	130	13.0
chr20	PRNT	4721314	True	False	130	11.0
chr20	PROCR	33759739	True	False	143	10.0
chr20	PROKR2	5297378	False	False	133	9.0
chr20	PRPF6	62612430	True	False	95	13.0
chr20	PSMA7	60718514	True	False	110	10.0
chr20	PSMF1	1099235	True	False	110	12.0
chr20	PTGIS	48184707	False	False	149	10.0
chr20	PTK6	62168723	True	False	100	8.0
chr20	PTPN1	49126857	True	False	156	8.0
chr20	PTPRA	2844840	True	False	116	7.0
chr20	PTPRT	41818557	False	False	124	10.0
chr20	PXMP4	32308136	True	False	121	12.0
chr20	PYGB	25228705	True	False	53	14.0
chr20	R3HDML	42965797	False	False	115	10.0
chr20	RAB22A	56884770	True	False	67	18.0
chr20	RAD21L1	1206763	False	False	111	11.0
chr20	RAE1	55926144	True	False	79	13.0
chr20	RALGAPA2	20693266	True	False	92	10.0
chr20	RALGAPB	37101448	True	False	151	4.0
chr20	RALY	32581457	True	False	127	5.0
chr20	RALY-AS1	32582173	True	False	127	5.0
chr20	RASSF2	4804291	True	False	131	7.0
chr20	RBBP8NL	61002629	False	False	109	9.0
chr20	RBBP9	18477887	True	False	77	9.0
chr20	RBCK1	388693	True	False	101	7.0
chr20	RBL1	35724618	True	False	153	6.0
chr20	RBM12	34252878	True	False	150	8.0
chr20	RBM38	55966453	True	False	76	12.0
chr20	RBM39	34330258	True	False	150	8.0
chr20	RBPJL	43935482	False	False	121	8.0
chr20	REM1	30063090	False	False	86	14.0
chr20	RGS19	62710845	True	False	93	12.0
chr20	RIMS4	43438979	False	False	113	4.0
chr20	RIN2	19870209	False	False	80	12.0
chr20	RIPOR3	49308067	False	False	156	9.0
chr20	RNF114	48552913	True	False	147	8.0
chr20	RNF24	3996238	True	False	121	7.0
chr20	ROMO1	34287231	True	False	150	7.0
chr20	RPN2	35807448	True	False	153	7.0
chr20	RPRD1B	36661947	True	False	162	9.0
chr20	RPS21	60962120	True	False	109	9.0
chr20	RRBP1	17662928	True	False	69	9.0
chr20	RSPO4	982907	False	False	108	11.0
chr20	RTEL1	62289162	True	False	100	7.0
chr20	RTEL1-TNFRSF6B	62289162	True	False	100	7.0
chr20	RTFDC1	55043640	False	False	93	11.0
chr20	SALL4	50419062	True	False	139	8.0
chr20	SAMD10	62610995	True	False	95	13.0
chr20	SAMHD1	35580246	True	False	152	6.0
chr20	SCAND1	34543281	True	False	149	9.0
chr20	SCP2D1	18794369	False	False	76	10.0
chr20	SCRT2	656823	False	False	104	9.0
chr20	SDC4	43977064	True	False	120	10.0
chr20	SDCBP2	1294317	False	False	111	10.0
chr20	SDCBP2-AS1	1305986	True	False	111	8.0
chr20	SEC23B	18488187	True	False	77	9.0
chr20	SEL1L2	13971265	False	False	63	10.0
chr20	SEMG1	43835604	False	False	120	10.0
chr20	SEMG2	43850009	False	False	121	10.0
chr20	SERINC3	43150757	True	False	116	7.0
chr20	SGK2	42194736	False	False	114	9.0
chr20	SIGLEC1	3687775	False	False	120	8.0
chr20	SIRPA	1874812	True	False	116	11.0
chr20	SIRPB1	1600740	True	False	112	9.0
chr20	SIRPB2	1472233	True	False	111	3.0
chr20	SIRPD	1538343	False	False	112	5.0
chr20	SIRPG	1638425	False	False	113	10.0
chr20	SIRPG-AS1	1614153	True	False	112	6.0
chr20	SLA2	35274619	True	False	150	5.0
chr20	SLC12A5	44657820	True	False	127	9.0
chr20	SLC13A3	45280100	False	False	145	8.0
chr20	SLC17A9	61583998	True	False	102	9.0
chr20	SLC23A2	4982145	True	False	131	10.0
chr20	SLC24A3	19193289	False	False	76	14.0
chr20	SLC2A10	45338278	False	False	145	11.0
chr20	SLC2A4RG	62371210	True	False	100	9.0
chr20	SLC32A1	37353104	False	False	147	10.0
chr20	SLC35C2	44993097	True	False	137	8.0
chr20	SLC4A11	3218373	True	False	117	11.0
chr20	SLC52A3	749228	False	False	106	11.0
chr20	SLC9A8	48429249	True	False	149	5.0
chr20	SLCO4A1	61273796	True	False	108	11.0
chr20	SLCO4A1-AS1	61297973	False	False	107	10.0
chr20	SLMO2-ATP5E	57617901	True	False	75	17.0
chr20	SLPI	43883205	True	False	120	10.0
chr20	SLX4IP	10415950	True	False	52	8.0
chr20	SMIM25	48884022	False	False	154	8.0
chr20	SMIM26	18548063	True	False	77	10.0
chr20	SMOX	4129425	True	False	121	11.0
chr20	SNAI1	48599512	True	False	147	9.0
chr20	SNAP25	10199445	False	False	52	15.0
chr20	SNAP25-AS1	10200154	False	False	52	16.0
chr20	SNHG11	37075296	True	False	151	8.0
chr20	SNHG17	37063962	True	False	153	9.0
chr20	SNPH	1246934	False	False	111	11.0
chr20	SNRPB	2451499	True	False	116	7.0
chr20	SNRPB2	16710608	True	False	72	9.0
chr20	SNTA1	32031698	True	False	114	13.0
chr20	SNX21	44462469	True	False	124	12.0
chr20	SNX5	17949634	True	False	69	9.0
chr20	SOGA1	35492087	True	False	150	7.0
chr20	SOX12	306214	True	False	101	5.0
chr20	SOX18	62680979	False	False	94	12.0
chr20	SPAG4	34203805	True	False	150	6.0
chr20	SPATA2	48532080	True	False	147	7.0
chr20	SPATA25	44516238	False	False	124	6.0
chr20	SPEF1	3762102	False	False	120	5.0
chr20	SPINT3	44144264	False	False	120	11.0
chr20	SPINT4	44350973	False	False	124	11.0
chr20	SPO11	55904830	False	False	79	11.0
chr20	SPTLC3	12989626	False	False	56	9.0
chr20	SRC	35973087	True	False	153	5.0
chr20	SRMS	62178857	False	False	100	7.0
chr20	SRSF6	42086503	True	False	115	11.0
chr20	SRXN1	634014	True	False	103	10.0
chr20	SS18L1	60718775	True	False	110	10.0
chr20	SSTR4	23016056	False	False	77	8.0
chr20	STAU1	47804907	True	False	148	9.0
chr20	STK35	2082527	True	False	116	7.0
chr20	STK4	43595114	True	False	111	4.0
chr20	STK4-AS1	43595099	True	False	111	4.0
chr20	STMN3	62284963	True	False	100	8.0
chr20	STX16	57226308	True	False	71	18.0
chr20	STX16-NPEPL1	57226308	True	False	71	18.0
chr20	SULF2	46415360	True	False	147	7.0
chr20	SUMO1P1	52492248	False	False	114	9.0
chr20	SUN5	31592239	False	False	100	9.0
chr20	SYCP2	58508718	False	False	97	12.0
chr20	SYNDIG1	24449834	False	False	65	18.0
chr20	SYS1	43991739	True	False	120	10.0
chr20	SYS1-DBNDD2	43991808	True	False	120	10.0
chr20	TAF4	60640866	True	False	111	11.0
chr20	TASP1	13619583	True	False	62	11.0
chr20	TBC1D20	443197	True	False	101	7.0
chr20	TCEA2	62694480	True	False	94	13.0
