chr	start	end	interval_id	num_peaks	num_samples	MV411_1_433_R1.bool	MV411_9_716_R1.bool	MV411_1_433_R1.fc	MV411_9_716_R1.fc	MV411_1_433_R1.qval	MV411_9_716_R1.qval	MV411_1_433_R1.pval	MV411_9_716_R1.pval	MV411_1_433_R1.start	MV411_9_716_R1.start	MV411_1_433_R1.end	MV411_9_716_R1.end	MV411_1_433_R1.summit	MV411_9_716_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr14	89498916	89499070	Interval_263	1	1	FALSE	TRUE	NA	5.10496	NA	2.38353	NA	6.85575	NA	89498916	NA	89499070	NA	91	NA	intron (LOC102723683, intron 3 of 4)	NA	-77223	FOXN3-AS2								
chr14	89504606	89504853	Interval_264	2	2	TRUE	TRUE	8.72567	17.69968	8.01212	28.70025	13.93873	34.6699	89504614	89504606	89504815	89504853	109	93	NA	intron (LOC102723683, intron 3 of 4)	NA	-71486	FOXN3-AS2								
chr14	90647540	90647617	Interval_265	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	90647540	NA	90647617	NA	22	NA	intron (RP11-1078H9.5, intron 4 of 4)	NA	4950	RP11-1078H9.5								
chr14	91229879	91230065	Interval_266	2	2	TRUE	TRUE	8.08122	5.10496	6.82897	2.38353	12.60981	6.85575	91229879	91229890	91230016	91230065	26	123	NA	Intergenic	NA	-11815	LOC102724476								
chr14	92507357	92507710	Interval_267	2	2	TRUE	TRUE	11.34085	13.38019	13.30147	19.10285	19.88779	24.73171	92507391	92507357	92507710	92507701	279	273	NA	Intergenic	NA	-6247	RIN3								
chr14	92730114	92730191	Interval_268	1	1	FALSE	TRUE	NA	4.13681	NA	1.4513	NA	5.55731	NA	92730114	NA	92730191	NA	46	NA	intron (LGMN, intron 2 of 13)	NA	18477	LGMN								
chr14	96987255	96987332	Interval_269	1	1	FALSE	TRUE	NA	7.49947	NA	6.90448	NA	11.92697	NA	96987255	NA	96987332	NA	32	NA	Intergenic	NA	43715	LINC00618								
chr14	99420904	99421024	Interval_270	1	1	FALSE	TRUE	NA	7.26127	NA	6.75769	NA	11.76991	NA	99420904	NA	99421024	NA	53	NA	intron (SETD3, intron 6 of 12)	NA	59927	SETD3								
chr14_GL000225v1_random	68156	68244	Interval_271	1	1	FALSE	TRUE	NA	9.15098	NA	12.51387	NA	17.88791	NA	68156	NA	68244	NA	24	NA	Intergenic	NA	31911	LOC100287823								
chr14_GL000225v1_random	85614	85722	Interval_272	1	1	FALSE	TRUE	NA	8.19059	NA	35.18557	NA	41.3338	NA	85614	NA	85722	NA	57	NA	Intergenic	NA	49379	LOC100287823								
chr14_GL000225v1_random	131687	131800	Interval_273	1	1	FALSE	TRUE	NA	19.17463	NA	63.79713	NA	70.72947	NA	131687	NA	131800	NA	47	NA	Intergenic	NA	95455	LOC100287823								
chr14_GL000225v1_random	133727	133862	Interval_274	1	1	FALSE	TRUE	NA	2.86389	NA	1.4513	NA	5.65866	NA	133727	NA	133862	NA	24	NA	Intergenic	NA	97506	LOC100287823								
chr15	33154951	33155264	Interval_275	2	2	TRUE	TRUE	8.00796	9.75649	7.84692	11.72542	13.74169	17.05411	33154951	33154955	33155264	33155263	165	196	NA	intron (FMN1, intron 3 of 4)	NA	-87076	FMN1								
chr15	38129923	38130263	Interval_276	2	2	TRUE	TRUE	6.67109	8.23468	4.31379	8.20218	9.77534	13.33256	38129958	38129923	38130096	38130263	94	272	NA	Intergenic	NA	89844	RP11-1008C21.1								
chr15	38130747	38131064	Interval_277	2	2	TRUE	TRUE	16.01061	20.68002	23.20225	35.87586	31.24613	42.04386	38130747	38130798	38131026	38131064	214	101	NA	Intergenic	NA	90657	RP11-1008C21.1								
chr15	44288367	44288504	Interval_278	1	1	TRUE	FALSE	10.32076	NA	11.09144	NA	17.35614	NA	44288367	NA	44288504	NA	45	NA	NA	promoter-TSS (CASC4)	NA	-180	CASC4								
chr15	44288602	44288658	Interval_279	1	1	TRUE	FALSE	5.8874	NA	3.04795	NA	8.3046	NA	44288602	NA	44288658	NA	30	NA	NA	promoter-TSS (CASC4)	NA	14	CASC4								
chr15	64984317	64984518	Interval_280	1	1	FALSE	TRUE	NA	5.78101	NA	3.39304	NA	8.06539	NA	64984317	NA	64984518	NA	128	NA	intron (SPG21, intron 1 of 8)	NA	5528	SPG21								
chr15	64984608	64984696	Interval_281	1	1	FALSE	TRUE	NA	5.86786	NA	4.0358	NA	8.77771	NA	64984608	NA	64984696	NA	15	NA	intron (SPG21, intron 1 of 8)	NA	5294	SPG21								
chr15	65101492	65101788	Interval_282	2	2	TRUE	TRUE	9.31801	14.13135	9.49356	21.16206	15.58683	26.87619	65101643	65101492	65101701	65101788	27	244	NA	intron (UBAP1L, intron 3 of 5)	NA	4719	UBAP1L								
chr15	65705672	65705804	Interval_283	1	1	FALSE	TRUE	NA	6.62674	NA	5.26458	NA	10.15379	NA	65705672	NA	65705804	NA	73	NA	intron (DENND4A, intron 14 of 31)	NA	13594	MIR4511								
chr15	73400479	73400556	Interval_284	1	1	FALSE	TRUE	NA	4.49634	NA	1.4513	NA	5.69317	NA	73400479	NA	73400556	NA	14	NA	Intergenic	NA	-31254	HCN4								
chr15	90638213	90638455	Interval_285	2	2	TRUE	TRUE	8.00796	9.63501	7.84692	10.8553	13.74169	16.15722	90638213	90638239	90638455	90638424	181	110	NA	intron (CRTC3, intron 11 of 14)	NA	-21900	RP11-387D10.3								
chr15	101035720	101035842	Interval_286	1	1	FALSE	TRUE	NA	7.41121	NA	6.65652	NA	11.66287	NA	101035720	NA	101035842	NA	38	NA	intron (LRRK1, intron 6 of 19)	NA	116526	LRRK1								
chr16	5117408	5117485	Interval_287	1	1	FALSE	TRUE	NA	5.90415	NA	4.12276	NA	8.8927	NA	5117408	NA	5117485	NA	19	NA	Intergenic	NA	-19627	FAM86A								
chr16	11814852	11815139	Interval_288	2	2	TRUE	TRUE	8.67241	13.47684	7.99753	19.40375	13.9199	25.0394	11814852	11814908	11815066	11815139	161	97	NA	Intergenic	NA	13836	BCAR4								
chr16	12573303	12573605	Interval_289	2	2	TRUE	TRUE	10.50234	11.63812	11.45208	15.23606	17.76042	20.71939	12573372	12573303	12573452	12573605	36	74	NA	exon (SNX29, exon 18 of 18)	NA	3262	LOC101929304								
chr16	14354816	14355044	Interval_290	3	2	TRUE	TRUE	6.50647;12.17402	5.78101	4.6998;14.68409	3.39304	10.20699;21.49208	8.06539	14354816;14354930	14354869	14354873;14355000	14355044	38;28	22	NA	Intergenic	NA	31565	LOC100129781								
chr16	19495053	19495130	Interval_291	1	1	FALSE	TRUE	NA	6.75468	NA	5.62396	NA	10.55121	NA	19495053	NA	19495130	NA	24	NA	intron (TMC5, intron 20 of 21)	NA	27021	GDE1								
chr16	22959710	22959787	Interval_292	1	1	FALSE	TRUE	NA	6.56352	NA	4.72111	NA	9.57798	NA	22959710	NA	22959787	NA	33	NA	Intergenic	NA	145210	HS3ST2								
chr16	34573060	34573135	Interval_293	1	1	TRUE	FALSE	2.27886	NA	2.98812	NA	8.23971	NA	34573060	NA	34573135	NA	57	NA	NA	Intergenic	NA	141106	LOC102724523								
chr16	34573984	34574332	Interval_294	1	1	FALSE	TRUE	NA	6.3191	NA	29.04733	NA	35.02609	NA	34573984	NA	34574332	NA	291	NA	Intergenic	NA	142166	LOC102724523								
chr16	34575985	34576073	Interval_295	1	1	FALSE	TRUE	NA	17.97318	NA	33.74179	NA	39.85699	NA	34575985	NA	34576073	NA	55	NA	Intergenic	NA	144037	LOC102724523								
chr16	34576212	34576306	Interval_296	1	1	FALSE	TRUE	NA	8.98921	NA	11.34237	NA	16.65574	NA	34576212	NA	34576306	NA	20	NA	Intergenic	NA	144267	LOC102724523								
chr16	34581233	34581802	Interval_297	1	1	FALSE	TRUE	NA	7.67898	NA	56.4793	NA	63.26964	NA	34581233	NA	34581802	NA	230	NA	Intergenic	NA	149526	LOC102724523								
chr16	34582193	34582462	Interval_298	2	2	TRUE	TRUE	2.25128	5.08685	6.12275	35.60802	11.79934	41.76906	34582203	34582193	34582278	34582462	46	60	NA	Intergenic	NA	150336	LOC102724523								
chr16	34582766	34583178	Interval_299	1	1	FALSE	TRUE	NA	12.16529	NA	72.91946	NA	80.01431	NA	34582766	NA	34583178	NA	343	NA	Intergenic	NA	150980	LOC102724523								
chr16	34583300	34583671	Interval_300	1	1	FALSE	TRUE	NA	4.67648	NA	11.32624	NA	16.63848	NA	34583300	NA	34583671	NA	317	NA	Intergenic	NA	151494	LOC102724523								
chr16	34584884	34584965	Interval_301	1	1	FALSE	TRUE	NA	3.92562	NA	9.15084	NA	14.35294	NA	34584884	NA	34584965	NA	50	NA	Intergenic	NA	152933	LOC102724523								
chr16	34585654	34585746	Interval_302	1	1	FALSE	TRUE	NA	4.53559	NA	8.43332	NA	13.57234	NA	34585654	NA	34585746	NA	31	NA	Intergenic	NA	153708	LOC102724523								
chr16	34588206	34588300	Interval_303	1	1	FALSE	TRUE	NA	5.51662	NA	24.11778	NA	29.94513	NA	34588206	NA	34588300	NA	61	NA	Intergenic	NA	156261	LOC102724523								
chr16	34588502	34588587	Interval_304	1	1	FALSE	TRUE	NA	5.23633	NA	15.29902	NA	20.78352	NA	34588502	NA	34588587	NA	34	NA	Intergenic	NA	156553	LOC102724523								
chr16	34589466	34589569	Interval_305	1	1	FALSE	TRUE	NA	15.56202	NA	46.26946	NA	52.73561	NA	34589466	NA	34589569	NA	46	NA	Intergenic	NA	157526	LOC102724523								
chr16	34592669	34592964	Interval_306	1	1	FALSE	TRUE	NA	29.34707	NA	91.12702	NA	98.64034	NA	34592669	NA	34592964	NA	66	NA	Intergenic	NA	160825	LOC102724523								
chr16	34595166	34595265	Interval_307	1	1	FALSE	TRUE	NA	4.91039	NA	23.44973	NA	29.26026	NA	34595166	NA	34595265	NA	58	NA	Intergenic	NA	163224	LOC102724523								
chr16	34595676	34595789	Interval_308	1	1	FALSE	TRUE	NA	9.26212	NA	15.72216	NA	21.21885	NA	34595676	NA	34595789	NA	47	NA	Intergenic	NA	163741	LOC102724523								
chr16	37229721	37229812	Interval_309	1	1	FALSE	TRUE	NA	8.75136	NA	8.8224	NA	13.99349	NA	37229721	NA	37229812	NA	56	NA	Intergenic	NA	1483215	FLJ26245								
chr16	46386879	46387115	Interval_310	1	1	FALSE	TRUE	NA	11.51825	NA	33.60758	NA	39.71124	NA	46386879	NA	46387115	NA	53	NA	Intergenic	NA	182100	ANKRD26P1								
chr16	46387231	46387348	Interval_311	1	1	FALSE	TRUE	NA	14.86251	NA	47.03364	NA	53.51951	NA	46387231	NA	46387348	NA	53	NA	Intergenic	NA	181807	ANKRD26P1								
chr16	46387785	46388003	Interval_312	2	2	TRUE	TRUE	4.09831	25.6783	9.28918	124.79015	15.34549	133.58223	46387814	46387785	46387933	46388003	27	148	NA	Intergenic	NA	181203	ANKRD26P1								
chr16	46388597	46389063	Interval_313	2	2	TRUE	TRUE	3.17851	6.11534	14.31739	42.15596	21.01744	48.49472	46388659	46388597	46388787	46389063	103	164	NA	Intergenic	NA	180267	ANKRD26P1								
chr16	46389616	46390082	Interval_314	1	1	FALSE	TRUE	NA	10.30661	NA	50.56774	NA	57.2057	NA	46389616	NA	46390082	NA	393	NA	Intergenic	NA	179248	ANKRD26P1								
chr16	46390995	46391092	Interval_315	1	1	FALSE	TRUE	NA	17.58547	NA	40.98011	NA	47.28789	NA	46390995	NA	46391092	NA	62	NA	Intergenic	NA	178053	ANKRD26P1								
chr16	46393407	46393596	Interval_316	1	1	FALSE	TRUE	NA	4.35694	NA	5.91033	NA	10.88025	NA	46393407	NA	46393596	NA	158	NA	Intergenic	NA	175595	ANKRD26P1								
chr16	46395031	46395114	Interval_317	1	1	FALSE	TRUE	NA	11.96726	NA	19.0907	NA	24.71902	NA	46395031	NA	46395114	NA	45	NA	Intergenic	NA	174024	ANKRD26P1								
chr16	46399238	46399583	Interval_318	1	1	FALSE	TRUE	NA	9.93695	NA	61.66383	NA	68.56159	NA	46399238	NA	46399583	NA	282	NA	Intergenic	NA	169686	ANKRD26P1								
chr16	46399785	46399874	Interval_319	1	1	FALSE	TRUE	NA	4.94492	NA	14.56614	NA	20.02647	NA	46399785	NA	46399874	NA	23	NA	Intergenic	NA	169267	ANKRD26P1								
chr16	46400067	46400195	Interval_320	1	1	FALSE	TRUE	NA	7.91994	NA	50.81565	NA	57.4616	NA	46400067	NA	46400195	NA	63	NA	Intergenic	NA	168966	ANKRD26P1								
chr16	46400394	46400488	Interval_321	1	1	FALSE	TRUE	NA	5.07689	NA	11.63605	NA	16.9615	NA	46400394	NA	46400488	NA	55	NA	Intergenic	NA	168656	ANKRD26P1								
chr16	46400593	46400713	Interval_322	1	1	FALSE	TRUE	NA	9.0721	NA	55.40604	NA	62.17858	NA	46400593	NA	46400713	NA	55	NA	Intergenic	NA	168444	ANKRD26P1								
chr16	46400995	46401132	Interval_323	1	1	FALSE	TRUE	NA	13.1436	NA	51.44492	NA	58.11577	NA	46400995	NA	46401132	NA	69	NA	Intergenic	NA	168033	ANKRD26P1								
chr16	46401370	46401631	Interval_324	2	2	TRUE	TRUE	2.93892	7.3367	8.07332	55.81382	14.00445	62.59054	46401406	46401370	46401495	46401631	77	67	NA	Intergenic	NA	167596	ANKRD26P1								
chr16	46557253	46557330	Interval_325	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	46557253	NA	46557330	NA	54	NA	intron (ANKRD26P1, intron 4 of 16)	NA	11805	ANKRD26P1								
chr16	50021866	50021943	Interval_326	1	1	FALSE	TRUE	NA	5.88195	NA	4.07759	NA	8.822	NA	50021866	NA	50021943	NA	47	NA	Intergenic	NA	-3301	CNEP1R1								
chr16	50442846	50442923	Interval_327	1	1	FALSE	TRUE	NA	8.99268	NA	9.50435	NA	14.72581	NA	50442846	NA	50442923	NA	19	NA	Intergenic	NA	-73951	BRD7								
chr16	57648285	57648411	Interval_328	1	1	FALSE	TRUE	NA	8.02208	NA	7.39184	NA	12.48288	NA	57648285	NA	57648411	NA	72	NA	intron (GPR56, intron 1 of 13)	NA	-19897	GPR97								
chr16	58426209	58426436	Interval_329	2	2	TRUE	TRUE	6.67109	5.81906	4.31379	3.90043	9.77534	8.62782	58426209	58426285	58426329	58426436	44	76	NA	Intergenic	NA	33929	GINS3								
chr16	65124756	65124817	Interval_330	1	1	TRUE	FALSE	13.0783	NA	16.41967	NA	23.56632	NA	65124756	NA	65124817	NA	41	NA	NA	promoter-TSS (CDH11)	NA	1325	CDH11								
chr16	73154008	73154270	Interval_331	2	2	TRUE	TRUE	7.3382	12.06796	5.50463	15.91692	11.12032	21.43235	73154087	73154008	73154183	73154270	18	64	NA	Intergenic	NA	-9692	C16orf47								
chr16	77723242	77723335	Interval_332	1	1	FALSE	TRUE	NA	4.59129	NA	1.53541	NA	5.92566	NA	77723242	NA	77723335	NA	83	NA	intron (NUDT7, intron 1 of 2)	NA	797	NUDT7								
chr16	78541372	78541449	Interval_333	1	1	FALSE	TRUE	NA	6.7476	NA	5.60407	NA	10.52833	NA	78541372	NA	78541449	NA	32	NA	intron (WWOX, intron 8 of 8)	NA	-299945	LOC102724047								
chr16	84898062	84898240	Interval_334	1	1	TRUE	FALSE	6.00716	NA	4.60179	NA	10.09584	NA	84898062	NA	84898240	NA	16	NA	NA	intron (CRISPLD2, intron 15 of 15)	NA	26676	LOC101928474								
chr16	85829815	85829954	Interval_335	2	2	TRUE	TRUE	9.56702	9.83531	9.62618	11.34265	15.72523	16.65723	85829888	85829815	85829954	85829944	42	64	NA	Intergenic	NA	30189	COX4I1								
chr16	89484137	89484264	Interval_336	1	1	FALSE	TRUE	NA	4.11734	NA	1.44035	NA	5.50068	NA	89484137	NA	89484264	NA	49	NA	intron (ANKRD11, intron 1 of 13)	NA	20875	LOC101927863								
chr17	1463266	1463427	Interval_337	2	2	TRUE	TRUE	6.67109	7.77704	4.31379	7.07771	9.77534	12.11133	1463266	1463284	1463427	1463392	31	55	NA	TTS (MYO1C)	NA	-7080	CRK								
chr17	4852819	4852925	Interval_338	1	1	FALSE	TRUE	NA	7.51737	NA	6.95365	NA	11.98209	NA	4852819	NA	4852925	NA	61	NA	intron (MINK1, intron 1 of 32)	NA	19532	MINK1								
chr17	7168055	7168174	Interval_339	1	1	FALSE	TRUE	NA	5.82598	NA	3.92063	NA	8.64876	NA	7168055	NA	7168174	NA	43	NA	Intergenic	NA	11449	ASGR1								
chr17	14673007	14673091	Interval_340	1	1	FALSE	TRUE	NA	5.76427	NA	3.74852	NA	8.46553	NA	14673007	NA	14673091	NA	16	NA	Intergenic	NA	-341756	LOC101928475								
chr17	21970276	21970353	Interval_341	1	1	FALSE	TRUE	NA	7.77662	NA	7.0467	NA	12.07928	NA	21970276	NA	21970353	NA	13	NA	Intergenic	NA	-186880	LOC100996792-2								
chr17	21976412	21976489	Interval_342	1	1	FALSE	TRUE	NA	4.32784	NA	4.46962	NA	9.29768	NA	21976412	NA	21976489	NA	44	NA	Intergenic	NA	-193016	LOC100996792-2								
chr17	23016260	23016340	Interval_343	1	1	FALSE	TRUE	NA	7.46084	NA	6.75926	NA	11.77462	NA	23016260	NA	23016340	NA	35	NA	Intergenic	NA	-493114	LOC102723754								
chr17	24188110	24188187	Interval_344	1	1	FALSE	TRUE	NA	4.918	NA	6.61229	NA	11.61491	NA	24188110	NA	24188187	NA	62	NA	Intergenic	NA	-1664963	LOC102723754								
chr17	24421429	24421521	Interval_345	1	1	FALSE	TRUE	NA	25.36508	NA	48.09676	NA	54.64629	NA	24421429	NA	24421521	NA	45	NA	Intergenic	NA	-1898289	LOC102723754								
chr17	25242930	25243025	Interval_346	1	1	FALSE	TRUE	NA	9.27794	NA	10.44525	NA	15.72045	NA	25242930	NA	25243025	NA	51	NA	Intergenic	NA	2050964	MIR4522								
chr17	26041162	26041239	Interval_347	1	1	FALSE	TRUE	NA	6.22394	NA	4.59841	NA	9.44061	NA	26041162	NA	26041239	NA	37	NA	Intergenic	NA	1252741	MIR4522								
chr17	26594853	26594946	Interval_348	1	1	FALSE	TRUE	NA	7.25514	NA	22.22851	NA	27.9921	NA	26594853	NA	26594946	NA	55	NA	Intergenic	NA	699042	MIR4522								
chr17	26603853	26603964	Interval_349	1	1	FALSE	TRUE	NA	8.07267	NA	37.32129	NA	43.52476	NA	26603853	NA	26603964	NA	53	NA	Intergenic	NA	690033	MIR4522								
chr17	26604203	26604280	Interval_350	1	1	FALSE	TRUE	NA	7.36657	NA	8.39322	NA	13.52972	NA	26604203	NA	26604280	NA	33	NA	Intergenic	NA	689700	MIR4522								
chr17	26619986	26620080	Interval_351	1	1	FALSE	TRUE	NA	10.85952	NA	19.53749	NA	25.18487	NA	26619986	NA	26620080	NA	45	NA	Intergenic	NA	673909	MIR4522								
chr17	26783404	26783481	Interval_352	1	1	FALSE	TRUE	NA	5.18662	NA	2.71786	NA	7.24917	NA	26783404	NA	26783481	NA	40	NA	Intergenic	NA	510499	MIR4522								
chr17	26885736	26885824	Interval_353	1	1	FALSE	TRUE	NA	7.06109	NA	21.65016	NA	27.39527	NA	26885736	NA	26885824	NA	28	NA	Intergenic	NA	408162	MIR4522								
chr17	28719262	28719370	Interval_354	1	1	FALSE	TRUE	NA	5.02358	NA	2.6858	NA	7.19781	NA	28719262	NA	28719370	NA	49	NA	promoter-TSS (RPL23A)	NA	-666	RPL23A								
chr17	35778286	35778346	Interval_355	1	1	TRUE	FALSE	7.44924	NA	5.71313	NA	11.34921	NA	35778286	NA	35778346	NA	40	NA	NA	TTS (MMP28)	NA	17320	MMP28								
chr17	38857776	38857891	Interval_356	1	1	FALSE	TRUE	NA	8.43317	NA	8.78537	NA	13.94277	NA	38857776	NA	38857891	NA	67	NA	Intergenic	NA	3921	TRNAC30								
chr17	40140345	40140443	Interval_357	1	1	TRUE	FALSE	6.32841	NA	3.71116	NA	9.09516	NA	40140345	NA	40140443	NA	18	NA	NA	promoter-TSS (CASC3)	NA	-82	CASC3								
chr17	44007012	44007188	Interval_358	1	1	FALSE	TRUE	NA	5.73911	NA	3.46514	NA	8.14548	NA	44007012	NA	44007188	NA	126	NA	intron (NAGS, intron 4 of 6)	NA	2436	NAGS								
chr17	44007257	44007336	Interval_359	1	1	TRUE	FALSE	6.99694	NA	4.85873	NA	10.40239	NA	44007257	NA	44007336	NA	44	NA	NA	intron (NAGS, intron 4 of 6)	NA	2633	NAGS								
chr17	44325764	44325846	Interval_360	1	1	FALSE	TRUE	NA	5.7575	NA	3.73472	NA	8.44587	NA	44325764	NA	44325846	NA	15	NA	promoter-TSS (SLC25A39)	NA	-956	SLC25A39								
chr17	50332237	50332340	Interval_361	1	1	FALSE	TRUE	NA	8.31294	NA	8.42722	NA	13.56608	NA	50332237	NA	50332340	NA	48	NA	Intergenic	NA	-13743	XYLT2								
chr17	57947020	57947116	Interval_362	1	1	FALSE	TRUE	NA	4.82719	NA	2.2005	NA	6.63436	NA	57947020	NA	57947116	NA	56	NA	promoter-TSS (CUEDC1)	NA	-41042	LOC101929185								
chr17	59437906	59438001	Interval_363	1	1	FALSE	TRUE	NA	5.90322	NA	4.12276	NA	8.88973	NA	59437906	NA	59438001	NA	70	NA	intron (RP11-567L7.6, intron 4 of 4)	NA	71862	MIR4729								
chr17	62886218	62886295	Interval_364	1	1	FALSE	TRUE	NA	6.65827	NA	5.35487	NA	10.24878	NA	62886218	NA	62886295	NA	32	NA	Intergenic	NA	-58018	MIR633								
chr17	68580286	68580433	Interval_365	1	1	FALSE	TRUE	NA	5.90322	NA	4.12276	NA	8.88973	NA	68580286	NA	68580433	NA	48	NA	intron (FAM20A, intron 1 of 7)	NA	20594	FAM20A								
chr17	74631935	74632043	Interval_366	1	1	FALSE	TRUE	NA	6.58774	NA	5.15414	NA	10.03876	NA	74631935	NA	74632043	NA	52	NA	Intergenic	NA	-8231	CD300E								
chr17	74682655	74682872	Interval_367	2	2	TRUE	TRUE	8.0053	9.88161	6.73811	11.47008	12.50283	16.7921	74682655	74682716	74682789	74682872	46	66	NA	intron (RAB37, intron 1 of 8)	NA	30236	CD300LF								
chr17	77916961	77917062	Interval_368	1	1	FALSE	TRUE	NA	5.0599	NA	2.71786	NA	7.3122	NA	77916961	NA	77917062	NA	50	NA	Intergenic	NA	-32925	FLJ45079								
chr17	79058942	79058991	Interval_369	1	1	TRUE	FALSE	8.30098	NA	7.25408	NA	13.07127	NA	79058942	NA	79058991	NA	23	NA	NA	Intergenic	NA	-12527	ENGASE								
chr17	82835301	82835394	Interval_370	1	1	FALSE	TRUE	NA	8.04531	NA	7.69782	NA	12.80025	NA	82835301	NA	82835394	NA	51	NA	intron (ZNF750, intron 1 of 2)	NA	4707	ZNF750								
chr17_KI270729v1_random	3500	3621	Interval_371	1	1	FALSE	TRUE	NA	5.58408	NA	10.52328	NA	15.81053	NA	3500	NA	3621	NA	53	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	10501	10625	Interval_372	1	1	FALSE	TRUE	NA	5.70528	NA	3.61888	NA	8.32625	NA	10501	NA	10625	NA	50	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	21879	21956	Interval_373	1	1	FALSE	TRUE	NA	4.27395	NA	2.15879	NA	6.58347	NA	21879	NA	21956	NA	35	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	23242	23320	Interval_374	1	1	FALSE	TRUE	NA	7.03215	NA	10.3515	NA	15.61579	NA	23242	NA	23320	NA	44	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	27761	27838	Interval_375	1	1	FALSE	TRUE	NA	8.03475	NA	7.93782	NA	13.05169	NA	27761	NA	27838	NA	39	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	139614	139691	Interval_376	1	1	FALSE	TRUE	NA	5.27411	NA	5.03398	NA	9.91001	NA	139614	NA	139691	NA	48	NA	NA	NA	NA	NA								
chr17_KI270729v1_random	196153	196231	Interval_377	1	1	FALSE	TRUE	NA	7.59104	NA	7.16742	NA	12.21489	NA	196153	NA	196231	NA	36	NA	NA	NA	NA	NA								
chr18	110381	110458	Interval_378	1	1	FALSE	TRUE	NA	7.85619	NA	7.10083	NA	12.13557	NA	110381	NA	110458	NA	36	NA	intron (ROCK1P1, intron 1 of 4)	NA	1355	ROCK1P1								
chr18	379785	380023	Interval_379	2	2	TRUE	TRUE	7.59521	7.46084	6.00748	6.75926	11.67924	11.77462	379926	379785	380023	379950	16	67	NA	intron (COLEC12, intron 2 of 5)	NA	-111845	THOC1								
chr18	10058406	10058560	Interval_380	2	2	TRUE	TRUE	6.00398	7.2928	3.16624	6.02589	8.4714	11.00986	10058406	10058408	10058497	10058560	11	91	NA	Intergenic	NA	144525	VAPA								
chr18	16253221	16253298	Interval_381	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	16253221	NA	16253298	NA	30	NA	Intergenic	NA	-927341	LOC644669								
chr18	16549224	16549315	Interval_382	1	1	FALSE	TRUE	NA	13.52804	NA	19.54926	NA	25.2064	NA	16549224	NA	16549315	NA	46	NA	Intergenic	NA	-1223351	LOC644669								
chr18	16633071	16633148	Interval_383	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	16633071	NA	16633148	NA	45	NA	Intergenic	NA	-1307191	LOC644669								
chr18	18750204	18750281	Interval_384	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	18750204	NA	18750281	NA	32	NA	Intergenic	NA	2361608	ROCK1								
chr18	18867183	18867316	Interval_385	1	1	FALSE	TRUE	NA	4.22751	NA	1.4513	NA	5.83614	NA	18867183	NA	18867316	NA	58	NA	Intergenic	NA	2244601	ROCK1								
chr18	20018391	20018480	Interval_386	1	1	FALSE	TRUE	NA	8.35034	NA	8.19824	NA	13.32421	NA	20018391	NA	20018480	NA	41	NA	Intergenic	NA	1093415	ROCK1								
chr18	23078666	23078905	Interval_387	2	2	TRUE	TRUE	5.33687	10.65492	2.09975	13.04302	7.21276	18.4291	23078719	23078666	23078802	23078905	67	58	NA	Intergenic	NA	-55778	CABLES1								
chr18	24346420	24346544	Interval_388	1	1	FALSE	TRUE	NA	5.90415	NA	4.12276	NA	8.8927	NA	24346420	NA	24346544	NA	54	NA	intron (OSBPL1A, intron 3 of 26)	NA	24796	MIR320C2								
chr18	24711661	24711738	Interval_389	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	24711661	NA	24711738	NA	13	NA	Intergenic	NA	83518	RP11-449D8.1								
chr18	26642609	26642924	Interval_390	2	2	TRUE	TRUE	7.3382	5.69722	5.50463	3.5716	11.12032	8.27474	26642609	26642657	26642700	26642924	53	102	NA	intron (KCTD1, intron 1 of 4)	NA	-2423	KCTD1								
chr18	46672434	46672637	Interval_391	2	2	TRUE	TRUE	8.08122	14.75297	6.82897	21.97313	12.60981	27.72994	46672555	46672434	46672602	46672637	15	73	NA	Intergenic	NA	84538	ST8SIA5								
chr18	56603281	56603358	Interval_392	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	56603281	NA	56603358	NA	28	NA	intron (TXNL1, intron 8 of 8)	NA	35369	TXNL1								
chr18	58213529	58213749	Interval_393	2	2	TRUE	TRUE	8.50846	7.2928	8.95724	6.02589	14.9745	11.00986	58213529	58213557	58213749	58213712	88	67	NA	intron (NEDD4L, intron 1 of 30)	NA	18249	NEDD4L								
chr18	61733587	61733750	Interval_394	2	2	TRUE	TRUE	13.49348	14.43178	17.33701	21.123	24.64907	26.83165	61733587	61733599	61733741	61733750	115	61	NA	Intergenic	NA	-14507	RP11-1096D5.1								
