REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp136-MV411-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
1_MV411_3_136_R1_peak_7685_lociStitched	chr17	82193843	82194250	1	408	248.3107	61.7419
1_MV411_3_136_R1_peak_18511_lociStitched	chrX	39144711	39145117	1	407	202.797	2.3954
1_MV411_3_136_R1_peak_3582_lociStitched	chr12	6363506	6363912	1	407	162.0346	34.8348
1_MV411_3_136_R1_peak_730_lociStitched	chr1	82794962	82795368	1	407	171.8192	15.5498
1_MV411_3_136_R1_peak_11381_lociStitched	chr21	20307826	20308232	1	407	124.3172	8.2418
1_MV411_3_136_R1_peak_14377_lociStitched	chr5	140977291	140977697	1	407	209.5366	34.713
1_MV411_3_136_R1_peak_3736_lociStitched	chr12	26275027	26275433	1	407	323.176	62.321
1_MV411_3_136_R1_peak_10260_lociStitched	chr2	138523223	138523629	1	407	178.6806	4.9938
1_MV411_3_136_R1_peak_8903_lociStitched	chr19	31687898	31688303	1	406	138.348	38.07
1_MV411_3_136_R1_peak_16800_lociStitched	chr8	39638437	39638842	1	406	162.3645	19.0755
1_MV411_3_136_R1_peak_17696_lociStitched	chr9	5626347	5626752	1	406	186.543	41.067
1_MV411_3_136_R1_peak_13241_lociStitched	chr4	26273248	26273653	1	406	244.9845	56.295
1_MV411_3_136_R1_peak_17007_lociStitched	chr8	75065660	75066065	1	406	134.379	37.0575
1_MV411_3_136_R1_peak_15280_lociStitched	chr6	80424871	80425276	1	406	112.509	33.3315
1_MV411_3_136_R1_peak_9300_lociStitched	chr19	49869821	49870226	1	406	239.0715	67.797
1_MV411_3_136_R1_peak_4628_lociStitched	chr13	88919475	88919879	1	405	177.3156	52.924
1_MV411_3_136_R1_peak_6903_lociStitched	chr17	19370152	19370556	1	405	238.7236	39.6728
1_MV411_3_136_R1_peak_7853_lociStitched	chr18	33857156	33857560	1	405	133.0372	8.1608
1_MV411_3_136_R1_peak_875_lociStitched	chr1	111489382	111489786	1	405	209.676	54.5804
1_MV411_3_136_R1_peak_7221_lociStitched	chr17	46266410	46266814	1	405	346.0664	139.6628
1_MV411_3_136_R1_peak_1038_lociStitched	chr1	151946198	151946601	1	404	198.0342	33.852
1_MV411_3_136_R1_peak_6644_lociStitched	chr17	215509	215912	1	404	143.7904	0.8866
1_MV411_3_136_R1_peak_17061_lociStitched	chr8	79010583	79010986	1	404	126.139	18.4574
1_MV411_3_136_R1_peak_9963_lociStitched	chr2	73970778	73971181	1	404	252.7616	89.869
1_MV411_3_136_R1_peak_9102_lociStitched	chr19	42317062	42317465	1	404	260.0962	71.8146
1_MV411_3_136_R1_peak_4030_lociStitched	chr12	66379137	66379539	1	403	201.0804	43.416
1_MV411_3_136_R1_peak_32_lociStitched	chr1	1662986	1663388	1	403	127.1124	15.9996
1_MV411_3_136_R1_peak_7735_lociStitched	chr18	2959681	2960083	1	403	162.3276	44.3406
1_MV411_3_136_R1_peak_1376_lociStitched	chr1	199429624	199430025	1	402	108.0695	16.5613
1_MV411_3_136_R1_peak_17058_lociStitched	chr8	78721184	78721585	1	402	176.8009	55.6588
1_MV411_3_136_R1_peak_2134_lociStitched	chr10	71889272	71889673	1	402	214.936	66.7665
1_MV411_3_136_R1_peak_5507_lociStitched	chr15	58628531	58628931	1	401	166.08	56.68
1_MV411_3_136_R1_peak_3566_lociStitched	chr12	3727807	3728207	1	401	189.92	67.08
1_MV411_3_136_R1_peak_16569_lociStitched	chr8	5155121	5155521	1	401	162.0	36.44
1_MV411_3_136_R1_peak_16642_lociStitched	chr8	16312673	16313073	1	401	135.88	53.0
1_MV411_3_136_R1_peak_13434_lociStitched	chr4	86928227	86928627	1	401	192.16	55.72
1_MV411_3_136_R1_peak_15123_lociStitched	chr6	39335706	39336106	1	401	229.04	50.84
1_MV411_3_136_R1_peak_17151_lociStitched	chr8	88540680	88541079	1	400	134.1039	14.0847
1_MV411_3_136_R1_peak_16661_lociStitched	chr8	21858082	21858481	1	400	402.0324	89.2164
1_MV411_3_136_R1_peak_5870_lociStitched	chr16	84305	84704	1	400	141.4854	22.4637
1_MV411_3_136_R1_peak_15529_lociStitched	chr6	149246376	149246775	1	400	216.2979	48.5982
1_MV411_3_136_R1_peak_2011_lociStitched	chr10	46080372	46080771	1	400	266.6916	57.057
1_MV411_3_136_R1_peak_4236_lociStitched	chr12	110456361	110456760	1	400	170.0937	23.94
1_MV411_3_136_R1_peak_4285_lociStitched	chr12	116635045	116635444	1	400	153.7347	57.1767
1_MV411_3_136_R1_peak_9495_lociStitched	chr2	3536294	3536693	1	400	213.4251	49.6356
1_MV411_3_136_R1_peak_435_lociStitched	chr1	33098797	33099195	1	399	204.5322	53.0534
1_MV411_3_136_R1_peak_199_lociStitched	chr1	17142142	17142540	1	399	231.238	52.8544
1_MV411_3_136_R1_peak_286_lociStitched	chr1	25549151	25549549	1	399	294.2016	30.1684
1_MV411_3_136_R1_peak_16354_lociStitched	chr7	124263450	124263848	1	399	155.6976	35.422
MV411_3_136_R1_peak_3611	chr12	6938260	6938658	1	399	192.9106	34.1882
1_MV411_3_136_R1_peak_18093_lociStitched	chr9	117744916	117745314	1	399	181.6472	44.178
1_MV411_3_136_R1_peak_5736_lociStitched	chr15	78915691	78916089	1	399	211.9748	31.6808
1_MV411_3_136_R1_peak_10375_lociStitched	chr2	171798252	171798650	1	399	180.095	9.751
1_MV411_3_136_R1_peak_14107_lociStitched	chr5	84293266	84293664	1	399	136.3946	25.074
1_MV411_3_136_R1_peak_12575_lociStitched	chr3	94437212	94437609	1	398	129.9381	11.9894
1_MV411_3_136_R1_peak_4765_lociStitched	chr14	24939875	24940272	1	398	113.0259	26.3608
1_MV411_3_136_R1_peak_18317_lociStitched	chr9	134341065	134341462	1	398	262.7346	41.3277
1_MV411_3_136_R1_peak_16508_lociStitched	chr7	155357708	155358105	1	398	142.6024	30.6881
1_MV411_3_136_R1_peak_11994_lociStitched	chr22	50304141	50304538	1	398	194.3315	62.2496
1_MV411_3_136_R1_peak_4838_lociStitched	chr14	50061353	50061750	1	398	230.5379	68.8398
1_MV411_3_136_R1_peak_1703_lociStitched	chr1	237412737	237413134	1	398	145.3417	22.5496
1_MV411_3_136_R1_peak_15836_lociStitched	chr7	25619925	25620322	1	398	142.8406	38.112
1_MV411_3_136_R1_peak_17060_lociStitched	chr8	78967328	78967725	1	398	120.0925	32.5143
1_MV411_3_136_R1_peak_10564_lociStitched	chr2	211235811	211236208	1	398	130.2557	31.4424
1_MV411_3_136_R1_peak_4119_lociStitched	chr12	89863345	89863742	1	398	119.3779	19.6118
1_MV411_3_136_R1_peak_18566_lociStitched	chrX	48676717	48677113	1	397	258.192	6.534
1_MV411_3_136_R1_peak_6442_lociStitched	chr16	67833357	67833753	1	397	214.038	45.6984
1_MV411_3_136_R1_peak_3372_lociStitched	chr11	99323697	99324093	1	397	145.2528	24.354
1_MV411_3_136_R1_peak_3327_lociStitched	chr11	86202190	86202586	1	397	173.0124	68.3496
1_MV411_3_136_R1_peak_3436_lociStitched	chr11	117189800	117190196	1	397	184.8924	21.8988
1_MV411_3_136_R1_peak_8019_lociStitched	chr18	64829335	64829731	1	397	135.3132	9.2268
1_MV411_3_136_R1_peak_673_lociStitched	chr1	58816553	58816949	1	397	251.4204	58.2516
1_MV411_3_136_R1_peak_3681_lociStitched	chr12	12468449	12468844	1	396	181.147	66.439
1_MV411_3_136_R1_peak_15785_lociStitched	chr7	8176038	8176433	1	396	199.8305	36.4585
1_MV411_3_136_R1_peak_10224_lociStitched	chr2	130797665	130798060	1	396	282.583	43.134
1_MV411_3_136_R1_peak_11697_lociStitched	chr22	25419253	25419648	1	396	134.063	62.3705
1_MV411_3_136_R1_peak_15325_lociStitched	chr6	92478981	92479376	1	396	140.304	28.519
1_MV411_3_136_R1_peak_13633_lociStitched	chr4	146105782	146106177	1	396	168.823	37.1695
1_MV411_3_136_R1_peak_1259_lociStitched	chr1	173123290	173123685	1	396	216.46	44.556
1_MV411_3_136_R1_peak_12904_lociStitched	chr3	167520027	167520422	1	396	141.094	31.284
1_MV411_3_136_R1_peak_9601_lociStitched	chr2	27081715	27082110	1	396	223.6095	54.984
1_MV411_3_136_R1_peak_17363_lociStitched	chr8	113136304	113136698	1	395	120.564	37.036
1_MV411_3_136_R1_peak_13394_lociStitched	chr4	77911459	77911853	1	395	107.6408	17.6906
1_MV411_3_136_R1_peak_2704_lociStitched	chr11	9364003	9364397	1	395	234.43	40.6608
1_MV411_3_136_R1_peak_1985_lociStitched	chr10	43362534	43362928	1	395	346.7988	62.2126
1_MV411_3_136_R1_peak_8974_lociStitched	chr19	37317900	37318294	1	395	341.992	43.4976
1_MV411_3_136_R1_peak_8061_lociStitched	chr18	66811908	66812302	1	395	133.96	30.929
1_MV411_3_136_R1_peak_17690_lociStitched	chr9	3528304	3528697	1	394	150.4797	23.5407
1_MV411_3_136_R1_peak_9134_lociStitched	chr19	44207486	44207879	1	394	379.9131	73.5696
1_MV411_3_136_R1_peak_2381_lociStitched	chr10	102469084	102469477	1	394	136.3317	56.2383
1_MV411_3_136_R1_peak_7065_lociStitched	chr17	37430565	37430958	1	394	172.9986	43.8981
1_MV411_3_136_R1_peak_14220_lociStitched	chr5	123430359	123430752	1	394	157.6716	27.8637
1_MV411_3_136_R1_peak_17793_lociStitched	chr9	34124059	34124452	1	394	156.5712	34.1124
1_MV411_3_136_R1_peak_14393_lociStitched	chr5	142015671	142016064	1	394	163.7238	35.763
1_MV411_3_136_R1_peak_3514_lociStitched	chr11	128482754	128483147	1	394	158.8899	13.5978
1_MV411_3_136_R1_peak_13351_lociStitched	chr4	69107549	69107941	1	393	116.5808	14.6608
1_MV411_3_136_R1_peak_8827_lociStitched	chr19	19186787	19187179	1	393	208.6224	59.1136
1_MV411_3_136_R1_peak_14209_lociStitched	chr5	115855537	115855929	1	393	131.8688	9.1728
1_MV411_3_136_R1_peak_8196_lociStitched	chr18	75962372	75962764	1	393	133.2408	23.4416
1_MV411_3_136_R1_peak_14559_lociStitched	chr5	173398195	173398587	1	393	151.508	20.58
1_MV411_3_136_R1_peak_14717_lociStitched	chr6	6988235	6988627	1	393	114.268	33.124
1_MV411_3_136_R1_peak_3649_lociStitched	chr12	10068842	10069234	1	393	354.8384	30.1056
1_MV411_3_136_R1_peak_185_lociStitched	chr1	15885976	15886368	1	393	161.0336	42.4536
1_MV411_3_136_R1_peak_1793_lociStitched	chr10	141277	141669	1	393	147.9016	27.7928
1_MV411_3_136_R1_peak_6531_lociStitched	chr16	81752524	81752916	1	393	213.052	48.0984
1_MV411_3_136_R1_peak_14042_lociStitched	chr5	70401129	70401521	1	393	130.6144	0.0
1_MV411_3_136_R1_peak_5947_lociStitched	chr16	2686943	2687334	1	392	208.403	39.1391
1_MV411_3_136_R1_peak_12260_lociStitched	chr3	43013316	43013707	1	392	151.2388	20.7621
1_MV411_3_136_R1_peak_18347_lociStitched	chr9	136697642	136698033	1	392	186.6243	52.5895
1_MV411_3_136_R1_peak_17427_lociStitched	chr8	123160725	123161115	1	391	237.939	71.916
1_MV411_3_136_R1_peak_17039_lociStitched	chr8	77519317	77519707	1	391	151.281	22.503
1_MV411_3_136_R1_peak_12810_lociStitched	chr3	145595565	145595955	1	391	122.421	7.41
1_MV411_3_136_R1_peak_8170_lociStitched	chr18	73199064	73199454	1	391	122.304	7.059
1_MV411_3_136_R1_peak_17800_lociStitched	chr9	34665601	34665991	1	391	455.208	62.439
1_MV411_3_136_R1_peak_15525_lociStitched	chr6	147322202	147322592	1	391	158.34	35.295
1_MV411_3_136_R1_peak_100_lociStitched	chr1	7128014	7128403	1	390	201.3075	64.7296
1_MV411_3_136_R1_peak_10321_lociStitched	chr2	158114039	158114428	1	390	142.4518	19.5278
1_MV411_3_136_R1_peak_9910_lociStitched	chr2	68741986	68742375	1	390	158.9454	38.0831
1_MV411_3_136_R1_peak_6663_lociStitched	chr17	1390820	1391209	1	390	161.824	46.68
1_MV411_3_136_R1_peak_8886_lociStitched	chr19	29611111	29611500	1	390	254.3282	98.8838
1_MV411_3_136_R1_peak_14847_lociStitched	chr6	25050726	25051115	1	390	182.7522	18.9443
1_MV411_3_136_R1_peak_2679_lociStitched	chr11	6201867	6202255	1	389	216.6204	59.2864
1_MV411_3_136_R1_peak_11530_lociStitched	chr21	42513433	42513821	1	389	160.7484	47.8404
1_MV411_3_136_R1_peak_6156_lociStitched	chr16	27327207	27327595	1	389	172.3884	32.9024
1_MV411_3_136_R1_peak_14713_lociStitched	chr6	6799104	6799492	1	389	147.2848	4.656
1_MV411_3_136_R1_peak_4137_lociStitched	chr12	94208268	94208655	1	388	191.6424	89.2035
1_MV411_3_136_R1_peak_3359_lociStitched	chr11	94602331	94602718	1	388	160.218	47.2527
1_MV411_3_136_R1_peak_401_lociStitched	chr1	31626564	31626951	1	388	153.639	53.406
1_MV411_3_136_R1_peak_836_lociStitched	chr1	108063246	108063633	1	388	134.1729	27.4383
1_MV411_3_136_R1_peak_14402_lociStitched	chr5	142929206	142929593	1	388	150.7365	39.2805
1_MV411_3_136_R1_peak_4587_lociStitched	chr13	47903921	47904308	1	388	148.2984	3.8313
1_MV411_3_136_R1_peak_7598_lociStitched	chr17	78593060	78593447	1	388	174.5757	23.3361
1_MV411_3_136_R1_peak_10651_lociStitched	chr2	230457101	230457488	1	388	188.5077	32.5467
1_MV411_3_136_R1_peak_10223_lociStitched	chr2	130390729	130391115	1	387	194.0036	65.1568
1_MV411_3_136_R1_peak_17319_lociStitched	chr8	110769577	110769963	1	387	150.9646	20.8054
1_MV411_3_136_R1_peak_18531_lociStitched	chrX	41442754	41443140	1	387	192.5368	44.39
1_MV411_3_136_R1_peak_16102_lociStitched	chr7	74617184	74617569	1	386	176.561	33.957
1_MV411_3_136_R1_peak_13453_lociStitched	chr4	93536297	93536681	1	385	124.416	29.2992
1_MV411_3_136_R1_peak_13875_lociStitched	chr5	30278508	30278892	1	385	126.0288	32.7936
1_MV411_3_136_R1_peak_16562_lociStitched	chr8	4867995	4868379	1	385	115.5456	20.2752
1_MV411_3_136_R1_peak_5018_lociStitched	chr14	76190523	76190907	1	385	145.1904	70.5024
1_MV411_3_136_R1_peak_2189_lociStitched	chr10	75162509	75162893	1	385	120.3072	12.7872
1_MV411_3_136_R1_peak_10642_lociStitched	chr2	227915433	227915817	1	385	127.6032	28.4928
1_MV411_3_136_R1_peak_5020_lociStitched	chr14	76773079	76773463	1	385	202.2912	42.5088
1_MV411_3_136_R1_peak_4818_lociStitched	chr14	45250546	45250930	1	385	138.4704	29.184
1_MV411_3_136_R1_peak_1015_lociStitched	chr1	150977574	150977958	1	385	163.3536	24.768
1_MV411_3_136_R1_peak_4427_lociStitched	chr12	128915320	128915703	1	384	189.3935	4.8641
1_MV411_3_136_R1_peak_3513_lociStitched	chr11	128194505	128194888	1	384	113.5212	8.5026
1_MV411_3_136_R1_peak_7017_lociStitched	chr17	31596279	31596662	1	384	270.8193	21.065
1_MV411_3_136_R1_peak_9537_lociStitched	chr2	10745275	10745658	1	384	251.3629	43.5854
1_MV411_3_136_R1_peak_15788_lociStitched	chr7	10356057	10356439	1	383	153.5258	14.0958
1_MV411_3_136_R1_peak_11414_lociStitched	chr21	29100249	29100631	1	383	196.6154	48.2848
1_MV411_3_136_R1_peak_11308_lociStitched	chr20	62623567	62623949	1	383	233.211	56.727
1_MV411_3_136_R1_peak_14954_lociStitched	chr6	30102177	30102559	1	383	245.053	17.572
1_MV411_3_136_R1_peak_15227_lociStitched	chr6	52306200	52306582	1	383	148.9418	37.818
1_MV411_3_136_R1_peak_6254_lociStitched	chr16	30937998	30938380	1	383	180.2658	39.3842
1_MV411_3_136_R1_peak_8017_lociStitched	chr18	64567975	64568357	1	383	124.5702	20.9336
1_MV411_3_136_R1_peak_729_lociStitched	chr1	82461079	82461460	1	382	140.208	29.1084
1_MV411_3_136_R1_peak_534_lociStitched	chr1	41662527	41662908	1	382	219.7608	23.5077
1_MV411_3_136_R1_peak_15053_lociStitched	chr6	33740217	33740598	1	382	160.2486	48.8823
1_MV411_3_136_R1_peak_11335_lociStitched	chr20	63730270	63730651	1	382	227.4951	67.6275
1_MV411_3_136_R1_peak_5908_lociStitched	chr16	1543017	1543397	1	381	167.162	18.582
1_MV411_3_136_R1_peak_18139_lociStitched	chr9	124392001	124392381	1	381	216.182	82.08
1_MV411_3_136_R1_peak_172_lociStitched	chr1	14996453	14996833	1	381	208.696	40.66
1_MV411_3_136_R1_peak_17100_lociStitched	chr8	83173809	83174189	1	381	113.506	24.32
1_MV411_3_136_R1_peak_16163_lociStitched	chr7	85471947	85472327	1	381	145.654	19.456
1_MV411_3_136_R1_peak_9540_lociStitched	chr2	11160795	11161174	1	380	219.3273	61.4359
1_MV411_3_136_R1_peak_17512_lociStitched	chr8	131619251	131619630	1	380	126.7376	40.6667
1_MV411_3_136_R1_peak_7985_lociStitched	chr18	62577109	62577488	1	380	158.1567	39.8708
1_MV411_3_136_R1_peak_6483_lociStitched	chr16	70737852	70738231	1	380	242.4842	37.0662
1_MV411_3_136_R1_peak_16759_lociStitched	chr8	34678099	34678478	1	380	161.6814	58.5555
1_MV411_3_136_R1_peak_5966_lociStitched	chr16	3124838	3125217	1	380	173.3167	28.7282
1_MV411_3_136_R1_peak_17111_lociStitched	chr8	83997142	83997521	1	380	131.4372	31.9118
1_MV411_3_136_R1_peak_12527_lociStitched	chr3	71496283	71496662	1	380	219.9337	43.3576
1_MV411_3_136_R1_peak_14150_lociStitched	chr5	96896581	96896959	1	379	172.9728	0.0
1_MV411_3_136_R1_peak_2226_lociStitched	chr10	81318430	81318808	1	379	117.369	28.5768
1_MV411_3_136_R1_peak_4430_lociStitched	chr12	131627072	131627450	1	379	210.3948	29.3706
1_MV411_3_136_R1_peak_7525_lociStitched	chr17	75487428	75487805	1	378	209.4989	36.946
1_MV411_3_136_R1_peak_5148_lociStitched	chr14	96427419	96427796	1	378	121.6956	24.0903
1_MV411_3_136_R1_peak_13129_lociStitched	chr4	1334690	1335067	1	378	156.7566	35.5888
1_MV411_3_136_R1_peak_12664_lociStitched	chr3	122233297	122233674	1	378	322.6366	61.5641
1_MV411_3_136_R1_peak_2064_lociStitched	chr10	65579273	65579650	1	378	110.0086	35.4003
1_MV411_3_136_R1_peak_13318_lociStitched	chr4	52721953	52722330	1	378	243.9567	35.5888
1_MV411_3_136_R1_peak_13507_lociStitched	chr4	106676171	106676547	1	377	175.1408	36.8104
1_MV411_3_136_R1_peak_16840_lociStitched	chr8	43237922	43238298	1	377	260.944	115.9208
1_MV411_3_136_R1_peak_17992_lociStitched	chr9	101009142	101009518	1	377	124.0048	27.1472
1_MV411_3_136_R1_peak_13674_lociStitched	chr4	158664749	158665125	1	377	139.0448	23.3496
1_MV411_3_136_R1_peak_9929_lociStitched	chr2	70043849	70044225	1	377	235.8272	69.8232
1_MV411_3_136_R1_peak_9911_lociStitched	chr2	68831779	68832155	1	377	134.7208	34.3664
1_MV411_3_136_R1_peak_9876_lociStitched	chr2	65064998	65065374	1	377	254.8152	63.5816
1_MV411_3_136_R1_peak_13903_lociStitched	chr5	37111481	37111856	1	376	137.25	0.0
1_MV411_3_136_R1_peak_2236_lociStitched	chr10	86711424	86711799	1	376	207.7125	21.0375
1_MV411_3_136_R1_peak_11443_lociStitched	chr21	33435253	33435628	1	376	211.275	9.9
1_MV411_3_136_R1_peak_4522_lociStitched	chr13	29818205	29818580	1	376	180.825	49.9125
1_MV411_3_136_R1_peak_2059_lociStitched	chr10	63703652	63704026	1	375	146.608	10.7338
1_MV411_3_136_R1_peak_447_lociStitched	chr1	35345603	35345977	1	375	222.6796	45.2914
1_MV411_3_136_R1_peak_10894_lociStitched	chr20	5823023	5823397	1	375	146.4958	24.2726
1_MV411_3_136_R1_peak_17418_lociStitched	chr8	122922245	122922619	1	375	236.2184	58.7554
1_MV411_3_136_R1_peak_12826_lociStitched	chr3	151793811	151794185	1	375	111.3398	28.611
1_MV411_3_136_R1_peak_17273_lociStitched	chr8	103184237	103184611	1	375	259.0698	71.7332
1_MV411_3_136_R1_peak_14670_lociStitched	chr6	1554584	1554958	1	375	167.6268	36.8764
1_MV411_3_136_R1_peak_4889_lociStitched	chr14	61553174	61553548	1	375	228.9628	36.9886
1_MV411_3_136_R1_peak_7917_lociStitched	chr18	51211237	51211610	1	374	216.1908	32.9732
1_MV411_3_136_R1_peak_15730_lociStitched	chr7	4725439	4725812	1	374	175.0489	20.2539
1_MV411_3_136_R1_peak_12697_lociStitched	chr3	126983303	126983676	1	374	156.5481	22.9395
1_MV411_3_136_R1_peak_6296_lociStitched	chr16	47016376	47016749	1	374	309.4408	64.9393
1_MV411_3_136_R1_peak_6161_lociStitched	chr16	28158643	28159016	1	374	112.8325	25.6251
1_MV411_3_136_R1_peak_11394_lociStitched	chr21	25457907	25458280	1	374	184.3366	38.5682
1_MV411_3_136_R1_peak_335_lociStitched	chr1	27525743	27526115	1	373	322.3752	12.6108
1_MV411_3_136_R1_peak_15502_lociStitched	chr6	143000834	143001206	1	373	108.3636	10.2672
1_MV411_3_136_R1_peak_18461_lociStitched	chrX	15782152	15782524	1	373	143.964	0.0
1_MV411_3_136_R1_peak_12148_lociStitched	chr3	18224179	18224551	1	373	209.5848	34.1124
1_MV411_3_136_R1_peak_11672_lociStitched	chr22	23696516	23696888	1	373	213.6768	40.9944
1_MV411_3_136_R1_peak_40_lociStitched	chr1	1908648	1909020	1	373	220.1868	41.4408
1_MV411_3_136_R1_peak_13668_lociStitched	chr4	154986010	154986382	1	373	149.916	26.1144
1_MV411_3_136_R1_peak_2111_lociStitched	chr10	71266729	71267101	1	373	191.8032	7.5144
1_MV411_3_136_R1_peak_7188_lociStitched	chr17	44200425	44200797	1	373	295.4796	45.3468
1_MV411_3_136_R1_peak_4716_lociStitched	chr14	22748566	22748938	1	373	120.156	43.7844
1_MV411_3_136_R1_peak_1775_lociStitched	chr1	247210478	247210849	1	372	362.0218	39.326
1_MV411_3_136_R1_peak_13200_lociStitched	chr4	15078472	15078843	1	372	158.8622	0.0
1_MV411_3_136_R1_peak_9845_lociStitched	chr2	61694281	61694652	1	372	270.9042	17.5483
1_MV411_3_136_R1_peak_14600_lociStitched	chr5	177431038	177431409	1	372	233.3961	58.6551
1_MV411_3_136_R1_peak_3785_lociStitched	chr12	40592303	40592674	1	372	134.7843	21.0728
1_MV411_3_136_R1_peak_13207_lociStitched	chr4	15689772	15690143	1	372	174.5555	9.4605
1_MV411_3_136_R1_peak_13221_lociStitched	chr4	22014077	22014448	1	372	173.1457	40.439
1_MV411_3_136_R1_peak_7309_lociStitched	chr17	56879759	56880130	1	372	139.9412	28.3815
1_MV411_3_136_R1_peak_10447_lociStitched	chr2	187169471	187169842	1	372	194.0701	7.6055
1_MV411_3_136_R1_peak_4778_lociStitched	chr14	32507316	32507686	1	371	136.419	43.179
1_MV411_3_136_R1_peak_10807_lociStitched	chr20	1033881	1034251	1	371	253.302	52.762
1_MV411_3_136_R1_peak_13679_lociStitched	chr4	159568374	159568744	1	371	109.594	0.0
1_MV411_3_136_R1_peak_15518_lociStitched	chr6	144350008	144350378	1	371	157.509	46.139
1_MV411_3_136_R1_peak_5815_lociStitched	chr15	90896716	90897086	1	371	238.095	38.813
1_MV411_3_136_R1_peak_18024_lociStitched	chr9	109437358	109437728	1	371	144.115	45.954
1_MV411_3_136_R1_peak_12567_lociStitched	chr3	89844136	89844506	1	371	105.931	20.72
1_MV411_3_136_R1_peak_7934_lociStitched	chr18	57490945	57491315	1	371	129.611	24.235
1_MV411_3_136_R1_peak_17502_lociStitched	chr8	129974019	129974389	1	371	153.143	57.313
1_MV411_3_136_R1_peak_15165_lociStitched	chr6	42893369	42893738	1	370	193.7988	37.3059
1_MV411_3_136_R1_peak_363_lociStitched	chr1	28168772	28169141	1	370	173.2824	27.306
1_MV411_3_136_R1_peak_13671_lociStitched	chr4	156196354	156196723	1	370	158.4855	30.9222
1_MV411_3_136_R1_peak_18365_lociStitched	chr9	137129233	137129602	1	370	187.7841	21.9555
1_MV411_3_136_R1_peak_14214_lociStitched	chr5	120257795	120258164	1	370	162.5076	41.8446
1_MV411_3_136_R1_peak_9248_lociStitched	chr19	48480455	48480823	1	369	162.3616	27.416
1_MV411_3_136_R1_peak_16757_lociStitched	chr8	34210427	34210795	1	369	120.6672	24.84
1_MV411_3_136_R1_peak_9055_lociStitched	chr19	40863971	40864339	1	369	129.6464	7.3968
1_MV411_3_136_R1_peak_13120_lociStitched	chr4	1167317	1167685	1	369	226.2096	30.6912
1_MV411_3_136_R1_peak_14611_lociStitched	chr5	177545724	177546092	1	369	299.6992	60.2784
1_MV411_3_136_R1_peak_4319_lociStitched	chr12	120317155	120317523	1	369	314.8608	50.8208
1_MV411_3_136_R1_peak_9580_lociStitched	chr2	25294760	25295128	1	369	199.5296	46.4048
1_MV411_3_136_R1_peak_17545_lociStitched	chr8	137673154	137673522	1	369	127.5488	30.4336
1_MV411_3_136_R1_peak_3732_lociStitched	chr12	25364663	25365030	1	368	174.5085	33.6906
1_MV411_3_136_R1_peak_4686_lociStitched	chr14	16093040	16093407	1	368	124.6699	17.3958
1_MV411_3_136_R1_peak_11384_lociStitched	chr21	22774774	22775140	1	367	100.1376	11.7486
1_MV411_3_136_R1_peak_18401_lociStitched	chrX	1222458	1222824	1	367	161.223	19.215
1_MV411_3_136_R1_peak_3210_lociStitched	chr11	69382555	69382921	1	367	172.7886	36.8196
1_MV411_3_136_R1_peak_3622_lociStitched	chr12	7555470	7555835	1	366	157.8625	36.719
1_MV411_3_136_R1_peak_14443_lociStitched	chr5	150410106	150410471	1	366	209.072	28.835
1_MV411_3_136_R1_peak_12677_lociStitched	chr3	123344959	123345324	1	366	201.553	61.393
1_MV411_3_136_R1_peak_13146_lociStitched	chr4	2430586	2430951	1	366	127.312	18.688
1_MV411_3_136_R1_peak_9786_lociStitched	chr2	48146336	48146701	1	366	146.8395	30.149
1_MV411_3_136_R1_peak_7628_lociStitched	chr17	80263732	80264097	1	366	204.0715	61.2105
1_MV411_3_136_R1_peak_14697_lociStitched	chr6	5205641	5206006	1	366	136.2545	22.849
1_MV411_3_136_R1_peak_12785_lociStitched	chr3	138915755	138916120	1	366	271.925	65.7365
1_MV411_3_136_R1_peak_18809_lociStitched	chrX	152958403	152958768	1	366	151.9495	0.0
1_MV411_3_136_R1_peak_10632_lociStitched	chr2	224951446	224951811	1	366	148.9565	34.164
1_MV411_3_136_R1_peak_467_lociStitched	chr1	36374087	36374451	1	365	174.0648	33.0876
1_MV411_3_136_R1_peak_17092_lociStitched	chr8	82678479	82678843	1	365	129.2928	37.0552
1_MV411_3_136_R1_peak_9668_lociStitched	chr2	33363922	33364286	1	365	158.7404	24.4608
1_MV411_3_136_R1_peak_13820_lociStitched	chr5	1386037	1386401	1	365	236.2724	38.4748
1_MV411_3_136_R1_peak_9826_lociStitched	chr2	58108405	58108769	1	365	166.6392	38.6568
1_MV411_3_136_R1_peak_751_lociStitched	chr1	88730196	88730560	1	365	152.7708	52.2704
1_MV411_3_136_R1_peak_4871_lociStitched	chr14	56963005	56963369	1	365	109.4184	16.016
1_MV411_3_136_R1_peak_9421_lociStitched	chr19	55620778	55621142	1	365	235.4352	70.5432
1_MV411_3_136_R1_peak_16691_lociStitched	chr8	23246570	23246934	1	365	440.986	50.3048
1_MV411_3_136_R1_peak_8124_lociStitched	chr18	71045520	71045883	1	364	133.6566	17.7144
1_MV411_3_136_R1_peak_4767_lociStitched	chr14	25597879	25598242	1	364	136.0524	18.9849
1_MV411_3_136_R1_peak_17115_lociStitched	chr8	84481283	84481646	1	364	122.4762	23.3409
