PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_739_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_739_R1_peak_9332	chr9	87974444	87974940	+	91	NA	promoter-TSS (CDK20)	NA	88	CDK20								
DFAM71927V3_1_739_R1_peak_6853	chr3	161221861	161222268	+	91	NA	intron (NMD3, intron 2 of 15)	NA	753	NMD3								
DFAM71927V3_1_739_R1_peak_4938	chr19	52690353	52690750	+	91	NA	promoter-TSS (ZNF83)	NA	-55	LOC101928641								
DFAM71927V3_1_739_R1_peak_359	chr1	60832355	60832690	+	91	NA	Intergenic	NA	-6938	RP11-436K8.1								
DFAM71927V3_1_739_R1_peak_5560	chr2	196171486	196171963	+	91	NA	promoter-TSS (STK17B)	NA	-112	STK17B								
DFAM71927V3_1_739_R1_peak_3238	chr15	99733295	99733808	+	91	NA	promoter-TSS (LYSMD4)	NA	-166	LYSMD4								
DFAM71927V3_1_739_R1_peak_396	chr1	85576927	85577317	+	91	NA	intron (DDAH1, intron 1 of 6)	NA	-3639	CYR61								
DFAM71927V3_1_739_R1_peak_5211	chr2	65053196	65053637	+	91	NA	Intergenic	NA	-2956	CEP68								
DFAM71927V3_1_739_R1_peak_115	chr1	13479225	13479590	+	91	NA	intron (LRRC38, intron 1 of 1)	NA	-8223	LOC102724856								
DFAM71927V3_1_739_R1_peak_4046	chr17	57102192	57102503	+	91	NA	intron (AKAP1, intron 2 of 11)	NA	17255	AKAP1								
DFAM71927V3_1_739_R1_peak_7072	chr4	48830805	48831412	+	91	NA	promoter-TSS (OCIAD1)	NA	-405	OCIAD1								
DFAM71927V3_1_739_R1_peak_1161	chr10	43782036	43782386	+	91	NA	Intergenic	NA	-3363	LOC102724264								
DFAM71927V3_1_739_R1_peak_8898	chr8	21910929	21911348	+	91	NA	intron (DOK2, intron 1 of 2)	NA	2638	DOK2								
DFAM71927V3_1_739_R1_peak_9721	chrX	49156262	49156600	+	91	NA	Intergenic	NA	-6435	MAGIX								
DFAM71927V3_1_739_R1_peak_4873	chr19	45506603	45507049	+	91	NA	promoter-TSS (VASP)	NA	-616	VASP								
DFAM71927V3_1_739_R1_peak_7555	chr5	112930000	112930331	+	91	NA	Intergenic	NA	-7831	REEP5								
DFAM71927V3_1_739_R1_peak_6233	chr22	23838968	23839377	+	90	NA	promoter-TSS (DERL3)	NA	-160	DERL3								
DFAM71927V3_1_739_R1_peak_607	chr1	156054470	156054909	+	90	NA	promoter-TSS (UBQLN4)	NA	-37	LAMTOR2								
DFAM71927V3_1_739_R1_peak_541	chr1	143265158	143265766	+	90	NA	Intergenic	NA	40897	LOC101929814								
DFAM71927V3_1_739_R1_peak_2710	chr14	38078389	38078812	+	90	NA	Intergenic	NA	-129399	SSTR1								
DFAM71927V3_1_739_R1_peak_7445	chr5	55102379	55102947	+	90	NA	promoter-TSS (GZMA)	NA	17	GZMA								
DFAM71927V3_1_739_R1_peak_2242	chr12	82358289	82358644	+	90	NA	promoter-TSS (METTL25)	NA	-63	METTL25								
DFAM71927V3_1_739_R1_peak_706	chr1	175209134	175209940	+	90	NA	Intergenic	NA	-16451	KIAA0040								
DFAM71927V3_1_739_R1_peak_3750	chr17	4703887	4704357	+	90	NA	promoter-TSS (LOC101559451)	NA	-108	LOC101559451								
DFAM71927V3_1_739_R1_peak_8545	chr7	50213282	50213727	+	90	NA	Intergenic	NA	-91278	IKZF1								
DFAM71927V3_1_739_R1_peak_8097	chr6	43171070	43171573	+	90	NA	exon (SRF, exon 1 of 7)	NA	139	SRF								
DFAM71927V3_1_739_R1_peak_8474	chr7	22292445	22292928	+	90	NA	intron (RAPGEF5, intron 5 of 25)	NA	-97928	RAPGEF5								
DFAM71927V3_1_739_R1_peak_1251	chr10	73849156	73849529	+	90	NA	intron (CAMK2G, intron 5 of 22)	NA	25249	CAMK2G								
DFAM71927V3_1_739_R1_peak_502	chr1	114341288	114341665	+	90	NA	Intergenic	NA	-59965	LOC101928890								
DFAM71927V3_1_739_R1_peak_5206	chr2	64750738	64751354	+	90	NA	promoter-TSS (SERTAD2)	NA	-132	SERTAD2								
DFAM71927V3_1_739_R1_peak_6784	chr3	131026787	131027117	+	90	NA	promoter-TSS (ASTE1)	NA	70	NEK11								
DFAM71927V3_1_739_R1_peak_2486	chr13	27442082	27442555	+	90	NA	exon (MTIF3, exon 1 of 4)	NA	8286	MTIF3								
DFAM71927V3_1_739_R1_peak_9301	chr9	77177006	77177563	+	90	NA	promoter-TSS (VPS13A)	NA	-161	VPS13A								
DFAM71927V3_1_739_R1_peak_9153	chr8	134602028	134602510	+	90	NA	exon (ZFAT, exon 7 of 17)	NA	4198	ZFAT-AS1								
DFAM71927V3_1_739_R1_peak_4832	chr19	40425758	40426173	+	90	NA	promoter-TSS (SERTAD1)	NA	60	SERTAD1								
DFAM71927V3_1_739_R1_peak_6377	chr22	43015011	43015360	+	90	NA	promoter-TSS (PACSIN2)	NA	-23128	AL022476.2								
DFAM71927V3_1_739_R1_peak_8441	chr7	4734200	4734615	+	90	NA	intron (FOXK1, intron 1 of 8)	NA	-41224	AP5Z1								
DFAM71927V3_1_739_R1_peak_3436	chr16	29790411	29790741	+	90	NA	promoter-TSS (KIF22)	NA	514	KIF22								
DFAM71927V3_1_739_R1_peak_5545	chr2	190515811	190516147	+	90	NA	intron (TMEM194B, intron 6 of 8)	NA	18763	TMEM194B								
DFAM71927V3_1_739_R1_peak_3475	chr16	46399247	46399670	+	90	NA	Intergenic	NA	169639	ANKRD26P1								
DFAM71927V3_1_739_R1_peak_9129	chr8	129415549	129415940	+	90	NA	Intergenic	NA	68398	MIR3686								
DFAM71927V3_1_739_R1_peak_2739	chr14	52352195	52352533	+	90	NA	Intergenic	NA	38066	PTGER2								
DFAM71927V3_1_739_R1_peak_7922	chr6	28884448	28884818	+	90	NA	Intergenic	NA	3245	TRNAR9								
DFAM71927V3_1_739_R1_peak_225	chr1	28552771	28553181	+	90	NA	promoter-TSS (TRNAU1AP)	NA	-41	TRNAU1AP								
DFAM71927V3_1_739_R1_peak_7308	chr4	177442055	177442628	+	90	NA	exon (AGA, exon 1 of 7)	NA	162	AGA								
DFAM71927V3_1_739_R1_peak_8119	chr6	46011436	46011869	+	90	NA	intron (CLIC5, intron 1 of 5)	NA	4237	CLIC5								
DFAM71927V3_1_739_R1_peak_3170	chr15	84631141	84631513	+	90	NA	promoter-TSS (SCAND2P)	NA	-133	SCAND2P								
DFAM71927V3_1_739_R1_peak_5496	chr2	171922205	171922656	+	90	NA	promoter-TSS (HAT1)	NA	5	HAT1								
DFAM71927V3_1_739_R1_peak_5218	chr2	65623208	65623565	+	90	NA	Intergenic	NA	-64294	LOC100996770								
DFAM71927V3_1_739_R1_peak_457	chr1	101291736	101292175	+	90	NA	Intergenic	NA	16418	LOC102723784								
DFAM71927V3_1_739_R1_peak_1468	chr11	330937	331340	+	90	NA	Intergenic	NA	-10224	IFITM3								
DFAM71927V3_1_739_R1_peak_5894	chr20	38446474	38446884	+	90	NA	promoter-TSS (SNHG11)	NA	25	SNHG11								
DFAM71927V3_1_739_R1_peak_7767	chr6	2940291	2940927	+	90	NA	Intergenic	NA	16979	SERPINB6								
DFAM71927V3_1_739_R1_peak_7440	chr5	52725411	52725914	+	90	NA	Intergenic	NA	-62278	PELO								
DFAM71927V3_1_739_R1_peak_2784	chr14	64540282	64540710	+	90	NA	promoter-TSS (HSPA2)	NA	28	HSPA2								
DFAM71927V3_1_739_R1_peak_7512	chr5	82347393	82347910	+	90	NA	Intergenic	NA	-11093	FLJ41309								
DFAM71927V3_1_739_R1_peak_8186	chr6	89952729	89953145	+	90	NA	intron (BACH2, intron 6 of 8)	NA	58468	GJA10								
DFAM71927V3_1_739_R1_peak_7770	chr6	3053611	3054051	+	90	NA	Intergenic	NA	-15659	RIPK1								
DFAM71927V3_1_739_R1_peak_9393	chr9	97982952	97983481	+	90	NA	promoter-TSS (ANP32B)	NA	9	ANP32B								
DFAM71927V3_1_739_R1_peak_1996	chr12	6688762	6689600	+	90	NA	promoter-TSS (ZNF384)	NA	11662	PIANP								
DFAM71927V3_1_739_R1_peak_934	chr1	231528416	231528802	+	90	NA	promoter-TSS (TSNAX-DISC1)	NA	-44	TSNAX								
DFAM71927V3_1_739_R1_peak_3105	chr15	70528155	70528471	+	90	NA	Intergenic	NA	58293	LOC101929151								
DFAM71927V3_1_739_R1_peak_5364	chr2	111698875	111699230	+	90	NA	Intergenic	NA	72038	MIR4771-2								
DFAM71927V3_1_739_R1_peak_963	chr1	235867897	235868239	+	90	NA	intron (LYST, intron 1 of 3)	NA	-1141	LYST								
DFAM71927V3_1_739_R1_peak_7318	chr4	183966521	183966866	+	90	NA	intron (STOX2, intron 1 of 3)	NA	60037	STOX2								
DFAM71927V3_1_739_R1_peak_1027	chr10	5447655	5447971	+	90	NA	intron (NET1, intron 1 of 9)	NA	35262	NET1								
DFAM71927V3_1_739_R1_peak_673	chr1	167474054	167474608	+	90	NA	intron (CD247, intron 1 of 7)	NA	17991	LOC101928512								
DFAM71927V3_1_739_R1_peak_7503	chr5	81301400	81301849	+	90	NA	promoter-TSS (CKMT2-AS1)	NA	41	ZCCHC9								
DFAM71927V3_1_739_R1_peak_710	chr1	178725095	178725480	+	90	NA	promoter-TSS (RALGPS2)	NA	-733	RALGPS2								
DFAM71927V3_1_739_R1_peak_4192	chr17	76737245	76738206	+	90	NA	promoter-TSS (SRSF2)	NA	224	MFSD11								
DFAM71927V3_1_739_R1_peak_2605	chr13	95185858	95186268	+	90	NA	intron (ABCC4, intron 11 of 30)	NA	-114992	LOC102724149								
DFAM71927V3_1_739_R1_peak_3380	chr16	21502335	21502806	+	90	NA	promoter-TSS (LOC100271836)	NA	-289	LOC100271836								
DFAM71927V3_1_739_R1_peak_7814	chr6	12163182	12163622	+	90	NA	exon (HIVEP1, exon 9 of 9)	NA	-126894	EDN1								
DFAM71927V3_1_739_R1_peak_2518	chr13	40187299	40187751	+	90	NA	intron (LINC00332, intron 2 of 3)	NA	5716	LINC00332								
DFAM71927V3_1_739_R1_peak_149	chr1	21334175	21334698	+	90	NA	intron (ECE1, intron 1 of 18)	NA	-40012	ECE1								
DFAM71927V3_1_739_R1_peak_5749	chr20	297230	297763	+	90	NA	promoter-TSS (ZCCHC3)	NA	-67	ZCCHC3								
DFAM71927V3_1_739_R1_peak_6266	chr22	29167363	29167870	+	90	NA	exon (KREMEN1, exon 10 of 10)	NA	15671	LOC102724925								
DFAM71927V3_1_739_R1_peak_3985	chr17	45161475	45161919	+	90	NA	promoter-TSS (HEXIM2)	NA	2362	HEXIM2								
DFAM71927V3_1_739_R1_peak_3144	chr15	77179522	77180146	+	90	NA	exon (PEAK1, exon 7 of 10)	NA	45570	LINC00597								
DFAM71927V3_1_739_R1_peak_4534	chr19	3131149	3131600	+	90	NA	Intergenic	NA	-4819	GNA15								
DFAM71927V3_1_739_R1_peak_7257	chr4	142407290	142407672	+	90	NA	intron (INPP4B, intron 4 of 24)	NA	-158571	LOC101927613								
DFAM71927V3_1_739_R1_peak_8385	chr6	166627259	166627733	+	90	NA	promoter-TSS (RPS6KA2)	NA	-258	RPS6KA2								
DFAM71927V3_1_739_R1_peak_6938	chr3	196432274	196432742	+	90	NA	promoter-TSS (UBXN7)	NA	-34	UBXN7								
DFAM71927V3_1_739_R1_peak_8345	chr6	155314356	155314776	+	90	NA	promoter-TSS (TFB1M)	NA	-83	TFB1M								
DFAM71927V3_1_739_R1_peak_5095	chr2	27965899	27966251	+	90	NA	intron (BRE, intron 3 of 12)	NA	-30292	MIR4263								
DFAM71927V3_1_739_R1_peak_9293	chr9	74277516	74277987	+	90	NA	Intergenic	NA	-2629	LOC101927329								
DFAM71927V3_1_739_R1_peak_5273	chr2	85537466	85537859	+	90	NA	exon (LOC100630918, exon 1 of 1)	NA	1224	LOC100630918								
DFAM71927V3_1_739_R1_peak_3456	chr16	30571778	30572338	+	90	NA	promoter-TSS (ZNF688)	NA	349	ZNF688								
DFAM71927V3_1_739_R1_peak_2188	chr12	57741079	57741462	+	90	NA	intron (AGAP2, intron 1 of 18)	NA	891	AGAP2								
DFAM71927V3_1_739_R1_peak_1634	chr11	59810610	59811069	+	90	NA	promoter-TSS (MRPL16)	NA	33	MRPL16								
DFAM71927V3_1_739_R1_peak_1041	chr10	6592039	6592486	+	90	NA	intron (LOC101928130, intron 2 of 2)	NA	4436	LOC101928130								
DFAM71927V3_1_739_R1_peak_5019	chr2	8303409	8303822	+	90	NA	intron (LINC00299, intron 2 of 8)	NA	24804	LINC00299								
DFAM71927V3_1_739_R1_peak_8680	chr7	105677762	105678263	+	90	NA	promoter-TSS (ATXN7L1)	NA	-96483	EFCAB10								
DFAM71927V3_1_739_R1_peak_468	chr1	108646775	108647168	+	90	NA	Intergenic	NA	14555	HENMT1								
DFAM71927V3_1_739_R1_peak_4295	chr18	267856	268427	+	90	NA	promoter-TSS (THOC1)	NA	-82	THOC1								
DFAM71927V3_1_739_R1_peak_8935	chr8	28890093	28890481	+	90	NA	promoter-TSS (INTS9)	NA	-106	INTS9								
DFAM71927V3_1_739_R1_peak_5734	chr2	241315658	241316192	+	90	NA	promoter-TSS (SEPT2)	NA	14	SEPT2								
DFAM71927V3_1_739_R1_peak_808	chr1	204516214	204516764	+	90	NA	promoter-TSS (MDM4)	NA	96	MDM4								
DFAM71927V3_1_739_R1_peak_925	chr1	230245133	230245561	+	90	NA	intron (GALNT2, intron 7 of 15)	NA	178138	GALNT2								
DFAM71927V3_1_739_R1_peak_3120	chr15	74374196	74374589	+	90	NA	Intergenic	NA	-6652	CYP11A1								
DFAM71927V3_1_739_R1_peak_9469	chr9	122846319	122846768	+	90	NA	Intergenic	NA	-17887	PDCL								
DFAM71927V3_1_739_R1_peak_5228	chr2	69829336	69829749	+	90	NA	promoter-TSS (GMCL1)	NA	-144	GMCL1								
DFAM71927V3_1_739_R1_peak_7302	chr4	176319753	176320274	+	90	NA	promoter-TSS (SPCS3)	NA	74	SPCS3								
DFAM71927V3_1_739_R1_peak_5632	chr2	218659129	218659772	+	90	NA	promoter-TSS (BCS1L)	NA	90	ZNF142								
DFAM71927V3_1_739_R1_peak_7604	chr5	133259166	133259650	+	90	NA	intron (FSTL4, intron 6 of 15)	NA	168298	MIR1289-2								
DFAM71927V3_1_739_R1_peak_8249	chr6	121334334	121334907	+	90	NA	promoter-TSS (TBC1D32)	NA	-120	TBC1D32								
DFAM71927V3_1_739_R1_peak_6992	chr4	6179278	6179661	+	90	NA	intron (JAKMIP1, intron 1 of 12)	NA	21122	JAKMIP1								
DFAM71927V3_1_739_R1_peak_6592	chr3	46409751	46410154	+	90	NA	TTS (CCRL2)	NA	2394	CCRL2								
DFAM71927V3_1_739_R1_peak_5940	chr20	48827921	48828454	+	89	NA	promoter-TSS (PREX1)	NA	-304	PREX1								
DFAM71927V3_1_739_R1_peak_9583	chr9	135701513	135701895	+	89	NA	promoter-TSS (KCNT1)	NA	-1303	SOHLH1								
DFAM71927V3_1_739_R1_peak_805	chr1	204286895	204287212	+	89	NA	intron (PLEKHA6, intron 1 of 22)	NA	20649	PLEKHA6								
DFAM71927V3_1_739_R1_peak_2701	chr14	34093916	34094366	+	89	NA	intron (LOC102724945, intron 2 of 2)	NA	32970	LOC102724945								
DFAM71927V3_1_739_R1_peak_7746	chr5	179698825	179699224	+	89	NA	promoter-TSS (CANX)	NA	95	CANX								
DFAM71927V3_1_739_R1_peak_5728	chr2	240579715	240580151	+	89	NA	Intergenic	NA	6383	CAPN10-AS1								
DFAM71927V3_1_739_R1_peak_4629	chr19	10870849	10871587	+	89	NA	promoter-TSS (CARM1)	NA	-359	CARM1								
DFAM71927V3_1_739_R1_peak_5690	chr2	234100600	234100993	+	89	NA	Intergenic	NA	50094	SPP2								
DFAM71927V3_1_739_R1_peak_4573	chr19	6279836	6280364	+	89	NA	promoter-TSS (MLLT1)	NA	-266	MLLT1								
DFAM71927V3_1_739_R1_peak_232	chr1	29554979	29555490	+	89	NA	Intergenic	NA	-205120	RP3-437I16.1								
DFAM71927V3_1_739_R1_peak_5110	chr2	31430080	31430569	+	89	NA	Intergenic	NA	-15579	XDH								
DFAM71927V3_1_739_R1_peak_6917	chr3	194299951	194300432	+	89	NA	Intergenic	NA	12613	LINC00887								
DFAM71927V3_1_739_R1_peak_7736	chr5	177303659	177303974	+	89	NA	promoter-TSS (RAB24)	NA	54	PRELID1								
DFAM71927V3_1_739_R1_peak_1442	chr10	131702531	131702986	+	89	NA	Intergenic	NA	87441	LINC01164								
DFAM71927V3_1_739_R1_peak_88	chr1	9626913	9627371	+	89	NA	Intergenic	NA	-2747	PIK3CD								
DFAM71927V3_1_739_R1_peak_3628	chr16	85104800	85105170	+	89	NA	intron (FAM92B, intron 6 of 8)	NA	7523	FAM92B								
DFAM71927V3_1_739_R1_peak_4841	chr19	41310154	41310590	+	89	NA	promoter-TSS (CCDC97)	NA	-97	CCDC97								
DFAM71927V3_1_739_R1_peak_3694	chr16	89534240	89534618	+	89	NA	intron (SPG7, intron 9 of 16)	NA	26035	SPG7								
DFAM71927V3_1_739_R1_peak_879	chr1	224182385	224182879	+	89	NA	promoter-TSS (DEGS1)	NA	-576	DEGS1								
DFAM71927V3_1_739_R1_peak_9822	chrY	3003906	3004308	+	89	NA	intron (LINC00278, intron 1 of 3)	NA	1111	LINC00278								
DFAM71927V3_1_739_R1_peak_9575	chr9	133992767	133993211	+	89	NA	promoter-TSS (VAV2)	NA	-615	VAV2								
DFAM71927V3_1_739_R1_peak_7351	chr5	1447915	1448412	+	89	NA	Intergenic	NA	-2735	SLC6A3								
DFAM71927V3_1_739_R1_peak_6189	chr22	17098447	17098862	+	89	NA	intron (IL17RA, intron 3 of 12)	NA	13695	IL17RA								
DFAM71927V3_1_739_R1_peak_1477	chr11	535423	535807	+	89	NA	promoter-TSS (HRAS)	NA	-54	HRAS								
DFAM71927V3_1_739_R1_peak_3678	chr16	88978827	88979262	+	89	NA	Intergenic	NA	-37721	CBFA2T3								
DFAM71927V3_1_739_R1_peak_2235	chr12	76020155	76020682	+	89	NA	Intergenic	NA	11358	PHLDA1								
DFAM71927V3_1_739_R1_peak_3873	chr17	31549822	31550353	+	89	NA	promoter-TSS (TRNAT10)	NA	13	TRNAT10								
DFAM71927V3_1_739_R1_peak_6462	chr3	13414084	13414672	+	89	NA	intron (NUP210, intron 1 of 20)	NA	5941	NUP210								
DFAM71927V3_1_739_R1_peak_1588	chr11	35077941	35078393	+	89	NA	Intergenic	NA	-60703	CD44								
DFAM71927V3_1_739_R1_peak_6923	chr3	194633199	194633700	+	89	NA	promoter-TSS (TMEM44)	NA	-35	TMEM44								
DFAM71927V3_1_739_R1_peak_9672	chrX	10245915	10246317	+	89	NA	Intergenic	NA	89171	CLCN4								
DFAM71927V3_1_739_R1_peak_9383	chr9	96241385	96241721	+	89	NA	intron (HSD17B3, intron 8 of 9)	NA	60749	HSD17B3								
DFAM71927V3_1_739_R1_peak_1493	chr11	1852754	1853286	+	89	NA	promoter-TSS (LSP1)	NA	6506	MIR4298								
DFAM71927V3_1_739_R1_peak_5987	chr20	57709810	57710189	+	89	NA	promoter-TSS (PMEPA1)	NA	615	PMEPA1								
DFAM71927V3_1_739_R1_peak_5200	chr2	62705426	62706084	+	89	NA	promoter-TSS (EHBP1)	NA	-152	EHBP1								
DFAM71927V3_1_739_R1_peak_2885	chr14	100640331	100640823	+	89	NA	Intergenic	NA	-16691	LINC00523								
DFAM71927V3_1_739_R1_peak_9729	chrX	54529999	54530428	+	89	NA	promoter-TSS (GNL3L)	NA	2	GNL3L								
DFAM71927V3_1_739_R1_peak_9748	chrX	78517138	78517520	+	89	NA	Intergenic	NA	141999	ZCCHC5								
DFAM71927V3_1_739_R1_peak_9782	chrX	129781319	129781704	+	89	NA	intron (SASH3, intron 1 of 7)	NA	1595	SASH3								
DFAM71927V3_1_739_R1_peak_2853	chr14	91078458	91078862	+	89	NA	Intergenic	NA	-18011	RPS6KA5								
DFAM71927V3_1_739_R1_peak_7754	chr6	445082	445562	+	89	NA	Intergenic	NA	53570	IRF4								
DFAM71927V3_1_739_R1_peak_1894	chr11	120210713	120211183	+	89	NA	promoter-TSS (OAF)	NA	-8200	OAF								
DFAM71927V3_1_739_R1_peak_2993	chr15	44677392	44677865	+	89	NA	promoter-TSS (PATL2)	NA	1068	PATL2								
DFAM71927V3_1_739_R1_peak_2838	chr14	77097888	77098221	+	89	NA	promoter-TSS (CIPC)	NA	-181	CIPC								
DFAM71927V3_1_739_R1_peak_9669	chrX	9644323	9644635	+	89	NA	intron (TBL1X, intron 4 of 17)	NA	121338	GPR143								
DFAM71927V3_1_739_R1_peak_3683	chr16	89171254	89171712	+	89	NA	promoter-TSS (CDH15)	NA	-272	CDH15								
DFAM71927V3_1_739_R1_peak_3262	chr16	788350	788689	+	89	NA	promoter-TSS (CHTF18)	NA	-105	CHTF18								
DFAM71927V3_1_739_R1_peak_9784	chrX	130092167	130092517	+	89	NA	intron (ELF4, intron 1 of 8)	NA	-5760	ELF4								
DFAM71927V3_1_739_R1_peak_5067	chr2	21062078	21062377	+	89	NA	Intergenic	NA	17768	LOC101929195								
DFAM71927V3_1_739_R1_peak_5909	chr20	43513934	43514440	+	89	NA	promoter-TSS (L3MBTL1)	NA	6507	L3MBTL1								
DFAM71927V3_1_739_R1_peak_4842	chr19	41353921	41354288	+	89	NA	promoter-TSS (TGFB1)	NA	-171	TGFB1								
DFAM71927V3_1_739_R1_peak_1672	chr11	63961525	63961840	+	89	NA	Intergenic	NA	-8788	RNU6-45P								
DFAM71927V3_1_739_R1_peak_7737	chr5	177357693	177358050	+	89	NA	promoter-TSS (RGS14)	NA	160	RGS14								
DFAM71927V3_1_739_R1_peak_9821	chrY	2841359	2841775	+	89	NA	promoter-TSS (RPS4Y1)	NA	-15	RPS4Y1								
DFAM71927V3_1_739_R1_peak_1555	chr11	17077635	17078001	+	89	NA	promoter-TSS (RPS13)	NA	-145	RPS13								
DFAM71927V3_1_739_R1_peak_336	chr1	52142043	52142469	+	89	NA	exon (ZFYVE9, exon 1 of 19)	NA	162	ZFYVE9								
DFAM71927V3_1_739_R1_peak_3128	chr15	74843019	74843377	+	89	NA	promoter-TSS (ULK3)	NA	148	ULK3								
DFAM71927V3_1_739_R1_peak_5770	chr20	3165655	3166172	+	89	NA	exon (LZTS3, exon 4 of 5)	NA	-6003	UBOX5								
DFAM71927V3_1_739_R1_peak_7733	chr5	176536428	176537013	+	89	NA	promoter-TSS (RNF44)	NA	1203	RNF44								
DFAM71927V3_1_739_R1_peak_722	chr1	182029724	182030350	+	89	NA	Intergenic	NA	31675	ZNF648								
DFAM71927V3_1_739_R1_peak_7745	chr5	179623681	179624050	+	89	NA	promoter-TSS (HNRNPH1)	NA	-144	HNRNPH1								
DFAM71927V3_1_739_R1_peak_2430	chr12	131626329	131626775	+	89	NA	Intergenic	NA	37866	LOC100996701								
DFAM71927V3_1_739_R1_peak_6415	chr22	50200755	50201157	+	89	NA	promoter-TSS (LOC101928719)	NA	-23	SELO								
DFAM71927V3_1_739_R1_peak_2831	chr14	75002722	75003074	+	89	NA	promoter-TSS (EIF2B2)	NA	-11	EIF2B2								
DFAM71927V3_1_739_R1_peak_9724	chrX	52920714	52921170	+	89	NA	Intergenic	NA	22977	FAM156B								
DFAM71927V3_1_739_R1_peak_7732	chr5	176529919	176530294	+	89	NA	exon (RNF44, exon 7 of 11)	NA	7817	RNF44								
DFAM71927V3_1_739_R1_peak_7261	chr4	144645798	144646183	+	89	NA	promoter-TSS (HHIP-AS1)	NA	-6	HHIP								
DFAM71927V3_1_739_R1_peak_8488	chr7	25180198	25180540	+	89	NA	promoter-TSS (C7orf31)	NA	-171	C7orf31								
DFAM71927V3_1_739_R1_peak_6184	chr21	46425533	46426000	+	89	NA	intron (PCNT, intron 32 of 46)	NA	-33183	DIP2A								
DFAM71927V3_1_739_R1_peak_5282	chr2	86807447	86807842	+	89	NA	exon (CD8A, exon 2 of 9)	NA	-15930	CD8A								
DFAM71927V3_1_739_R1_peak_116	chr1	13487343	13487748	+	89	NA	promoter-TSS (LOC102724856)	NA	-85	LOC102724856								
DFAM71927V3_1_739_R1_peak_478	chr1	109548277	109548766	+	89	NA	promoter-TSS (LOC101928560)	NA	-6	LOC101928560								
DFAM71927V3_1_739_R1_peak_7388	chr5	34244690	34245131	+	89	NA	Intergenic	NA	54269	LOC646652								
DFAM71927V3_1_739_R1_peak_6640	chr3	52085845	52086282	+	89	NA	intron (POC1A, intron 9 of 9)	NA	-20951	LINC00696								
DFAM71927V3_1_739_R1_peak_5925	chr20	45053081	45053517	+	89	NA	intron (STK4, intron 11 of 11)	NA	47813	KCNS1								
DFAM71927V3_1_739_R1_peak_4948	chr19	54210753	54211091	+	89	NA	Intergenic	NA	10064	RPS9								
DFAM71927V3_1_739_R1_peak_3484	chr16	49676990	49677292	+	89	NA	intron (ZNF423, intron 3 of 7)	NA	180778	ZNF423								
DFAM71927V3_1_739_R1_peak_9739	chrX	71365835	71366146	+	89	NA	promoter-TSS (TAF1)	NA	-315	TAF1								
DFAM71927V3_1_739_R1_peak_2332	chr12	111359631	111359995	+	89	NA	TTS (FAM109A)	NA	8909	FAM109A								
DFAM71927V3_1_739_R1_peak_968	chr1	239719680	239720079	+	89	NA	promoter-TSS (CHRM3-AS2)	NA	-760	CHRM3-AS2								
DFAM71927V3_1_739_R1_peak_1486	chr11	842639	843069	+	89	NA	promoter-TSS (TSPAN4)	NA	30	TSPAN4								
DFAM71927V3_1_739_R1_peak_3139	chr15	75651728	75652021	+	89	NA	intron (SNX33, intron 1 of 1)	NA	2867	SNX33								
DFAM71927V3_1_739_R1_peak_1744	chr11	68121226	68121801	+	89	NA	promoter-TSS (CHKA)	NA	-37755	CHKA								
DFAM71927V3_1_739_R1_peak_3376	chr16	19523606	19524024	+	89	NA	promoter-TSS (CCP110)	NA	-42	CCP110								
DFAM71927V3_1_739_R1_peak_2888	chr14	102086578	102087261	+	89	NA	intron (HSP90AA1, intron 2 of 11)	NA	52830	HSP90AA1								
DFAM71927V3_1_739_R1_peak_2840	chr14	78202144	78202471	+	89	NA	intron (NRXN3, intron 1 of 21)	NA	-201424	NRXN3								
DFAM71927V3_1_739_R1_peak_6621	chr3	49872891	49873246	+	89	NA	Intergenic	NA	-3113	CAMKV								
DFAM71927V3_1_739_R1_peak_7339	chr5	297090	297530	+	89	NA	intron (PDCD6, intron 2 of 3)	NA	-6866	AHRR								
DFAM71927V3_1_739_R1_peak_9697	chrX	39750822	39751131	+	89	NA	Intergenic	NA	-86586	MIR1587								
DFAM71927V3_1_739_R1_peak_9801	chrX	150693648	150694377	+	89	NA	intron (MTMR1, intron 1 of 15)	NA	633	MTMR1								
DFAM71927V3_1_739_R1_peak_8400	chr6	170378649	170379013	+	88	NA	intron (FAM120B, intron 6 of 6)	NA	-18571	LOC101929670								
DFAM71927V3_1_739_R1_peak_1195	chr10	62038620	62038986	+	88	NA	intron (ARID5B, intron 4 of 9)	NA	137549	ARID5B								
DFAM71927V3_1_739_R1_peak_2852	chr14	91060598	91061031	+	88	NA	promoter-TSS (RPS6KA5)	NA	-165	RPS6KA5								
DFAM71927V3_1_739_R1_peak_7929	chr6	30213320	30213899	+	88	NA	promoter-TSS (TRIM26)	NA	-115	TRIM26								
DFAM71927V3_1_739_R1_peak_2089	chr12	45729399	45729757	+	88	NA	promoter-TSS (ARID2)	NA	-259	ARID2								
