PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_750_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_750_R1_peak_2102	chr5	100809450	100809747	+	58	NA	exon (ST8SIA4, exon 5 of 5)	NA	6967	MIR548P								
DFAM71927V3_1_750_R1_peak_773	chr14	56342291	56342589	+	58	NA	Intergenic	NA	14095	LOC102723699								
DFAM71927V3_1_750_R1_peak_622	chr12	104604564	104604914	+	58	NA	intron (CHST11, intron 2 of 2)	NA	13045	MIR3922								
DFAM71927V3_1_750_R1_peak_239	chr1	212596184	212596481	+	58	NA	intron (ATF3, intron 1 of 3)	NA	-12296	ATF3								
DFAM71927V3_1_750_R1_peak_1426	chr2	138473683	138473982	+	58	NA	Intergenic	NA	-28050	SPOPL								
DFAM71927V3_1_750_R1_peak_1827	chr3	121981619	121981916	+	58	NA	Intergenic	NA	-6633	LOC101927010								
DFAM71927V3_1_750_R1_peak_293	chr10	11673934	11674248	+	58	NA	Intergenic	NA	-62643	USP6NL								
DFAM71927V3_1_750_R1_peak_904	chr15	81266427	81266724	+	58	NA	intron (IL16, intron 4 of 17)	NA	57581	STARD5								
DFAM71927V3_1_750_R1_peak_2506	chr8	82847863	82848160	+	58	NA	Intergenic	NA	-64093	LOC101927141								
DFAM71927V3_1_750_R1_peak_2191	chr6	16439076	16439373	+	58	NA	intron (ATXN1, intron 7 of 8)	NA	200644	GMPR								
DFAM71927V3_1_750_R1_peak_1508	chr2	220257009	220257308	+	58	NA	Intergenic	NA	-350626	MIR4268								
DFAM71927V3_1_750_R1_peak_1373	chr2	84952767	84953065	+	58	NA	Intergenic	NA	-18969	KCMF1								
DFAM71927V3_1_750_R1_peak_1837	chr3	128497580	128497877	+	58	NA	exon (RP11-475N22.4, exon 3 of 3)	NA	-4541	GATA2								
DFAM71927V3_1_750_R1_peak_1097	chr17	59829301	59829621	+	58	NA	intron (VMP1, intron 10 of 11)	NA	-11850	MIR21								
DFAM71927V3_1_750_R1_peak_412	chr10	122559277	122559618	+	58	NA	Intergenic	NA	-1268	DMBT1								
DFAM71927V3_1_750_R1_peak_779	chr14	61578753	61579189	+	58	NA	intron (FLJ22447, intron 1 of 2)	NA	-8318	RP11-47I22.2								
DFAM71927V3_1_750_R1_peak_2046	chr5	37308593	37308891	+	58	NA	intron (NUP155, intron 23 of 33)	NA	62384	NUP155								
DFAM71927V3_1_750_R1_peak_1427	chr2	139150840	139151137	+	58	NA	Intergenic	NA	253664	YY1P2								
DFAM71927V3_1_750_R1_peak_725	chr13	84744479	84744778	+	57	NA	Intergenic	NA	604026	LINC00333								
DFAM71927V3_1_750_R1_peak_672	chr13	27734219	27734517	+	57	NA	Intergenic	NA	-58275	GSX1								
DFAM71927V3_1_750_R1_peak_1054	chr17	33032160	33032458	+	57	NA	intron (ASIC2, intron 3 of 9)	NA	40445	SPACA3								
DFAM71927V3_1_750_R1_peak_562	chr12	33592092	33592389	+	57	NA	Intergenic	NA	-152421	SYT10								
DFAM71927V3_1_750_R1_peak_1935	chr4	49153065	49153511	+	57	NA	Intergenic	NA	-8044	LOC101927209								
DFAM71927V3_1_750_R1_peak_101	chr1	96324422	96324719	+	57	NA	intron (RP5-898J17.1, intron 3 of 5)	NA	49555	RP5-898J17.1								
DFAM71927V3_1_750_R1_peak_504	chr11	110328193	110328491	+	57	NA	Intergenic	NA	-31630	RDX								
DFAM71927V3_1_750_R1_peak_1841	chr3	133857437	133857735	+	57	NA	intron (RAB6B, intron 2 of 7)	NA	38261	RAB6B								
DFAM71927V3_1_750_R1_peak_336	chr10	47130543	47130840	+	57	NA	Intergenic	NA	-80269	LOC101929216								
DFAM71927V3_1_750_R1_peak_1902	chr4	5910630	5910927	+	57	NA	intron (C4orf50, intron 7 of 7)	NA	12550	MIR378D1								
DFAM71927V3_1_750_R1_peak_2369	chr7	73526957	73527384	+	57	NA	Intergenic	NA	-4872	BAZ1B								
DFAM71927V3_1_750_R1_peak_2505	chr8	81954550	81954848	+	57	NA	Intergenic	NA	-112399	SNX16								
DFAM71927V3_1_750_R1_peak_191	chr1	171781149	171781446	+	57	NA	promoter-TSS (METTL13)	NA	-324	METTL13								
DFAM71927V3_1_750_R1_peak_397	chr10	107792004	107792303	+	57	NA	Intergenic	NA	88631	LOC101927573								
DFAM71927V3_1_750_R1_peak_2316	chr6	157571496	157571793	+	57	NA	intron (ZDHHC14, intron 2 of 8)	NA	42512	MIR3692								
DFAM71927V3_1_750_R1_peak_1180	chr18	46001139	46001436	+	57	NA	intron (PSTPIP2, intron 6 of 14)	NA	-33948	EPG5								
DFAM71927V3_1_750_R1_peak_24	chr1	19391237	19391589	+	57	NA	intron (CAPZB, intron 2 of 8)	NA	-7472	LOC644083								
DFAM71927V3_1_750_R1_peak_283	chr10	2897736	2898043	+	57	NA	Intergenic	NA	169492	LOC101927824								
DFAM71927V3_1_750_R1_peak_661	chr13	19586947	19587462	+	57	NA	Intergenic	NA	-46443	MPHOSPH8								
DFAM71927V3_1_750_R1_peak_2051	chr5	49656519	49656816	+	57	NA	Intergenic	NA	784733	EMB								
DFAM71927V3_1_750_R1_peak_1064	chr17	39153075	39153373	+	57	NA	promoter-TSS (PLXDC1)	NA	581	TRNAC9								
DFAM71927V3_1_750_R1_peak_1599	chr20	59014057	59014409	+	57	NA	Intergenic	NA	-5021	TUBB1								
DFAM71927V3_1_750_R1_peak_1872	chr3	176670503	176670802	+	57	NA	Intergenic	NA	-35120	RP11-71G7.1								
DFAM71927V3_1_750_R1_peak_466	chr11	62672221	62672519	+	57	NA	promoter-TSS (C11orf48)	NA	-601	C11orf48								
DFAM71927V3_1_750_R1_peak_2655	chr9	132718394	132718725	+	57	NA	Intergenic	NA	-48158	DDX31								
DFAM71927V3_1_750_R1_peak_815	chr14	81437858	81438156	+	57	NA	Intergenic	NA	-10603	STON2								
DFAM71927V3_1_750_R1_peak_2444	chr8	19610299	19610597	+	57	NA	intron (CSGALNACT1, intron 1 of 8)	NA	72135	CSGALNACT1								
DFAM71927V3_1_750_R1_peak_248	chr1	224204809	224205107	+	57	NA	Intergenic	NA	8321	LOC101927143								
DFAM71927V3_1_750_R1_peak_399	chr10	111996189	111996487	+	57	NA	Intergenic	NA	187441	GPAM								
DFAM71927V3_1_750_R1_peak_2601	chr9	78883520	78883820	+	57	NA	Intergenic	NA	261996	RP11-165H23.1								
DFAM71927V3_1_750_R1_peak_665	chr13	21478300	21478598	+	57	NA	Intergenic	NA	-19079	ZDHHC20								
DFAM71927V3_1_750_R1_peak_1105	chr17	66768245	66768544	+	57	NA	intron (PRKCA, intron 14 of 15)	NA	-18678	MIR634								
DFAM71927V3_1_750_R1_peak_1213	chr18	78209068	78209366	+	57	NA	Intergenic	NA	-215490	LINC01029								
DFAM71927V3_1_750_R1_peak_1198	chr18	65048594	65048895	+	57	NA	Intergenic	NA	-55923	LOC101927404								
DFAM71927V3_1_750_R1_peak_2207	chr6	30516393	30516721	+	57	NA	Intergenic	NA	27151	HLA-E								
DFAM71927V3_1_750_R1_peak_2527	chr8	106346302	106346599	+	57	NA	intron (OXR1, intron 1 of 15)	NA	-101474	OXR1								
DFAM71927V3_1_750_R1_peak_730	chr13	91073972	91074271	+	56	NA	Intergenic	NA	17318	LINC00380								
DFAM71927V3_1_750_R1_peak_1266	chr19	36621043	36621342	+	56	NA	intron (ZNF382, intron 4 of 4)	NA	15887	ZNF382								
DFAM71927V3_1_750_R1_peak_839	chr14_GL000225v1_random	67283	67763	+	56	NA	Intergenic	NA	31234	LOC100287823								
DFAM71927V3_1_750_R1_peak_719	chr13	75987771	75988068	+	56	NA	Intergenic	NA	116881	C13orf45								
DFAM71927V3_1_750_R1_peak_450	chr11	46331278	46331596	+	56	NA	Intergenic	NA	-13830	DGKZ								
DFAM71927V3_1_750_R1_peak_256	chr1	229753818	229754140	+	56	NA	Intergenic	NA	127732	URB2								
DFAM71927V3_1_750_R1_peak_678	chr13	34601190	34601488	+	56	NA	intron (LINC00457, intron 1 of 2)	NA	39346	LINC00457								
DFAM71927V3_1_750_R1_peak_566	chr12	45260233	45260595	+	56	NA	intron (ANO6, intron 1 of 18)	NA	-44408	PLEKHA8P1								
DFAM71927V3_1_750_R1_peak_2529	chr8	116890155	116890456	+	56	NA	Intergenic	NA	-15439	RAD21								
DFAM71927V3_1_750_R1_peak_393	chr10	100255763	100256061	+	56	NA	intron (CWF19L1, intron 5 of 13)	NA	11768	CWF19L1								
DFAM71927V3_1_750_R1_peak_2273	chr6	111024705	111025002	+	56	NA	intron (RPF2, intron 9 of 9)	NA	22701	GSTM2P1								
DFAM71927V3_1_750_R1_peak_452	chr11	46990207	46990505	+	56	NA	intron (C11orf49, intron 2 of 7)	NA	53667	C11orf49								
DFAM71927V3_1_750_R1_peak_906	chr15	85288165	85288501	+	56	NA	Intergenic	NA	41888	LOC101929641								
DFAM71927V3_1_750_R1_peak_1749	chr3	33054412	33054715	+	56	NA	intron (GLB1, intron 3 of 12)	NA	42238	TMPPE								
DFAM71927V3_1_750_R1_peak_739	chr13	108212929	108213299	+	56	NA	intron (LIG4, intron 1 of 1)	NA	2474	LIG4								
DFAM71927V3_1_750_R1_peak_1010	chr16	87729537	87729836	+	56	NA	intron (KLHDC4, intron 5 of 10)	NA	-26669	LOC100129637								
DFAM71927V3_1_750_R1_peak_124	chr1	114341287	114341584	+	56	NA	Intergenic	NA	-60006	LOC101928890								
DFAM71927V3_1_750_R1_peak_2057	chr5	50384437	50384757	+	56	NA	Intergenic	NA	56803	EMB								
DFAM71927V3_1_750_R1_peak_63	chr1	51036796	51037093	+	56	NA	intron (C1orf185, intron 3 of 6)	NA	-22893	MIR4421								
DFAM71927V3_1_750_R1_peak_1053	chr17	32630293	32630590	+	56	NA	intron (MYO1D, intron 20 of 21)	NA	-33179	LOC102724697								
DFAM71927V3_1_750_R1_peak_1797	chr3	72848902	72849273	+	56	NA	promoter-TSS (SHQ1)	NA	559	LOC102724840								
DFAM71927V3_1_750_R1_peak_2627	chr9	100153004	100153301	+	56	NA	intron (INVS, intron 4 of 16)	NA	53967	INVS								
DFAM71927V3_1_750_R1_peak_328	chr10	34748878	34749199	+	56	NA	intron (PARD3, intron 1 of 23)	NA	66287	PARD3								
DFAM71927V3_1_750_R1_peak_1245	chr19	16086397	16086694	+	56	NA	intron (TPM4, intron 4 of 8)	NA	19038	TPM4								
DFAM71927V3_1_750_R1_peak_2530	chr8	117957857	117958215	+	56	NA	intron (EXT1, intron 1 of 10)	NA	153783	EXT1								
DFAM71927V3_1_750_R1_peak_1875	chr3	182937680	182937977	+	56	NA	Intergenic	NA	42710	DCUN1D1								
DFAM71927V3_1_750_R1_peak_668	chr13	24021767	24022065	+	56	NA	intron (SPATA13, intron 3 of 14)	NA	-72601	ANKRD20A19P								
DFAM71927V3_1_750_R1_peak_2541	chr8	127960493	127961013	+	56	NA	TTS (MIR1205)	NA	120	MIR1205								
DFAM71927V3_1_750_R1_peak_2281	chr6	127971941	127972238	+	56	NA	intron (PTPRK, intron 30 of 30)	NA	-71008	THEMIS								
DFAM71927V3_1_750_R1_peak_955	chr16	30949980	30950311	+	56	NA	intron (ORAI3, intron 1 of 1)	NA	1061	ORAI3								
DFAM71927V3_1_750_R1_peak_132	chr1	121458711	121459008	+	56	NA	Intergenic	NA	-60253	EMBP1								
DFAM71927V3_1_750_R1_peak_2556	chr8	134161161	134161505	+	56	NA	Intergenic	NA	274837	RP11-157E21.1								
DFAM71927V3_1_750_R1_peak_526	chr11	128324544	128324868	+	56	NA	Intergenic	NA	-197724	MIR6090								
DFAM71927V3_1_750_R1_peak_1309	chr2	8559839	8560223	+	56	NA	exon (AC011747.4, exon 6 of 6)	NA	23761	AC011747.4								
DFAM71927V3_1_750_R1_peak_1597	chr20	57451894	57452191	+	56	NA	Intergenic	NA	60576	RBM38								
DFAM71927V3_1_750_R1_peak_1943	chr4	56290061	56290448	+	56	NA	intron (KIAA1211, intron 2 of 8)	NA	-18539	KIAA1211								
DFAM71927V3_1_750_R1_peak_345	chr10	57948777	57949074	+	56	NA	Intergenic	NA	319009	IPMK								
DFAM71927V3_1_750_R1_peak_1828	chr3	123110365	123110663	+	55	NA	intron (PDIA5, intron 6 of 15)	NA	43505	PDIA5								
DFAM71927V3_1_750_R1_peak_1206	chr18	72852553	72852850	+	55	NA	TTS (MIR548AV)	NA	681	MIR548AV								
DFAM71927V3_1_750_R1_peak_673	chr13	28408451	28408860	+	55	NA	intron (FLT1, intron 10 of 29)	NA	86473	FLT1								
DFAM71927V3_1_750_R1_peak_841	chr14_GL000225v1_random	131483	131988	+	55	NA	Intergenic	NA	95446	LOC100287823								
DFAM71927V3_1_750_R1_peak_2193	chr6	18252820	18253117	+	55	NA	intron (DEK, intron 6 of 10)	NA	11600	DEK								
DFAM71927V3_1_750_R1_peak_1835	chr3	128483128	128483425	+	55	NA	intron (GATA2, intron 4 of 5)	NA	-5917	RP11-475N22.4								
DFAM71927V3_1_750_R1_peak_2374	chr7	77752149	77752552	+	55	NA	intron (RSBN1L, intron 3 of 7)	NA	46080	TMEM60								
DFAM71927V3_1_750_R1_peak_2219	chr6	37362440	37362737	+	55	NA	intron (RNF8, intron 2 of 3)	NA	8616	RNF8								
DFAM71927V3_1_750_R1_peak_2644	chr9	127005350	127005683	+	55	NA	intron (RALGPS1, intron 4 of 17)	NA	90742	RALGPS1								
DFAM71927V3_1_750_R1_peak_1432	chr2	145372161	145372524	+	55	NA	Intergenic	NA	349226	LOC100505498								
DFAM71927V3_1_750_R1_peak_795	chr14	69109339	69109636	+	55	NA	intron (DCAF5, intron 5 of 9)	NA	43710	DCAF5								
DFAM71927V3_1_750_R1_peak_1041	chr17	19878320	19878618	+	55	NA	Intergenic	NA	-10718	ULK2								
DFAM71927V3_1_750_R1_peak_1101	chr17	64701147	64701446	+	55	NA	Intergenic	NA	-39416	SMURF2								
DFAM71927V3_1_750_R1_peak_1868	chr3	161653283	161653581	+	55	NA	Intergenic	NA	156624	OTOL1								
DFAM71927V3_1_750_R1_peak_2622	chr9	98807938	98808235	+	55	NA	promoter-TSS (GALNT12)	NA	66	GALNT12								
DFAM71927V3_1_750_R1_peak_616	chr12	96790900	96791199	+	55	NA	Intergenic	NA	-116184	NEDD1								
DFAM71927V3_1_750_R1_peak_1163	chr18	26644759	26645058	+	55	NA	intron (KCTD1, intron 1 of 4)	NA	-53373	MIR8057								
DFAM71927V3_1_750_R1_peak_1108	chr17	67563859	67564176	+	55	NA	intron (PITPNC1, intron 4 of 9)	NA	-92432	MIR548D2								
DFAM71927V3_1_750_R1_peak_225	chr1	203269077	203269374	+	54	NA	Intergenic	NA	-18051	RP11-134P9.3								
DFAM71927V3_1_750_R1_peak_1855	chr3	149017300	149017598	+	54	NA	intron (GYG1, intron 5 of 5)	NA	26041	GYG1								
DFAM71927V3_1_750_R1_peak_2174	chr6	6515586	6515906	+	54	NA	intron (LY86-AS1, intron 3 of 7)	NA	-72910	LY86								
DFAM71927V3_1_750_R1_peak_1961	chr4	81093380	81093679	+	54	NA	intron (PRKG2, intron 12 of 13)	NA	60628	PRKG2								
DFAM71927V3_1_750_R1_peak_1383	chr2	89840471	89840772	+	54	NA	Intergenic	NA	-202968	LOC101927050								
DFAM71927V3_1_750_R1_peak_1076	chr17	43136523	43136868	+	54	NA	intron (NBR2, intron 2 of 4)	NA	7251	LOC101926920								
DFAM71927V3_1_750_R1_peak_1057	chr17	35543070	35543396	+	54	NA	Intergenic	NA	16531	SLFN14								
DFAM71927V3_1_750_R1_peak_1956	chr4	76090246	76090663	+	54	NA	intron (ART3, intron 3 of 11)	NA	14573	ART3								
DFAM71927V3_1_750_R1_peak_498	chr11	96939636	96939933	+	54	NA	Intergenic	NA	-432908	JRKL-AS1								
DFAM71927V3_1_750_R1_peak_788	chr14	66780941	66781238	+	54	NA	intron (GPHN, intron 3 of 22)	NA	228654	LOC101927899								
DFAM71927V3_1_750_R1_peak_887	chr15	67254160	67254457	+	54	NA	promoter-TSS (IQCH)	NA	-492	IQCH								
DFAM71927V3_1_750_R1_peak_2439	chr8	8651548	8651846	+	54	NA	Intergenic	NA	-50459	CLDN23								
DFAM71927V3_1_750_R1_peak_1467	chr2	180632501	180632798	+	54	NA	Intergenic	NA	-59455	SCHLAP1								
DFAM71927V3_1_750_R1_peak_237	chr1	211558381	211558678	+	54	NA	Intergenic	NA	20228	SLC30A1								
DFAM71927V3_1_750_R1_peak_89	chr1	85050717	85051105	+	54	NA	Intergenic	NA	-3166	MCOLN3								
DFAM71927V3_1_750_R1_peak_1626	chr21	31099449	31099757	+	54	NA	Intergenic	NA	-61127	KRTAP19-8								
DFAM71927V3_1_750_R1_peak_2429	chr8	733459	733824	+	54	NA	Intergenic	NA	-2417	ERICH1								
DFAM71927V3_1_750_R1_peak_574	chr12	51368834	51369219	+	54	NA	intron (GALNT6, intron 4 of 11)	NA	-22347	CELA1								
DFAM71927V3_1_750_R1_peak_2246	chr6	69867097	69867395	+	54	NA	intron (COL19A1, intron 1 of 50)	NA	690	COL19A1								
DFAM71927V3_1_750_R1_peak_2288	chr6	135346808	135347142	+	54	NA	intron (AHI1, intron 23 of 27)	NA	107815	MIR548A2								
DFAM71927V3_1_750_R1_peak_428	chr11	10310650	10310948	+	54	NA	intron (CAND1.11, intron 1 of 3)	NA	2486	CAND1.11								
DFAM71927V3_1_750_R1_peak_410	chr10	121972955	121973254	+	54	NA	intron (NSMCE4A, intron 2 of 10)	NA	2124	NSMCE4A								
DFAM71927V3_1_750_R1_peak_389	chr10	96025371	96025668	+	54	NA	intron (CC2D2B, intron 10 of 11)	NA	-17883	CCNJ								
DFAM71927V3_1_750_R1_peak_790	chr14	67514696	67514993	+	54	NA	intron (TMEM229B, intron 1 of 3)	NA	460	TMEM229B								
DFAM71927V3_1_750_R1_peak_2588	chr9	37200662	37200959	+	54	NA	intron (ZCCHC7, intron 2 of 8)	NA	80338	ZCCHC7								
DFAM71927V3_1_750_R1_peak_782	chr14	64365359	64365656	+	54	NA	Intergenic	NA	-17896	TEX21P								
DFAM71927V3_1_750_R1_peak_1406	chr2	112433507	112433878	+	54	NA	promoter-TSS (RGPD8)	NA	-47	RGPD8								
DFAM71927V3_1_750_R1_peak_1588	chr20	43939933	43940230	+	54	NA	intron (TOX2, intron 1 of 8)	NA	23939	TOX2								
DFAM71927V3_1_750_R1_peak_1295	chr19	57869299	57869596	+	54	NA	TTS (ZNF814)	NA	-11814	LOC102724559								
DFAM71927V3_1_750_R1_peak_1091	chr17	57438113	57438411	+	54	NA	intron (MSI2, intron 6 of 11)	NA	85335	RP11-118E18.2								
DFAM71927V3_1_750_R1_peak_520	chr11	121816773	121817070	+	54	NA	Intergenic	NA	215458	LOC100507165								
DFAM71927V3_1_750_R1_peak_1693	chr22	42324507	42324936	+	54	NA	Intergenic	NA	44525	LOC102723775								
DFAM71927V3_1_750_R1_peak_903	chr15	80783232	80783553	+	54	NA	intron (KIAA1199, intron 1 of 29)	NA	3733	KIAA1199								
DFAM71927V3_1_750_R1_peak_2315	chr6	157456351	157456745	+	54	NA	intron (ZDHHC14, intron 1 of 8)	NA	-72584	MIR3692								
DFAM71927V3_1_750_R1_peak_2360	chr7	50213188	50213539	+	54	NA	Intergenic	NA	-91419	IKZF1								
DFAM71927V3_1_750_R1_peak_473	chr11	68282182	68282479	+	54	NA	Intergenic	NA	10197	LOC102724209								
DFAM71927V3_1_750_R1_peak_1787	chr3	62865109	62865407	+	54	NA	intron (CADPS, intron 1 of 27)	NA	-99274	CADPS								
DFAM71927V3_1_750_R1_peak_1109	chr17	67800567	67801048	+	54	NA	Intergenic	NA	-24721	BPTF								
DFAM71927V3_1_750_R1_peak_2162	chr6	271358	271655	+	54	NA	Intergenic	NA	14556	LOC102723922								
DFAM71927V3_1_750_R1_peak_1850	chr3	143209023	143209360	+	54	NA	Intergenic	NA	89415	CHST2								
DFAM71927V3_1_750_R1_peak_2476	chr8	42721768	42722149	+	54	NA	intron (CHRNB3, intron 3 of 5)	NA	24539	CHRNB3								
DFAM71927V3_1_750_R1_peak_850	chr15	33222105	33222402	+	54	NA	Intergenic	NA	25302	TMCO5B								
DFAM71927V3_1_750_R1_peak_1395	chr2	102418389	102418703	+	54	NA	promoter-TSS (IL18RAP)	NA	-5368	IL18RAP								
DFAM71927V3_1_750_R1_peak_1545	chr20	3952298	3952595	+	54	NA	intron (RNF24, intron 3 of 6)	NA	-34883	MIR103B2								
DFAM71927V3_1_750_R1_peak_2482	chr8	52838445	52838742	+	54	NA	Intergenic	NA	-101315	NPBWR1								
DFAM71927V3_1_750_R1_peak_1050	chr17	31433134	31433431	+	54	NA	intron (RAB11FIP4, intron 2 of 14)	NA	-54744	RAB11FIP4								
DFAM71927V3_1_750_R1_peak_1822	chr3	113759004	113759302	+	54	NA	intron (ATP6V1A, intron 1 of 14)	NA	12134	ATP6V1A								
DFAM71927V3_1_750_R1_peak_1491	chr2	201033978	201034276	+	54	NA	intron (FAM126B, intron 1 of 11)	NA	37402	FAM126B								
DFAM71927V3_1_750_R1_peak_2114	chr5	125452673	125452971	+	54	NA	Intergenic	NA	-40439	RP11-756H20.1								
DFAM71927V3_1_750_R1_peak_1065	chr17	39201116	39201413	+	54	NA	exon (RPL19, exon 2 of 6)	NA	981	RPL19								
DFAM71927V3_1_750_R1_peak_2257	chr6	90594589	90594886	+	54	NA	Intergenic	NA	-7436	MAP3K7								
DFAM71927V3_1_750_R1_peak_2131	chr5	139669981	139670278	+	54	NA	intron (CXXC5, intron 1 of 2)	NA	-9718	CXXC5								
DFAM71927V3_1_750_R1_peak_805	chr14	72594478	72594872	+	54	NA	Intergenic	NA	77844	MIR7843								
DFAM71927V3_1_750_R1_peak_597	chr12	71009504	71009801	+	54	NA	Intergenic	NA	148237	TSPAN8								
DFAM71927V3_1_750_R1_peak_666	chr13	21700021	21700320	+	54	NA	intron (FGF9, intron 2 of 2)	NA	29094	FGF9								
DFAM71927V3_1_750_R1_peak_1437	chr2	156408719	156409017	+	54	NA	Intergenic	NA	-7651	TRNAG19								
DFAM71927V3_1_750_R1_peak_1592	chr20	47362755	47363052	+	54	NA	Intergenic	NA	-6484	ZMYND8								
DFAM71927V3_1_750_R1_peak_1506	chr2	218802570	218802908	+	54	NA	intron (CYP27A1, intron 1 of 8)	NA	20990	CYP27A1								
DFAM71927V3_1_750_R1_peak_1505	chr2	218442919	218443216	+	54	NA	intron (VIL1, intron 19 of 19)	NA	23952	VIL1								
DFAM71927V3_1_750_R1_peak_2295	chr6	137743679	137743976	+	54	NA	Intergenic	NA	70313	LOC102723649								
DFAM71927V3_1_750_R1_peak_1987	chr4	114484286	114484667	+	53	NA	Intergenic	NA	-115180	UGT8								
DFAM71927V3_1_750_R1_peak_489	chr11	85553158	85553455	+	53	NA	intron (DLG2, intron 3 of 27)	NA	-75267	TMEM126B								
DFAM71927V3_1_750_R1_peak_2226	chr6	42157888	42158226	+	53	NA	intron (LOC102723903, intron 1 of 1)	NA	2611	LOC102723903								
DFAM71927V3_1_750_R1_peak_257	chr1	230871791	230872090	+	53	NA	intron (LOC101927576, intron 1 of 1)	NA	2846	LOC101927576								
DFAM71927V3_1_750_R1_peak_1488	chr2	198620535	198620936	+	53	NA	Intergenic	NA	-245638	AC005235.1								
DFAM71927V3_1_750_R1_peak_2018	chr4	183662357	183662654	+	53	NA	intron (TRAPPC11, intron 1 of 29)	NA	3238	TRAPPC11								
DFAM71927V3_1_750_R1_peak_1553	chr20	8514446	8514744	+	53	NA	intron (PLCB1, intron 3 of 32)	NA	-316590	RNU105B								
DFAM71927V3_1_750_R1_peak_144	chr1	143216882	143217206	+	53	NA	Intergenic	NA	89315	LOC101929814								
DFAM71927V3_1_750_R1_peak_2239	chr6	53369891	53370188	+	53	NA	Intergenic	NA	-21218	ELOVL5								
DFAM71927V3_1_750_R1_peak_772	chr14	56173246	56173595	+	53	NA	intron (PELI2, intron 1 of 5)	NA	-54817	LOC102723682								
DFAM71927V3_1_750_R1_peak_601	chr12	75784563	75784860	+	53	NA	Intergenic	NA	247065	PHLDA1								
DFAM71927V3_1_750_R1_peak_1042	chr17	21042277	21042598	+	53	NA	intron (USP22, intron 1 of 12)	NA	602	USP22								
DFAM71927V3_1_750_R1_peak_203	chr1	185695450	185695747	+	53	NA	Intergenic	NA	-38953	HMCN1								
DFAM71927V3_1_750_R1_peak_1387	chr2	99861450	99861824	+	53	NA	intron (AFF3, intron 6 of 23)	NA	243946	AFF3								
DFAM71927V3_1_750_R1_peak_2764	chrY	11298807	11299416	+	53	NA	Intergenic	NA	1122479	GYG2P1								
DFAM71927V3_1_750_R1_peak_919	chr15	97966828	97967199	+	53	NA	intron (ARRDC4, intron 3 of 7)	NA	6310	ARRDC4								
DFAM71927V3_1_750_R1_peak_2151	chr5	168410045	168410363	+	53	NA	intron (WWC1, intron 8 of 22)	NA	-76254	RARS								
DFAM71927V3_1_750_R1_peak_966	chr16	47423254	47423551	+	53	NA	intron (ITFG1, intron 6 of 17)	NA	37705	ITFG1								
DFAM71927V3_1_750_R1_peak_889	chr15	67982708	67983006	+	53	NA	Intergenic	NA	-72316	PIAS1								
DFAM71927V3_1_750_R1_peak_2113	chr5	124164191	124164537	+	53	NA	Intergenic	NA	-27074	LOC101927397								
DFAM71927V3_1_750_R1_peak_2450	chr8	23455039	23455336	+	53	NA	intron (ENTPD4, intron 1 of 12)	NA	2544	ENTPD4								
DFAM71927V3_1_750_R1_peak_2091	chr5	86114643	86114942	+	53	NA	Intergenic	NA	-167652	NBPF22P								
DFAM71927V3_1_750_R1_peak_455	chr11	55448849	55449147	+	53	NA	Intergenic	NA	81114	OR4A15								
DFAM71927V3_1_750_R1_peak_1953	chr4	70938313	70938611	+	52	NA	intron (MOB1B, intron 1 of 5)	NA	36122	MOB1B								
DFAM71927V3_1_750_R1_peak_781	chr14	63855000	63855343	+	52	NA	intron (SYNE2, intron 1 of 115)	NA	2206	SYNE2								
DFAM71927V3_1_750_R1_peak_2115	chr5	128102329	128102626	+	52	NA	intron (SLC12A2, intron 1 of 25)	NA	18686	SLC12A2								
DFAM71927V3_1_750_R1_peak_340	chr10	50847715	50848027	+	52	NA	intron (A1CF, intron 3 of 12)	NA	37804	A1CF								
DFAM71927V3_1_750_R1_peak_2092	chr5	86526854	86527231	+	52	NA	Intergenic	NA	-90925	COX7C								
DFAM71927V3_1_750_R1_peak_759	chr14	39628167	39628464	+	52	NA	Intergenic	NA	-195815	FBXO33								
DFAM71927V3_1_750_R1_peak_2178	chr6	11275754	11276068	+	52	NA	intron (NEDD9, intron 2 of 7)	NA	-23898	LOC102724361								
DFAM71927V3_1_750_R1_peak_106	chr1	101107713	101108010	+	52	NA	Intergenic	NA	-42977	LOC101928334								
DFAM71927V3_1_750_R1_peak_1899	chr4	337553	337877	+	52	NA	promoter-TSS (ZNF141)	NA	87	ZNF141								
DFAM71927V3_1_750_R1_peak_1465	chr2	176814678	176815021	+	52	NA	Intergenic	NA	176641	LOC102724224								
DFAM71927V3_1_750_R1_peak_1184	chr18	49024837	49025152	+	52	NA	Intergenic	NA	24774	MIR4744								
DFAM71927V3_1_750_R1_peak_406	chr10	118732734	118733198	+	52	NA	intron (CACUL1, intron 1 of 8)	NA	-6586	CACUL1								
DFAM71927V3_1_750_R1_peak_1884	chr3	190446613	190447070	+	52	NA	intron (TMEM207, intron 2 of 4)	NA	-2386	TMEM207								
