PeakID (cmd=annotatePeaks.pl MONOMAC1_4_778_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_4_778_R1_peak_10067	chr19	2478481	2479356	+	99	NA	TTS (GADD45B)	NA	2793	GADD45B								
MONOMAC1_4_778_R1_peak_6439	chr14	88005249	88006373	+	99	NA	intron (GPR65, intron 1 of 1)	NA	687	GPR65								
MONOMAC1_4_778_R1_peak_6000	chr14	21455697	21456102	+	99	NA	Intergenic	NA	20774	RAB2B								
MONOMAC1_4_778_R1_peak_6868	chr15	45200542	45201180	+	99	NA	promoter-TSS (TRNAH6)	NA	-290	TRNAH6								
MONOMAC1_4_778_R1_peak_20363	chr8	8238929	8239602	+	99	NA	TTS (FAM86B3P)	NA	10695	FAM86B3P								
MONOMAC1_4_778_R1_peak_21463	chr9	27601514	27602091	+	99	NA	Intergenic	NA	-27936	C9orf72								
MONOMAC1_4_778_R1_peak_13806	chr21	36070030	36070332	+	99	NA	exon (AP000688.14, exon 4 of 4)	NA	257	CBR1								
MONOMAC1_4_778_R1_peak_17260	chr5	100666765	100667454	+	99	NA	Intergenic	NA	131689	FAM174A								
MONOMAC1_4_778_R1_peak_18958	chr6	127457593	127458296	+	99	NA	intron (SOGA3, intron 7 of 11)	NA	1446	KIAA0408								
MONOMAC1_4_778_R1_peak_13606	chr20	62603975	62604496	+	99	NA	Intergenic	NA	-38210	SLCO4A1								
MONOMAC1_4_778_R1_peak_4400	chr12	4649196	4649536	+	99	NA	promoter-TSS (AKAP3)	NA	268	NDUFA9								
MONOMAC1_4_778_R1_peak_7920	chr16	31351767	31353125	+	99	NA	Intergenic	NA	-2688	ITGAX								
MONOMAC1_4_778_R1_peak_4257	chr11	119121617	119122067	+	99	NA	promoter-TSS (HINFP)	NA	-10428	HINFP								
MONOMAC1_4_778_R1_peak_2405	chr10	14613049	14614425	+	99	NA	intron (FAM107B, intron 2 of 5)	NA	161160	FAM107B								
MONOMAC1_4_778_R1_peak_1153	chr1	111448507	111449260	+	99	NA	promoter-TSS (ATP5F1)	NA	38	ATP5F1								
MONOMAC1_4_778_R1_peak_16005	chr4	6940934	6942148	+	99	NA	intron (TBC1D14, intron 2 of 12)	NA	31290	TBC1D14								
MONOMAC1_4_778_R1_peak_15630	chr3	172711242	172711830	+	99	NA	promoter-TSS (NCEH1)	NA	-318	NCEH1								
MONOMAC1_4_778_R1_peak_16471	chr4	106529412	106530904	+	99	NA	Intergenic	NA	-162723	GIMD1								
MONOMAC1_4_778_R1_peak_15753	chr3	186365405	186366305	+	99	NA	Intergenic	NA	-3621	DGKG								
MONOMAC1_4_778_R1_peak_4390	chr12	2358510	2359162	+	99	NA	intron (CACNA1C, intron 3 of 48)	NA	89060	CACNA1C-IT3								
MONOMAC1_4_778_R1_peak_19184	chr6	158560137	158560732	+	99	NA	intron (TMEM181, intron 1 of 14)	NA	-20518	TMEM181								
MONOMAC1_4_778_R1_peak_19313	chr7	2510480	2511880	+	99	NA	Intergenic	NA	-6683	LFNG								
MONOMAC1_4_778_R1_peak_2666	chr10	60944258	60944769	+	99	NA	promoter-TSS (RHOBTB1)	NA	-375	RHOBTB1								
MONOMAC1_4_778_R1_peak_22129	chr9	129351672	129352346	+	99	NA	Intergenic	NA	15110	RP11-65J3.1								
MONOMAC1_4_778_R1_peak_717	chr1	45500429	45500803	+	99	NA	promoter-TSS (CCDC163P)	NA	354	MMACHC								
MONOMAC1_4_778_R1_peak_19995	chr7	102432805	102433401	+	99	NA	promoter-TSS (ORAI2)	NA	-427	ORAI2								
MONOMAC1_4_778_R1_peak_18255	chr6	28104418	28105256	+	99	NA	Intergenic	NA	14030	ZSCAN12P1								
MONOMAC1_4_778_R1_peak_12471	chr2	173048598	173049356	+	99	NA	intron (RAPGEF4, intron 26 of 26)	NA	28405	LOC102724157								
MONOMAC1_4_778_R1_peak_13954	chr22	19688290	19688874	+	98	NA	Intergenic	NA	-29853	SEPT5								
MONOMAC1_4_778_R1_peak_11796	chr2	62705727	62706311	+	98	NA	promoter-TSS (EHBP1)	NA	112	EHBP1								
MONOMAC1_4_778_R1_peak_10460	chr19	14571532	14572128	+	98	NA	intron (NDUFB7, intron 1 of 2)	NA	247	NDUFB7								
MONOMAC1_4_778_R1_peak_13483	chr20	49229926	49230708	+	98	NA	promoter-TSS (DDX27)	NA	-777	DDX27								
MONOMAC1_4_778_R1_peak_16141	chr4	39031596	39032319	+	98	NA	intron (TMEM156, intron 1 of 6)	NA	461	TMEM156								
MONOMAC1_4_778_R1_peak_13861	chr21	39445319	39445700	+	98	NA	promoter-TSS (SH3BGR)	NA	-1505	MIR6508								
MONOMAC1_4_778_R1_peak_16620	chr4	145619558	145620315	+	98	NA	intron (MMAA, intron 1 of 6)	NA	548	MMAA								
MONOMAC1_4_778_R1_peak_8107	chr16	69424682	69425421	+	98	NA	intron (CYB5B, intron 1 of 4)	NA	456	CYB5B								
MONOMAC1_4_778_R1_peak_14611	chr3	18058020	18058946	+	98	NA	intron (LOC339862, intron 4 of 4)	NA	95911	LOC339862								
MONOMAC1_4_778_R1_peak_459	chr1	31888963	31889927	+	98	NA	Intergenic	NA	48350	PTP4A2								
MONOMAC1_4_778_R1_peak_21075	chr8	123416755	123417423	+	98	NA	intron (WDYHV1, intron 1 of 5)	NA	364	WDYHV1								
MONOMAC1_4_778_R1_peak_7601	chr16	4307857	4308382	+	98	NA	Intergenic	NA	-8105	GLIS2								
MONOMAC1_4_778_R1_peak_9319	chr17	75487336	75487899	+	98	NA	intron (KIAA0195, intron 1 of 24)	NA	1285	KIAA0195								
MONOMAC1_4_778_R1_peak_16607	chr4	140252749	140253281	+	98	NA	Intergenic	NA	-90428	SCOC								
MONOMAC1_4_778_R1_peak_15485	chr3	152595556	152596198	+	98	NA	Intergenic	NA	-54569	LOC102724289								
MONOMAC1_4_778_R1_peak_19279	chr7	1027331	1028223	+	98	NA	intron (C7orf50, intron 2 of 4)	NA	-4751	MIR339								
MONOMAC1_4_778_R1_peak_2014	chr1	224433886	224434400	+	98	NA	promoter-TSS (WDR26)	NA	39	LOC101928291								
MONOMAC1_4_778_R1_peak_9201	chr17	67402221	67403159	+	98	NA	intron (PITPNC1, intron 1 of 8)	NA	25409	PITPNC1								
MONOMAC1_4_778_R1_peak_15548	chr3	161035489	161035907	+	98	NA	intron (PPM1L, intron 2 of 3)	NA	69605	B3GALNT1								
MONOMAC1_4_778_R1_peak_21283	chr8	143577641	143578438	+	98	NA	intron (NAPRT1, intron 1 of 12)	NA	312	NAPRT1								
MONOMAC1_4_778_R1_peak_13509	chr20	50153270	50153621	+	98	NA	intron (TMEM189, intron 1 of 6)	NA	353	TMEM189								
MONOMAC1_4_778_R1_peak_21319	chr8	144444667	144445118	+	98	NA	promoter-TSS (TONSL)	NA	-404	TONSL								
MONOMAC1_4_778_R1_peak_20785	chr8	66613578	66614256	+	98	NA	promoter-TSS (MYBL1)	NA	-672	MYBL1								
MONOMAC1_4_778_R1_peak_11267	chr19	58326781	58328086	+	98	NA	promoter-TSS (ZSCAN22)	NA	-67	ZSCAN22								
MONOMAC1_4_778_R1_peak_4564	chr12	14958886	14959461	+	98	NA	intron (ARHGDIB, intron 1 of 5)	NA	2455	ARHGDIB								
MONOMAC1_4_778_R1_peak_5775	chr13	77393604	77394193	+	98	NA	Intergenic	NA	-66859	MYCBP2								
MONOMAC1_4_778_R1_peak_16450	chr4	102501671	102502460	+	98	NA	intron (NFKB1, intron 1 of 23)	NA	-8865	NFKB1								
MONOMAC1_4_778_R1_peak_15920	chr4	782196	782606	+	98	NA	promoter-TSS (LOC100129917)	NA	-553	LOC100129917								
MONOMAC1_4_778_R1_peak_309	chr1	25022373	25022932	+	98	NA	promoter-TSS (MIR4425)	NA	-900	MIR4425								
MONOMAC1_4_778_R1_peak_21993	chr9	124758476	124759474	+	98	NA	intron (NR6A1, intron 1 of 9)	NA	12335	NR6A1								
MONOMAC1_4_778_R1_peak_20846	chr8	81304158	81304777	+	98	NA	Intergenic	NA	-21770	LOC101927085								
MONOMAC1_4_778_R1_peak_12720	chr2	217088821	217089957	+	98	NA	Intergenic	NA	-215457	LOC102723329								
MONOMAC1_4_778_R1_peak_12277	chr2	136118311	136119086	+	98	NA	promoter-TSS (CXCR4)	NA	-543	CXCR4								
MONOMAC1_4_778_R1_peak_13185	chr20	18513487	18514002	+	98	NA	intron (SEC23B, intron 3 of 19)	NA	6200	SEC23B								
MONOMAC1_4_778_R1_peak_9838	chr18	63112372	63112794	+	98	NA	Intergenic	NA	207195	BCL2								
MONOMAC1_4_778_R1_peak_21388	chr9	6015250	6015582	+	98	NA	exon (RANBP6, exon 1 of 2)	NA	224	RANBP6								
MONOMAC1_4_778_R1_peak_15465	chr3	152213343	152214343	+	98	NA	Intergenic	NA	-8420	LOC101928166								
MONOMAC1_4_778_R1_peak_21182	chr8	131916827	131917836	+	98	NA	intron (EFR3A, intron 1 of 22)	NA	13222	EFR3A								
MONOMAC1_4_778_R1_peak_22078	chr9	128071689	128072531	+	98	NA	intron (SLC25A25, intron 1 of 10)	NA	3910	SLC25A25								
MONOMAC1_4_778_R1_peak_11498	chr2	28464201	28464953	+	98	NA	Intergenic	NA	-14623	LOC102723530								
MONOMAC1_4_778_R1_peak_5840	chr13	97222741	97223998	+	98	NA	intron (MBNL2, intron 1 of 7)	NA	1074	MBNL2								
MONOMAC1_4_778_R1_peak_17993	chr6	7140613	7141664	+	98	NA	intron (RREB1, intron 1 of 12)	NA	2003	RREB1								
MONOMAC1_4_778_R1_peak_19239	chr6	169212580	169213037	+	98	NA	promoter-TSS (LOC101929523)	NA	-404	LOC101929523								
MONOMAC1_4_778_R1_peak_10343	chr19	11092424	11093391	+	98	NA	intron (LDLR, intron 1 of 15)	NA	3545	LDLR								
MONOMAC1_4_778_R1_peak_20989	chr8	106756696	106758032	+	98	NA	Intergenic	NA	12880	ABRA								
MONOMAC1_4_778_R1_peak_6664	chr15	22786966	22787423	+	98	NA	intron (NIPA1, intron 1 of 4)	NA	969	NIPA1								
MONOMAC1_4_778_R1_peak_2780	chr10	71299123	71299912	+	98	NA	exon (UNC5B, exon 16 of 16)	NA	-19736	SLC29A3								
MONOMAC1_4_778_R1_peak_18810	chr6	105403275	105403628	+	98	NA	promoter-TSS (PREP)	NA	-327	PREP								
MONOMAC1_4_778_R1_peak_12969	chr2	241356436	241356842	+	98	NA	intron (FARP2, intron 1 of 20)	NA	390	FARP2								
MONOMAC1_4_778_R1_peak_8575	chr17	29559760	29560337	+	98	NA	TTS (ABHD15)	NA	6976	ABHD15								
MONOMAC1_4_778_R1_peak_7186	chr15	74842754	74843088	+	98	NA	promoter-TSS (ULK3)	NA	425	ULK3								
MONOMAC1_4_778_R1_peak_7998	chr16	56450989	56451301	+	98	NA	promoter-TSS (OGFOD1)	NA	204	NUDT21								
MONOMAC1_4_778_R1_peak_9846	chr18	63367289	63367619	+	98	NA	promoter-TSS (KDSR)	NA	-214	KDSR								
MONOMAC1_4_778_R1_peak_13412	chr20	44896921	44897652	+	98	NA	intron (YWHAB, intron 2 of 6)	NA	11687	YWHAB								
MONOMAC1_4_778_R1_peak_11014	chr19	49084613	49085096	+	98	NA	promoter-TSS (SNRNP70)	NA	-11913	KCNA7								
MONOMAC1_4_778_R1_peak_8880	chr17	44689216	44689794	+	98	NA	intron (CCDC43, intron 1 of 3)	NA	292	CCDC43								
MONOMAC1_4_778_R1_peak_7711	chr16	20746422	20747317	+	98	NA	Intergenic	NA	-4785	THUMPD1								
MONOMAC1_4_778_R1_peak_18407	chr6	33277166	33277714	+	98	NA	TTS (RPS18)	NA	300	B3GALT4								
MONOMAC1_4_778_R1_peak_15375	chr3	136075511	136075920	+	97	NA	intron (PPP2R3A, intron 6 of 13)	NA	52980	PPP2R3A								
MONOMAC1_4_778_R1_peak_9015	chr17	57628859	57629518	+	97	NA	intron (MSI2, intron 10 of 13)	NA	-20763	RP11-118E18.4								
MONOMAC1_4_778_R1_peak_18174	chr6	26188504	26189061	+	97	NA	TTS (HIST1H4D)	NA	294	HIST1H4D								
MONOMAC1_4_778_R1_peak_16134	chr4	38664233	38664871	+	97	NA	promoter-TSS (FLJ13197)	NA	76	FLJ13197								
MONOMAC1_4_778_R1_peak_5272	chr12	120316746	120317536	+	97	NA	Intergenic	NA	10648	PLA2G1B								
MONOMAC1_4_778_R1_peak_9241	chr17	69170626	69171217	+	97	NA	intron (ABCA10, intron 26 of 39)	NA	-28929	ABCA6								
MONOMAC1_4_778_R1_peak_10660	chr19	33302135	33302446	+	97	NA	promoter-TSS (CEBPA-AS1)	NA	274	CEBPA								
MONOMAC1_4_778_R1_peak_1361	chr1	151610787	151611428	+	97	NA	promoter-TSS (SNX27)	NA	-1079	SNX27								
MONOMAC1_4_778_R1_peak_2438	chr10	17474969	17476220	+	97	NA	Intergenic	NA	-21339	ST8SIA6								
MONOMAC1_4_778_R1_peak_6890	chr15	49707102	49707532	+	97	NA	Intergenic	NA	86282	DTWD1								
MONOMAC1_4_778_R1_peak_18074	chr6	14336064	14338038	+	97	NA	Intergenic	NA	-51597	LINC01108								
MONOMAC1_4_778_R1_peak_14075	chr22	30425725	30426425	+	97	NA	TTS (SEC14L2)	NA	452	MTFP1								
MONOMAC1_4_778_R1_peak_15663	chr3	180246170	180249020	+	97	NA	Intergenic	NA	-166578	LOC100505609								
MONOMAC1_4_778_R1_peak_9020	chr17	57868325	57869425	+	97	NA	intron (CUEDC1, intron 6 of 9)	NA	16346	CUEDC1								
MONOMAC1_4_778_R1_peak_15297	chr3	128123172	128123727	+	97	NA	intron (RUVBL1, intron 1 of 10)	NA	379	RUVBL1								
MONOMAC1_4_778_R1_peak_12839	chr2	231168457	231168952	+	97	NA	intron (PSMD1, intron 22 of 23)	NA	-29876	ARMC9								
MONOMAC1_4_778_R1_peak_19946	chr7	100148975	100149506	+	97	NA	intron (LAMTOR4, intron 1 of 3)	NA	333	LAMTOR4								
MONOMAC1_4_778_R1_peak_8782	chr17	40818614	40818986	+	97	NA	promoter-TSS (TMEM99)	NA	-385	TMEM99								
MONOMAC1_4_778_R1_peak_17121	chr5	76293997	76294837	+	97	NA	intron (SV2C, intron 8 of 12)	NA	210937	SV2C								
MONOMAC1_4_778_R1_peak_22310	chr9	137607697	137609349	+	97	NA	intron (ARRDC1, intron 1 of 6)	NA	2883	ARRDC1								
MONOMAC1_4_778_R1_peak_1735	chr1	183604416	183605072	+	97	NA	Intergenic	NA	-14211	NCF2								
MONOMAC1_4_778_R1_peak_18641	chr6	69795988	69796840	+	97	NA	intron (LMBRD1, intron 1 of 15)	NA	743	LMBRD1								
MONOMAC1_4_778_R1_peak_11360	chr2	16625417	16625936	+	97	NA	promoter-TSS (FAM49A)	NA	93	FAM49A								
MONOMAC1_4_778_R1_peak_981	chr1	88700775	88701414	+	97	NA	intron (PKN2, intron 1 of 21)	NA	16901	PKN2								
MONOMAC1_4_778_R1_peak_18134	chr6	21594612	21595069	+	97	NA	exon (SOX4, exon 1 of 1)	NA	1099	SOX4								
MONOMAC1_4_778_R1_peak_7278	chr15	80010717	80011139	+	97	NA	Intergenic	NA	-39627	BCL2A1								
MONOMAC1_4_778_R1_peak_17597	chr5	148403756	148404150	+	97	NA	intron (FBXO38, intron 5 of 21)	NA	20007	FBXO38								
MONOMAC1_4_778_R1_peak_16069	chr4	21090327	21091187	+	97	NA	intron (KCNIP4, intron 1 of 8)	NA	374001	MIR7978								
MONOMAC1_4_778_R1_peak_209	chr1	17065989	17067603	+	97	NA	TTS (PADI2)	NA	-12626	SDHB								
MONOMAC1_4_778_R1_peak_5289	chr12	121060248	121060651	+	97	NA	Intergenic	NA	-21207	OASL								
MONOMAC1_4_778_R1_peak_1110	chr1	108200539	108200893	+	97	NA	promoter-TSS (SLC25A24)	NA	-7907	SLC25A24								
MONOMAC1_4_778_R1_peak_3899	chr11	68266146	68266962	+	97	NA	intron (C11orf24, intron 2 of 3)	NA	5447	C11orf24								
MONOMAC1_4_778_R1_peak_15489	chr3	153057959	153058433	+	97	NA	Intergenic	NA	-104016	RAP2B								
MONOMAC1_4_778_R1_peak_1890	chr1	206470594	206470992	+	97	NA	intron (IKBKE, intron 1 of 19)	NA	550	IKBKE								
MONOMAC1_4_778_R1_peak_2709	chr10	63439060	63441207	+	97	NA	intron (JMJD1C, intron 1 of 25)	NA	-25096	JMJD1C-AS1								
MONOMAC1_4_778_R1_peak_20720	chr8	56681535	56682055	+	97	NA	Intergenic	NA	-121972	LINC00968								
MONOMAC1_4_778_R1_peak_15776	chr3	188315959	188316530	+	97	NA	intron (LPP, intron 1 of 9)	NA	90839	LPP								
MONOMAC1_4_778_R1_peak_7605	chr16	4474158	4474571	+	97	NA	promoter-TSS (HMOX2)	NA	267	NMRAL1								
MONOMAC1_4_778_R1_peak_1958	chr1	217630652	217631594	+	97	NA	promoter-TSS (GPATCH2)	NA	-56	GPATCH2								
MONOMAC1_4_778_R1_peak_7079	chr15	65132699	65133186	+	97	NA	exon (PDCD7, exon 1 of 4)	NA	894	PDCD7								
MONOMAC1_4_778_R1_peak_10309	chr19	10346723	10347149	+	97	NA	Intergenic	NA	-7267	ICAM3								
MONOMAC1_4_778_R1_peak_6133	chr14	39102754	39103901	+	97	NA	promoter-TSS (SEC23A)	NA	-84	SEC23A								
MONOMAC1_4_778_R1_peak_1203	chr1	116881757	116882300	+	97	NA	Intergenic	NA	-28039	PTGFRN								
MONOMAC1_4_778_R1_peak_4138	chr11	105034639	105035163	+	97	NA	intron (CASP1, intron 1 of 8)	NA	256	CASP1								
MONOMAC1_4_778_R1_peak_18546	chr6	43058872	43060186	+	97	NA	promoter-TSS (KLC4)	NA	-25	MRPL2								
MONOMAC1_4_778_R1_peak_7109	chr15	67506066	67506650	+	97	NA	intron (IQCH-AS1, intron 2 of 5)	NA	-14826	C15orf61								
MONOMAC1_4_778_R1_peak_9331	chr17	75845545	75845990	+	97	NA	TTS (WBP2)	NA	-3341	UNC13D								
MONOMAC1_4_778_R1_peak_9566	chr18	9868869	9869921	+	97	NA	Intergenic	NA	-16560	TXNDC2								
MONOMAC1_4_778_R1_peak_17994	chr6	7144195	7147606	+	97	NA	intron (RREB1, intron 1 of 12)	NA	6765	RREB1								
MONOMAC1_4_778_R1_peak_11678	chr2	46940697	46940991	+	97	NA	promoter-TSS (TTC7A)	NA	-440	TTC7A								
MONOMAC1_4_778_R1_peak_17656	chr5	151213468	151214266	+	97	NA	intron (CCDC69, intron 1 of 8)	NA	10226	CCDC69								
MONOMAC1_4_778_R1_peak_6552	chr14	100340737	100341465	+	97	NA	intron (WARS, intron 9 of 10)	NA	17759	SLC25A47								
MONOMAC1_4_778_R1_peak_8636	chr17	31579612	31580335	+	97	NA	Intergenic	NA	4534	MIR365B								
MONOMAC1_4_778_R1_peak_17569	chr5	142800363	142801124	+	97	NA	intron (ARHGAP26, intron 1 of 20)	NA	29725	ARHGAP26								
MONOMAC1_4_778_R1_peak_3511	chr11	47214954	47216159	+	97	NA	intron (DDB2, intron 2 of 10)	NA	1091	DDB2								
MONOMAC1_4_778_R1_peak_19290	chr7	1461167	1461673	+	97	NA	Intergenic	NA	-1918	MICALL2								
MONOMAC1_4_778_R1_peak_5921	chr13	110159612	110160370	+	97	NA	intron (COL4A1, intron 49 of 51)	NA	-22040	LOC101927712								
MONOMAC1_4_778_R1_peak_19796	chr7	75842500	75842944	+	97	NA	Intergenic	NA	-29007	CCL24								
MONOMAC1_4_778_R1_peak_21235	chr8	141205709	141207185	+	97	NA	TTS (SLC45A4)	NA	50553	DENND3								
MONOMAC1_4_778_R1_peak_8934	chr17	48100952	48101440	+	97	NA	promoter-TSS (CBX1)	NA	325	CBX1								
MONOMAC1_4_778_R1_peak_9047	chr17	58517271	58517750	+	97	NA	promoter-TSS (MTMR4)	NA	-2886	MTMR4								
MONOMAC1_4_778_R1_peak_7891	chr16	30762241	30762809	+	97	NA	promoter-TSS (C16orf93)	NA	-248	C16orf93								
MONOMAC1_4_778_R1_peak_20098	chr7	128405233	128405862	+	97	NA	intron (IMPDH1, intron 1 of 14)	NA	318	IMPDH1								
MONOMAC1_4_778_R1_peak_22691	chrX	71283063	71283447	+	96	NA	promoter-TSS (NONO)	NA	63	NONO								
MONOMAC1_4_778_R1_peak_8408	chr17	7306410	7307257	+	96	NA	promoter-TSS (EIF5A)	NA	-1165	EIF5A								
MONOMAC1_4_778_R1_peak_16848	chr5	32540973	32541485	+	96	NA	Intergenic	NA	-44270	SUB1								
MONOMAC1_4_778_R1_peak_13132	chr20	10435326	10435817	+	96	NA	intron (SLX4IP, intron 1 of 7)	NA	-1332	MKKS								
MONOMAC1_4_778_R1_peak_8437	chr17	8173570	8173912	+	96	NA	promoter-TSS (SNORD118)	NA	-153	SNORD118								
MONOMAC1_4_778_R1_peak_3355	chr11	14544891	14545663	+	96	NA	intron (PSMA1, intron 2 of 10)	NA	-24832	PSMA1								
MONOMAC1_4_778_R1_peak_3006	chr10	97291874	97292618	+	96	NA	intron (ARHGAP19-SLIT1, intron 1 of 14)	NA	427	ARHGAP19-SLIT1								
MONOMAC1_4_778_R1_peak_11245	chr19	57477223	57477551	+	96	NA	exon (ZNF772, exon 1 of 5)	NA	183	ZNF772								
MONOMAC1_4_778_R1_peak_13388	chr20	37989571	37990595	+	96	NA	intron (TTI1, intron 8 of 8)	NA	43385	TTI1								
MONOMAC1_4_778_R1_peak_22404	chrX	13647944	13648404	+	96	NA	Intergenic	NA	-5014	TCEANC								
MONOMAC1_4_778_R1_peak_21037	chr8	116875064	116875463	+	96	NA	promoter-TSS (MIR3610)	NA	-397	RAD21								
MONOMAC1_4_778_R1_peak_16013	chr4	7651651	7653349	+	96	NA	intron (SORCS2, intron 4 of 26)	NA	-101590	AFAP1-AS1								
MONOMAC1_4_778_R1_peak_19967	chr7	100867276	100868091	+	96	NA	promoter-TSS (MIR6875)	NA	355	TRIP6								
MONOMAC1_4_778_R1_peak_11184	chr19	54747954	54748478	+	96	NA	intron (KIR2DL3, intron 5 of 7)	NA	9707	KIR2DL3								
MONOMAC1_4_778_R1_peak_5029	chr12	74537827	74538414	+	96	NA	exon (ATXN7L3B, exon 1 of 1)	NA	349	ATXN7L3B								
MONOMAC1_4_778_R1_peak_3812	chr11	65927628	65928174	+	96	NA	Intergenic	NA	8644	DRAP1								
MONOMAC1_4_778_R1_peak_9363	chr17	77140917	77141437	+	96	NA	intron (SEC14L1, intron 1 of 16)	NA	51708	MIR6516								
MONOMAC1_4_778_R1_peak_22564	chrX	48021149	48021640	+	96	NA	Intergenic	NA	15461	SPACA5								
MONOMAC1_4_778_R1_peak_12049	chr2	96144686	96145088	+	96	NA	intron (DUSP2, intron 1 of 3)	NA	553	DUSP2								
MONOMAC1_4_778_R1_peak_21005	chr8	109539038	109539516	+	96	NA	promoter-TSS (EBAG9)	NA	-423	EBAG9								
MONOMAC1_4_778_R1_peak_22700	chrX	72276462	72277175	+	96	NA	intron (RPS4X, intron 1 of 6)	NA	473	RPS4X								
MONOMAC1_4_778_R1_peak_15604	chr3	171977042	171978751	+	96	NA	Intergenic	NA	-62658	FNDC3B								
MONOMAC1_4_778_R1_peak_9486	chr17	82520224	82520645	+	96	NA	intron (FOXK2, intron 1 of 7)	NA	438	FOXK2								
MONOMAC1_4_778_R1_peak_8767	chr17	40053817	40054727	+	96	NA	intron (MED24, intron 1 of 25)	NA	145	MED24								
MONOMAC1_4_778_R1_peak_4051	chr11	78560175	78562265	+	96	NA	intron (NARS2, intron 4 of 13)	NA	13644	NARS2								
MONOMAC1_4_778_R1_peak_22628	chrX	55704276	55705186	+	96	NA	Intergenic	NA	-12946	RRAGB								
MONOMAC1_4_778_R1_peak_8442	chr17	8221692	8222122	+	96	NA	promoter-TSS (TRNAW4)	NA	359	TRNAG18								
MONOMAC1_4_778_R1_peak_6387	chr14	75566813	75567124	+	96	NA	Intergenic	NA	12185	LOC102724153								
MONOMAC1_4_778_R1_peak_13821	chr21	36965902	36966450	+	96	NA	intron (HLCS, intron 1 of 10)	NA	480	HLCS								
MONOMAC1_4_778_R1_peak_12820	chr2	227819011	227819668	+	96	NA	Intergenic	NA	5497	CCL20								
MONOMAC1_4_778_R1_peak_17855	chr5	178860101	178860545	+	96	NA	intron (ZNF354B, intron 1 of 4)	NA	370	ZNF354B								
MONOMAC1_4_778_R1_peak_22706	chrX	74614857	74615335	+	96	NA	promoter-TSS (RLIM)	NA	-470	RLIM								
MONOMAC1_4_778_R1_peak_8357	chr17	3636429	3636772	+	96	NA	promoter-TSS (SHPK)	NA	132	CTNS								
MONOMAC1_4_778_R1_peak_12584	chr2	196799038	196799674	+	96	NA	intron (GTF3C3, intron 1 of 8)	NA	10920	C2orf66								
MONOMAC1_4_778_R1_peak_8376	chr17	4902087	4902507	+	96	NA	exon (CHRNE, exon 4 of 12)	NA	777	CHRNE								
MONOMAC1_4_778_R1_peak_11172	chr19	54374002	54374476	+	96	NA	Intergenic	NA	-3686	LAIR1								
MONOMAC1_4_778_R1_peak_18562	chr6	43687303	43687800	+	96	NA	intron (MRPS18A, intron 1 of 5)	NA	261	MRPS18A								
MONOMAC1_4_778_R1_peak_5154	chr12	108633983	108634528	+	96	NA	promoter-TSS (SELPLG)	NA	-296	SELPLG								
MONOMAC1_4_778_R1_peak_16094	chr4	26218411	26219071	+	96	NA	intron (RBPJ, intron 1 of 11)	NA	-100969	RBPJ								
MONOMAC1_4_778_R1_peak_15329	chr3	129225231	129225867	+	96	NA	Intergenic	NA	-24061	COPG1								
MONOMAC1_4_778_R1_peak_10510	chr19	17246175	17246846	+	96	NA	Intergenic	NA	-1168	NR2F6								
MONOMAC1_4_778_R1_peak_9945	chr19	522934	523721	+	96	NA	Intergenic	NA	-8406	CDC34								
MONOMAC1_4_778_R1_peak_8919	chr17	47530413	47530916	+	96	NA	promoter-TSS (NPEPPS)	NA	-414	NPEPPS								
MONOMAC1_4_778_R1_peak_10150	chr19	4812379	4813285	+	96	NA	Intergenic	NA	18910	TICAM1								
MONOMAC1_4_778_R1_peak_22795	chrX	119574547	119575150	+	96	NA	intron (UBE2A, intron 1 of 5)	NA	381	UBE2A								
MONOMAC1_4_778_R1_peak_22627	chrX	55641208	55642071	+	96	NA	Intergenic	NA	15375	XAGE-4								
MONOMAC1_4_778_R1_peak_16365	chr4	83240764	83241665	+	96	NA	Intergenic	NA	43589	COQ2								
MONOMAC1_4_778_R1_peak_15802	chr3	190443622	190444154	+	96	NA	intron (TMEM207, intron 2 of 4)	NA	5988	TMEM207								
MONOMAC1_4_778_R1_peak_1833	chr1	201489484	201489864	+	96	NA	intron (CSRP1, intron 3 of 5)	NA	17585	CSRP1								
MONOMAC1_4_778_R1_peak_17032	chr5	65844753	65845409	+	96	NA	Intergenic	NA	-81473	ERBB2IP								
MONOMAC1_4_778_R1_peak_15745	chr3	185938233	185938653	+	96	NA	promoter-TSS (TRA2B)	NA	-415	TRA2B								
MONOMAC1_4_778_R1_peak_4683	chr12	39068032	39068545	+	96	NA	Intergenic	NA	-162153	CPNE8								
MONOMAC1_4_778_R1_peak_4616	chr12	27013787	27014414	+	96	NA	exon (TM7SF3, exon 1 of 12)	NA	306	TM7SF3								
MONOMAC1_4_778_R1_peak_179	chr1	15603651	15604025	+	96	NA	Intergenic	NA	-13620	DDI2								
MONOMAC1_4_778_R1_peak_18845	chr6	108464364	108466167	+	96	NA	intron (LACE1, intron 8 of 12)	NA	145541	LACE1								
