PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_13435	chr18	56468642	56468918	+	63	NA	Intergenic	NA	169812	TXNL1								
MONOMAC1_3_777_R1_peak_21682	chr4	2416971	2417263	+	63	NA	intron (ZFYVE28, intron 1 of 6)	NA	-1857	RP11-503N18.1								
MONOMAC1_3_777_R1_peak_14351	chr19	16070160	16070937	+	63	NA	intron (TPM4, intron 1 of 8)	NA	-5777	TPM4								
MONOMAC1_3_777_R1_peak_21009	chr3	151384399	151384831	+	63	NA	intron (MED12L, intron 34 of 43)	NA	-43760	P2RY12								
MONOMAC1_3_777_R1_peak_6059	chr12	7108589	7109320	+	63	NA	intron (C1RL-AS1, intron 2 of 11)	NA	319	C1RL								
MONOMAC1_3_777_R1_peak_16899	chr2	163682667	163683923	+	63	NA	intron (FIGN, intron 1 of 1)	NA	52708	FIGN								
MONOMAC1_3_777_R1_peak_15552	chr2	26009555	26010108	+	63	NA	Intergenic	NA	23302	LOC102723485								
MONOMAC1_3_777_R1_peak_1290	chr1	89683038	89683683	+	63	NA	intron (LRRC8C, intron 1 of 2)	NA	15066	LRRC8C								
MONOMAC1_3_777_R1_peak_21346	chr3	184176203	184176649	+	63	NA	intron (AP2M1, intron 1 of 10)	NA	1580	AP2M1								
MONOMAC1_3_777_R1_peak_6485	chr12	47904208	47904881	+	63	NA	intron (VDR, intron 1 of 10)	NA	485	VDR								
MONOMAC1_3_777_R1_peak_5552	chr11	94558701	94559353	+	63	NA	Intergenic	NA	-8281	PIWIL4								
MONOMAC1_3_777_R1_peak_9275	chr15	40306589	40307760	+	63	NA	intron (PLCB2, intron 1 of 31)	NA	774	PLCB2								
MONOMAC1_3_777_R1_peak_21502	chr3	194255774	194256723	+	63	NA	intron (RP11-513G11.3, intron 3 of 3)	NA	8600	RP11-513G11.3								
MONOMAC1_3_777_R1_peak_8029	chr13	97223848	97224435	+	63	NA	intron (MBNL2, intron 1 of 7)	NA	1845	MBNL2								
MONOMAC1_3_777_R1_peak_3610	chr10	63068495	63068874	+	63	NA	Intergenic	NA	-64563	NRBF2								
MONOMAC1_3_777_R1_peak_7512	chr13	25901984	25902391	+	63	NA	intron (ATP8A2, intron 33 of 36)	NA	148873	SHISA2								
MONOMAC1_3_777_R1_peak_29758	chr9	110151136	110151808	+	63	NA	intron (AKAP2, intron 2 of 3)	NA	-47051	TRNAR6								
MONOMAC1_3_777_R1_peak_3781	chr10	72164869	72165483	+	63	NA	intron (ASCC1, intron 5 of 9)	NA	-50824	ANAPC16								
MONOMAC1_3_777_R1_peak_637	chr1	32980964	32981276	+	63	NA	Intergenic	NA	-16255	RNF19B								
MONOMAC1_3_777_R1_peak_21540	chr3	195906669	195906957	+	63	NA	intron (TNK2, intron 1 of 14)	NA	-14065	TNK2								
MONOMAC1_3_777_R1_peak_3431	chr10	32962256	32962899	+	63	NA	Intergenic	NA	-4212	ITGB1								
MONOMAC1_3_777_R1_peak_2695	chr1	225882595	225883037	+	63	NA	promoter-TSS (TMEM63A)	NA	-442	TMEM63A								
MONOMAC1_3_777_R1_peak_27581	chr8	1755761	1756276	+	63	NA	exon (CLN8, exon 1 of 3)	NA	7316	LOC101927752								
MONOMAC1_3_777_R1_peak_3615	chr10	63173392	63173875	+	63	NA	intron (JMJD1C, intron 22 of 23)	NA	-11113	LOC102724807								
MONOMAC1_3_777_R1_peak_20263	chr3	50234427	50235035	+	63	NA	intron (GNAI2, intron 1 of 8)	NA	-1426	GNAI2								
MONOMAC1_3_777_R1_peak_14338	chr19	15333523	15334149	+	63	NA	Intergenic	NA	30421	LOC101928874								
MONOMAC1_3_777_R1_peak_1630	chr1	145918168	145919042	+	63	NA	promoter-TSS (PEX11B)	NA	319	PEX11B								
MONOMAC1_3_777_R1_peak_29811	chr9	113221628	113222160	+	63	NA	promoter-TSS (FKBP15)	NA	366	SLC31A1								
MONOMAC1_3_777_R1_peak_28129	chr8	57462709	57463388	+	63	NA	Intergenic	NA	119261	RP11-756K15.2								
MONOMAC1_3_777_R1_peak_23885	chr5	149463629	149464050	+	63	NA	Intergenic	NA	33178	MIR145								
MONOMAC1_3_777_R1_peak_28701	chr8	127759121	127759831	+	63	NA	Intergenic	NA	23407	MYC								
MONOMAC1_3_777_R1_peak_10857	chr16	30572238	30572578	+	63	NA	promoter-TSS (ZNF688)	NA	-1	ZNF688								
MONOMAC1_3_777_R1_peak_5206	chr11	67117719	67118045	+	63	NA	Intergenic	NA	61030	RHOD								
MONOMAC1_3_777_R1_peak_26605	chr7	41459503	41460089	+	63	NA	Intergenic	NA	-234120	INHBA-AS1								
MONOMAC1_3_777_R1_peak_13051	chr18	2856129	2857378	+	63	NA	intron (EMILIN2, intron 2 of 7)	NA	9723	EMILIN2								
MONOMAC1_3_777_R1_peak_29485	chr9	88923899	88924752	+	63	NA	Intergenic	NA	-66538	C9orf47								
MONOMAC1_3_777_R1_peak_15934	chr2	47402615	47402933	+	62	NA	promoter-TSS (MSH2)	NA	-293	MSH2								
MONOMAC1_3_777_R1_peak_3604	chr10	62708270	62708681	+	62	NA	Intergenic	NA	-96281	ADO								
MONOMAC1_3_777_R1_peak_9871	chr15	74471320	74471594	+	62	NA	intron (UBL7-AS1, intron 2 of 3)	NA	10192	UBL7-AS1								
MONOMAC1_3_777_R1_peak_1530	chr1	113946850	113947329	+	62	NA	intron (HIPK1, intron 2 of 15)	NA	-17831	RP5-1073O3.7								
MONOMAC1_3_777_R1_peak_25804	chr6	135425507	135426241	+	62	NA	intron (AHI1, intron 17 of 24)	NA	71891	AHI1								
MONOMAC1_3_777_R1_peak_29079	chr9	7150483	7151023	+	62	NA	intron (KDM4C, intron 19 of 20)	NA	195331	LOC102723994								
MONOMAC1_3_777_R1_peak_1243	chr1	86789050	86789460	+	62	NA	Intergenic	NA	84685	SH3GLB1								
MONOMAC1_3_777_R1_peak_28665	chr8	124790609	124791070	+	62	NA	Intergenic	NA	-31151	MIR4662A								
MONOMAC1_3_777_R1_peak_20598	chr3	107651150	107652147	+	62	NA	intron (BBX, intron 1 of 14)	NA	46511	LOC102723369								
MONOMAC1_3_777_R1_peak_16486	chr2	101911909	101912298	+	62	NA	Intergenic	NA	-71362	LINC01127								
MONOMAC1_3_777_R1_peak_21644	chr4	1137270	1138022	+	62	NA	Intergenic	NA	-14482	TMED11P								
MONOMAC1_3_777_R1_peak_24616	chr6	17884581	17885243	+	62	NA	intron (KIF13A, intron 3 of 39)	NA	102711	KIF13A								
MONOMAC1_3_777_R1_peak_2536	chr1	210373359	210373754	+	62	NA	intron (HHAT, intron 3 of 9)	NA	44650	HHAT								
MONOMAC1_3_777_R1_peak_29828	chr9	114363934	114364208	+	62	NA	intron (AKNA, intron 7 of 20)	NA	23911	AKNA								
MONOMAC1_3_777_R1_peak_22375	chr4	107066963	107067376	+	62	NA	Intergenic	NA	-30873	DKK2								
MONOMAC1_3_777_R1_peak_1144	chr1	77218952	77219480	+	62	NA	intron (PIGK, intron 1 of 10)	NA	231	PIGK								
MONOMAC1_3_777_R1_peak_15735	chr2	34915421	34915717	+	62	NA	Intergenic	NA	-555884	MIR548AD								
MONOMAC1_3_777_R1_peak_15091	chr19	49716637	49717018	+	62	NA	Intergenic	NA	25719	CPT1C								
MONOMAC1_3_777_R1_peak_29995	chr9	125903134	125903462	+	62	NA	intron (PBX3, intron 2 of 6)	NA	155926	PBX3								
MONOMAC1_3_777_R1_peak_511	chr1	27943644	27943918	+	62	NA	intron (SMPDL3B, intron 1 of 6)	NA	8788	SMPDL3B								
MONOMAC1_3_777_R1_peak_586	chr1	30717618	30718025	+	62	NA	promoter-TSS (MATN1-AS1)	NA	-951	MATN1-AS1								
MONOMAC1_3_777_R1_peak_27525	chr7	152459414	152459952	+	62	NA	Intergenic	NA	-4441	LINC01003								
MONOMAC1_3_777_R1_peak_13375	chr18	48992409	48992900	+	62	NA	Intergenic	NA	-41943	SMAD7								
MONOMAC1_3_777_R1_peak_16296	chr2	84938854	84939300	+	62	NA	Intergenic	NA	-32031	KCMF1								
MONOMAC1_3_777_R1_peak_3768	chr10	71750704	71751134	+	62	NA	exon (C10orf54, exon 7 of 7)	NA	22661	C10orf54								
MONOMAC1_3_777_R1_peak_11324	chr16	81746065	81746400	+	62	NA	Intergenic	NA	7158	RP11-960L18.1								
MONOMAC1_3_777_R1_peak_22236	chr4	86934118	86934763	+	62	NA	promoter-TSS (AFF1)	NA	-166	AFF1								
MONOMAC1_3_777_R1_peak_8638	chr14	65054340	65054813	+	62	NA	exon (CHURC1-FNTB, exon 13 of 14)	NA	9888	MIR4706								
MONOMAC1_3_777_R1_peak_13175	chr18	12836296	12836760	+	62	NA	intron (PTPN2, intron 3 of 11)	NA	4385	PTPN2								
MONOMAC1_3_777_R1_peak_26643	chr7	44082839	44083344	+	62	NA	promoter-TSS (POLM)	NA	-551	POLM								
MONOMAC1_3_777_R1_peak_4804	chr11	47258232	47258549	+	62	NA	intron (NR1H3, intron 2 of 10)	NA	473	NR1H3								
MONOMAC1_3_777_R1_peak_28728	chr8	129655496	129656240	+	62	NA	Intergenic	NA	131020	GSDMC								
MONOMAC1_3_777_R1_peak_16912	chr2	165898029	165898413	+	62	NA	intron (TTC21B, intron 22 of 22)	NA	-26280	LOC100506124								
MONOMAC1_3_777_R1_peak_14150	chr19	10404881	10405163	+	62	NA	Intergenic	NA	-1427	CDC37								
MONOMAC1_3_777_R1_peak_26862	chr7	75914626	75914919	+	62	NA	promoter-TSS (MIR4651)	NA	-330	POR								
MONOMAC1_3_777_R1_peak_10742	chr16	28490853	28491247	+	62	NA	intron (CLN3, intron 1 of 12)	NA	1252	CLN3								
MONOMAC1_3_777_R1_peak_27885	chr8	30722466	30722800	+	62	NA	intron (GSR, intron 1 of 11)	NA	5336	GSR								
MONOMAC1_3_777_R1_peak_29871	chr9	120893180	120893658	+	62	NA	intron (PHF19, intron 1 of 14)	NA	-14783	PHF19								
MONOMAC1_3_777_R1_peak_12986	chr17	82051893	82052701	+	62	NA	promoter-TSS (RFNG)	NA	400	GPS1								
MONOMAC1_3_777_R1_peak_5321	chr11	72040777	72041987	+	62	NA	promoter-TSS (NUMA1)	NA	-303	NUMA1								
MONOMAC1_3_777_R1_peak_6288	chr12	22729400	22729941	+	62	NA	Intergenic	NA	104528	ETNK1								
MONOMAC1_3_777_R1_peak_19777	chr3	12193109	12193420	+	62	NA	Intergenic	NA	-33913	TIMP4								
MONOMAC1_3_777_R1_peak_16579	chr2	113862669	113863244	+	62	NA	intron (AC104653.1, intron 1 of 4)	NA	-27642	ACTR3								
MONOMAC1_3_777_R1_peak_10600	chr16	15949833	15950122	+	62	NA	intron (ABCC1, intron 1 of 29)	NA	259	ABCC1								
MONOMAC1_3_777_R1_peak_3594	chr10	62268693	62269102	+	62	NA	promoter-TSS (RTKN2)	NA	-34	RTKN2								
MONOMAC1_3_777_R1_peak_8576	chr14	58747587	58748062	+	62	NA	promoter-TSS (LOC102723725)	NA	-927	LOC102723725								
MONOMAC1_3_777_R1_peak_290	chr1	20153033	20154052	+	62	NA	Intergenic	NA	14189	PLA2G2F								
MONOMAC1_3_777_R1_peak_22934	chr5	36883315	36883788	+	62	NA	intron (NIPBL, intron 1 of 45)	NA	6781	NIPBL								
MONOMAC1_3_777_R1_peak_5803	chr11	120211205	120211794	+	62	NA	exon (OAF, exon 1 of 4)	NA	-7649	OAF								
MONOMAC1_3_777_R1_peak_2067	chr1	166839763	166840182	+	62	NA	intron (POGK, intron 1 of 5)	NA	528	POGK								
MONOMAC1_3_777_R1_peak_2701	chr1	226025830	226026241	+	62	NA	Intergenic	NA	-26637	SDE2								
MONOMAC1_3_777_R1_peak_8047	chr13	99252067	99252649	+	62	NA	intron (UBAC2, intron 4 of 8)	NA	6070	GPR18								
MONOMAC1_3_777_R1_peak_20185	chr3	48188732	48189030	+	62	NA	promoter-TSS (CDC25A)	NA	-570	CDC25A								
MONOMAC1_3_777_R1_peak_18309	chr20	48724164	48724578	+	62	NA	intron (PREX1, intron 5 of 39)	NA	-67776	PREX1								
MONOMAC1_3_777_R1_peak_28322	chr8	86509860	86510457	+	62	NA	intron (RMDN1, intron 1 of 9)	NA	-1472	RMDN1								
MONOMAC1_3_777_R1_peak_2252	chr1	182795857	182796245	+	62	NA	intron (NPL, intron 3 of 12)	NA	6602	NPL								
MONOMAC1_3_777_R1_peak_21746	chr4	6886019	6886293	+	62	NA	Intergenic	NA	-23612	TBC1D14								
MONOMAC1_3_777_R1_peak_12053	chr17	39166311	39166638	+	62	NA	promoter-TSS (ARL5C)	NA	-313	ARL5C								
MONOMAC1_3_777_R1_peak_3494	chr10	44963816	44964230	+	62	NA	intron (RASSF4, intron 1 of 10)	NA	4252	RASSF4								
MONOMAC1_3_777_R1_peak_11927	chr17	31372805	31373172	+	62	NA	intron (NF1, intron 58 of 58)	NA	-18636	RAB11FIP4								
MONOMAC1_3_777_R1_peak_17100	chr2	195343203	195343725	+	62	NA	Intergenic	NA	-313847	SLC39A10								
MONOMAC1_3_777_R1_peak_28310	chr8	85177609	85177944	+	62	NA	promoter-TSS (LOC102723322)	NA	-735	LOC102723322								
MONOMAC1_3_777_R1_peak_29562	chr9	93950923	93951860	+	62	NA	TTS (BARX1)	NA	3935	BARX1								
MONOMAC1_3_777_R1_peak_14679	chr19	38373906	38374411	+	62	NA	promoter-TSS (PSMD8)	NA	-392	PSMD8								
MONOMAC1_3_777_R1_peak_19118	chr22	25405583	25405940	+	62	NA	intron (LOC102724336, intron 1 of 3)	NA	634	LOC102724336								
MONOMAC1_3_777_R1_peak_7606	chr13	31944790	31945280	+	62	NA	intron (EEF1DP3, intron 1 of 3)	NA	-86265	FRY								
MONOMAC1_3_777_R1_peak_2071	chr1	167017338	167017670	+	62	NA	intron (MAEL, intron 10 of 12)	NA	32281	MAEL								
MONOMAC1_3_777_R1_peak_2874	chr1	234941403	234942283	+	62	NA	Intergenic	NA	127975	LOC731656								
MONOMAC1_3_777_R1_peak_8026	chr13	96053577	96053919	+	62	NA	promoter-TSS (UGGT2)	NA	-266	UGGT2								
MONOMAC1_3_777_R1_peak_14828	chr19	42282013	42282577	+	62	NA	Intergenic	NA	-2287	CIC								
MONOMAC1_3_777_R1_peak_22145	chr4	76855270	76855841	+	62	NA	Intergenic	NA	42294	SOWAHB								
MONOMAC1_3_777_R1_peak_24445	chr6	11349745	11350293	+	62	NA	intron (NEDD9, intron 1 of 7)	NA	32329	NEDD9								
MONOMAC1_3_777_R1_peak_4663	chr11	32032968	32033242	+	62	NA	Intergenic	NA	8213	LOC100506675								
MONOMAC1_3_777_R1_peak_25532	chr6	106547326	106547677	+	62	NA	intron (AIM1, intron 11 of 19)	NA	35646	AIM1								
MONOMAC1_3_777_R1_peak_6573	chr12	51329485	51329873	+	62	NA	intron (CELA1, intron 7 of 7)	NA	-5525	BIN2								
MONOMAC1_3_777_R1_peak_7557	chr13	28257983	28259126	+	62	NA	intron (PAN3, intron 7 of 13)	NA	26053	RNU6-82P								
MONOMAC1_3_777_R1_peak_5367	chr11	73212140	73212560	+	62	NA	Intergenic	NA	-5948	P2RY2								
MONOMAC1_3_777_R1_peak_1369	chr1	97138481	97138803	+	62	NA	intron (DPYD, intron 19 of 21)	NA	42719	DPYD-AS1								
MONOMAC1_3_777_R1_peak_30035	chr9	127862514	127862811	+	62	NA	Intergenic	NA	6783	MIR4672								
MONOMAC1_3_777_R1_peak_8168	chr13	113758820	113759129	+	62	NA	promoter-TSS (TMEM255B)	NA	-269	TMEM255B								
MONOMAC1_3_777_R1_peak_28144	chr8	58609830	58610433	+	62	NA	intron (NSMAF, intron 9 of 30)	NA	49276	NSMAF								
MONOMAC1_3_777_R1_peak_19711	chr3	9746743	9747309	+	62	NA	intron (BRPF1, intron 13 of 13)	NA	-2918	OGG1								
MONOMAC1_3_777_R1_peak_2965	chr1	243247261	243247723	+	62	NA	intron (CEP170, intron 1 of 18)	NA	-7942	SDCCAG8								
MONOMAC1_3_777_R1_peak_18170	chr20	36862838	36863501	+	62	NA	exon (SOGA1, exon 1 of 15)	NA	515	SOGA1								
MONOMAC1_3_777_R1_peak_8300	chr14	22919603	22919993	+	62	NA	promoter-TSS (RBM23)	NA	-611	RBM23								
MONOMAC1_3_777_R1_peak_23948	chr5	151255437	151255869	+	62	NA	intron (GM2A, intron 1 of 3)	NA	2601	GM2A								
MONOMAC1_3_777_R1_peak_10814	chr16	30092984	30093401	+	62	NA	intron (YPEL3, intron 4 of 4)	NA	-1308	TBX6								
MONOMAC1_3_777_R1_peak_7902	chr13	69390503	69390847	+	62	NA	Intergenic	NA	-505350	LINC00550								
MONOMAC1_3_777_R1_peak_22123	chr4	75512050	75512794	+	62	NA	intron (RCHY1, intron 1 of 7)	NA	2008	RCHY1								
MONOMAC1_3_777_R1_peak_24631	chr6	20564570	20565044	+	62	NA	intron (CDKAL1, intron 4 of 15)	NA	30118	CDKAL1								
MONOMAC1_3_777_R1_peak_15968	chr2	53778421	53778799	+	62	NA	intron (GPR75-ASB3, intron 1 of 9)	NA	-8321	ERLEC1								
MONOMAC1_3_777_R1_peak_8145	chr13	110869670	110870318	+	62	NA	exon (LINC00346, exon 1 of 1)	NA	314	LINC00346								
MONOMAC1_3_777_R1_peak_30320	chr9	136093081	136093482	+	62	NA	intron (NACC2, intron 1 of 5)	NA	2004	NACC2								
MONOMAC1_3_777_R1_peak_19094	chr22	24206134	24207013	+	62	NA	Intergenic	NA	25097	SUSD2								
MONOMAC1_3_777_R1_peak_26982	chr7	92727405	92728872	+	62	NA	intron (CDK6, intron 3 of 7)	NA	-26324	RNU6-10P								
MONOMAC1_3_777_R1_peak_17378	chr2	223699918	223700271	+	62	NA	Intergenic	NA	-97595	SCG2								
MONOMAC1_3_777_R1_peak_10672	chr16	21650858	21651218	+	62	NA	intron (IGSF6, intron 1 of 5)	NA	1628	IGSF6								
MONOMAC1_3_777_R1_peak_25056	chr6	36291551	36292020	+	62	NA	intron (PNPLA1, intron 2 of 7)	NA	45100	C6orf222								
MONOMAC1_3_777_R1_peak_26515	chr7	32586264	32586864	+	62	NA	exon (AVL9, exon 16 of 16)	NA	91000	AVL9								
MONOMAC1_3_777_R1_peak_25155	chr6	43021226	43021527	+	62	NA	promoter-TSS (RRP36)	NA	-271	RRP36								
MONOMAC1_3_777_R1_peak_24282	chr6	692480	693079	+	62	NA	intron (EXOC2, intron 1 of 29)	NA	362	EXOC2								
MONOMAC1_3_777_R1_peak_27602	chr8	6335673	6336012	+	62	NA	Intergenic	NA	70706	LOC100287015								
MONOMAC1_3_777_R1_peak_2921	chr1	235892687	235893249	+	62	NA	Intergenic	NA	-26041	LYST								
MONOMAC1_3_777_R1_peak_16595	chr2	118940236	118940590	+	62	NA	Intergenic	NA	-1756	MARCO								
MONOMAC1_3_777_R1_peak_7484	chr13	21580175	21580753	+	62	NA	intron (MICU2, intron 1 of 10)	NA	23744	MICU2								
MONOMAC1_3_777_R1_peak_2064	chr1	166489895	166490181	+	62	NA	Intergenic	NA	-113878	FMO9P								
MONOMAC1_3_777_R1_peak_20634	chr3	113625862	113626304	+	62	NA	intron (SIDT1, intron 23 of 23)	NA	31165	MIR4446								
MONOMAC1_3_777_R1_peak_116	chr1	8525195	8525922	+	62	NA	intron (RERE, intron 6 of 21)	NA	100764	LOC102724552								
MONOMAC1_3_777_R1_peak_5704	chr11	115709708	115710058	+	62	NA	Intergenic	NA	24879	LOC101928985								
MONOMAC1_3_777_R1_peak_29136	chr9	21984327	21984923	+	62	NA	intron (CDKN2A, intron 1 of 2)	NA	-10166	CDKN2B-AS1								
MONOMAC1_3_777_R1_peak_29046	chr9	4939397	4939720	+	62	NA	Intergenic	NA	-46010	JAK2								
MONOMAC1_3_777_R1_peak_14852	chr19	43670359	43670894	+	62	NA	promoter-TSS (PLAUR)	NA	-2325	PLAUR								
MONOMAC1_3_777_R1_peak_22797	chr5	6887203	6887541	+	62	NA	Intergenic	NA	-36508	LOC102724959								
MONOMAC1_3_777_R1_peak_23294	chr5	80186971	80187556	+	62	NA	intron (SERINC5, intron 2 of 12)	NA	68816	SERINC5								
MONOMAC1_3_777_R1_peak_27698	chr8	17851064	17851617	+	62	NA	Intergenic	NA	42129	LOC101930275								
MONOMAC1_3_777_R1_peak_18510	chr20	62406591	62407091	+	62	NA	intron (CABLES2, intron 1 of 9)	NA	442	CABLES2								
MONOMAC1_3_777_R1_peak_19787	chr3	12379793	12380420	+	62	NA	intron (PPARG, intron 2 of 6)	NA	10028	PPARG								
MONOMAC1_3_777_R1_peak_18234	chr20	44896907	44897607	+	62	NA	intron (YWHAB, intron 2 of 6)	NA	11658	YWHAB								
MONOMAC1_3_777_R1_peak_4801	chr11	47177706	47178292	+	62	NA	promoter-TSS (ARFGAP2)	NA	-496	ARFGAP2								
MONOMAC1_3_777_R1_peak_13045	chr18	2641242	2642331	+	62	NA	Intergenic	NA	13609	CBX3P2								
MONOMAC1_3_777_R1_peak_364	chr1	23918196	23918744	+	62	NA	intron (CNR2, intron 2 of 2)	NA	-10600	MIR378F								
MONOMAC1_3_777_R1_peak_25721	chr6	127193130	127193922	+	62	NA	TTS (RSPO3)	NA	-73212	RNF146								
MONOMAC1_3_777_R1_peak_26582	chr7	38334877	38335605	+	62	NA	intron (LOC102724797, intron 2 of 2)	NA	4136	LOC102724797								
MONOMAC1_3_777_R1_peak_28518	chr8	108139424	108140060	+	62	NA	Intergenic	NA	-56057	RSPO2								
MONOMAC1_3_777_R1_peak_6456	chr12	45828446	45829073	+	62	NA	intron (ARID2, intron 6 of 20)	NA	99068	ARID2								
MONOMAC1_3_777_R1_peak_15143	chr19	50416056	50416610	+	62	NA	intron (POLD1, intron 22 of 26)	NA	-2605	SPIB								
MONOMAC1_3_777_R1_peak_24762	chr6	27819888	27820522	+	62	NA	Intergenic	NA	-3920	HIST1H4J								
MONOMAC1_3_777_R1_peak_5570	chr11	95089431	95089757	+	62	NA	promoter-TSS (ENDOD1)	NA	-216	ENDOD1								
MONOMAC1_3_777_R1_peak_22437	chr4	118810358	118811001	+	62	NA	intron (SEC24D, intron 6 of 22)	NA	25492	SEC24D								
MONOMAC1_3_777_R1_peak_15578	chr2	26785280	26785670	+	62	NA	promoter-TSS (CENPA)	NA	-539	CENPA								
MONOMAC1_3_777_R1_peak_13191	chr18	13614971	13615442	+	62	NA	intron (LDLRAD4, intron 1 of 2)	NA	4039	MIR4526								
MONOMAC1_3_777_R1_peak_916	chr1	45011449	45011891	+	62	NA	promoter-TSS (UROD)	NA	-315	HECTD3								
MONOMAC1_3_777_R1_peak_3379	chr10	30492650	30493499	+	62	NA	Intergenic	NA	58413	MAP3K8								
MONOMAC1_3_777_R1_peak_5911	chr11	130050038	130050651	+	62	NA	Intergenic	NA	-19477	APLP2								
MONOMAC1_3_777_R1_peak_9283	chr15	40405139	40405493	+	62	NA	promoter-TSS (IVD)	NA	-169	IVD								
MONOMAC1_3_777_R1_peak_3375	chr10	30435265	30435648	+	62	NA	intron (MAP3K8, intron 1 of 7)	NA	795	MAP3K8								
MONOMAC1_3_777_R1_peak_25250	chr6	52318328	52318938	+	62	NA	Intergenic	NA	-33752	MCM3								
MONOMAC1_3_777_R1_peak_18336	chr20	49231047	49231541	+	62	NA	intron (DDX27, intron 1 of 12)	NA	11999	DDX27								
MONOMAC1_3_777_R1_peak_18408	chr20	53660096	53660384	+	62	NA	Intergenic	NA	-77143	ZNF217								
MONOMAC1_3_777_R1_peak_29383	chr9	76585111	76586061	+	62	NA	Intergenic	NA	107245	GCNT1								
MONOMAC1_3_777_R1_peak_12856	chr17	78126938	78127271	+	62	NA	promoter-TSS (TMC6)	NA	-84	TMC6								
MONOMAC1_3_777_R1_peak_9787	chr15	67539158	67539518	+	62	NA	Intergenic	NA	-3345	MAP2K5								
MONOMAC1_3_777_R1_peak_6770	chr12	57752757	57753131	+	62	NA	promoter-TSS (CDK4)	NA	-497	CDK4								
MONOMAC1_3_777_R1_peak_7250	chr12	121039438	121039893	+	62	NA	promoter-TSS (OASL)	NA	-423	OASL								
MONOMAC1_3_777_R1_peak_30337	chr9	136439015	136439808	+	62	NA	TTS (SEC16A)	NA	442	INPP5E								
MONOMAC1_3_777_R1_peak_18793	chr21	35050957	35051364	+	62	NA	Intergenic	NA	-1862	RUNX1								
MONOMAC1_3_777_R1_peak_12948	chr17	81565903	81566850	+	61	NA	intron (NPLOC4, intron 15 of 16)	NA	-13973	C17orf70								
MONOMAC1_3_777_R1_peak_19095	chr22	24207380	24207940	+	61	NA	Intergenic	NA	26184	SUSD2								
MONOMAC1_3_777_R1_peak_13257	chr18	25313874	25315058	+	61	NA	intron (ZNF521, intron 4 of 8)	NA	37704	ZNF521								
MONOMAC1_3_777_R1_peak_18980	chr22	17691218	17691728	+	61	NA	intron (BCL2L13, intron 4 of 4)	NA	52889	BCL2L13								
MONOMAC1_3_777_R1_peak_11648	chr17	7572019	7572419	+	61	NA	promoter-TSS (EIF4A1)	NA	-487	EIF4A1								
MONOMAC1_3_777_R1_peak_10992	chr16	53099307	53099973	+	61	NA	intron (CHD9, intron 1 of 38)	NA	-31393	CHD9								
MONOMAC1_3_777_R1_peak_20400	chr3	57951762	57952158	+	61	NA	Intergenic	NA	-56440	FLNB								
MONOMAC1_3_777_R1_peak_20897	chr3	136713357	136714034	+	61	NA	intron (STAG1, intron 1 of 32)	NA	38694	STAG1								
MONOMAC1_3_777_R1_peak_23188	chr5	72517254	72518013	+	61	NA	Intergenic	NA	-10211	ZNF366								
MONOMAC1_3_777_R1_peak_24990	chr6	34284984	34285815	+	61	NA	TTS (LOC102723521)	NA	7808	LOC102723521								
MONOMAC1_3_777_R1_peak_7340	chr12	123384193	123384491	+	61	NA	intron (SETD8, intron 1 of 7)	NA	185	SETD8								
MONOMAC1_3_777_R1_peak_29818	chr9	113403272	113404959	+	61	NA	Intergenic	NA	-2777	ALAD								
MONOMAC1_3_777_R1_peak_18172	chr20	36951954	36952348	+	61	NA	promoter-TSS (SAMHD1)	NA	-308	SAMHD1								
MONOMAC1_3_777_R1_peak_6833	chr12	66302573	66302860	+	61	NA	exon (HELB, exon 1 of 14)	NA	149	HELB								
MONOMAC1_3_777_R1_peak_29440	chr9	81689068	81689466	+	61	NA	promoter-TSS (TLE1)	NA	-446	RP11-154D17.1								
MONOMAC1_3_777_R1_peak_9472	chr15	50378049	50378465	+	61	NA	Intergenic	NA	17872	MIR4712								
MONOMAC1_3_777_R1_peak_16940	chr2	170927859	170928191	+	61	NA	promoter-TSS (GORASP2)	NA	-501	GORASP2								
MONOMAC1_3_777_R1_peak_3933	chr10	77648008	77648489	+	61	NA	Intergenic	NA	-10440	KCNMA1								
MONOMAC1_3_777_R1_peak_22140	chr4	76060188	76060592	+	61	NA	intron (ART3, intron 1 of 9)	NA	-15491	ART3								
MONOMAC1_3_777_R1_peak_20799	chr3	128725622	128725972	+	61	NA	promoter-TSS (RAB7A)	NA	-339	RAB7A								
MONOMAC1_3_777_R1_peak_13478	chr18	59139949	59140448	+	61	NA	intron (SEC11C, intron 1 of 4)	NA	305	SEC11C								
MONOMAC1_3_777_R1_peak_28022	chr8	42797451	42798034	+	61	NA	Intergenic	NA	-28956	CHRNA6								
MONOMAC1_3_777_R1_peak_12523	chr17	60676823	60677355	+	61	NA	promoter-TSS (BCAS3)	NA	-771	BCAS3								
