PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_743_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_743_R1_peak_8426	chr17	73011079	73011369	+	83	NA	intron (SLC39A11, intron 4 of 6)	NA	81490	SLC39A11								
DFAM71927V3_1_743_R1_peak_835	chr1	52368312	52368637	+	83	NA	Intergenic	NA	-2274	CC2D1B								
DFAM71927V3_1_743_R1_peak_2563	chr10	100286446	100286914	+	83	NA	promoter-TSS (BLOC1S2)	NA	32	BLOC1S2								
DFAM71927V3_1_743_R1_peak_1578	chr1	185316202	185316701	+	83	NA	intron (IVNS1ABP, intron 1 of 15)	NA	888	IVNS1ABP								
DFAM71927V3_1_743_R1_peak_19856	chrY	15882835	15883163	+	83	NA	Intergenic	NA	-1078966	NLGN4Y-AS1								
DFAM71927V3_1_743_R1_peak_15776	chr5	170278286	170278990	+	83	NA	intron (LCP2, intron 3 of 20)	NA	19180	LCP2								
DFAM71927V3_1_743_R1_peak_8503	chr17	75940868	75941272	+	83	NA	promoter-TSS (FBF1)	NA	-32	FBF1								
DFAM71927V3_1_743_R1_peak_3257	chr11	63681894	63682206	+	83	NA	intron (RTN3, intron 1 of 5)	NA	600	RTN3								
DFAM71927V3_1_743_R1_peak_4977	chr13	30355391	30355589	+	83	NA	intron (LINC00426, intron 4 of 4)	NA	2788	LOC102723372								
DFAM71927V3_1_743_R1_peak_10753	chr19	55643395	55643947	+	83	NA	promoter-TSS (ZNF581)	NA	-183	ZNF581								
DFAM71927V3_1_743_R1_peak_4260	chr12	53268030	53268526	+	83	NA	promoter-TSS (ESPL1)	NA	-21	ESPL1								
DFAM71927V3_1_743_R1_peak_13981	chr3	72738755	72739055	+	83	NA	Intergenic	NA	-46776	LOC101927225								
DFAM71927V3_1_743_R1_peak_8535	chr17	76736464	76736988	+	83	NA	promoter-TSS (MFSD11)	NA	-178	MIR636								
DFAM71927V3_1_743_R1_peak_19381	chrX	1471766	1472064	+	83	NA	intron (P2RY8, intron 1 of 1)	NA	-18153	ASMTL								
DFAM71927V3_1_743_R1_peak_14982	chr4	130425050	130425384	+	83	NA	Intergenic	NA	-299625	LOC102724353								
DFAM71927V3_1_743_R1_peak_603	chr1	33349326	33349699	+	83	NA	promoter-TSS (PHC2)	NA	-17085	MIR3605								
DFAM71927V3_1_743_R1_peak_3483	chr11	67648142	67648465	+	83	NA	intron (ACY3, intron 1 of 7)	NA	2356	ACY3								
DFAM71927V3_1_743_R1_peak_15508	chr5	119278186	119278438	+	83	NA	intron (TNFAIP8, intron 1 of 1)	NA	77445	LOC102723444								
DFAM71927V3_1_743_R1_peak_4380	chr12	57549862	57550121	+	83	NA	promoter-TSS (KIF5A)	NA	-73	KIF5A								
DFAM71927V3_1_743_R1_peak_11688	chr2	168246736	168247219	+	83	NA	intron (STK39, intron 1 of 17)	NA	618	STK39								
DFAM71927V3_1_743_R1_peak_2926	chr11	2892083	2892325	+	83	NA	intron (SLC22A18AS, intron 3 of 3)	NA	-6577	CDKN1C								
DFAM71927V3_1_743_R1_peak_11670	chr2	161308347	161308695	+	83	NA	exon (PSMD14, exon 1 of 12)	NA	246	PSMD14								
DFAM71927V3_1_743_R1_peak_11757	chr2	180980350	180980955	+	83	NA	promoter-TSS (UBE2E3)	NA	267	UBE2E3								
DFAM71927V3_1_743_R1_peak_4129	chr12	46268778	46269473	+	83	NA	exon (SLC38A1, exon 1 of 17)	NA	-1138	SLC38A1								
DFAM71927V3_1_743_R1_peak_16808	chr6	125301756	125301987	+	83	NA	promoter-TSS (LOC102723327)	NA	-40	LOC102723327								
DFAM71927V3_1_743_R1_peak_11234	chr2	70123967	70124319	+	83	NA	exon (LOC100133985, exon 2 of 2)	NA	1173	LOC100133985								
DFAM71927V3_1_743_R1_peak_2610	chr10	102421023	102421301	+	83	NA	exon (FBXL15, exon 2 of 5)	NA	1348	FBXL15								
DFAM71927V3_1_743_R1_peak_11090	chr2	43220045	43220298	+	83	NA	Intergenic	NA	6435	ZFP36L2								
DFAM71927V3_1_743_R1_peak_4715	chr12	120959833	120960142	+	83	NA	Intergenic	NA	12305	HNF1A-AS1								
DFAM71927V3_1_743_R1_peak_97	chr1	2585351	2585877	+	83	NA	promoter-TSS (FAM213B)	NA	-1166	FAM213B								
DFAM71927V3_1_743_R1_peak_2040	chr10	11166154	11166424	+	83	NA	intron (CELF2, intron 2 of 10)	NA	1202	CELF2								
DFAM71927V3_1_743_R1_peak_16729	chr6	106510423	106510948	+	83	NA	intron (AIM1, intron 2 of 21)	NA	-8497	LOC101927405								
DFAM71927V3_1_743_R1_peak_16184	chr6	28141702	28142005	+	83	NA	promoter-TSS (ZKSCAN8)	NA	-2422	ZKSCAN8								
DFAM71927V3_1_743_R1_peak_5066	chr13	48493214	48493450	+	83	NA	intron (RCBTB2, intron 11 of 11)	NA	39924	RCBTB2								
DFAM71927V3_1_743_R1_peak_19635	chrX	77786123	77786387	+	83	NA	promoter-TSS (ATRX)	NA	-22	ATRX								
DFAM71927V3_1_743_R1_peak_11895	chr2	218286665	218287438	+	83	NA	intron (TMBIM1, intron 1 of 12)	NA	247	TMBIM1								
DFAM71927V3_1_743_R1_peak_2141	chr10	28532804	28533445	+	83	NA	promoter-TSS (WAC)	NA	-51	WAC								
DFAM71927V3_1_743_R1_peak_5829	chr15	38681267	38681468	+	83	NA	Intergenic	NA	-15231	C15orf53								
DFAM71927V3_1_743_R1_peak_2086	chr10	17228052	17228821	+	83	NA	exon (VIM, exon 1 of 10)	NA	177	VIM								
DFAM71927V3_1_743_R1_peak_3098	chr11	45843121	45843418	+	83	NA	Intergenic	NA	-3849	CRY2								
DFAM71927V3_1_743_R1_peak_14806	chr4	76994208	76994436	+	83	NA	intron (SEPT11, intron 1 of 9)	NA	6508	SEPT11								
DFAM71927V3_1_743_R1_peak_9595	chr19	12736901	12737660	+	83	NA	promoter-TSS (ASNA1)	NA	-212	ASNA1								
DFAM71927V3_1_743_R1_peak_13022	chr22	21652028	21652611	+	83	NA	promoter-TSS (MIR130B)	NA	-662	MIR301B								
DFAM71927V3_1_743_R1_peak_13425	chr22	49657376	49657730	+	83	NA	promoter-TSS (C22orf34)	NA	-11	C22orf34								
DFAM71927V3_1_743_R1_peak_1378	chr1	156106203	156106588	+	83	NA	intron (LMNA, intron 3 of 12)	NA	-19722	LMNA								
DFAM71927V3_1_743_R1_peak_15478	chr5	110726647	110726884	+	83	NA	promoter-TSS (TMEM232)	NA	12157	TMEM232								
DFAM71927V3_1_743_R1_peak_15801	chr5	172770423	172770717	+	83	NA	intron (DUSP1, intron 1 of 3)	NA	630	DUSP1								
DFAM71927V3_1_743_R1_peak_15136	chr4	185203682	185204205	+	83	NA	promoter-TSS (KIAA1430)	NA	85	KIAA1430								
DFAM71927V3_1_743_R1_peak_11692	chr2	168890354	168890658	+	82	NA	promoter-TSS (SPC25)	NA	261	SPC25								
DFAM71927V3_1_743_R1_peak_13180	chr22	36286544	36286744	+	82	NA	TTS (MIR6819)	NA	263	MIR6819								
DFAM71927V3_1_743_R1_peak_14341	chr3	179604496	179604908	+	82	NA	promoter-TSS (MRPL47)	NA	-56	MRPL47								
DFAM71927V3_1_743_R1_peak_16310	chr6	31834478	31835078	+	82	NA	promoter-TSS (C6orf48)	NA	-137	C6orf48								
DFAM71927V3_1_743_R1_peak_10796	chr19	57803494	57803807	+	82	NA	Intergenic	NA	11263	ZNF552								
DFAM71927V3_1_743_R1_peak_2480	chr10	88990552	88991009	+	82	NA	TTS (FAS-AS1)	NA	249	FAS								
DFAM71927V3_1_743_R1_peak_15000	chr4	139734904	139735316	+	82	NA	intron (MAML3, intron 2 of 4)	NA	69342	MGST2								
DFAM71927V3_1_743_R1_peak_2976	chr11	9364428	9364697	+	82	NA	Intergenic	NA	-20060	IPO7								
DFAM71927V3_1_743_R1_peak_8057	chr17	42964325	42964839	+	82	NA	promoter-TSS (AARSD1)	NA	-84	AARSD1								
DFAM71927V3_1_743_R1_peak_18526	chr8	144019875	144020153	+	82	NA	intron (SPATC1, intron 1 of 4)	NA	7600	SPATC1								
DFAM71927V3_1_743_R1_peak_4771	chr12	122546658	122546957	+	82	NA	intron (KNTC1, intron 10 of 46)	NA	19558	KNTC1								
DFAM71927V3_1_743_R1_peak_3003	chr11	12195708	12196000	+	82	NA	intron (MICAL2, intron 2 of 21)	NA	32162	MIR6124								
DFAM71927V3_1_743_R1_peak_13261	chr22	39077158	39077358	+	82	NA	exon (APOBEC3G, exon 1 of 7)	NA	179	APOBEC3G								
DFAM71927V3_1_743_R1_peak_1106	chr1	111738472	111738673	+	82	NA	intron (FAM212B, intron 1 of 1)	NA	-1269	FAM212B-AS1								
DFAM71927V3_1_743_R1_peak_12415	chr20	40931421	40931708	+	82	NA	Intergenic	NA	-97258	TOP1								
DFAM71927V3_1_743_R1_peak_13998	chr3	97971965	97972545	+	82	NA	promoter-TSS (MINA)	NA	196	MINA								
DFAM71927V3_1_743_R1_peak_5511	chr14	68685454	68685820	+	82	NA	Intergenic	NA	-56850	LOC100996664								
DFAM71927V3_1_743_R1_peak_15306	chr5	49661663	49661926	+	82	NA	Intergenic	NA	779606	EMB								
DFAM71927V3_1_743_R1_peak_1238	chr1	150282341	150282653	+	82	NA	promoter-TSS (C1orf51)	NA	-141	C1orf51								
DFAM71927V3_1_743_R1_peak_10118	chr19	36850196	36850475	+	82	NA	promoter-TSS (ZNF790)	NA	-541	ZNF345								
DFAM71927V3_1_743_R1_peak_19150	chr9	129963071	129963340	+	82	NA	intron (FNBP1, intron 4 of 13)	NA	79962	FNBP1								
DFAM71927V3_1_743_R1_peak_1019	chr1	99849874	99850201	+	82	NA	promoter-TSS (AGL)	NA	-11173	AGL								
DFAM71927V3_1_743_R1_peak_8065	chr17	43126106	43126580	+	82	NA	promoter-TSS (BRCA1)	NA	760	NBR2								
DFAM71927V3_1_743_R1_peak_7991	chr17	40547377	40547795	+	82	NA	Intergenic	NA	17898	CCR7								
DFAM71927V3_1_743_R1_peak_2558	chr10	99870343	99870598	+	82	NA	Intergenic	NA	-56739	DNMBP-AS1								
DFAM71927V3_1_743_R1_peak_3254	chr11	63550974	63551196	+	82	NA	Intergenic	NA	12298	HRASLS2								
DFAM71927V3_1_743_R1_peak_18481	chr8	143292475	143292813	+	82	NA	intron (ZNF696, intron 1 of 2)	NA	1255	ZNF696								
DFAM71927V3_1_743_R1_peak_9345	chr19	6065911	6066197	+	82	NA	intron (RFX2, intron 1 of 16)	NA	-1899	LOC101928872								
DFAM71927V3_1_743_R1_peak_15058	chr4	155376751	155377192	+	82	NA	promoter-TSS (MAP9)	NA	-1	MAP9								
DFAM71927V3_1_743_R1_peak_2576	chr10	100999573	100999803	+	82	NA	promoter-TSS (LZTS2)	NA	-126	LZTS2								
DFAM71927V3_1_743_R1_peak_13703	chr3	42581564	42582567	+	82	NA	promoter-TSS (SEC22C)	NA	8709	SEC22C								
DFAM71927V3_1_743_R1_peak_280	chr1	15975486	15976264	+	82	NA	promoter-TSS (LOC101928566)	NA	-256	LOC101928566								
DFAM71927V3_1_743_R1_peak_19186	chr9	132770172	132770405	+	82	NA	intron (AK8, intron 9 of 10)	NA	-99887	DDX31								
DFAM71927V3_1_743_R1_peak_5887	chr15	41544122	41544435	+	82	NA	promoter-TSS (RPAP1)	NA	-7	RPAP1								
DFAM71927V3_1_743_R1_peak_9316	chr19	4878650	4878929	+	82	NA	Intergenic	NA	-11021	PLIN3								
DFAM71927V3_1_743_R1_peak_15551	chr5	132496806	132497116	+	82	NA	Intergenic	NA	-6188	IRF1								
DFAM71927V3_1_743_R1_peak_14466	chr3	196219132	196219480	+	82	NA	intron (SLC51A, intron 2 of 8)	NA	2228	SLC51A								
DFAM71927V3_1_743_R1_peak_3165	chr11	59058429	59058647	+	82	NA	promoter-TSS (RP11-142C4.6)	NA	-86	RP11-142C4.6								
DFAM71927V3_1_743_R1_peak_18318	chr8	102528603	102529154	+	82	NA	Intergenic	NA	-22742	ODF1								
DFAM71927V3_1_743_R1_peak_1218	chr1	148522629	148522948	+	82	NA	Intergenic	NA	-6469	TRNAN5-2								
DFAM71927V3_1_743_R1_peak_16743	chr6	108294478	108295181	+	82	NA	promoter-TSS (LACE1)	NA	-65	LACE1								
DFAM71927V3_1_743_R1_peak_14709	chr4	40301742	40302050	+	82	NA	intron (LOC101930098, intron 1 of 3)	NA	6785	LOC101930098								
DFAM71927V3_1_743_R1_peak_1680	chr1	206050804	206051108	+	82	NA	Intergenic	NA	-2178	C1orf186								
DFAM71927V3_1_743_R1_peak_13253	chr22	38870287	38870622	+	82	NA	intron (CBX6, intron 4 of 4)	NA	1799	CBX6								
DFAM71927V3_1_743_R1_peak_4470	chr12	88141930	88142573	+	82	NA	promoter-TSS (CEP290)	NA	-35	CEP290								
DFAM71927V3_1_743_R1_peak_6614	chr16	11233442	11233723	+	82	NA	Intergenic	NA	22600	SOCS1								
DFAM71927V3_1_743_R1_peak_14933	chr4	112223054	112223320	+	82	NA	Intergenic	NA	-8552	AP1AR								
DFAM71927V3_1_743_R1_peak_5113	chr13	60396259	60396470	+	82	NA	promoter-TSS (TDRD3)	NA	-135	TDRD3								
DFAM71927V3_1_743_R1_peak_6746	chr16	27327158	27327505	+	82	NA	intron (IL4R, intron 1 of 9)	NA	13422	IL4R								
DFAM71927V3_1_743_R1_peak_16404	chr6	35297597	35297967	+	82	NA	promoter-TSS (DEF6)	NA	-36	DEF6								
DFAM71927V3_1_743_R1_peak_1810	chr1	226674945	226675232	+	82	NA	promoter-TSS (ITPKB-IT1)	NA	-20	ITPKB-IT1								
DFAM71927V3_1_743_R1_peak_10358	chr19	45444286	45444628	+	82	NA	intron (ERCC1, intron 1 of 8)	NA	7803	MIR6088								
DFAM71927V3_1_743_R1_peak_762	chr1	44730980	44731436	+	82	NA	promoter-TSS (RNU5D-1)	NA	-40	RNU5D-1								
DFAM71927V3_1_743_R1_peak_18022	chr8	22066834	22067108	+	82	NA	intron (DMTN, intron 2 of 14)	NA	12053	DMTN								
DFAM71927V3_1_743_R1_peak_1351	chr1	155193546	155193825	+	82	NA	promoter-TSS (MUC1)	NA	-770	MUC1								
DFAM71927V3_1_743_R1_peak_13953	chr3	63864171	63864562	+	82	NA	promoter-TSS (ATXN7)	NA	-443	THOC7								
DFAM71927V3_1_743_R1_peak_15273	chr5	41870298	41870758	+	82	NA	promoter-TSS (OXCT1)	NA	12	OXCT1								
DFAM71927V3_1_743_R1_peak_2253	chr10	46095052	46095312	+	82	NA	Intergenic	NA	-14313	AGAP7								
DFAM71927V3_1_743_R1_peak_18764	chr9	78030820	78031091	+	82	NA	intron (GNAQ, intron 1 of 6)	NA	494	GNAQ								
DFAM71927V3_1_743_R1_peak_18934	chr9	112037657	112037967	+	82	NA	Intergenic	NA	105665	MIR4668								
DFAM71927V3_1_743_R1_peak_17736	chr7	134458970	134459416	+	82	NA	promoter-TSS (AKR1B1)	NA	-64	AKR1B1								
DFAM71927V3_1_743_R1_peak_8850	chr18	13612349	13612661	+	82	NA	exon (LDLRAD4, exon 1 of 4)	NA	1391	MIR4526								
DFAM71927V3_1_743_R1_peak_18359	chr8	120445175	120445401	+	81	NA	promoter-TSS (MTBP)	NA	-110	MTBP								
DFAM71927V3_1_743_R1_peak_13788	chr3	48918808	48919178	+	81	NA	exon (ARIH2, exon 1 of 16)	NA	149	ARIH2								
DFAM71927V3_1_743_R1_peak_9733	chr19	15014686	15014890	+	81	NA	intron (CCDC105, intron 2 of 6)	NA	4061	CCDC105								
DFAM71927V3_1_743_R1_peak_9447	chr19	8571021	8571422	+	81	NA	intron (MYO1F, intron 1 of 27)	NA	6226	MYO1F								
DFAM71927V3_1_743_R1_peak_4892	chr13	18213451	18213762	+	81	NA	intron (FAM230C, intron 1 of 7)	NA	18309	FAM230C								
DFAM71927V3_1_743_R1_peak_11415	chr2	97760072	97760352	+	81	NA	TTS (TMEM131)	NA	26715	ZAP70								
DFAM71927V3_1_743_R1_peak_2943	chr11	3808282	3808929	+	81	NA	promoter-TSS (PGAP2)	NA	10786	PGAP2								
DFAM71927V3_1_743_R1_peak_17123	chr7	5596065	5596480	+	81	NA	intron (FSCN1, intron 1 of 4)	NA	3467	FSCN1								
DFAM71927V3_1_743_R1_peak_8945	chr18	49487017	49487598	+	81	NA	promoter-TSS (MIR1539)	NA	-33	C18orf32								
DFAM71927V3_1_743_R1_peak_2133	chr10	27240460	27241075	+	81	NA	promoter-TSS (ACBD5)	NA	1372	ACBD5								
DFAM71927V3_1_743_R1_peak_10953	chr2	25161698	25161973	+	81	NA	intron (POMC, intron 2 of 2)	NA	6855	POMC								
DFAM71927V3_1_743_R1_peak_12997	chr22	20245023	20245500	+	81	NA	intron (RTN4R, intron 1 of 1)	NA	3904	MIR1286								
DFAM71927V3_1_743_R1_peak_7393	chr17	1108777	1109862	+	81	NA	promoter-TSS (ABR)	NA	17226	ABR								
DFAM71927V3_1_743_R1_peak_10625	chr19	51395469	51395722	+	81	NA	Intergenic	NA	-5021	C19orf84								
DFAM71927V3_1_743_R1_peak_18343	chr8	108787486	108787816	+	81	NA	promoter-TSS (TMEM74)	NA	-110	TMEM74								
DFAM71927V3_1_743_R1_peak_6635	chr16	12613413	12613733	+	81	NA	Intergenic	NA	43381	LOC101929304								
DFAM71927V3_1_743_R1_peak_3122	chr11	46918427	46918885	+	81	NA	promoter-TSS (LRP4)	NA	-34	LRP4								
DFAM71927V3_1_743_R1_peak_4898	chr13	19864673	19864997	+	81	NA	promoter-TSS (LOC102724812)	NA	-451	LOC102724812								
DFAM71927V3_1_743_R1_peak_17472	chr7	91941491	91941723	+	81	NA	intron (AKAP9, intron 1 of 49)	NA	740	AKAP9								
DFAM71927V3_1_743_R1_peak_18164	chr8	52008399	52008776	+	81	NA	Intergenic	NA	109342	LOC102724330								
DFAM71927V3_1_743_R1_peak_15748	chr5	157575766	157575995	+	81	NA	promoter-TSS (ADAM19)	NA	-105	ADAM19								
DFAM71927V3_1_743_R1_peak_2297	chr10	61903744	61904024	+	81	NA	intron (ARID5B, intron 2 of 9)	NA	2630	ARID5B								
DFAM71927V3_1_743_R1_peak_12855	chr21	42593288	42593521	+	81	NA	Intergenic	NA	6267	LOC101930460								
DFAM71927V3_1_743_R1_peak_228	chr1	10904822	10905064	+	81	NA	Intergenic	NA	77094	C1orf127								
DFAM71927V3_1_743_R1_peak_2322	chr10	68720915	68721647	+	81	NA	exon (CCAR1, exon 1 of 24)	NA	137	CCAR1								
DFAM71927V3_1_743_R1_peak_13629	chr3	31226480	31226824	+	81	NA	Intergenic	NA	-305986	STT3B								
DFAM71927V3_1_743_R1_peak_11374	chr2	95207121	95207409	+	81	NA	Intergenic	NA	41848	ZNF2								
DFAM71927V3_1_743_R1_peak_13304	chr22	41198260	41198489	+	81	NA	promoter-TSS (LOC101927279)	NA	-918	LOC101927279								
DFAM71927V3_1_743_R1_peak_15181	chr5	1111832	1112207	+	81	NA	promoter-TSS (SLC12A7)	NA	32	SLC12A7								
DFAM71927V3_1_743_R1_peak_14875	chr4	98658406	98658837	+	81	NA	promoter-TSS (TSPAN5)	NA	40	TSPAN5								
DFAM71927V3_1_743_R1_peak_7129	chr16	70454256	70454634	+	81	NA	promoter-TSS (FUK)	NA	-139	FUK								
DFAM71927V3_1_743_R1_peak_1813	chr1	226711281	226711565	+	81	NA	intron (ITPKB, intron 2 of 2)	NA	27752	ITPKB								
DFAM71927V3_1_743_R1_peak_8944	chr18	49460538	49460902	+	81	NA	promoter-TSS (DYM)	NA	-16	DYM								
DFAM71927V3_1_743_R1_peak_12714	chr21	17512460	17512916	+	80	NA	promoter-TSS (CXADR)	NA	-218	CXADR								
DFAM71927V3_1_743_R1_peak_3954	chr12	6537917	6538138	+	80	NA	intron (GAPDH, intron 7 of 7)	NA	3608	GAPDH								
DFAM71927V3_1_743_R1_peak_6448	chr16	1351664	1352014	+	80	NA	promoter-TSS (GNPTG)	NA	33	TSR3								
DFAM71927V3_1_743_R1_peak_4664	chr12	116594318	116594611	+	80	NA	Intergenic	NA	35083	MAP1LC3B2								
DFAM71927V3_1_743_R1_peak_3837	chr11	126084034	126084295	+	80	NA	Intergenic	NA	-20872	CDON								
DFAM71927V3_1_743_R1_peak_16262	chr6	31180429	31180947	+	80	NA	Intergenic	NA	-2789	PSORS1C3								
DFAM71927V3_1_743_R1_peak_14979	chr4	128815081	128815307	+	80	NA	intron (JADE1, intron 1 of 10)	NA	5571	JADE1								
DFAM71927V3_1_743_R1_peak_18180	chr8	58659297	58659939	+	80	NA	promoter-TSS (NSMAF)	NA	227	NSMAF								
DFAM71927V3_1_743_R1_peak_8867	chr18	23453089	23453350	+	80	NA	exon (RIOK3, exon 1 of 13)	NA	396	RIOK3								
DFAM71927V3_1_743_R1_peak_7461	chr17	3738716	3738911	+	80	NA	intron (ITGAE, intron 20 of 30)	NA	14910	GSG2								
DFAM71927V3_1_743_R1_peak_8650	chr17	81094746	81095153	+	80	NA	intron (BAIAP2, intron 7 of 15)	NA	30364	MIR657								
DFAM71927V3_1_743_R1_peak_2485	chr10	89392414	89392710	+	80	NA	promoter-TSS (IFIT1)	NA	16	IFIT1								
DFAM71927V3_1_743_R1_peak_1254	chr1	150977279	150977659	+	80	NA	Intergenic	NA	-3034	CERS2								
DFAM71927V3_1_743_R1_peak_11143	chr2	55519436	55519754	+	80	NA	promoter-TSS (CCDC104)	NA	-79	CCDC104								
DFAM71927V3_1_743_R1_peak_3214	chr11	61891771	61892101	+	80	NA	promoter-TSS (FADS3)	NA	-391	FADS3								
DFAM71927V3_1_743_R1_peak_9370	chr19	6670113	6670320	+	80	NA	exon (TNFSF14, exon 1 of 4)	NA	209	TNFSF14								
DFAM71927V3_1_743_R1_peak_10553	chr19	49470274	49470505	+	80	NA	exon (ALDH16A1, exon 17 of 17)	NA	-3812	FLT3LG								
DFAM71927V3_1_743_R1_peak_7171	chr16	75622972	75623459	+	80	NA	intron (ADAT1, intron 1 of 10)	NA	108	ADAT1								
DFAM71927V3_1_743_R1_peak_11588	chr2	130391216	130391491	+	80	NA	Intergenic	NA	35346	PTPN18								
DFAM71927V3_1_743_R1_peak_2912	chr11	1850918	1851306	+	80	NA	Intergenic	NA	8424	MIR4298								
DFAM71927V3_1_743_R1_peak_4997	chr13	32458628	32458973	+	80	NA	intron (N4BP2L2, intron 6 of 9)	NA	-30622	N4BP2L1								
DFAM71927V3_1_743_R1_peak_14406	chr3	186930121	186930683	+	80	NA	promoter-TSS (ST6GAL1)	NA	-258	ST6GAL1								
DFAM71927V3_1_743_R1_peak_7998	chr17	41665955	41666216	+	80	NA	Intergenic	NA	-22790	EIF1								
DFAM71927V3_1_743_R1_peak_14411	chr3	187737197	187737396	+	80	NA	promoter-TSS (BCL6)	NA	-2389	BCL6								
DFAM71927V3_1_743_R1_peak_11812	chr2	199458603	199458843	+	80	NA	promoter-TSS (SATB2)	NA	1832	SATB2								
DFAM71927V3_1_743_R1_peak_4806	chr12	124456719	124457125	+	80	NA	intron (NCOR2, intron 8 of 47)	NA	110542	NCOR2								
DFAM71927V3_1_743_R1_peak_15395	chr5	76818852	76819163	+	80	NA	promoter-TSS (F2RL1)	NA	-1	F2RL1								
DFAM71927V3_1_743_R1_peak_10540	chr19	49335418	49335815	+	80	NA	intron (CD37, intron 1 of 7)	NA	196	CD37								
DFAM71927V3_1_743_R1_peak_15477	chr5	109921788	109922219	+	80	NA	Intergenic	NA	38821	LOC100289673								
DFAM71927V3_1_743_R1_peak_15108	chr4	182917838	182918143	+	80	NA	promoter-TSS (DCTD)	NA	-1451	DCTD								
DFAM71927V3_1_743_R1_peak_14302	chr3	169763079	169763279	+	80	NA	Intergenic	NA	1881	TERC								
DFAM71927V3_1_743_R1_peak_19181	chr9	132350801	132351043	+	80	NA	intron (SETX, intron 2 of 26)	NA	3934	SETX								
DFAM71927V3_1_743_R1_peak_13032	chr22	22508449	22508946	+	80	NA	exon (ZNF280B, exon 1 of 4)	NA	11573	ZNF280A								
DFAM71927V3_1_743_R1_peak_12818	chr21	39380119	39380418	+	80	NA	promoter-TSS (WRB)	NA	-190	WRB								
DFAM71927V3_1_743_R1_peak_7974	chr17	40123384	40123820	+	80	NA	intron (MSL1, intron 1 of 7)	NA	1619	MSL1								
DFAM71927V3_1_743_R1_peak_13573	chr3	14216213	14216470	+	80	NA	Intergenic	NA	37613	LSM3								
DFAM71927V3_1_743_R1_peak_3310	chr11	64723441	64723777	+	80	NA	promoter-TSS (NRXN2)	NA	-10619	NRXN2								
DFAM71927V3_1_743_R1_peak_9635	chr19	13102734	13103294	+	80	NA	exon (LYL1, exon 1 of 4)	NA	-1096	LYL1								
DFAM71927V3_1_743_R1_peak_12219	chr20	13785252	13785461	+	80	NA	promoter-TSS (ESF1)	NA	330	NDUFAF5								
DFAM71927V3_1_743_R1_peak_17178	chr7	22110269	22110520	+	80	NA	TTS (LOC102724143)	NA	2121	LOC102724143								
DFAM71927V3_1_743_R1_peak_11238	chr2	70135847	70136135	+	80	NA	Intergenic	NA	-10675	LOC100133985								
DFAM71927V3_1_743_R1_peak_2292	chr10	61780498	61780703	+	80	NA	Intergenic	NA	117649	C10orf107								
DFAM71927V3_1_743_R1_peak_18234	chr8	80240582	80240894	+	80	NA	promoter-TSS (MIR5708)	NA	-660	MIR5708								
DFAM71927V3_1_743_R1_peak_9034	chr18	79526114	79526567	+	80	NA	intron (NFATC1, intron 9 of 9)	NA	-2994	LOC102723506								
DFAM71927V3_1_743_R1_peak_18385	chr8	124637541	124637866	+	80	NA	intron (MTSS1, intron 3 of 14)	NA	90770	MTSS1								
DFAM71927V3_1_743_R1_peak_3634	chr11	86302027	86302386	+	80	NA	promoter-TSS (C11orf73)	NA	-23	C11orf73								
DFAM71927V3_1_743_R1_peak_19631	chrX	74292484	74292723	+	80	NA	intron (FTX, intron 1 of 6)	NA	971	FTX								
DFAM71927V3_1_743_R1_peak_7410	chr17	1629808	1630269	+	80	NA	promoter-TSS (SLC43A2)	NA	-53	SLC43A2								
DFAM71927V3_1_743_R1_peak_7419	chr17	1724520	1724984	+	80	NA	promoter-TSS (WDR81)	NA	-79	WDR81								
DFAM71927V3_1_743_R1_peak_16440	chr6	36678517	36678782	+	80	NA	promoter-TSS (CDKN1A)	NA	2159	CDKN1A								
DFAM71927V3_1_743_R1_peak_4379	chr12	57547169	57547409	+	80	NA	promoter-TSS (DCTN2)	NA	42	DCTN2								
DFAM71927V3_1_743_R1_peak_12901	chr21	45255404	45255664	+	80	NA	Intergenic	NA	27478	POFUT2								
DFAM71927V3_1_743_R1_peak_19679	chrX	110002289	110002809	+	80	NA	promoter-TSS (TMEM164)	NA	136	TMEM164								
DFAM71927V3_1_743_R1_peak_18662	chr9	33415534	33415987	+	80	NA	Intergenic	NA	-13115	AQP7								
DFAM71927V3_1_743_R1_peak_16662	chr6	79869649	79869924	+	80	NA	intron (C6orf7, intron 1 of 3)	NA	634	C6orf7								
DFAM71927V3_1_743_R1_peak_4499	chr12	95858834	95859152	+	80	NA	promoter-TSS (SNRPF)	NA	62	SNRPF								
DFAM71927V3_1_743_R1_peak_14412	chr3	187738883	187739113	+	80	NA	exon (BCL6, exon 1 of 10)	NA	-4091	BCL6								
DFAM71927V3_1_743_R1_peak_1319	chr1	154627871	154628100	+	80	NA	promoter-TSS (ADAR)	NA	14	ADAR								
DFAM71927V3_1_743_R1_peak_16515	chr6	42451781	42452127	+	80	NA	promoter-TSS (TRERF1)	NA	-693	TRERF1								
