PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_748_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_748_R1_peak_1412	chr1	120942190	120942453	+	128	NA	promoter-TSS (RNVU1-4)	NA	-279	RNVU1-4								
DFAM71927V3_1_748_R1_peak_25305	chrX	64976453	64976667	+	128	NA	promoter-TSS (ZC4H2)	NA	58184	ZC4H2								
DFAM71927V3_1_748_R1_peak_17354	chr3	42012907	42013163	+	128	NA	promoter-TSS (TRAK1)	NA	-50867	ULK4								
DFAM71927V3_1_748_R1_peak_6937	chr14	23530477	23530686	+	128	NA	intron (ZFHX2, intron 5 of 10)	NA	21068	ZFHX2								
DFAM71927V3_1_748_R1_peak_16293	chr21	44107275	44107453	+	128	NA	promoter-TSS (PWP2)	NA	37	PWP2								
DFAM71927V3_1_748_R1_peak_23909	chr8	143022147	143022378	+	128	NA	exon (LY6E, exon 4 of 4)	NA	3777	LY6E								
DFAM71927V3_1_748_R1_peak_15082	chr2	232874226	232874488	+	128	NA	intron (C2orf82, intron 1 of 2)	NA	5343	C2orf82								
DFAM71927V3_1_748_R1_peak_12295	chr19	15696905	15697119	+	128	NA	exon (CYP4F12, exon 11 of 11)	NA	23936	CYP4F12								
DFAM71927V3_1_748_R1_peak_25548	chrX	149540775	149541129	+	128	NA	promoter-TSS (CXorf40A)	NA	-29	CXorf40A								
DFAM71927V3_1_748_R1_peak_19255	chr4	173332872	173333117	+	128	NA	exon (HMGB2, exon 4 of 5)	NA	775	HMGB2								
DFAM71927V3_1_748_R1_peak_239	chr1	11273031	11273583	+	128	NA	exon (UBIAD1, exon 1 of 2)	NA	143	UBIAD1								
DFAM71927V3_1_748_R1_peak_7286	chr14	73245982	73246212	+	128	NA	promoter-TSS (LOC101928123)	NA	-96	LOC101928123								
DFAM71927V3_1_748_R1_peak_11708	chr19	1248992	1249814	+	128	NA	intron (MIDN, intron 1 of 8)	NA	845	MIDN								
DFAM71927V3_1_748_R1_peak_6770	chr13	99051227	99051486	+	128	NA	intron (DOCK9, intron 1 of 52)	NA	26122	RNU6-83P								
DFAM71927V3_1_748_R1_peak_25350	chrX	73944032	73944349	+	128	NA	promoter-TSS (JPX)	NA	-134	JPX								
DFAM71927V3_1_748_R1_peak_11886	chr19	4474703	4474951	+	128	NA	intron (HDGFRP2, intron 1 of 15)	NA	2569	HDGFRP2								
DFAM71927V3_1_748_R1_peak_2732	chr10	17175676	17175844	+	128	NA	intron (TRDMT1, intron 1 of 9)	NA	26329	TRDMT1								
DFAM71927V3_1_748_R1_peak_19569	chr5	55084602	55084903	+	128	NA	Intergenic	NA	-17894	GZMA								
DFAM71927V3_1_748_R1_peak_1977	chr1	198556960	198557191	+	128	NA	Intergenic	NA	-16130	ATP6V1G3								
DFAM71927V3_1_748_R1_peak_6080	chr12	117098233	117098510	+	128	NA	intron (TESC, intron 1 of 6)	NA	1075	TESC								
DFAM71927V3_1_748_R1_peak_7491	chr14	101760458	101760710	+	128	NA	promoter-TSS (PPP2R5C)	NA	30147	LINC00239								
DFAM71927V3_1_748_R1_peak_18113	chr3	143971291	143972108	+	128	NA	promoter-TSS (C3orf58)	NA	-1626	C3orf58								
DFAM71927V3_1_748_R1_peak_15301	chr20	3072282	3072533	+	128	NA	promoter-TSS (LOC101929098)	NA	787	OXT								
DFAM71927V3_1_748_R1_peak_8546	chr16	1474855	1475146	+	128	NA	promoter-TSS (CLCN7)	NA	84	CLCN7								
DFAM71927V3_1_748_R1_peak_24886	chr9	133715862	133716094	+	128	NA	intron (SARDH, intron 8 of 20)	NA	22378	SARDH								
DFAM71927V3_1_748_R1_peak_7367	chr14	81519515	81519694	+	128	NA	intron (SEL1L, intron 3 of 20)	NA	14253	SEL1L								
DFAM71927V3_1_748_R1_peak_25595	chrX	154411289	154411711	+	128	NA	promoter-TSS (TAZ)	NA	-41	TAZ								
DFAM71927V3_1_748_R1_peak_19947	chr5	132495634	132495901	+	128	NA	Intergenic	NA	-4994	IRF1								
DFAM71927V3_1_748_R1_peak_20362	chr5	176529934	176530175	+	128	NA	intron (RNF44, intron 7 of 10)	NA	7366	RNF44								
DFAM71927V3_1_748_R1_peak_16248	chr21	42299406	42299635	+	128	NA	Intergenic	NA	16076	TFF3								
DFAM71927V3_1_748_R1_peak_8447	chr15	99452908	99453179	+	128	NA	Intergenic	NA	-113440	MEF2A								
DFAM71927V3_1_748_R1_peak_25418	chrX	119468979	119469255	+	128	NA	promoter-TSS (SLC25A5-AS1)	NA	3	SLC25A5-AS1								
DFAM71927V3_1_748_R1_peak_7839	chr15	52244276	52244518	+	128	NA	exon (MYO5C, exon 19 of 41)	NA	32755	MIR1266								
DFAM71927V3_1_748_R1_peak_7529	chr14	104786285	104786513	+	128	NA	intron (AKT1, intron 2 of 13)	NA	9344	AKT1								
DFAM71927V3_1_748_R1_peak_11334	chr18	13539086	13539379	+	128	NA	intron (LDLRAD4, intron 3 of 5)	NA	-2844	LOC102724615								
DFAM71927V3_1_748_R1_peak_7262	chr14	70907210	70907526	+	128	NA	promoter-TSS (PCNX)	NA	-285	PCNX								
DFAM71927V3_1_748_R1_peak_13188	chr19	54168513	54168761	+	128	NA	exon (TMC4, exon 4 of 15)	NA	4613	TMC4								
DFAM71927V3_1_748_R1_peak_7558	chr14	106204005	106204304	+	128	NA	Intergenic	NA	-83520	LINC00226								
DFAM71927V3_1_748_R1_peak_16474	chr22	22654123	22654311	+	128	NA	Intergenic	NA	9555	GGTLC2								
DFAM71927V3_1_748_R1_peak_25477	chrX	130092171	130092493	+	128	NA	intron (ELF4, intron 1 of 8)	NA	18381	ELF4								
DFAM71927V3_1_748_R1_peak_21926	chr7	921950	922263	+	128	NA	intron (ADAP1, intron 3 of 10)	NA	32577	ADAP1								
DFAM71927V3_1_748_R1_peak_2470	chr1	244461343	244461553	+	128	NA	promoter-TSS (C1orf101)	NA	77	C1orf101								
DFAM71927V3_1_748_R1_peak_2910	chr10	43407073	43407327	+	128	NA	intron (HNRNPF, intron 1 of 3)	NA	1684	HNRNPF								
DFAM71927V3_1_748_R1_peak_17603	chr3	52245651	52245913	+	128	NA	promoter-TSS (PPM1M)	NA	2	PPM1M								
DFAM71927V3_1_748_R1_peak_16609	chr22	30605621	30605872	+	128	NA	intron (PES1, intron 1 of 16)	NA	-1337	TCN2								
DFAM71927V3_1_748_R1_peak_20396	chr5	178232651	178232991	+	128	NA	promoter-TSS (PHYKPL)	NA	1	PHYKPL								
DFAM71927V3_1_748_R1_peak_2029	chr1	202958164	202958443	+	127	NA	promoter-TSS (ADIPOR1)	NA	-23	ADIPOR1								
DFAM71927V3_1_748_R1_peak_2916	chr10	43420349	43420742	+	127	NA	Intergenic	NA	-11661	HNRNPF								
DFAM71927V3_1_748_R1_peak_13937	chr2	69913965	69914202	+	127	NA	promoter-TSS (MXD1)	NA	-958	MXD1								
DFAM71927V3_1_748_R1_peak_15516	chr20	32407425	32407677	+	127	NA	intron (ASXL1, intron 4 of 11)	NA	49207	ASXL1								
DFAM71927V3_1_748_R1_peak_22393	chr7	72829620	72829838	+	127	NA	exon (SBDSP1, exon 1 of 5)	NA	356	SBDSP1								
DFAM71927V3_1_748_R1_peak_10689	chr17	61927604	61928114	+	127	NA	exon (INTS2, exon 1 of 25)	NA	157	INTS2								
DFAM71927V3_1_748_R1_peak_15223	chr2	241637189	241637836	+	127	NA	promoter-TSS (THAP4)	NA	-126	ATG4B								
DFAM71927V3_1_748_R1_peak_18869	chr4	78721138	78721375	+	127	NA	intron (LOC101928893, intron 1 of 2)	NA	5180	LOC101928893								
DFAM71927V3_1_748_R1_peak_3874	chr11	9364336	9364642	+	127	NA	Intergenic	NA	-20133	IPO7								
DFAM71927V3_1_748_R1_peak_12609	chr19	35210847	35211110	+	127	NA	Intergenic	NA	17747	FAM187B								
DFAM71927V3_1_748_R1_peak_16645	chr22	31947330	31947562	+	127	NA	intron (YWHAH, intron 1 of 1)	NA	-2096	C22orf24								
DFAM71927V3_1_748_R1_peak_791	chr1	40374578	40374846	+	127	NA	promoter-TSS (SMAP2)	NA	1006	SMAP2								
DFAM71927V3_1_748_R1_peak_20467	chr6	3023837	3024101	+	127	NA	exon (HTATSF1P2, exon 1 of 1)	NA	802	HTATSF1P2								
DFAM71927V3_1_748_R1_peak_3742	chr11	355060	355303	+	127	NA	Intergenic	NA	-14614	B4GALNT4								
DFAM71927V3_1_748_R1_peak_6450	chr13	26721553	26721831	+	127	NA	Intergenic	NA	39005	GPR12								
DFAM71927V3_1_748_R1_peak_17305	chr3	36908109	36908632	+	127	NA	exon (TRANK1, exon 2 of 24)	NA	36576	TRANK1								
DFAM71927V3_1_748_R1_peak_21381	chr6	79078107	79078380	+	127	NA	promoter-TSS (PHIP)	NA	51	PHIP								
DFAM71927V3_1_748_R1_peak_1362	chr1	115099333	115099590	+	127	NA	Intergenic	NA	-9963	TSPAN2								
DFAM71927V3_1_748_R1_peak_20789	chr6	27178202	27178446	+	127	NA	Intergenic	NA	-1036	TRNAI20								
DFAM71927V3_1_748_R1_peak_24110	chr9	21081664	21081946	+	127	NA	Intergenic	NA	-3861	IFNB1								
DFAM71927V3_1_748_R1_peak_6516	chr13	32426649	32426910	+	127	NA	intron (N4BP2L1, intron 1 of 4)	NA	1399	N4BP2L1								
DFAM71927V3_1_748_R1_peak_20733	chr6	26026965	26027266	+	126	NA	exon (HIST1H4B, exon 1 of 1)	NA	137	HIST1H4B								
DFAM71927V3_1_748_R1_peak_20459	chr6	2859042	2859341	+	126	NA	intron (MGC39372, intron 1 of 1)	NA	-5130	MIR4645								
DFAM71927V3_1_748_R1_peak_20548	chr6	7088123	7088383	+	126	NA	Intergenic	NA	-50882	RREB1								
DFAM71927V3_1_748_R1_peak_19641	chr5	68711696	68711869	+	126	NA	Intergenic	NA	332110	RP11-141O11.2								
DFAM71927V3_1_748_R1_peak_15465	chr20	25090832	25091365	+	126	NA	Intergenic	NA	-8719	VSX1								
DFAM71927V3_1_748_R1_peak_7750	chr15	42920911	42921136	+	126	NA	promoter-TSS (TTBK2)	NA	-302	TTBK2								
DFAM71927V3_1_748_R1_peak_16633	chr22	31497193	31497437	+	126	NA	promoter-TSS (SFI1)	NA	1174	SFI1								
DFAM71927V3_1_748_R1_peak_12328	chr19	16587494	16587915	+	126	NA	intron (MED26, intron 1 of 2)	NA	-15322	SLC35E1								
DFAM71927V3_1_748_R1_peak_15738	chr20	45824254	45824470	+	126	NA	exon (TNNC2, exon 4 of 6)	NA	2952	TNNC2								
DFAM71927V3_1_748_R1_peak_9597	chr16	89407273	89407630	+	126	NA	intron (ANKRD11, intron 2 of 9)	NA	86318	AC137932.6								
DFAM71927V3_1_748_R1_peak_20695	chr6	22025739	22026202	+	126	NA	intron (CASC15, intron 7 of 11)	NA	121223	CASC14								
DFAM71927V3_1_748_R1_peak_6482	chr13	30052139	30052437	+	126	NA	Intergenic	NA	107333	LINC00384								
DFAM71927V3_1_748_R1_peak_21982	chr7	2699017	2699445	+	126	NA	intron (AMZ1, intron 1 of 5)	NA	11029	AMZ1								
DFAM71927V3_1_748_R1_peak_11931	chr19	5962155	5962399	+	126	NA	intron (RANBP3, intron 1 of 15)	NA	16032	RANBP3								
DFAM71927V3_1_748_R1_peak_12001	chr19	8386213	8386447	+	126	NA	intron (RAB11B-AS1, intron 1 of 2)	NA	3050	MIR4999								
DFAM71927V3_1_748_R1_peak_22169	chr7	30027292	30027503	+	126	NA	promoter-TSS (FKBP14)	NA	-596	FKBP14								
DFAM71927V3_1_748_R1_peak_479	chr1	25906386	25906623	+	126	NA	promoter-TSS (STMN1)	NA	-50	MIR3917								
DFAM71927V3_1_748_R1_peak_8738	chr16	11328581	11328865	+	126	NA	Intergenic	NA	-16731	RMI2								
DFAM71927V3_1_748_R1_peak_18863	chr4	77862569	77862899	+	126	NA	promoter-TSS (MRPL1)	NA	83	MRPL1								
DFAM71927V3_1_748_R1_peak_3439	chr10	102245180	102245622	+	126	NA	promoter-TSS (GBF1)	NA	-97	GBF1								
DFAM71927V3_1_748_R1_peak_55	chr1	2205182	2205647	+	126	NA	intron (C1orf86, intron 2 of 7)	NA	-10639	C1orf86								
DFAM71927V3_1_748_R1_peak_22610	chr7	101017154	101017717	+	126	NA	exon (LOC102724094, exon 1 of 3)	NA	146	LOC102724094								
DFAM71927V3_1_748_R1_peak_1732	chr1	161013632	161014064	+	126	NA	intron (F11R, intron 1 of 9)	NA	7495	F11R								
DFAM71927V3_1_748_R1_peak_20865	chr6	30646897	30647386	+	126	NA	TTS (ATAT1)	NA	102	C6orf136								
DFAM71927V3_1_748_R1_peak_18017	chr3	129439856	129440363	+	126	NA	promoter-TSS (IFT122)	NA	70	MBD4								
DFAM71927V3_1_748_R1_peak_12694	chr19	38426129	38426397	+	126	NA	promoter-TSS (RASGRP4)	NA	42	RASGRP4								
DFAM71927V3_1_748_R1_peak_6060	chr12	115504306	115504717	+	126	NA	Intergenic	NA	141499	LOC101928225								
DFAM71927V3_1_748_R1_peak_9562	chr16	88794850	88795458	+	126	NA	Intergenic	NA	-8624	CDT1								
DFAM71927V3_1_748_R1_peak_2635	chr10	7687317	7687549	+	126	NA	Intergenic	NA	-15840	ITIH2								
DFAM71927V3_1_748_R1_peak_16213	chr21	39183119	39183370	+	126	NA	TTS (BRWD1)	NA	270	PSMG1								
DFAM71927V3_1_748_R1_peak_22575	chr7	100211569	100211770	+	126	NA	exon (GATS, exon 7 of 8)	NA	-7080	PVRIG								
DFAM71927V3_1_748_R1_peak_3709	chr10	132555304	132555498	+	126	NA	intron (INPP5A, intron 1 of 15)	NA	17552	INPP5A								
DFAM71927V3_1_748_R1_peak_22992	chr7	151349806	151350531	+	126	NA	intron (NUB1, intron 3 of 13)	NA	8407	NUB1								
DFAM71927V3_1_748_R1_peak_2961	chr10	47265050	47265280	+	126	NA	Intergenic	NA	-35203	GDF10								
DFAM71927V3_1_748_R1_peak_20235	chr5	157253093	157253360	+	126	NA	exon (ITK, exon 17 of 17)	NA	-12855	CYFIP2								
DFAM71927V3_1_748_R1_peak_15675	chr20	41143111	41143373	+	126	NA	intron (PLCG1, intron 1 of 30)	NA	-5242	RP1-1J6.2								
DFAM71927V3_1_748_R1_peak_10646	chr17	58333633	58333977	+	126	NA	intron (BZRAP1-AS1, intron 1 of 3)	NA	2217	MIR4736								
DFAM71927V3_1_748_R1_peak_14916	chr2	216412562	216412864	+	126	NA	promoter-TSS (SMARCAL1)	NA	-37	SMARCAL1								
DFAM71927V3_1_748_R1_peak_16557	chr22	28741683	28742100	+	126	NA	promoter-TSS (HSCB)	NA	-57	CHEK2								
DFAM71927V3_1_748_R1_peak_22958	chr7	150448776	150449033	+	126	NA	TTS (LINC00996)	NA	-1756	GIMAP8								
DFAM71927V3_1_748_R1_peak_20694	chr6	22024105	22024310	+	126	NA	intron (CASC15, intron 7 of 11)	NA	122986	CASC14								
DFAM71927V3_1_748_R1_peak_21030	chr6	34196353	34196618	+	126	NA	Intergenic	NA	-40386	HMGA1								
DFAM71927V3_1_748_R1_peak_19187	chr4	153115853	153116202	+	126	NA	Intergenic	NA	153208	FHDC1								
DFAM71927V3_1_748_R1_peak_20730	chr6	25992812	25993000	+	126	NA	Intergenic	NA	24906	HIST1H1A								
DFAM71927V3_1_748_R1_peak_10934	chr17	76265021	76265317	+	126	NA	promoter-TSS (UBALD2)	NA	-36	UBALD2								
DFAM71927V3_1_748_R1_peak_6495	chr13	30408403	30408825	+	126	NA	Intergenic	NA	-34715	LINC00426								
DFAM71927V3_1_748_R1_peak_23913	chr8	143136166	143136374	+	126	NA	Intergenic	NA	23578	LY6H								
DFAM71927V3_1_748_R1_peak_23475	chr8	65634143	65634517	+	126	NA	promoter-TSS (ARMC1)	NA	-118	ARMC1								
DFAM71927V3_1_748_R1_peak_13743	chr2	46179185	46179433	+	126	NA	intron (PRKCE, intron 15 of 15)	NA	-78497	LOC101926974								
DFAM71927V3_1_748_R1_peak_12165	chr19	12722485	12722971	+	126	NA	promoter-TSS (TNPO2)	NA	1268	TNPO2								
DFAM71927V3_1_748_R1_peak_13967	chr2	73156630	73156833	+	125	NA	Intergenic	NA	-43812	RAB11FIP5								
DFAM71927V3_1_748_R1_peak_1036	chr1	61077069	61077641	+	125	NA	promoter-TSS (NFIA)	NA	-4953	NFIA								
DFAM71927V3_1_748_R1_peak_4140	chr11	59550471	59550689	+	125	NA	promoter-TSS (TRNAR14)	NA	121	TRNAV11								
DFAM71927V3_1_748_R1_peak_23568	chr8	89725786	89725991	+	125	NA	intron (LOC101929758, intron 1 of 2)	NA	-31859	RIPK2								
DFAM71927V3_1_748_R1_peak_13593	chr2	29000585	29000750	+	125	NA	intron (FAM179A, intron 4 of 19)	NA	5478	FAM179A								
DFAM71927V3_1_748_R1_peak_7599	chr15	24956210	24956405	+	125	NA	intron (SNURF, intron 1 of 3)	NA	1384	SNURF								
DFAM71927V3_1_748_R1_peak_19766	chr5	91280556	91280870	+	125	NA	exon (LOC729040, exon 1 of 1)	NA	1354	LOC729040								
DFAM71927V3_1_748_R1_peak_24589	chr9	120876242	120876754	+	125	NA	intron (PHF19, intron 1 of 14)	NA	-7587	PHF19								
DFAM71927V3_1_748_R1_peak_16180	chr21	36860226	36860541	+	125	NA	intron (HLCS, intron 6 of 10)	NA	120581	HLCS								
DFAM71927V3_1_748_R1_peak_23982	chr8	144292047	144292442	+	125	NA	promoter-TSS (BOP1)	NA	656	HSF1								
DFAM71927V3_1_748_R1_peak_14398	chr2	127633001	127633356	+	125	NA	intron (MYO7B, intron 38 of 46)	NA	-1941	LOC101927834								
DFAM71927V3_1_748_R1_peak_12346	chr19	17305425	17305953	+	125	NA	promoter-TSS (MRPL34)	NA	21	MRPL34								
DFAM71927V3_1_748_R1_peak_25370	chrX	80808044	80808286	+	125	NA	intron (BRWD3, intron 4 of 40)	NA	1569	BRWD3								
DFAM71927V3_1_748_R1_peak_20534	chr6	6494199	6494407	+	125	NA	intron (LY86-AS1, intron 3 of 7)	NA	-94398	LY86								
DFAM71927V3_1_748_R1_peak_18725	chr4	40247537	40247755	+	125	NA	Intergenic	NA	-47465	LOC101930098								
DFAM71927V3_1_748_R1_peak_11440	chr18	43271926	43272175	+	125	NA	intron (SYT4, intron 2 of 3)	NA	5600	SYT4								
DFAM71927V3_1_748_R1_peak_23398	chr8	42560150	42560343	+	125	NA	Intergenic	NA	-18541	SLC20A2								
DFAM71927V3_1_748_R1_peak_23891	chr8	142200136	142200432	+	125	NA	intron (LINC00051, intron 1 of 2)	NA	1928	LINC00051								
DFAM71927V3_1_748_R1_peak_1452	chr1	147599631	147600321	+	125	NA	promoter-TSS (BCL9)	NA	58575	BCL9								
DFAM71927V3_1_748_R1_peak_25137	chrX	21438887	21439109	+	125	NA	intron (CNKSR2, intron 3 of 19)	NA	64584	CNKSR2								
DFAM71927V3_1_748_R1_peak_25116	chrX	16892910	16893146	+	125	NA	Intergenic	NA	-23173	RBBP7								
DFAM71927V3_1_748_R1_peak_6807	chr13	102596752	102597001	+	125	NA	promoter-TSS (TPP2)	NA	-61	TPP2								
DFAM71927V3_1_748_R1_peak_12749	chr19	40162924	40163126	+	125	NA	Intergenic	NA	-28719	MAP3K10								
DFAM71927V3_1_748_R1_peak_2226	chr1	224106797	224107000	+	125	NA	Intergenic	NA	-7189	FBXO28								
DFAM71927V3_1_748_R1_peak_22931	chr7	149460526	149460732	+	125	NA	promoter-TSS (ZNF777)	NA	-439	ZNF777								
DFAM71927V3_1_748_R1_peak_23574	chr8	89984043	89984662	+	125	NA	intron (NBN, intron 1 of 16)	NA	372	NBN								
DFAM71927V3_1_748_R1_peak_9991	chr17	18258459	18258776	+	125	NA	promoter-TSS (FLII)	NA	299	FLII								
DFAM71927V3_1_748_R1_peak_2799	chr10	27242948	27243175	+	125	NA	promoter-TSS (ACBD5)	NA	-922	ACBD5								
DFAM71927V3_1_748_R1_peak_23867	chr8	140636049	140636302	+	125	NA	promoter-TSS (AGO2)	NA	-628	AGO2								
DFAM71927V3_1_748_R1_peak_3443	chr10	102473515	102473764	+	125	NA	exon (TMEM180, exon 8 of 10)	NA	12226	TMEM180								
DFAM71927V3_1_748_R1_peak_15803	chr20	50191424	50191668	+	125	NA	exon (CEBPB, exon 1 of 1)	NA	963	CEBPB								
DFAM71927V3_1_748_R1_peak_966	chr1	52921480	52921833	+	125	NA	promoter-TSS (ECHDC2)	NA	-3961	ECHDC2								
DFAM71927V3_1_748_R1_peak_8375	chr15	90935421	90935693	+	125	NA	exon (UNC45A, exon 2 of 20)	NA	272	UNC45A								
DFAM71927V3_1_748_R1_peak_5813	chr12	85425036	85425238	+	125	NA	Intergenic	NA	144879	ALX1								
DFAM71927V3_1_748_R1_peak_6981	chr14	31420482	31420740	+	125	NA	promoter-TSS (HEATR5A)	NA	-29	HEATR5A								
DFAM71927V3_1_748_R1_peak_8623	chr16	3100180	3100447	+	125	NA	promoter-TSS (ZSCAN10)	NA	-7453	ZSCAN10								
DFAM71927V3_1_748_R1_peak_6479	chr13	29850340	29850865	+	125	NA	promoter-TSS (UBL3)	NA	81	UBL3								
DFAM71927V3_1_748_R1_peak_14769	chr2	196068812	196069044	+	125	NA	promoter-TSS (DNAH7)	NA	-116	DNAH7								
DFAM71927V3_1_748_R1_peak_8533	chr16	1304366	1304603	+	125	NA	Intergenic	NA	-5143	UBE2I								
DFAM71927V3_1_748_R1_peak_15958	chr20	62918155	62918439	+	125	NA	intron (DIDO1, intron 1 of 15)	NA	8254	DIDO1								
DFAM71927V3_1_748_R1_peak_17011	chr22	50539727	50539904	+	125	NA	Intergenic	NA	-1612	LOC102724608								
DFAM71927V3_1_748_R1_peak_4530	chr11	72224852	72225483	+	125	NA	promoter-TSS (INPPL1)	NA	1291	INPPL1								
DFAM71927V3_1_748_R1_peak_15802	chr20	50153707	50153971	+	125	NA	promoter-TSS (TMEM189-UBE2V1)	NA	-41	TMEM189-UBE2V1								
DFAM71927V3_1_748_R1_peak_14333	chr2	113700326	113700577	+	125	NA	Intergenic	NA	20908	MIR4782								
DFAM71927V3_1_748_R1_peak_5545	chr12	53198362	53198829	+	125	NA	intron (ITGB7, intron 3 of 15)	NA	8683	ITGB7								
DFAM71927V3_1_748_R1_peak_7439	chr14	95533529	95533788	+	125	NA	promoter-TSS (SCARNA13)	NA	-29	SCARNA13								
DFAM71927V3_1_748_R1_peak_12243	chr19	14221474	14221704	+	125	NA	Intergenic	NA	-15509	LPHN1								
DFAM71927V3_1_748_R1_peak_16477	chr22	22823245	22823434	+	125	NA	TTS (MIR650)	NA	548	MIR650								
DFAM71927V3_1_748_R1_peak_16210	chr21	39004786	39005222	+	125	NA	intron (LOC102724740, intron 2 of 2)	NA	6255	LOC102724740								
DFAM71927V3_1_748_R1_peak_24848	chr9	132575063	132575293	+	125	NA	Intergenic	NA	-7428	BARHL1								
DFAM71927V3_1_748_R1_peak_6320	chr12	132415011	132415282	+	125	NA	intron (LOC101928629, intron 4 of 4)	NA	10056	LOC101928629								
DFAM71927V3_1_748_R1_peak_11105	chr17	81090845	81091100	+	125	NA	intron (BAIAP2, intron 6 of 13)	NA	34401	MIR657								
DFAM71927V3_1_748_R1_peak_22430	chr7	74372682	74372934	+	125	NA	intron (CLIP2, intron 8 of 15)	NA	83333	CLIP2								
DFAM71927V3_1_748_R1_peak_10834	chr17	73142967	73143336	+	125	NA	Intergenic	NA	-21870	SSTR2								
DFAM71927V3_1_748_R1_peak_1402	chr1	119611717	119611943	+	125	NA	Intergenic	NA	-12539	LINC00622								
DFAM71927V3_1_748_R1_peak_16261	chr21	42464134	42464404	+	125	NA	Intergenic	NA	32038	RSPH1								
DFAM71927V3_1_748_R1_peak_13513	chr2	25251734	25252183	+	125	NA	intron (DNMT3A, intron 1 of 18)	NA	62714	DNMT3A								
DFAM71927V3_1_748_R1_peak_15504	chr20	31861527	31861743	+	125	NA	promoter-TSS (C20orf57)	NA	-235	C20orf57								
DFAM71927V3_1_748_R1_peak_13574	chr2	27735564	27735860	+	125	NA	Intergenic	NA	-36005	MRPL33								
DFAM71927V3_1_748_R1_peak_10736	chr17	64106751	64106987	+	125	NA	intron (ERN1, intron 3 of 23)	NA	23273	ERN1								
DFAM71927V3_1_748_R1_peak_13738	chr2	45567859	45568188	+	125	NA	intron (SRBD1, intron 9 of 16)	NA	43271	SRBD1								
DFAM71927V3_1_748_R1_peak_22662	chr7	105012834	105013324	+	125	NA	exon (KMT2E-AS1, exon 1 of 1)	NA	1062	KMT2E-AS1								
DFAM71927V3_1_748_R1_peak_16771	chr22	39020968	39021217	+	125	NA	promoter-TSS (APOBEC3D)	NA	-21	APOBEC3D								
DFAM71927V3_1_748_R1_peak_10124	chr17	30363855	30364146	+	125	NA	Intergenic	NA	-14924	CPD								
DFAM71927V3_1_748_R1_peak_12109	chr19	11155650	11156063	+	125	NA	promoter-TSS (SPC24)	NA	31	SPC24								
DFAM71927V3_1_748_R1_peak_9601	chr16	89534217	89534646	+	125	NA	intron (SPG7, intron 9 of 16)	NA	26037	SPG7								
DFAM71927V3_1_748_R1_peak_20452	chr6	2750012	2750330	+	125	NA	intron (MYLK4, intron 1 of 12)	NA	795	MYLK4								
DFAM71927V3_1_748_R1_peak_7561	chr14	106224359	106224728	+	125	NA	Intergenic	NA	-63131	LINC00226								
DFAM71927V3_1_748_R1_peak_7	chr1	1014303	1014630	+	125	NA	TTS (ISG15)	NA	999	ISG15								
DFAM71927V3_1_748_R1_peak_18026	chr3	130094521	130094845	+	125	NA	intron (ALG1L2, intron 5 of 7)	NA	12852	ALG1L2								
DFAM71927V3_1_748_R1_peak_9577	chr16	88999937	89000154	+	125	NA	Intergenic	NA	-22889	CBFA2T3								
DFAM71927V3_1_748_R1_peak_14504	chr2	147844211	147844606	+	125	NA	promoter-TSS (ACVR2A)	NA	-109	ACVR2A								
DFAM71927V3_1_748_R1_peak_12456	chr19	19406138	19406440	+	125	NA	intron (GATAD2A, intron 1 of 11)	NA	20314	GATAD2A								
DFAM71927V3_1_748_R1_peak_22862	chr7	140478235	140478517	+	125	NA	intron (MKRN1, intron 1 of 4)	NA	1193	MKRN1								
DFAM71927V3_1_748_R1_peak_24875	chr9	133370830	133371065	+	125	NA	exon (SURF4, exon 3 of 8)	NA	5219	SURF4								
DFAM71927V3_1_748_R1_peak_4491	chr11	68584018	68584233	+	125	NA	intron (PPP6R3, intron 15 of 23)	NA	78980	PPP6R3								
DFAM71927V3_1_748_R1_peak_19502	chr5	40679612	40679926	+	125	NA	promoter-TSS (PTGER4)	NA	-1182	PTGER4								
DFAM71927V3_1_748_R1_peak_23450	chr8	55991113	55991358	+	125	NA	intron (LYN, intron 10 of 12)	NA	82666	SNORD54								
DFAM71927V3_1_748_R1_peak_24723	chr9	128117621	128117862	+	125	NA	exon (RP11-395P17.3, exon 2 of 5)	NA	993	RP11-395P17.3								
DFAM71927V3_1_748_R1_peak_330	chr1	17438341	17438829	+	125	NA	promoter-TSS (RCC2)	NA	1169	RCC2								
DFAM71927V3_1_748_R1_peak_2865	chr10	32980507	32980899	+	124	NA	Intergenic	NA	-4924	LOC101929475								
DFAM71927V3_1_748_R1_peak_17228	chr3	27484335	27484797	+	124	NA	promoter-TSS (SLC4A7)	NA	-146	SLC4A7								
DFAM71927V3_1_748_R1_peak_16105	chr21	33212254	33212619	+	124	NA	Intergenic	NA	-17459	IFNAR2								
