PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_745_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_745_R1_peak_209	chr14	31613052	31613099	+	86	NA	intron (NUBPL, intron 4 of 8)	NA	51676	NUBPL								
DFAM71927V3_1_745_R1_peak_763	chr7	48332135	48332190	+	85	NA	intron (ABCA13, intron 27 of 61)	NA	160702	ABCA13								
DFAM71927V3_1_745_R1_peak_389	chr19	52115669	52115716	+	85	NA	exon (ZNF616, exon 4 of 4)	NA	-19927	ZNF841								
DFAM71927V3_1_745_R1_peak_229	chr14	103173791	103173838	+	85	NA	Intergenic	NA	15214	LINC00605								
DFAM71927V3_1_745_R1_peak_588	chr4	9703438	9703690	+	85	NA	Intergenic	NA	-18907	LOC102723496								
DFAM71927V3_1_745_R1_peak_180	chr12	113086547	113086762	+	85	NA	intron (DTX1, intron 2 of 8)	NA	28797	DTX1								
DFAM71927V3_1_745_R1_peak_99	chr10	59017876	59017923	+	85	NA	intron (LOC102724768, intron 1 of 2)	NA	4214	LOC102724768								
DFAM71927V3_1_745_R1_peak_34	chr1	112082770	112082820	+	85	NA	Intergenic	NA	92227	LOC643355								
DFAM71927V3_1_745_R1_peak_839	chr9	94834792	94834839	+	85	NA	intron (C9orf3, intron 5 of 13)	NA	24838	MIR2278								
DFAM71927V3_1_745_R1_peak_138	chr11	64502995	64503042	+	85	NA	Intergenic	NA	-52608	SLC22A11								
DFAM71927V3_1_745_R1_peak_332	chr17	64020036	64020201	+	85	NA	intron (ICAM2, intron 1 of 5)	NA	-13195	ICAM2								
DFAM71927V3_1_745_R1_peak_377	chr19	13547261	13547317	+	85	NA	Intergenic	NA	-27032	LOC100507353								
DFAM71927V3_1_745_R1_peak_184	chr12	125366372	125366419	+	83	NA	intron (TMEM132B, intron 2 of 8)	NA	147826	TMEM132B								
DFAM71927V3_1_745_R1_peak_820	chr8	126539101	126539153	+	83	NA	Intergenic	NA	18906	FAM84B								
DFAM71927V3_1_745_R1_peak_529	chr22_KI270733v1_random	154749	154798	+	83	NA	Intergenic	NA	5328	LOC102724621								
DFAM71927V3_1_745_R1_peak_66	chr1	232924112	232924340	+	83	NA	Intergenic	NA	-26305	NTPCR								
DFAM71927V3_1_745_R1_peak_343	chr17_KI270729v1_random	11145	11192	+	83	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_508	chr21	35045832	35045914	+	83	NA	intron (RUNX1, intron 2 of 8)	NA	3425	RUNX1								
DFAM71927V3_1_745_R1_peak_151	chr11	132126348	132126592	+	83	NA	intron (NTM, intron 2 of 9)	NA	-157832	NTM-IT								
DFAM71927V3_1_745_R1_peak_15	chr1	40526043	40526091	+	83	NA	Intergenic	NA	-5494	ZNF684								
DFAM71927V3_1_745_R1_peak_118	chr10	130171263	130171335	+	83	NA	intron (GLRX3, intron 7 of 11)	NA	34924	GLRX3								
DFAM71927V3_1_745_R1_peak_855	chrUn_KI270333v1	2437	2484	+	82	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_582	chr4	2010070	2010270	+	82	NA	promoter-TSS (NELFA)	NA	-11562	NELFA								
DFAM71927V3_1_745_R1_peak_499	chr21	10270252	10270303	+	81	NA	Intergenic	NA	-143255	BAGE2								
DFAM71927V3_1_745_R1_peak_690	chr6	3027175	3027327	+	81	NA	exon (LOC101927759, exon 2 of 2)	NA	1557	LOC101927759								
DFAM71927V3_1_745_R1_peak_770	chr7	87219680	87219823	+	81	NA	promoter-TSS (TMEM243)	NA	817	TMEM243								
DFAM71927V3_1_745_R1_peak_502	chr21	24872694	24872741	+	80	NA	intron (LOC339622, intron 2 of 3)	NA	32167	LOC339622								
DFAM71927V3_1_745_R1_peak_912	chrX	66508102	66508154	+	80	NA	Intergenic	NA	131170	EDA2R								
DFAM71927V3_1_745_R1_peak_1	chr1	9983	10031	+	80	NA	Intergenic	NA	-1867	DDX11L1								
DFAM71927V3_1_745_R1_peak_32	chr1	95155751	95155798	+	80	NA	intron (TMEM56-RWDD3, intron 5 of 7)	NA	37851	TMEM56-RWDD3								
DFAM71927V3_1_745_R1_peak_128	chr11	34815701	34815764	+	80	NA	Intergenic	NA	-100398	PDHX								
DFAM71927V3_1_745_R1_peak_798	chr8	23455145	23455373	+	79	NA	intron (ENTPD4, intron 1 of 12)	NA	2472	ENTPD4								
DFAM71927V3_1_745_R1_peak_409	chr2	44674433	44674675	+	79	NA	intron (CAMKMT, intron 3 of 10)	NA	247907	LOC100130502								
DFAM71927V3_1_745_R1_peak_595	chr4	30425192	30425239	+	79	NA	Intergenic	NA	-295200	PCDH7								
DFAM71927V3_1_745_R1_peak_768	chr7	73725695	73725746	+	79	NA	Intergenic	NA	-6018	STX1A								
DFAM71927V3_1_745_R1_peak_115	chr10	128464551	128464605	+	78	NA	Intergenic	NA	178630	LINC01163								
DFAM71927V3_1_745_R1_peak_573	chr3	166111716	166111764	+	78	NA	Intergenic	NA	-274275	BCHE								
DFAM71927V3_1_745_R1_peak_800	chr8	30897902	30897949	+	78	NA	intron (TEX15, intron 2 of 10)	NA	-11052	TEX15								
DFAM71927V3_1_745_R1_peak_104	chr10	88271091	88271204	+	78	NA	intron (LOC101929727, intron 1 of 2)	NA	4887	LOC101929727								
DFAM71927V3_1_745_R1_peak_625	chr4	96694552	96694599	+	77	NA	Intergenic	NA	-542172	RNU6-34P								
DFAM71927V3_1_745_R1_peak_526	chr22_KI270733v1_random	149476	149545	+	76	NA	Intergenic	NA	10591	LOC102724621								
DFAM71927V3_1_745_R1_peak_7	chr1	14181395	14181470	+	76	NA	intron (KAZN, intron 2 of 16)	NA	476577	PRDM2								
DFAM71927V3_1_745_R1_peak_810	chr8	65576727	65576775	+	76	NA	Intergenic	NA	-14085	LOC286186								
DFAM71927V3_1_745_R1_peak_606	chr4	49651384	49651481	+	76	NA	Intergenic	NA	-162108	LOC101060532								
DFAM71927V3_1_745_R1_peak_139	chr11	69026236	69026283	+	76	NA	Intergenic	NA	-12877	MRGPRF								
DFAM71927V3_1_745_R1_peak_676	chr5	132556919	132557012	+	75	NA	promoter-TSS (IL5)	NA	41	RAD50								
DFAM71927V3_1_745_R1_peak_504	chr21	32771852	32771962	+	75	NA	promoter-TSS (C21orf49)	NA	-120	PAXBP1								
DFAM71927V3_1_745_R1_peak_442	chr2	159690807	159690854	+	75	NA	Intergenic	NA	21609	LOC102723926								
DFAM71927V3_1_745_R1_peak_375	chr19	10107646	10107713	+	75	NA	promoter-TSS (SNORD105)	NA	28	SNORD105								
DFAM71927V3_1_745_R1_peak_101	chr10	72297232	72297375	+	75	NA	Intergenic	NA	23384	DDIT4								
DFAM71927V3_1_745_R1_peak_498	chr21	8230694	8230744	+	74	NA	Intergenic	NA	12354	LOC102723570								
DFAM71927V3_1_745_R1_peak_372	chr19	6425406	6425538	+	74	NA	promoter-TSS (KHSRP)	NA	-689	KHSRP								
DFAM71927V3_1_745_R1_peak_461	chr2	207711598	207711645	+	73	NA	promoter-TSS (CCNYL1)	NA	81	CCNYL1								
DFAM71927V3_1_745_R1_peak_29	chr1	94106225	94106336	+	72	NA	intron (ABCA4, intron 4 of 49)	NA	14869	ABCA4								
DFAM71927V3_1_745_R1_peak_255	chr15	65718757	65718804	+	72	NA	TTS (MIR4511)	NA	552	MIR4511								
DFAM71927V3_1_745_R1_peak_762	chr7	48031285	48031334	+	72	NA	Intergenic	NA	-2190	SUN3								
DFAM71927V3_1_745_R1_peak_200	chr13	81023791	81023838	+	72	NA	Intergenic	NA	127455	LOC102724139								
DFAM71927V3_1_745_R1_peak_560	chr3	116624392	116624440	+	72	NA	Intergenic	NA	-85372	TUSC7								
DFAM71927V3_1_745_R1_peak_785	chr7	140477303	140477501	+	72	NA	intron (MKRN1, intron 1 of 7)	NA	2167	MKRN1								
DFAM71927V3_1_745_R1_peak_149	chr11	121713249	121713297	+	72	NA	Intergenic	NA	261070	SORL1								
DFAM71927V3_1_745_R1_peak_834	chr9	37067594	37067641	+	72	NA	Intergenic	NA	-12279	LOC100506710								
DFAM71927V3_1_745_R1_peak_282	chr16	46389655	46389709	+	72	NA	Intergenic	NA	179415	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_300	chr17	4414975	4415022	+	71	NA	Intergenic	NA	-18926	SPNS3								
DFAM71927V3_1_745_R1_peak_358	chr18	51228416	51228463	+	71	NA	Intergenic	NA	-30758	MEX3C								
DFAM71927V3_1_745_R1_peak_346	chr18	10576	10625	+	71	NA	promoter-TSS (LOC102724130)	NA	-592	LOC102724130								
DFAM71927V3_1_745_R1_peak_205	chr13	106486439	106486504	+	71	NA	Intergenic	NA	48569	EFNB2								
DFAM71927V3_1_745_R1_peak_592	chr4	21304024	21304071	+	71	NA	promoter-TSS (KCNIP4)	NA	160711	MIR7978								
DFAM71927V3_1_745_R1_peak_765	chr7	67734088	67734150	+	71	NA	Intergenic	NA	-290372	LOC102723427								
DFAM71927V3_1_745_R1_peak_46	chr1	151836749	151836796	+	71	NA	Intergenic	NA	-1697	LOC100132111								
DFAM71927V3_1_745_R1_peak_894	chrX	2783967	2784014	+	71	NA	intron (XG, intron 4 of 10)	NA	31938	XG								
DFAM71927V3_1_745_R1_peak_418	chr2	87503126	87503173	+	71	NA	intron (LINC00152, intron 3 of 3)	NA	-19601	LOC101928152								
DFAM71927V3_1_745_R1_peak_445	chr2	173430338	173430385	+	71	NA	Intergenic	NA	75528	CDCA7								
DFAM71927V3_1_745_R1_peak_356	chr18	38619418	38619465	+	71	NA	Intergenic	NA	-707624	LOC101927879								
DFAM71927V3_1_745_R1_peak_45	chr1	147278191	147278238	+	71	NA	intron (CHD1L, intron 14 of 20)	NA	35573	CHD1L								
DFAM71927V3_1_745_R1_peak_635	chr4	160671019	160671066	+	71	NA	Intergenic	NA	-1351691	RP11-497K21.1								
DFAM71927V3_1_745_R1_peak_549	chr3	56483857	56483904	+	71	NA	Intergenic	NA	-15523	ERC2								
DFAM71927V3_1_745_R1_peak_47	chr1	154442755	154442802	+	71	NA	intron (IL6R, intron 6 of 9)	NA	-35955	LOC101928101								
DFAM71927V3_1_745_R1_peak_926	chrX	141138839	141138886	+	71	NA	Intergenic	NA	38352	LDOC1								
DFAM71927V3_1_745_R1_peak_136	chr11	63028198	63028245	+	71	NA	Intergenic	NA	-12376	SLC22A8								
DFAM71927V3_1_745_R1_peak_755	chr7	28158173	28158220	+	71	NA	intron (JAZF1, intron 1 of 4)	NA	-22261	JAZF1-AS1								
DFAM71927V3_1_745_R1_peak_148	chr11	116230376	116230423	+	71	NA	Intergenic	NA	310101	LOC102724165								
DFAM71927V3_1_745_R1_peak_616	chr4	57339043	57339090	+	71	NA	Intergenic	NA	-86806	RP11-319E12.1								
DFAM71927V3_1_745_R1_peak_179	chr12	110387233	110387297	+	71	NA	intron (ANAPC7, intron 5 of 9)	NA	16465	ANAPC7								
DFAM71927V3_1_745_R1_peak_744	chr6	170174081	170174130	+	71	NA	Intergenic	NA	13463	LOC102724511								
DFAM71927V3_1_745_R1_peak_19	chr1	49203089	49203136	+	71	NA	intron (AGBL4, intron 4 of 13)	NA	268973	AGBL4-IT1								
DFAM71927V3_1_745_R1_peak_385	chr19	35981281	35981328	+	71	NA	Intergenic	NA	-13884	SDHAF1								
DFAM71927V3_1_745_R1_peak_773	chr7	98754911	98754958	+	71	NA	Intergenic	NA	115116	TMEM130								
DFAM71927V3_1_745_R1_peak_827	chr9	9655588	9655635	+	71	NA	intron (PTPRD, intron 7 of 45)	NA	-258128	PTPRD								
DFAM71927V3_1_745_R1_peak_236	chr15	29591855	29591902	+	71	NA	Intergenic	NA	-21155	FAM189A1								
DFAM71927V3_1_745_R1_peak_306	chr17	16500524	16500571	+	71	NA	Intergenic	NA	-8356	FAM211A								
DFAM71927V3_1_745_R1_peak_674	chr5	113889445	113889492	+	71	NA	Intergenic	NA	-166538	RP11-371M22.1								
DFAM71927V3_1_745_R1_peak_398	chr2	26014471	26014518	+	71	NA	Intergenic	NA	18639	LOC102723485								
DFAM71927V3_1_745_R1_peak_432	chr2	126305677	126305724	+	71	NA	Intergenic	NA	-377117	GYPC								
DFAM71927V3_1_745_R1_peak_463	chr2	214963931	214963978	+	71	NA	TTS (AC072062.1)	NA	153725	AC072062.1								
DFAM71927V3_1_745_R1_peak_259	chr15	101800130	101800178	+	71	NA	Intergenic	NA	-5566	OR4F6								
DFAM71927V3_1_745_R1_peak_620	chr4	83795056	83795103	+	71	NA	Intergenic	NA	259346	AGPAT9								
DFAM71927V3_1_745_R1_peak_913	chrX	71255101	71255150	+	70	NA	promoter-TSS (ZMYM3)	NA	-418	ZMYM3								
DFAM71927V3_1_745_R1_peak_750	chr7	5700301	5700409	+	70	NA	intron (LOC101927301, intron 2 of 2)	NA	3555	LOC101927301								
DFAM71927V3_1_745_R1_peak_291	chr16	54138284	54138331	+	70	NA	Intergenic	NA	98914	FTO-IT1								
DFAM71927V3_1_745_R1_peak_217	chr14	59819415	59819462	+	70	NA	intron (RTN1, intron 1 of 8)	NA	-100275	LRRC9								
DFAM71927V3_1_745_R1_peak_176	chr12	105476874	105476921	+	70	NA	Intergenic	NA	146261	C12orf75								
DFAM71927V3_1_745_R1_peak_737	chr6	138630504	138630563	+	70	NA	Intergenic	NA	-61135	FLJ46906								
DFAM71927V3_1_745_R1_peak_190	chr13	28347884	28348021	+	70	NA	intron (FLT1, intron 15 of 29)	NA	115451	RNU6-82P								
DFAM71927V3_1_745_R1_peak_836	chr9	74819309	74819356	+	70	NA	intron (TRPM6, intron 9 of 38)	NA	68388	TRPM6								
DFAM71927V3_1_745_R1_peak_256	chr15	71459353	71459400	+	70	NA	intron (THSD4, intron 7 of 17)	NA	232163	LOC101929173								
DFAM71927V3_1_745_R1_peak_117	chr10	130157487	130157534	+	70	NA	intron (GLRX3, intron 2 of 11)	NA	21135	GLRX3								
DFAM71927V3_1_745_R1_peak_747	chr7	906438	906490	+	70	NA	intron (ADAP1, intron 3 of 9)	NA	29910	GET4								
DFAM71927V3_1_745_R1_peak_157	chr12	6537715	6537764	+	70	NA	exon (GAPDH, exon 7 of 8)	NA	2496	GAPDH								
DFAM71927V3_1_745_R1_peak_828	chr9	18813433	18813480	+	70	NA	intron (ADAMTSL1, intron 20 of 28)	NA	-119073	LOC102724102								
DFAM71927V3_1_745_R1_peak_357	chr18	50925319	50925366	+	70	NA	intron (ME2, intron 11 of 13)	NA	-42675	ELAC1								
DFAM71927V3_1_745_R1_peak_821	chr8	132674023	132674083	+	70	NA	intron (LRRC6, intron 1 of 12)	NA	580	LRRC6								
DFAM71927V3_1_745_R1_peak_109	chr10	117412237	117412285	+	70	NA	Intergenic	NA	-25282	LOC101927731								
DFAM71927V3_1_745_R1_peak_258	chr15	79670682	79670730	+	70	NA	Intergenic	NA	-73949	TRNAC12								
DFAM71927V3_1_745_R1_peak_576	chr3	194284032	194284079	+	70	NA	Intergenic	NA	28749	LINC00887								
DFAM71927V3_1_745_R1_peak_305	chr17	16229696	16229743	+	70	NA	intron (PIGL, intron 1 of 6)	NA	12510	PIGL								
DFAM71927V3_1_745_R1_peak_22	chr1	67021695	67021742	+	70	NA	intron (SLC35D1, intron 8 of 11)	NA	32679	SLC35D1								
DFAM71927V3_1_745_R1_peak_337	chr17	78639271	78639326	+	70	NA	Intergenic	NA	-9128	LOC101928710								
DFAM71927V3_1_745_R1_peak_393	chr2	1222097	1222144	+	70	NA	intron (SNTG2, intron 9 of 16)	NA	-181924	LOC101927426								
DFAM71927V3_1_745_R1_peak_761	chr7	45615640	45615692	+	70	NA	intron (ADCY1, intron 4 of 9)	NA	41138	ADCY1								
DFAM71927V3_1_745_R1_peak_206	chr13	108106660	108106707	+	70	NA	Intergenic	NA	108905	LIG4								
DFAM71927V3_1_745_R1_peak_70	chr1	243421801	243421962	+	70	NA	intron (SDCCAG8, intron 14 of 16)	NA	-50144	LOC102724256								
DFAM71927V3_1_745_R1_peak_704	chr6	30213349	30213509	+	70	NA	promoter-TSS (TRIM26)	NA	-44	TRIM26								
DFAM71927V3_1_745_R1_peak_481	chr20	38860221	38860268	+	70	NA	intron (PPP1R16B, intron 2 of 10)	NA	54539	PPP1R16B								
DFAM71927V3_1_745_R1_peak_344	chr17_KI270729v1_random	59713	59760	+	70	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_67	chr1	234014232	234014288	+	70	NA	intron (SLC35F3, intron 2 of 7)	NA	109327	SLC35F3								
DFAM71927V3_1_745_R1_peak_702	chr6	29225177	29225224	+	70	NA	intron (LOC101929006, intron 1 of 1)	NA	1315	LOC101929006								
DFAM71927V3_1_745_R1_peak_599	chr4	41903218	41903265	+	70	NA	Intergenic	NA	-20630	LINC00682								
DFAM71927V3_1_745_R1_peak_186	chr12	133120768	133120815	+	70	NA	exon (ZNF891, exon 2 of 2)	NA	9682	ZNF891								
DFAM71927V3_1_745_R1_peak_456	chr2	198978751	198978798	+	70	NA	Intergenic	NA	486334	SATB2								
DFAM71927V3_1_745_R1_peak_772	chr7	95848957	95849004	+	70	NA	intron (DYNC1I1, intron 5 of 16)	NA	76474	DYNC1I1								
DFAM71927V3_1_745_R1_peak_792	chr7	150719622	150719698	+	70	NA	intron (GIMAP1, intron 2 of 2)	NA	3103	GIMAP1								
DFAM71927V3_1_745_R1_peak_80	chr10	13128498	13128545	+	70	NA	intron (OPTN, intron 11 of 13)	NA	28446	OPTN								
DFAM71927V3_1_745_R1_peak_562	chr3	126236705	126236752	+	70	NA	Intergenic	NA	-51403	LOC644662								
DFAM71927V3_1_745_R1_peak_265	chr16	25760110	25760158	+	70	NA	intron (HS3ST4, intron 1 of 1)	NA	68108	HS3ST4								
DFAM71927V3_1_745_R1_peak_320	chr17	41264487	41264534	+	70	NA	promoter-TSS (KRTAP9-6)	NA	-868	KRTAP9-6								
DFAM71927V3_1_745_R1_peak_831	chr9	31168640	31168687	+	70	NA	Intergenic	NA	212827	LOC101929620								
DFAM71927V3_1_745_R1_peak_192	chr13	37696885	37696932	+	69	NA	intron (TRPC4, intron 2 of 9)	NA	-98064	POSTN								
DFAM71927V3_1_745_R1_peak_670	chr5	95869627	95869774	+	69	NA	Intergenic	NA	17468	C5orf27								
DFAM71927V3_1_745_R1_peak_780	chr7	118703766	118703813	+	69	NA	Intergenic	NA	443928	LOC102724495								
DFAM71927V3_1_745_R1_peak_458	chr2	203534640	203534738	+	67	NA	intron (RAPH1, intron 1 of 15)	NA	646	RAPH1								
DFAM71927V3_1_745_R1_peak_672	chr5	98773605	98773660	+	67	NA	promoter-TSS (RGMB-AS1)	NA	-548	RGMB-AS1								
DFAM71927V3_1_745_R1_peak_170	chr12	76015649	76015696	+	67	NA	Intergenic	NA	16104	PHLDA1								
DFAM71927V3_1_745_R1_peak_610	chr4	49710014	49710116	+	67	NA	Intergenic	NA	-220741	LOC101060532								
DFAM71927V3_1_745_R1_peak_647	chr5	49657002	49657095	+	66	NA	Intergenic	NA	784352	EMB								
DFAM71927V3_1_745_R1_peak_133	chr11	60299449	60299496	+	66	NA	intron (MS4A4A, intron 3 of 6)	NA	18931	MS4A4A								
DFAM71927V3_1_745_R1_peak_552	chr3	77984769	77984816	+	66	NA	Intergenic	NA	965999	ROBO1								
DFAM71927V3_1_745_R1_peak_158	chr12	6558157	6558287	+	66	NA	intron (NOP2, intron 15 of 16)	NA	-2145	IFFO1								
DFAM71927V3_1_745_R1_peak_283	chr16	46389815	46390046	+	66	NA	Intergenic	NA	179167	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_501	chr21	21378540	21378587	+	66	NA	intron (NCAM2, intron 9 of 15)	NA	88486	NCAM2								
DFAM71927V3_1_745_R1_peak_302	chr17	12474981	12475028	+	66	NA	Intergenic	NA	-74964	LINC00670								
DFAM71927V3_1_745_R1_peak_492	chr20	59564628	59564675	+	66	NA	Intergenic	NA	-12858	PHACTR3								
DFAM71927V3_1_745_R1_peak_555	chr3	99856099	99856146	+	66	NA	intron (FILIP1L, intron 4 of 5)	NA	8289	LOC102724841								
DFAM71927V3_1_745_R1_peak_75	chr10	3472875	3473035	+	66	NA	Intergenic	NA	-37243	LOC101927880								
DFAM71927V3_1_745_R1_peak_23	chr1	75893748	75893795	+	66	NA	intron (MSH4, intron 17 of 19)	NA	38640	ASB17								
DFAM71927V3_1_745_R1_peak_107	chr10	102935615	102935741	+	65	NA	intron (CNNM2, intron 1 of 7)	NA	17338	CNNM2								
DFAM71927V3_1_745_R1_peak_195	chr13	48562290	48562434	+	65	NA	Intergenic	NA	18539	LINC00462								
DFAM71927V3_1_745_R1_peak_851	chrUn_GL000216v2	38038	38085	+	65	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_547	chr3	50569214	50569332	+	65	NA	promoter-TSS (HEMK1)	NA	121	HEMK1								
DFAM71927V3_1_745_R1_peak_668	chr5	87400539	87400591	+	64	NA	intron (CCNH, intron 6 of 8)	NA	12306	CCNH								
DFAM71927V3_1_745_R1_peak_677	chr5	133623284	133623331	+	64	NA	Intergenic	NA	-10775	FSTL4								
DFAM71927V3_1_745_R1_peak_221	chr14	67045588	67045635	+	64	NA	intron (GPHN, intron 10 of 22)	NA	-35868	LOC101927899								
DFAM71927V3_1_745_R1_peak_74	chr10	451101	451280	+	64	NA	intron (DIP2C, intron 3 of 36)	NA	-177405	LOC101930421								
DFAM71927V3_1_745_R1_peak_767	chr7	72378917	72378964	+	63	NA	intron (CALN1, intron 2 of 6)	NA	33435	CALN1								
DFAM71927V3_1_745_R1_peak_752	chr7	18257371	18257418	+	63	NA	intron (HDAC9, intron 2 of 11)	NA	-68118	LOC102724098								
DFAM71927V3_1_745_R1_peak_335	chr17	69737067	69737114	+	63	NA	intron (AC003051.1, intron 3 of 5)	NA	143103	AC003051.1								
DFAM71927V3_1_745_R1_peak_166	chr12	62466800	62466847	+	62	NA	promoter-TSS (MON2)	NA	6	MON2								
DFAM71927V3_1_745_R1_peak_374	chr19	10099801	10099850	+	62	NA	intron (ANGPTL6, intron 1 of 5)	NA	2924	ANGPTL6								
DFAM71927V3_1_745_R1_peak_90	chr10	41903507	41903554	+	62	NA	Intergenic	NA	-338993	LOC101929373								
DFAM71927V3_1_745_R1_peak_518	chr22	37230846	37230903	+	62	NA	intron (RAC2, intron 5 of 5)	NA	13385	RAC2								
DFAM71927V3_1_745_R1_peak_633	chr4	146241974	146242170	+	61	NA	Intergenic	NA	18454	LOC345051								
DFAM71927V3_1_745_R1_peak_441	chr2	158439767	158439814	+	60	NA	intron (CCDC148, intron 1 of 14)	NA	16963	CCDC148								
DFAM71927V3_1_745_R1_peak_900	chrX	39128208	39128255	+	60	NA	Intergenic	NA	199131	RP11-265P11.2								
DFAM71927V3_1_745_R1_peak_907	chrX	51885183	51885241	+	60	NA	intron (MAGED1, intron 1 of 12)	NA	-8390	MAGED1								
DFAM71927V3_1_745_R1_peak_703	chr6	29848217	29848369	+	60	NA	Intergenic	NA	21314	HLA-G								
DFAM71927V3_1_745_R1_peak_925	chrX	134988452	134988499	+	59	NA	Intergenic	NA	-2463	SMIM10								
DFAM71927V3_1_745_R1_peak_748	chr7	1961913	1962079	+	59	NA	intron (MAD1L1, intron 15 of 18)	NA	-117787	MIR4655								
DFAM71927V3_1_745_R1_peak_253	chr15	64846443	64846490	+	59	NA	intron (PLEKHO2, intron 1 of 4)	NA	4583	PLEKHO2								
DFAM71927V3_1_745_R1_peak_471	chr2	242183414	242183461	+	59	NA	Intergenic	NA	18121	LOC101927407								
DFAM71927V3_1_745_R1_peak_237	chr15	29825337	29825401	+	59	NA	intron (TJP1, intron 2 of 28)	NA	-4804	TJP1								
DFAM71927V3_1_745_R1_peak_13	chr1	31937853	31937900	+	58	NA	promoter-TSS (PTP4A2)	NA	511	PTP4A2								
DFAM71927V3_1_745_R1_peak_796	chr8	19497154	19497201	+	57	NA	intron (CSGALNACT1, intron 3 of 8)	NA	-95900	LOC102724881								
DFAM71927V3_1_745_R1_peak_510	chr21	42188336	42188387	+	57	NA	Intergenic	NA	-11451	ABCG1								
DFAM71927V3_1_745_R1_peak_111	chr10	122547863	122547982	+	57	NA	Intergenic	NA	-12793	DMBT1								
DFAM71927V3_1_745_R1_peak_213	chr14	50000033	50000095	+	57	NA	intron (C14orf182, intron 1 of 3)	NA	7456	C14orf182								
DFAM71927V3_1_745_R1_peak_152	chr11	134712349	134712397	+	56	NA	Intergenic	NA	-272985	LOC100507548								
DFAM71927V3_1_745_R1_peak_396	chr2	21062081	21062128	+	56	NA	Intergenic	NA	17645	LOC101929195								
DFAM71927V3_1_745_R1_peak_199	chr13	64152986	64153033	+	56	NA	Intergenic	NA	-308884	LOC102723968								
DFAM71927V3_1_745_R1_peak_127	chr11	11246684	11246906	+	56	NA	Intergenic	NA	106562	CSNK2A3								
DFAM71927V3_1_745_R1_peak_512	chr22	19431712	19431759	+	56	NA	promoter-TSS (MRPL40)	NA	-39	HIRA								
DFAM71927V3_1_745_R1_peak_627	chr4	108171696	108171796	+	56	NA	promoter-TSS (LEF1-AS1)	NA	-374	LEF1-AS1								
DFAM71927V3_1_745_R1_peak_783	chr7	135778897	135778944	+	56	NA	Intergenic	NA	-30052	FAM180A								
DFAM71927V3_1_745_R1_peak_49	chr1	156097212	156097273	+	56	NA	intron (LMNA, intron 3 of 12)	NA	-15244	MEX3A								
DFAM71927V3_1_745_R1_peak_121	chr10	133787338	133787385	+	56	NA	Intergenic	NA	103693	LOC102723538								
DFAM71927V3_1_745_R1_peak_68	chr1	234731314	234731361	+	56	NA	exon (LINC01132, exon 3 of 3)	NA	7295	LINC01132								
DFAM71927V3_1_745_R1_peak_260	chr15	101980874	101980922	+	56	NA	Intergenic	NA	-1805	DDX11L9								
DFAM71927V3_1_745_R1_peak_202	chr13	98840321	98840378	+	56	NA	intron (DOCK9, intron 38 of 52)	NA	8265	DOCK9-AS1								
DFAM71927V3_1_745_R1_peak_535	chr3	3179668	3179715	+	56	NA	promoter-TSS (CRBN)	NA	26	CRBN								
DFAM71927V3_1_745_R1_peak_830	chr9	24435372	24435419	+	56	NA	Intergenic	NA	110402	IZUMO3								
DFAM71927V3_1_745_R1_peak_539	chr3	11640254	11640309	+	55	NA	intron (VGLL4, intron 2 of 5)	NA	3696	VGLL4								
DFAM71927V3_1_745_R1_peak_619	chr4	79915804	79915851	+	55	NA	intron (ANTXR2, intron 16 of 16)	NA	88356	PCAT4								
DFAM71927V3_1_745_R1_peak_847	chr9	137496564	137496611	+	55	NA	intron (PNPLA7, intron 18 of 23)	NA	-37253	NSMF								
DFAM71927V3_1_745_R1_peak_679	chr5	139651892	139652126	+	55	NA	intron (CXXC5, intron 1 of 2)	NA	3293	CXXC5								
DFAM71927V3_1_745_R1_peak_36	chr1	121551600	121551730	+	55	NA	intron (EMBP1, intron 1 of 7)	NA	32553	EMBP1								
DFAM71927V3_1_745_R1_peak_228	chr14	101499468	101499515	+	55	NA	Intergenic	NA	56185	DIO3OS								
DFAM71927V3_1_745_R1_peak_667	chr5	85589987	85590034	+	55	NA	Intergenic	NA	-285905	LOC101929321								
DFAM71927V3_1_745_R1_peak_24	chr1	79520593	79520640	+	55	NA	Intergenic	NA	-513806	ELTD1								
DFAM71927V3_1_745_R1_peak_430	chr2	124493565	124493612	+	55	NA	intron (CNTNAP5, intron 7 of 23)	NA	468301	CNTNAP5								
DFAM71927V3_1_745_R1_peak_586	chr4	4303730	4303777	+	55	NA	intron (ZBTB49, intron 3 of 4)	NA	13556	ZBTB49								
