PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_742_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_742_R1_peak_3292	chr11	1922876	1923354	+	82	NA	intron (TNNT3, intron 3 of 14)	NA	3546	TNNT3								
DFAM71927V3_1_742_R1_peak_7946	chr16	54931206	54931472	+	82	NA	exon (IRX5, exon 1 of 3)	NA	140	IRX5								
DFAM71927V3_1_742_R1_peak_20042	chr7	142854729	142855068	+	82	NA	promoter-TSS (EPHB6)	NA	-133	EPHB6								
DFAM71927V3_1_742_R1_peak_21387	chr9	104094454	104094691	+	82	NA	promoter-TSS (SMC2)	NA	263	SMC2								
DFAM71927V3_1_742_R1_peak_10075	chr18	37578855	37579066	+	82	NA	Intergenic	NA	-13276	CELF4								
DFAM71927V3_1_742_R1_peak_17571	chr5	139648110	139648801	+	82	NA	promoter-TSS (CXXC5)	NA	-27046	CXXC5								
DFAM71927V3_1_742_R1_peak_9452	chr17	65100586	65100832	+	82	NA	promoter-TSS (RP11-160O5.1)	NA	-100	RP11-160O5.1								
DFAM71927V3_1_742_R1_peak_17612	chr5	143002491	143002702	+	82	NA	intron (ARHGAP26, intron 11 of 21)	NA	-133686	ARHGAP26-AS1								
DFAM71927V3_1_742_R1_peak_3631	chr11	62397988	62398249	+	82	NA	Intergenic	NA	13666	LOC102723765								
DFAM71927V3_1_742_R1_peak_9258	chr17	49224259	49224632	+	82	NA	exon (PHOSPHO1, exon 3 of 3)	NA	6321	PHOSPHO1								
DFAM71927V3_1_742_R1_peak_1968	chr1	228406044	228406616	+	82	NA	exon (TRIM11, exon 1 of 6)	NA	486	TRIM11								
DFAM71927V3_1_742_R1_peak_14825	chr22	43128155	43128437	+	82	NA	intron (BIK, intron 3 of 4)	NA	15101	MCAT								
DFAM71927V3_1_742_R1_peak_5598	chr13	30422191	30422394	+	82	NA	Intergenic	NA	42451	HMGB1								
DFAM71927V3_1_742_R1_peak_18117	chr6	26156216	26156687	+	82	NA	exon (HIST1H1E, exon 1 of 1)	NA	120	HIST1H1E								
DFAM71927V3_1_742_R1_peak_21332	chr9	95494443	95494746	+	82	NA	promoter-TSS (PTCH1)	NA	-193	PTCH1								
DFAM71927V3_1_742_R1_peak_10110	chr18	49055846	49056133	+	82	NA	intron (DYM, intron 16 of 16)	NA	-6221	MIR4744								
DFAM71927V3_1_742_R1_peak_5534	chr13	24512183	24512907	+	82	NA	intron (PARP4, intron 1 of 33)	NA	265	PARP4								
DFAM71927V3_1_742_R1_peak_2805	chr10	87021403	87021718	+	82	NA	intron (FAM25A, intron 1 of 2)	NA	1271	FAM25A								
DFAM71927V3_1_742_R1_peak_13337	chr2	241011971	241012262	+	82	NA	intron (SNED1, intron 1 of 29)	NA	13320	SNED1								
DFAM71927V3_1_742_R1_peak_11234	chr19	40549172	40549510	+	82	NA	exon (SPTBN4, exon 21 of 36)	NA	-27510	SHKBP1								
DFAM71927V3_1_742_R1_peak_21119	chr9	35079974	35080245	+	82	NA	promoter-TSS (FANCG)	NA	-93	FANCG								
DFAM71927V3_1_742_R1_peak_12670	chr2	128734397	128734644	+	82	NA	Intergenic	NA	-130080	LOC101927881								
DFAM71927V3_1_742_R1_peak_19737	chr7	100586105	100586565	+	82	NA	promoter-TSS (FBXO24)	NA	-152	LRCH4								
DFAM71927V3_1_742_R1_peak_14619	chr22	35552583	35552796	+	82	NA	exon (RASD2, exon 3 of 3)	NA	11384	RASD2								
DFAM71927V3_1_742_R1_peak_4831	chr12	55817646	55817964	+	82	NA	promoter-TSS (SARNP)	NA	-49	SARNP								
DFAM71927V3_1_742_R1_peak_19163	chr7	1920364	1920690	+	82	NA	intron (MAD1L1, intron 17 of 18)	NA	-76318	MIR4655								
DFAM71927V3_1_742_R1_peak_18246	chr6	30516571	30516829	+	82	NA	Intergenic	NA	27294	HLA-E								
DFAM71927V3_1_742_R1_peak_7650	chr16	20763768	20764207	+	82	NA	promoter-TSS (ACSM3)	NA	-3	ACSM3								
DFAM71927V3_1_742_R1_peak_5795	chr13	77325395	77325652	+	82	NA	intron (MYCBP2, intron 1 of 84)	NA	1516	MYCBP2								
DFAM71927V3_1_742_R1_peak_19333	chr7	26198454	26198735	+	82	NA	intron (HNRNPA2B1, intron 1 of 11)	NA	2181	HNRNPA2B1								
DFAM71927V3_1_742_R1_peak_3486	chr11	44568516	44568768	+	82	NA	intron (CD82, intron 1 of 9)	NA	4215	CD82								
DFAM71927V3_1_742_R1_peak_13515	chr20	23358051	23358497	+	82	NA	promoter-TSS (RP3-322G13.5)	NA	-147	RP3-322G13.5								
DFAM71927V3_1_742_R1_peak_7626	chr16	17037104	17037502	+	82	NA	Intergenic	NA	-97185	LOC102723692								
DFAM71927V3_1_742_R1_peak_20327	chr8	22089092	22089304	+	82	NA	promoter-TSS (FAM160B2)	NA	-5	FAM160B2								
DFAM71927V3_1_742_R1_peak_14233	chr21	42159963	42160286	+	82	NA	Intergenic	NA	-51590	C21orf128								
DFAM71927V3_1_742_R1_peak_7259	chr15	91529599	91529847	+	82	NA	Intergenic	NA	66384	RP11-661P17.1								
DFAM71927V3_1_742_R1_peak_17998	chr6	13762593	13762827	+	82	NA	Intergenic	NA	-51146	RANBP9								
DFAM71927V3_1_742_R1_peak_12807	chr2	161954170	161954447	+	82	NA	intron (SLC4A10, intron 18 of 25)	NA	120234	DPP4								
DFAM71927V3_1_742_R1_peak_13662	chr20	36236411	36236661	+	82	NA	promoter-TSS (AAR2)	NA	119	AAR2								
DFAM71927V3_1_742_R1_peak_12640	chr2	127641869	127642493	+	82	NA	exon (LIMS2, exon 7 of 11)	NA	-3683	GPR17								
DFAM71927V3_1_742_R1_peak_21418	chr9	111661486	111661865	+	82	NA	exon (GNG10, exon 1 of 3)	NA	104	GNG10								
DFAM71927V3_1_742_R1_peak_13416	chr20	3159734	3160034	+	82	NA	promoter-TSS (UBOX5)	NA	2	FASTKD5								
DFAM71927V3_1_742_R1_peak_3508	chr11	46361282	46361614	+	82	NA	promoter-TSS (DGKZ)	NA	-74	DGKZ								
DFAM71927V3_1_742_R1_peak_14441	chr22	21658175	21658501	+	82	NA	exon (LOC102724248, exon 3 of 5)	NA	1046	LOC102724248								
DFAM71927V3_1_742_R1_peak_17762	chr5	173581736	173581993	+	82	NA	TTS (LOC285593)	NA	2230	LOC285593								
DFAM71927V3_1_742_R1_peak_19703	chr7	100044744	100044982	+	82	NA	exon (ZKSCAN1, exon 6 of 6)	NA	-4907	ZSCAN21								
DFAM71927V3_1_742_R1_peak_16008	chr3	183428582	183429117	+	82	NA	promoter-TSS (MCF2L2)	NA	-580	MCF2L2								
DFAM71927V3_1_742_R1_peak_10493	chr19	5767163	5767381	+	82	NA	intron (CATSPERD, intron 17 of 21)	NA	17493	PRR22								
DFAM71927V3_1_742_R1_peak_12660	chr2	128624040	128624323	+	81	NA	Intergenic	NA	-240419	LOC101927881								
DFAM71927V3_1_742_R1_peak_11846	chr2	24123181	24123986	+	81	NA	promoter-TSS (PFN4)	NA	-94	PFN4								
DFAM71927V3_1_742_R1_peak_2022	chr1	230871899	230872097	+	81	NA	intron (LOC101927576, intron 1 of 1)	NA	-2848	RP5-858B6.3								
DFAM71927V3_1_742_R1_peak_5883	chr13	109779179	109779428	+	81	NA	intron (IRS2, intron 1 of 1)	NA	7264	IRS2								
DFAM71927V3_1_742_R1_peak_1013	chr1	91500803	91501861	+	81	NA	intron (CDC7, intron 1 of 11)	NA	518	CDC7								
DFAM71927V3_1_742_R1_peak_9120	chr17	42676966	42677369	+	81	NA	promoter-TSS (PLEKHH3)	NA	-137	PLEKHH3								
DFAM71927V3_1_742_R1_peak_11447	chr19	49427856	49428136	+	81	NA	exon (GFY, exon 2 of 3)	NA	1565	GFY								
DFAM71927V3_1_742_R1_peak_1776	chr1	206005923	206006146	+	81	NA	Intergenic	NA	-11595	RAB7B								
DFAM71927V3_1_742_R1_peak_8266	chr16	85306304	85306729	+	81	NA	promoter-TSS (MIR5093)	NA	-258	MIR5093								
DFAM71927V3_1_742_R1_peak_7223	chr15	90034468	90034770	+	81	NA	intron (ZNF710, intron 1 of 3)	NA	27855	MIR3174								
DFAM71927V3_1_742_R1_peak_7810	chr16	30334485	30334909	+	81	NA	intron (LOC595101, intron 1 of 27)	NA	677	LOC595101								
DFAM71927V3_1_742_R1_peak_20887	chr8	142669721	142670333	+	81	NA	promoter-TSS (PSCA)	NA	-2968	JRK								
DFAM71927V3_1_742_R1_peak_8310	chr16	87492693	87493271	+	81	NA	promoter-TSS (ZCCHC14)	NA	-719	ZCCHC14								
DFAM71927V3_1_742_R1_peak_3107	chr10	122558360	122558835	+	81	NA	Intergenic	NA	-2118	DMBT1								
DFAM71927V3_1_742_R1_peak_15995	chr3	180602290	180602576	+	81	NA	intron (TTC14, intron 1 of 10)	NA	290	TTC14								
DFAM71927V3_1_742_R1_peak_18111	chr6	26042913	26043141	+	81	NA	TTS (HIST1H2BB)	NA	630	HIST1H2BB								
DFAM71927V3_1_742_R1_peak_406	chr1	23868178	23868429	+	81	NA	promoter-TSS (FUCA1)	NA	66	FUCA1								
DFAM71927V3_1_742_R1_peak_6253	chr14	65305038	65305363	+	81	NA	Intergenic	NA	29975	MIR4708								
DFAM71927V3_1_742_R1_peak_1519	chr1	165392990	165393292	+	81	NA	Intergenic	NA	-36426	LMX1A								
DFAM71927V3_1_742_R1_peak_17893	chr6	3603426	3603767	+	81	NA	Intergenic	NA	116481	LOC100507336								
DFAM71927V3_1_742_R1_peak_18879	chr6	133952964	133953241	+	81	NA	promoter-TSS (TBPL1)	NA	932	TBPL1								
DFAM71927V3_1_742_R1_peak_20868	chr8	141297481	141297785	+	81	NA	intron (SLC45A4, intron 1 of 7)	NA	-42916	LOC731779								
DFAM71927V3_1_742_R1_peak_3007	chr10	104328821	104329241	+	81	NA	promoter-TSS (ITPRIP)	NA	5662	RP11-127L20.3								
DFAM71927V3_1_742_R1_peak_5272	chr12	121466392	121466753	+	81	NA	intron (KDM2B, intron 12 of 22)	NA	-22267	MIR7107								
DFAM71927V3_1_742_R1_peak_3105	chr10	122544614	122544906	+	81	NA	Intergenic	NA	-15955	DMBT1								
DFAM71927V3_1_742_R1_peak_15330	chr3	48187488	48187887	+	81	NA	intron (CDC25A, intron 1 of 13)	NA	624	CDC25A								
DFAM71927V3_1_742_R1_peak_3641	chr11	62593518	62593857	+	81	NA	exon (MTA2, exon 18 of 18)	NA	-2050	TUT1								
DFAM71927V3_1_742_R1_peak_11066	chr19	33000614	33000909	+	81	NA	intron (RHPN2, intron 9 of 14)	NA	28527	C19orf40								
DFAM71927V3_1_742_R1_peak_9905	chr18	3097126	3097388	+	81	NA	intron (MYOM1, intron 25 of 37)	NA	-83942	LPIN2								
DFAM71927V3_1_742_R1_peak_9131	chr17	43006598	43006884	+	81	NA	promoter-TSS (IFI35)	NA	-3	IFI35								
DFAM71927V3_1_742_R1_peak_5766	chr13	60163924	60164162	+	81	NA	promoter-TSS (DIAPH3)	NA	19345	DIAPH3-AS2								
DFAM71927V3_1_742_R1_peak_8768	chr17	17849122	17849472	+	81	NA	intron (TOM1L2, intron 10 of 11)	NA	11506	LOC100507131								
DFAM71927V3_1_742_R1_peak_7897	chr16	48366464	48366793	+	81	NA	promoter-TSS (SIAH1)	NA	-755	SIAH1								
DFAM71927V3_1_742_R1_peak_3777	chr11	65546272	65546813	+	81	NA	exon (LTBP3, exon 16 of 27)	NA	11686	LTBP3								
DFAM71927V3_1_742_R1_peak_19040	chr6	158438317	158438543	+	81	NA	intron (TULP4, intron 3 of 13)	NA	-121651	TMEM181								
DFAM71927V3_1_742_R1_peak_11864	chr2	25275565	25275808	+	81	NA	intron (DNMT3A, intron 4 of 22)	NA	-23371	DNMT3A								
DFAM71927V3_1_742_R1_peak_16149	chr3	196867740	196867952	+	81	NA	promoter-TSS (SENP5)	NA	-148	SENP5								
DFAM71927V3_1_742_R1_peak_5656	chr13	42048910	42049700	+	81	NA	intron (DGKH, intron 1 of 28)	NA	598	DGKH								
DFAM71927V3_1_742_R1_peak_21733	chr9	133474235	133474615	+	81	NA	intron (SLC2A6, intron 6 of 9)	NA	4729	SLC2A6								
DFAM71927V3_1_742_R1_peak_5403	chr12	124939521	124940084	+	81	NA	promoter-TSS (TRNAA32)	NA	-84	TRNAD16								
DFAM71927V3_1_742_R1_peak_4177	chr11	118344092	118344471	+	81	NA	promoter-TSS (CD3G)	NA	-115	CD3G								
DFAM71927V3_1_742_R1_peak_16146	chr3	196684989	196685356	+	81	NA	Intergenic	NA	27080	CEP19								
DFAM71927V3_1_742_R1_peak_16040	chr3	186502586	186502933	+	81	NA	Intergenic	NA	-9098	RP11-48F14.1								
DFAM71927V3_1_742_R1_peak_17862	chr6	1524078	1524327	+	81	NA	Intergenic	NA	-21652	LOC102723944								
DFAM71927V3_1_742_R1_peak_14961	chr3	5011807	5012121	+	81	NA	Intergenic	NA	32552	BHLHE40								
DFAM71927V3_1_742_R1_peak_8044	chr16	67183527	67184067	+	81	NA	TTS (EXOC3L1)	NA	183	KIAA0895L								
DFAM71927V3_1_742_R1_peak_15904	chr3	151879878	151880115	+	81	NA	intron (SUCNR1, intron 2 of 2)	NA	6353	SUCNR1								
DFAM71927V3_1_742_R1_peak_2570	chr10	56361277	56361600	+	81	NA	promoter-TSS (ZWINT)	NA	-165	ZWINT								
DFAM71927V3_1_742_R1_peak_21485	chr9	122846338	122846663	+	81	NA	Intergenic	NA	-17844	PDCL								
DFAM71927V3_1_742_R1_peak_21197	chr9	74770954	74771188	+	81	NA	intron (TRPM6, intron 25 of 38)	NA	117023	TRPM6								
DFAM71927V3_1_742_R1_peak_10954	chr19	19034364	19034581	+	81	NA	promoter-TSS (SUGP2)	NA	894	ARMC6								
DFAM71927V3_1_742_R1_peak_15975	chr3	179037461	179037760	+	81	NA	intron (ZMAT3, intron 3 of 6)	NA	33990	ZMAT3								
DFAM71927V3_1_742_R1_peak_20493	chr8	52100999	52101314	+	81	NA	Intergenic	NA	-93203	LOC101929341								
DFAM71927V3_1_742_R1_peak_10020	chr18	23542073	23542455	+	81	NA	intron (NPC1, intron 14 of 24)	NA	38794	C18orf8								
DFAM71927V3_1_742_R1_peak_8245	chr16	84507346	84507775	+	81	NA	Intergenic	NA	-2800	TLDC1								
DFAM71927V3_1_742_R1_peak_9016	chr17	39172932	39173333	+	81	NA	TTS (CACNB1)	NA	-6971	ARL5C								
DFAM71927V3_1_742_R1_peak_7101	chr15	76994916	76995511	+	81	NA	promoter-TSS (PSTPIP1)	NA	89	PSTPIP1								
DFAM71927V3_1_742_R1_peak_5811	chr13	93455911	93456211	+	81	NA	intron (GPC6, intron 1 of 8)	NA	229236	GPC6								
DFAM71927V3_1_742_R1_peak_4673	chr12	45408008	45408356	+	81	NA	intron (ANO6, intron 14 of 18)	NA	-192176	PLEKHA8P1								
DFAM71927V3_1_742_R1_peak_15796	chr3	129411058	129411289	+	81	NA	exon (EFCAB12, exon 5 of 8)	NA	-11734	RPL32P3								
DFAM71927V3_1_742_R1_peak_13640	chr20	34872780	34873017	+	81	NA	promoter-TSS (GGT7)	NA	-40	GGT7								
DFAM71927V3_1_742_R1_peak_4054	chr11	88414931	88415190	+	81	NA	Intergenic	NA	-9528	LOC101929174								
DFAM71927V3_1_742_R1_peak_13257	chr2	234479497	234479727	+	81	NA	Intergenic	NA	17441	ARL4C								
DFAM71927V3_1_742_R1_peak_8438	chr17	419400	419702	+	81	NA	Intergenic	NA	9224	C17orf97								
DFAM71927V3_1_742_R1_peak_15895	chr3	150761809	150762293	+	81	NA	intron (SIAH2, intron 1 of 1)	NA	1425	SIAH2								
DFAM71927V3_1_742_R1_peak_3941	chr11	71928887	71929154	+	81	NA	promoter-TSS (RNF121)	NA	319	RNF121								
DFAM71927V3_1_742_R1_peak_18583	chr6	44524716	44525044	+	81	NA	Intergenic	NA	89239	MIR4642								
DFAM71927V3_1_742_R1_peak_2014	chr1	230279073	230279323	+	81	NA	intron (GALNT2, intron 15 of 15)	NA	146730	PGBD5								
DFAM71927V3_1_742_R1_peak_18792	chr6	111384724	111384917	+	81	NA	intron (REV3L, intron 9 of 31)	NA	98617	REV3L								
DFAM71927V3_1_742_R1_peak_10118	chr18	49813762	49814112	+	81	NA	promoter-TSS (ACAA2)	NA	-56	ACAA2								
DFAM71927V3_1_742_R1_peak_15827	chr3	136105068	136105327	+	81	NA	intron (PPP2R3A, intron 11 of 12)	NA	92057	MSL2								
DFAM71927V3_1_742_R1_peak_2675	chr10	71774007	71774235	+	81	NA	promoter-TSS (C10orf54)	NA	-541	C10orf54								
DFAM71927V3_1_742_R1_peak_18404	chr6	35452222	35452758	+	81	NA	exon (FANCE, exon 1 of 10)	NA	151	FANCE								
DFAM71927V3_1_742_R1_peak_10296	chr19	892786	893375	+	81	NA	promoter-TSS (MED16)	NA	138	MED16								
DFAM71927V3_1_742_R1_peak_6307	chr14	71267694	71268068	+	81	NA	Intergenic	NA	42710	LOC102724015								
DFAM71927V3_1_742_R1_peak_2001	chr1	230155097	230155382	+	81	NA	intron (GALNT2, intron 1 of 15)	NA	88030	GALNT2								
DFAM71927V3_1_742_R1_peak_6956	chr15	66673489	66673833	+	81	NA	Intergenic	NA	-28675	SMAD6								
DFAM71927V3_1_742_R1_peak_8767	chr17	17839829	17840359	+	81	NA	Intergenic	NA	-3077	SREBF1								
DFAM71927V3_1_742_R1_peak_3727	chr11	64652863	64653332	+	81	NA	intron (NRXN2, intron 10 of 19)	NA	-9782	NRXN2								
DFAM71927V3_1_742_R1_peak_1462	chr1	160084202	160084426	+	81	NA	exon (KCNJ9, exon 2 of 3)	NA	2521	KCNJ9								
DFAM71927V3_1_742_R1_peak_8639	chr17	7990007	7990486	+	81	NA	Intergenic	NA	-12424	GUCY2D								
DFAM71927V3_1_742_R1_peak_3885	chr11	67629739	67630355	+	81	NA	promoter-TSS (NUDT8)	NA	-110	NUDT8								
DFAM71927V3_1_742_R1_peak_7531	chr16	8567695	8567934	+	81	NA	Intergenic	NA	22024	TMEM114								
DFAM71927V3_1_742_R1_peak_14703	chr22	38751754	38752335	+	81	NA	intron (SUN2, intron 3 of 18)	NA	2883	SUN2								
DFAM71927V3_1_742_R1_peak_13609	chr20	33443623	33444156	+	81	NA	promoter-TSS (SNTA1)	NA	3	SNTA1								
DFAM71927V3_1_742_R1_peak_4077	chr11	96267364	96267692	+	81	NA	intron (MAML2, intron 1 of 4)	NA	-73910	MIR1260B								
DFAM71927V3_1_742_R1_peak_11859	chr2	25210069	25210607	+	81	NA	Intergenic	NA	-41648	POMC								
DFAM71927V3_1_742_R1_peak_4446	chr12	6336178	6336469	+	81	NA	intron (TNFRSF1A, intron 1 of 9)	NA	5794	TNFRSF1A								
DFAM71927V3_1_742_R1_peak_8656	chr17	8187688	8188042	+	81	NA	TTS (MIR4521)	NA	272	TRNAI23								
DFAM71927V3_1_742_R1_peak_11782	chr2	10305311	10305552	+	81	NA	intron (HPCAL1, intron 1 of 5)	NA	2542	HPCAL1								
DFAM71927V3_1_742_R1_peak_219	chr1	9715715	9716334	+	81	NA	exon (PIK3CD, exon 5 of 24)	NA	-28455	LOC101929074								
DFAM71927V3_1_742_R1_peak_11301	chr19	43668711	43668937	+	81	NA	promoter-TSS (PLAUR)	NA	1344	PLAUR								
DFAM71927V3_1_742_R1_peak_7871	chr16	31712985	31713355	+	81	NA	promoter-TSS (ZNF720)	NA	3350	ZNF720								
DFAM71927V3_1_742_R1_peak_19502	chr7	56107159	56107585	+	81	NA	promoter-TSS (CHCHD2)	NA	-878	CHCHD2								
DFAM71927V3_1_742_R1_peak_6786	chr15	50247754	50248532	+	81	NA	intron (HDC, intron 10 of 11)	NA	17822	HDC								
DFAM71927V3_1_742_R1_peak_10526	chr19	6862831	6863106	+	81	NA	Intergenic	NA	-24581	EMR1								
DFAM71927V3_1_742_R1_peak_20996	chr9	63038	63649	+	81	NA	intron (LOC101929157, intron 1 of 2)	NA	-9257	RP11-143M1.2								
DFAM71927V3_1_742_R1_peak_3124	chr10	124461652	124462087	+	81	NA	promoter-TSS (LHPP)	NA	46	LHPP								
DFAM71927V3_1_742_R1_peak_11780	chr2	10303065	10303784	+	81	NA	promoter-TSS (HPCAL1)	NA	535	HPCAL1								
DFAM71927V3_1_742_R1_peak_8413	chr16	89657627	89658130	+	81	NA	promoter-TSS (SPATA33)	NA	-93	CHMP1A								
DFAM71927V3_1_742_R1_peak_12274	chr2	74482443	74483550	+	81	NA	promoter-TSS (TTC31)	NA	-88	TTC31								
DFAM71927V3_1_742_R1_peak_15957	chr3	170031570	170031777	+	81	NA	Intergenic	NA	-45429	GPR160								
DFAM71927V3_1_742_R1_peak_1470	chr1	160400734	160400945	+	81	NA	exon (VANGL2, exon 1 of 8)	NA	265	VANGL2								
DFAM71927V3_1_742_R1_peak_14872	chr22	46673922	46674168	+	81	NA	intron (GRAMD4, intron 15 of 18)	NA	64210	CERK								
DFAM71927V3_1_742_R1_peak_8274	chr16	85445052	85445333	+	81	NA	intron (GSE1, intron 2 of 15)	NA	-133287	LOC101928502								
DFAM71927V3_1_742_R1_peak_12303	chr2	84898433	84898735	+	81	NA	Intergenic	NA	-7055	TMSB10								
DFAM71927V3_1_742_R1_peak_13558	chr20	31543064	31543323	+	81	NA	intron (HM13, intron 3 of 12)	NA	-4189	PSIMCT-1								
DFAM71927V3_1_742_R1_peak_7972	chr16	57185699	57186543	+	81	NA	promoter-TSS (FAM192A)	NA	-97	FAM192A								
DFAM71927V3_1_742_R1_peak_5199	chr12	113335037	113335338	+	81	NA	promoter-TSS (SLC8B1)	NA	-67	SLC8B1								
DFAM71927V3_1_742_R1_peak_16550	chr4	80073086	80073449	+	81	NA	promoter-TSS (ANTXR2)	NA	56	ANTXR2								
DFAM71927V3_1_742_R1_peak_13439	chr20	4811692	4812364	+	81	NA	intron (RASSF2, intron 2 of 11)	NA	3095	RASSF2								
DFAM71927V3_1_742_R1_peak_3086	chr10	119512019	119512238	+	81	NA	intron (RGS10, intron 4 of 4)	NA	30582	RGS10								
DFAM71927V3_1_742_R1_peak_19994	chr7	139735893	139736132	+	81	NA	intron (HIPK2, intron 1 of 14)	NA	41882	HIPK2								
DFAM71927V3_1_742_R1_peak_19374	chr7	33109177	33109576	+	81	NA	promoter-TSS (RP9)	NA	14	RP9								
DFAM71927V3_1_742_R1_peak_1252	chr1	146938231	146938592	+	81	NA	promoter-TSS (NBPF12)	NA	-134	NBPF12								
DFAM71927V3_1_742_R1_peak_1641	chr1	181180066	181180268	+	81	NA	intron (RP11-540K16.1, intron 2 of 2)	NA	5683	RP11-540K16.1								
DFAM71927V3_1_742_R1_peak_5470	chr12	132836287	132836688	+	81	NA	Intergenic	NA	-8681	GOLGA3								
DFAM71927V3_1_742_R1_peak_6106	chr14	50667810	50668653	+	81	NA	exon (SAV1, exon 1 of 5)	NA	122	SAV1								
DFAM71927V3_1_742_R1_peak_649	chr1	37554313	37554522	+	81	NA	promoter-TSS (SNIP1)	NA	-73	SNIP1								
DFAM71927V3_1_742_R1_peak_12830	chr2	168244305	168244611	+	81	NA	intron (STK39, intron 1 of 16)	NA	3137	STK39								
DFAM71927V3_1_742_R1_peak_7395	chr16	1351788	1352077	+	81	NA	promoter-TSS (TSR3)	NA	33	GNPTG								
DFAM71927V3_1_742_R1_peak_4701	chr12	47818852	47819153	+	81	NA	intron (HDAC7, intron 1 of 24)	NA	1414	HDAC7								
DFAM71927V3_1_742_R1_peak_15148	chr3	31227044	31227484	+	81	NA	Intergenic	NA	-305735	STT3B								
DFAM71927V3_1_742_R1_peak_3225	chr11	279971	280259	+	81	NA	exon (NLRP6, exon 4 of 8)	NA	1545	NLRP6								
DFAM71927V3_1_742_R1_peak_560	chr1	31788306	31788561	+	81	NA	Intergenic	NA	27596	SPOCD1								
DFAM71927V3_1_742_R1_peak_4766	chr12	51217984	51218364	+	81	NA	promoter-TSS (POU6F1)	NA	-20007	POU6F1								
DFAM71927V3_1_742_R1_peak_1759	chr1	204461564	204461931	+	81	NA	intron (PIK3C2B, intron 5 of 32)	NA	28599	PIK3C2B								
DFAM71927V3_1_742_R1_peak_1589	chr1	173205444	173205716	+	81	NA	promoter-TSS (TNFSF4)	NA	-27	TNFSF4								
DFAM71927V3_1_742_R1_peak_2964	chr10	102394010	102394220	+	81	NA	promoter-TSS (NFKB2)	NA	5	NFKB2								
DFAM71927V3_1_742_R1_peak_15101	chr3	17935276	17935544	+	81	NA	Intergenic	NA	-27162	LOC339862								
DFAM71927V3_1_742_R1_peak_7735	chr16	27549874	27550172	+	81	NA	promoter-TSS (KIAA0556)	NA	-93	GTF3C1								
DFAM71927V3_1_742_R1_peak_2514	chr10	45727138	45727361	+	81	NA	promoter-TSS (FAM21C)	NA	49	FAM21C								
DFAM71927V3_1_742_R1_peak_1160	chr1	113073023	113073286	+	81	NA	promoter-TSS (RP11-31F15.2)	NA	-16	LRIG2								
DFAM71927V3_1_742_R1_peak_21586	chr9	128371175	128371727	+	81	NA	intron (URM1, intron 1 of 2)	NA	132	URM1								
DFAM71927V3_1_742_R1_peak_14122	chr21	33915637	33916006	+	81	NA	promoter-TSS (ATP5O)	NA	33	ATP5O								
DFAM71927V3_1_742_R1_peak_13376	chr20	299040	299448	+	81	NA	exon (ZCCHC3, exon 1 of 1)	NA	1681	ZCCHC3								
DFAM71927V3_1_742_R1_peak_12366	chr2	95027343	95027598	+	81	NA	promoter-TSS (LOC101926937)	NA	-727	LOC101926937								
DFAM71927V3_1_742_R1_peak_9635	chr17	77409744	77410097	+	81	NA	intron (SEPT9, intron 1 of 9)	NA	-12866	MIR4316								
DFAM71927V3_1_742_R1_peak_16744	chr4	133151830	133152200	+	81	NA	exon (PCDH10, exon 1 of 1)	NA	2700	PCDH10								
DFAM71927V3_1_742_R1_peak_17191	chr5	67206848	67207350	+	81	NA	Intergenic	NA	-16017	CD180								
DFAM71927V3_1_742_R1_peak_5190	chr12	113135559	113135992	+	81	NA	promoter-TSS (RASAL1)	NA	-21	RASAL1								
DFAM71927V3_1_742_R1_peak_3364	chr11	10366667	10366895	+	81	NA	intron (CAND1.11, intron 2 of 3)	NA	58468	CAND1.11								
DFAM71927V3_1_742_R1_peak_19723	chr7	100396793	100397083	+	81	NA	intron (PILRA, intron 4 of 7)	NA	23493	PILRA								
DFAM71927V3_1_742_R1_peak_1520	chr1	165630496	165630923	+	81	NA	promoter-TSS (MGST3)	NA	-1531	MGST3								
DFAM71927V3_1_742_R1_peak_20377	chr8	27379222	27379537	+	81	NA	intron (PTK2B, intron 1 of 29)	NA	-54034	MIR6842								
DFAM71927V3_1_742_R1_peak_5485	chr12	133181394	133181620	+	81	NA	promoter-TSS (ZNF268)	NA	98	ZNF268								
DFAM71927V3_1_742_R1_peak_3049	chr10	114541205	114541654	+	81	NA	intron (ABLIM1, intron 6 of 22)	NA	-14496	ABLIM1								
DFAM71927V3_1_742_R1_peak_2323	chr10	14572076	14572550	+	81	NA	promoter-TSS (FAM107B)	NA	60	FAM107B								
DFAM71927V3_1_742_R1_peak_9978	chr18	13273829	13274140	+	81	NA	intron (LDLRAD4, intron 1 of 6)	NA	-57617	LOC101927582								
DFAM71927V3_1_742_R1_peak_11848	chr2	24490789	24491420	+	81	NA	promoter-TSS (NCOA1)	NA	-93373	NCOA1								
DFAM71927V3_1_742_R1_peak_10300	chr19	924963	925236	+	81	NA	promoter-TSS (ARID3A)	NA	-634	ARID3A								
