chr	start	end	interval_id	num_peaks	num_samples	MV411_1_581_R1.bool	MV411_2_614_R1.bool	MV411_4_627_R1.bool	MV411_1_581_R1.fc	MV411_2_614_R1.fc	MV411_4_627_R1.fc	MV411_1_581_R1.qval	MV411_2_614_R1.qval	MV411_4_627_R1.qval	MV411_1_581_R1.pval	MV411_2_614_R1.pval	MV411_4_627_R1.pval	MV411_1_581_R1.start	MV411_2_614_R1.start	MV411_4_627_R1.start	MV411_1_581_R1.end	MV411_2_614_R1.end	MV411_4_627_R1.end	MV411_1_581_R1.summit	MV411_2_614_R1.summit	MV411_4_627_R1.summit
chr19	13261131	13261404	Interval_2052	2	2	TRUE	TRUE	FALSE	8.11542	8.73047	NA	15.80952	20.60542	NA	20.12042	25.0818	NA	13261157	13261131	NA	13261374	13261404	NA	112	136	NA
chr19	13846664	13847130	Interval_2053	2	2	TRUE	TRUE	FALSE	6.76338	4.36523	NA	9.26892	4.41528	NA	13.36153	8.18214	NA	13846664	13846798	NA	13847092	13847130	NA	102	271	NA
chr19	13847661	13847999	Interval_2054	2	2	TRUE	TRUE	FALSE	10.07432	9.00726	NA	23.37889	19.57325	NA	27.8784	24.0191	NA	13847725	13847661	NA	13847981	13847999	NA	99	203	NA
chr19	14042674	14042961	Interval_2055	3	3	TRUE	TRUE	TRUE	5.69151	7.44479	3.60684	8.87529	19.67975	2.62475	12.9521	24.13121	6.60524	14042771	14042674	14042811	14042932	14042961	14042936	68	131	48
chr19	14128011	14128304	Interval_2056	3	3	TRUE	TRUE	TRUE	12.3635	14.8654	9.41977	25.12324	39.64132	18.79827	29.65903	44.59606	23.55447	14128046	14128011	14128063	14128295	14128304	14128220	106	127	74
chr19	14375005	14375873	Interval_2057	5	3	TRUE	TRUE	TRUE	21.81747;10.91385	18.9546;7.01194	7.20296	91.3082;26.81436	82.41094;14.0656	16.88997	96.79347;31.38832	88.13758;18.32918	21.58403	14375072;14375633	14375005;14375500	14375099	14375515;14375863	14375426;14375873	14375353	174;125	257;238	169
chr19	14672407	14672593	Interval_2058	1	1	FALSE	TRUE	FALSE	NA	4.76707	NA	NA	4.55057	NA	NA	8.32391	NA	NA	14672407	NA	NA	14672593	NA	NA	71	NA
chr19	14822108	14822382	Interval_2059	2	2	TRUE	TRUE	FALSE	7.89165	5.83026	NA	10.6956	6.62313	NA	14.84368	10.5345	NA	14822159	14822108	NA	14822330	14822382	NA	75	132	NA
chr19	14943462	14944002	Interval_2060	3	3	TRUE	TRUE	TRUE	26.9617	20.29272	22.19674	89.75082	69.26442	72.74342	95.21877	74.76071	78.55963	14943602	14943462	14943559	14943896	14944002	14943919	106	280	178
chr19	15372542	15372902	Interval_2061	2	2	TRUE	TRUE	FALSE	7.88425	11.6416	NA	11.57183	27.51818	NA	15.7551	32.18946	NA	15372602	15372542	NA	15372868	15372902	NA	82	162	NA
chr19	16002100	16002399	Interval_2062	2	2	TRUE	TRUE	FALSE	5.696	7.73175	NA	5.66193	13.16604	NA	9.58294	17.39748	NA	16002111	16002100	NA	16002365	16002399	NA	76	135	NA
chr19	16258594	16258797	Interval_2063	1	1	TRUE	FALSE	FALSE	8.0367	NA	NA	15.16338	NA	NA	19.45985	NA	NA	16258594	NA	NA	16258797	NA	NA	101	NA	NA
chr19	16283644	16283945	Interval_2064	2	2	TRUE	TRUE	FALSE	10.91385	7.76042	NA	26.81436	16.55594	NA	31.38832	20.90516	NA	16283644	16283691	NA	16283920	16283945	NA	124	134	NA
chr19	16316135	16316357	Interval_2065	1	1	FALSE	TRUE	FALSE	NA	5.33529	NA	NA	7.48952	NA	NA	11.46225	NA	NA	16316135	NA	NA	16316357	NA	NA	127	NA
chr19	16324486	16324974	Interval_2066	2	2	TRUE	TRUE	FALSE	20.57592	16.64978	NA	61.53839	53.67892	NA	66.65462	58.88856	NA	16324538	16324486	NA	16324974	16324941	NA	165	241	NA
chr19	16328387	16328686	Interval_2067	2	2	TRUE	TRUE	FALSE	3.90442	4.83528	NA	4.9788	8.73367	NA	8.85187	12.77433	NA	16328444	16328387	NA	16328634	16328686	NA	42	118	NA
chr19	16366791	16367031	Interval_2068	3	3	TRUE	TRUE	TRUE	10.07432	6.30534	4.93173	23.37889	10.90576	6.73626	27.8784	15.04836	11.00531	16366791	16366807	16366845	16366998	16367031	16366955	102	84	22
chr19	17135443	17135608	Interval_2069	1	1	FALSE	TRUE	FALSE	NA	3.66814	NA	NA	4.02178	NA	NA	7.7434	NA	NA	17135443	NA	NA	17135608	NA	NA	142	NA
chr19	17680216	17680545	Interval_2070	2	2	TRUE	TRUE	FALSE	14.40281	13.74149	NA	55.63011	68.81837	NA	60.66819	74.30329	NA	17680216	17680225	NA	17680541	17680545	NA	146	157	NA
chr19	17717465	17717637	Interval_2071	1	1	FALSE	TRUE	FALSE	NA	4.12272	NA	NA	3.71276	NA	NA	7.41689	NA	NA	17717465	NA	NA	17717637	NA	NA	109	NA
chr19	17776274	17776514	Interval_2072	2	2	TRUE	TRUE	FALSE	5.21761	7.80647	NA	5.55196	16.16294	NA	9.46008	20.50289	NA	17776324	17776274	NA	17776441	17776514	NA	69	97	NA
chr19	18126116	18126516	Interval_2073	3	3	TRUE	TRUE	TRUE	13.31021	8.28858	6.87442	31.32632	16.12215	11.87794	35.9889	20.45992	16.40859	18126156	18126116	18126199	18126352	18126516	18126328	99	138	56
chr19	18152482	18152671	Interval_2074	1	1	TRUE	FALSE	FALSE	3.63795	NA	NA	1.88427	NA	NA	5.48839	NA	NA	18152482	NA	NA	18152671	NA	NA	111	NA	NA
chr19	18290001	18290689	Interval_2075	3	2	TRUE	TRUE	FALSE	5.60616;5.87669	5.5778	NA	6.20106;8.10542	8.31607	NA	10.14598;12.15147	12.33211	NA	18290075;18290439	18290001	NA	18290226;18290689	18290665	NA	73;195	116	NA
chr19	18374571	18374706	Interval_2076	1	1	TRUE	FALSE	FALSE	4.71865	NA	NA	3.27841	NA	NA	7.03543	NA	NA	18374571	NA	NA	18374706	NA	NA	23	NA	NA
chr19	18426104	18426276	Interval_2077	1	1	FALSE	TRUE	FALSE	NA	4.39434	NA	NA	4.19451	NA	NA	7.94186	NA	NA	18426104	NA	NA	18426276	NA	NA	45	NA
chr19	18479005	18479235	Interval_2078	2	2	TRUE	TRUE	FALSE	4.9381	4.46687	NA	7.31588	6.32865	NA	11.31832	10.23061	NA	18479033	18479005	NA	18479235	18479223	NA	78	75	NA
chr19	20923055	20923284	Interval_2079	2	2	TRUE	TRUE	FALSE	12.28635	6.85951	NA	27.5177	11.13569	NA	32.1048	15.28686	NA	20923065	20923055	NA	20923281	20923284	NA	108	138	NA
chr19	21028590	21028844	Interval_2080	2	2	TRUE	TRUE	FALSE	6.19978	7.12696	NA	6.80462	10.32058	NA	10.78323	14.43905	NA	21028620	21028590	NA	21028742	21028844	NA	56	107	NA
chr19	28606373	28606744	Interval_2081	3	3	TRUE	TRUE	TRUE	15.67757	12.00414	7.01314	39.09757	30.7421	11.21259	43.88993	35.50226	15.71022	28606373	28606441	28606473	28606685	28606744	28606655	197	107	76
chr19	28794414	28794536	Interval_2082	1	1	TRUE	FALSE	FALSE	5.55203	NA	NA	5.76946	NA	NA	9.69402	NA	NA	28794414	NA	NA	28794536	NA	NA	53	NA	NA
chr19	29671581	29671720	Interval_2083	1	1	TRUE	FALSE	FALSE	4.98008	NA	NA	6.42593	NA	NA	10.38135	NA	NA	29671581	NA	NA	29671720	NA	NA	59	NA	NA
chr19	29687571	29687769	Interval_2084	1	1	FALSE	TRUE	FALSE	NA	3.53627	NA	NA	3.07143	NA	NA	6.704	NA	NA	29687571	NA	NA	29687769	NA	NA	160	NA
chr19	31316508	31316680	Interval_2085	2	2	TRUE	TRUE	FALSE	7.16703	6.64968	NA	10.369	10.32809	NA	14.50977	14.44694	NA	31316508	31316516	NA	31316632	31316680	NA	57	83	NA
chr19	31906356	31906473	Interval_2086	1	1	TRUE	FALSE	FALSE	4.03149	NA	NA	3.4586	NA	NA	7.23742	NA	NA	31906356	NA	NA	31906473	NA	NA	74	NA	NA
chr19	33331971	33332209	Interval_2087	3	3	TRUE	TRUE	TRUE	12.54968	5.54008	9.24028	29.9402	7.88343	20.84719	34.57331	11.87734	25.66042	33331971	33332009	33332003	33332209	33332183	33332189	124	91	80
chr19	33332339	33332456	Interval_2088	1	1	TRUE	FALSE	FALSE	5.11931	NA	NA	4.75432	NA	NA	8.61572	NA	NA	33332339	NA	NA	33332456	NA	NA	73	NA	NA
chr19	33374202	33374334	Interval_2089	1	1	TRUE	FALSE	FALSE	4.47747	NA	NA	3.99183	NA	NA	7.79947	NA	NA	33374202	NA	NA	33374334	NA	NA	62	NA	NA
chr19	33819947	33820167	Interval_2090	1	1	FALSE	TRUE	FALSE	NA	5.09277	NA	NA	6.68944	NA	NA	10.61142	NA	NA	33819947	NA	NA	33820167	NA	NA	143	NA
chr19	34243639	34243901	Interval_2091	2	2	TRUE	TRUE	FALSE	4.73235	5.58359	NA	6.54961	10.89474	NA	10.52147	15.03406	NA	34243660	34243639	NA	34243843	34243901	NA	107	129	NA
chr19	35213860	35214219	Interval_2092	2	2	TRUE	TRUE	FALSE	8.17658	6.62345	NA	24.06405	21.06496	NA	28.57916	25.55573	NA	35213870	35213860	NA	35214162	35214219	NA	183	206	NA
chr19	35324142	35324391	Interval_2093	3	3	TRUE	TRUE	TRUE	15.11148	10.23658	7.39223	45.40092	34.87378	16.88997	50.29237	39.7253	21.58403	35324163	35324142	35324151	35324382	35324391	35324379	102	110	98
chr19	35436496	35436769	Interval_2094	2	2	TRUE	TRUE	FALSE	7.43971	6.90358	NA	11.27981	12.08454	NA	15.44676	16.27139	NA	35436558	35436496	NA	35436683	35436769	NA	60	181	NA
chr19	35442061	35442364	Interval_2095	3	3	TRUE	TRUE	TRUE	10.30841	5.66089	6.75949	19.23136	7.02952	9.82288	23.63495	10.98177	14.26947	35442061	35442137	35442072	35442317	35442364	35442265	143	139	125
chr19	35462701	35462914	Interval_2096	3	3	TRUE	TRUE	TRUE	6.6401	6.07702	7.77076	12.41461	10.44605	18.77453	16.62245	14.56623	23.53056	35462707	35462747	35462701	35462872	35462914	35462851	63	63	56
chr19	35903704	35903887	Interval_2097	1	1	FALSE	TRUE	FALSE	NA	4.60775	NA	NA	5.14069	NA	NA	8.97038	NA	NA	35903704	NA	NA	35903887	NA	NA	139	NA
chr19	35909361	35909531	Interval_2098	1	1	FALSE	TRUE	FALSE	NA	3.82126	NA	NA	2.48398	NA	NA	6.05671	NA	NA	35909361	NA	NA	35909531	NA	NA	101	NA
chr19	36687438	36687602	Interval_2099	1	1	FALSE	TRUE	FALSE	NA	4.07212	NA	NA	2.64521	NA	NA	6.24137	NA	NA	36687438	NA	NA	36687602	NA	NA	124	NA
chr19	36797278	36797547	Interval_2100	3	3	TRUE	TRUE	TRUE	13.16394	8.00252	6.05175	25.84026	12.70207	6.98579	30.39539	16.91702	11.27876	36797299	36797278	36797336	36797547	36797545	36797446	97	141	57
chr19	38020325	38020499	Interval_2101	1	1	TRUE	FALSE	FALSE	8.1909	NA	NA	13.50149	NA	NA	17.74233	NA	NA	38020325	NA	NA	38020499	NA	NA	89	NA	NA
chr19	38544250	38544450	Interval_2102	1	1	FALSE	TRUE	FALSE	NA	4.04763	NA	NA	2.84543	NA	NA	6.46135	NA	NA	38544250	NA	NA	38544450	NA	NA	137	NA
chr19	38647445	38647598	Interval_2103	1	1	TRUE	FALSE	FALSE	5.03732	NA	NA	4.03448	NA	NA	7.84403	NA	NA	38647445	NA	NA	38647598	NA	NA	113	NA	NA
chr19	39093832	39094175	Interval_2104	3	3	TRUE	TRUE	TRUE	40.79583	28.44994	23.43003	128.79585	91.12492	71.34371	134.65373	97.00562	77.14859	39093854	39093832	39093841	39094173	39094175	39094132	162	186	161
chr19	39336074	39336314	Interval_2105	1	1	FALSE	TRUE	FALSE	NA	4.68357	NA	NA	4.12852	NA	NA	7.86513	NA	NA	39336074	NA	NA	39336314	NA	NA	92	NA
chr19	39398297	39398654	Interval_2106	3	3	TRUE	TRUE	TRUE	11.31649	9.17036	4.8984	37.71478	32.01129	8.39773	42.48583	36.80178	12.76925	39398402	39398297	39398419	39398634	39398654	39398600	115	212	94
chr19	39402632	39402968	Interval_2107	2	2	TRUE	TRUE	FALSE	14.39941	9.33916	NA	39.61533	23.52166	NA	44.42205	28.07989	NA	39402632	39402657	NA	39402968	39402948	NA	182	152	NA
chr19	39552444	39552618	Interval_2108	2	2	TRUE	FALSE	TRUE	6.48446	NA	5.92807	8.39744	NA	8.31506	12.45354	NA	12.68394	39552447	NA	39552444	39552618	NA	39552571	66	NA	43
chr19	39723185	39723410	Interval_2109	3	3	TRUE	TRUE	TRUE	8.1909	7.65459	8.53052	13.50149	11.65374	18.75765	17.74233	15.82649	23.51211	39723196	39723212	39723185	39723409	39723410	39723395	112	78	109
chr19	40143671	40144029	Interval_2110	3	3	TRUE	TRUE	TRUE	14.27195	14.29065	9.95004	41.51622	40.68291	24.07402	46.35002	45.65999	28.97095	40143671	40143688	40143723	40144001	40144029	40143969	216	124	159
chr19	40219910	40220177	Interval_2111	2	2	TRUE	TRUE	FALSE	5.59684	8.00293	NA	7.23582	17.54654	NA	11.23707	21.93035	NA	40219970	40219910	NA	40220094	40220177	NA	81	112	NA
chr19	40748595	40748939	Interval_2112	2	2	TRUE	TRUE	FALSE	4.32084	5.33548	NA	5.0966	11.015	NA	8.9831	15.15935	NA	40748672	40748595	NA	40748826	40748939	NA	54	142	NA
chr19	41121041	41121364	Interval_2113	3	3	TRUE	TRUE	TRUE	20.86889	15.27832	16.57446	85.57714	52.28133	56.9522	90.99601	57.46971	62.52887	41121082	41121041	41121122	41121364	41121352	41121300	159	160	96
chr19	41216828	41216998	Interval_2114	2	2	TRUE	TRUE	FALSE	7.68869	5.06501	NA	11.25261	5.35069	NA	15.41904	9.18588	NA	41216828	41216832	NA	41216991	41216998	NA	82	79	NA
chr19	41409754	41410090	Interval_2115	3	3	TRUE	TRUE	TRUE	7.64615	7.83649	3.79209	23.65415	24.116	5.79181	28.15621	28.69374	10.00074	41409875	41409754	41409886	41410071	41410090	41410014	114	221	91
chr19	41531707	41532087	Interval_2116	3	3	TRUE	TRUE	TRUE	11.49774	6.06283	4.17465	24.85009	10.02699	3.90776	29.38031	14.12587	7.99138	41531770	41531707	41531850	41532071	41532087	41532006	194	270	100
chr19	41612550	41612759	Interval_2117	1	1	FALSE	TRUE	FALSE	NA	5.94528	NA	NA	9.02777	NA	NA	13.07689	NA	NA	41612550	NA	NA	41612759	NA	NA	104	NA
chr19	42129409	42129708	Interval_2118	1	1	FALSE	TRUE	FALSE	NA	5.58359	NA	NA	10.89474	NA	NA	15.03406	NA	NA	42129409	NA	NA	42129708	NA	NA	92	NA
chr19	42201687	42201853	Interval_2119	1	1	FALSE	TRUE	FALSE	NA	4.79357	NA	NA	6.10114	NA	NA	9.99519	NA	NA	42201687	NA	NA	42201853	NA	NA	68	NA
chr19	42252310	42252576	Interval_2120	2	2	TRUE	TRUE	FALSE	6.29974	8.10111	NA	8.86975	17.75473	NA	12.94528	22.14051	NA	42252376	42252310	NA	42252504	42252576	NA	83	117	NA
chr19	42280962	42281234	Interval_2121	2	2	TRUE	TRUE	FALSE	6.92526	6.35525	NA	9.95956	10.18878	NA	14.081	14.30402	NA	42280999	42280962	NA	42281145	42281234	NA	57	160	NA
chr19	43247077	43247306	Interval_2122	2	2	FALSE	TRUE	TRUE	NA	6.49383	12.99989	NA	6.94121	24.99397	NA	10.88998	29.91486	NA	43247095	43247077	NA	43247279	43247306	NA	119	168
chr19	43487604	43487773	Interval_2123	1	1	TRUE	FALSE	FALSE	6.60653	NA	NA	7.82031	NA	NA	11.84942	NA	NA	43487604	NA	NA	43487773	NA	NA	96	NA	NA
chr19	43562707	43563083	Interval_2124	3	3	TRUE	TRUE	TRUE	19.27394	15.7959	10.36742	48.47335	42.10636	21.73236	53.40911	47.11128	26.56519	43562707	43562713	43562763	43563041	43563083	43563012	151	208	141
chr19	43596134	43596382	Interval_2125	1	1	TRUE	FALSE	FALSE	6.32868	NA	NA	7.75209	NA	NA	11.77865	NA	NA	43596134	NA	NA	43596382	NA	NA	184	NA	NA
chr19	43765152	43765406	Interval_2126	2	2	TRUE	TRUE	FALSE	4.36084	3.83488	NA	6.03642	4.63338	NA	9.97782	8.41118	NA	43765220	43765152	NA	43765383	43765406	NA	59	123	NA
chr19	44587907	44588165	Interval_2127	3	3	TRUE	TRUE	TRUE	7.55574	6.5737	5.27316	13.77032	10.18717	5.6849	18.029	14.3024	9.88994	44587907	44587930	44588022	44588156	44588165	44588140	83	99	56
chr19	44856287	44856614	Interval_2128	1	1	FALSE	TRUE	FALSE	NA	6.3182	NA	NA	12.57331	NA	NA	16.78112	NA	NA	44856287	NA	NA	44856614	NA	NA	142	NA
chr19	44890407	44890615	Interval_2129	2	2	TRUE	TRUE	FALSE	9.16543	5.05456	NA	17.23949	7.60141	NA	21.58628	11.57877	NA	44890407	44890407	NA	44890615	44890605	NA	101	136	NA
chr19	45016332	45016503	Interval_2130	1	1	TRUE	FALSE	FALSE	8.67511	NA	NA	17.90255	NA	NA	22.27039	NA	NA	45016332	NA	NA	45016503	NA	NA	97	NA	NA
chr19	45075168	45075662	Interval_2131	3	3	TRUE	TRUE	TRUE	17.9099	14.7933	7.20296	58.85148	49.72013	16.88997	63.93059	54.86654	21.58403	45075168	45075244	45075301	45075662	45075599	45075498	230	148	96
chr19	45424774	45424905	Interval_2132	1	1	FALSE	FALSE	TRUE	NA	NA	6.04378	NA	NA	8.95375	NA	NA	13.34834	NA	NA	45424774	NA	NA	45424905	NA	NA	32
chr19	45428713	45429105	Interval_2133	3	3	TRUE	TRUE	TRUE	8.53727	12.42579	4.55319	20.23172	42.86723	5.26841	24.66089	47.8864	9.46042	45428713	45428720	45428893	45429077	45429105	45429003	196	185	76
chr19	45439708	45440132	Interval_2134	3	3	TRUE	TRUE	TRUE	29.00943	24.57991	12.27071	99.43153	91.36818	31.28126	105.00423	97.25208	36.36768	45439708	45439717	45439864	45440078	45440132	45440036	241	236	82
chr19	45469232	45469507	Interval_2135	1	1	TRUE	FALSE	FALSE	9.79448	NA	NA	22.25979	NA	NA	26.73172	NA	NA	45469232	NA	NA	45469507	NA	NA	108	NA	NA
chr19	45515150	45515339	Interval_2136	1	1	TRUE	FALSE	FALSE	5.84195	NA	NA	6.23972	NA	NA	10.18518	NA	NA	45515150	NA	NA	45515339	NA	NA	100	NA	NA
chr19	45792859	45793002	Interval_2137	1	1	TRUE	FALSE	FALSE	4.73436	NA	NA	3.85416	NA	NA	7.64765	NA	NA	45792859	NA	NA	45793002	NA	NA	26	NA	NA
chr19	46073339	46073464	Interval_2138	1	1	TRUE	FALSE	FALSE	7.32256	NA	NA	10.20742	NA	NA	14.33344	NA	NA	46073339	NA	NA	46073464	NA	NA	47	NA	NA
chr19	46256940	46257292	Interval_2139	1	1	FALSE	TRUE	FALSE	NA	6.17321	NA	NA	7.53645	NA	NA	11.51008	NA	NA	46256940	NA	NA	46257292	NA	NA	108	NA
chr19	46349640	46349907	Interval_2140	3	3	TRUE	TRUE	TRUE	7.36604	12.27442	7.46612	12.0483	36.52274	14.99806	16.2422	41.40917	19.63746	46349668	46349640	46349694	46349885	46349907	46349886	100	138	93
chr19	46530091	46530246	Interval_2141	1	1	TRUE	FALSE	FALSE	7.40109	NA	NA	11.65513	NA	NA	15.84071	NA	NA	46530091	NA	NA	46530246	NA	NA	59	NA	NA
chr19	46551271	46551459	Interval_2142	1	1	TRUE	FALSE	FALSE	9.27262	NA	NA	15.33327	NA	NA	19.6319	NA	NA	46551271	NA	NA	46551459	NA	NA	80	NA	NA
chr19	46661322	46661695	Interval_2143	2	2	TRUE	TRUE	FALSE	9.67045	4.46687	NA	28.86642	6.32865	NA	33.4823	10.23061	NA	46661322	46661390	NA	46661695	46661683	NA	213	134	NA
chr19	47113098	47113597	Interval_2144	3	3	TRUE	TRUE	TRUE	29.19771	16.84853	8.71711	101.76489	69.06715	23.69961	107.36984	74.55628	28.58845	47113098	47113116	47113255	47113574	47113597	47113516	278	251	137
chr19	47226027	47226493	Interval_2145	2	2	TRUE	TRUE	FALSE	14.64218	13.65751	NA	33.68865	35.94056	NA	38.39335	40.81798	NA	47226055	47226027	NA	47226493	47226471	NA	180	157	NA
chr19	47241018	47241369	Interval_2146	2	2	TRUE	TRUE	FALSE	5.92866	16.7626	NA	9.73731	60.96618	NA	13.84503	66.30655	NA	47241102	47241018	NA	47241276	47241369	NA	104	145	NA
chr19	47257130	47257357	Interval_2147	1	1	FALSE	TRUE	FALSE	NA	4.57301	NA	NA	4.21856	NA	NA	7.9738	NA	NA	47257130	NA	NA	47257357	NA	NA	122	NA
chr19	47662879	47663068	Interval_2148	1	1	TRUE	FALSE	FALSE	3.79434	NA	NA	2.79875	NA	NA	6.50901	NA	NA	47662879	NA	NA	47663068	NA	NA	116	NA	NA
chr19	48110749	48110920	Interval_2149	1	1	TRUE	FALSE	FALSE	7.83558	NA	NA	14.78758	NA	NA	19.06714	NA	NA	48110749	NA	NA	48110920	NA	NA	84	NA	NA
chr19	48321968	48322153	Interval_2150	1	1	FALSE	TRUE	FALSE	NA	4.13585	NA	NA	3.47611	NA	NA	7.16438	NA	NA	48321968	NA	NA	48322153	NA	NA	56	NA
chr19	48325139	48325501	Interval_2151	3	3	TRUE	TRUE	TRUE	16.59377	9.06032	4.64246	86.19386	34.48282	13.08928	91.6184	39.32522	17.66225	48325139	48325180	48325213	48325501	48325477	48325446	194	134	136
chr19	48363987	48364158	Interval_2152	1	1	TRUE	FALSE	FALSE	6.43573	NA	NA	8.70897	NA	NA	12.7798	NA	NA	48363987	NA	NA	48364158	NA	NA	70	NA	NA
chr19	48720496	48720614	Interval_2153	1	1	TRUE	FALSE	FALSE	4.73358	NA	NA	3.56727	NA	NA	7.34774	NA	NA	48720496	NA	NA	48720614	NA	NA	43	NA	NA
chr19	48873009	48873303	Interval_2154	2	2	TRUE	TRUE	FALSE	5.69394	5.13418	NA	13.04987	11.18609	NA	17.27876	15.33925	NA	48873031	48873009	NA	48873242	48873303	NA	100	140	NA
chr19	48954455	48954652	Interval_2155	2	2	TRUE	TRUE	FALSE	6.82575	3.98283	NA	9.37164	2.9828	NA	13.47116	6.60829	NA	48954476	48954455	NA	48954652	48954650	NA	94	32	NA
chr19	48967316	48967548	Interval_2156	2	2	TRUE	TRUE	FALSE	4.93537	5.15826	NA	4.1603	5.83617	NA	7.98542	9.69686	NA	48967316	48967384	NA	48967437	48967548	NA	77	41	NA
chr19	48978800	48979223	Interval_2157	3	3	TRUE	TRUE	TRUE	19.79467	16.57715	7.11101	57.5657	51.19559	12.82072	62.63156	56.36926	17.38039	48978911	48978800	48978991	48979207	48979223	48979170	121	225	58
chr19	49640748	49640953	Interval_2158	1	1	FALSE	TRUE	FALSE	NA	6.06283	NA	NA	10.02699	NA	NA	14.12587	NA	NA	49640748	NA	NA	49640953	NA	NA	56	NA
chr19	49766779	49766900	Interval_2159	1	1	TRUE	FALSE	FALSE	4.47747	NA	NA	3.99183	NA	NA	7.79947	NA	NA	49766779	NA	NA	49766900	NA	NA	43	NA	NA
chr19	49869535	49869726	Interval_2160	1	1	FALSE	TRUE	FALSE	NA	3.88021	NA	NA	3.04554	NA	NA	6.67589	NA	NA	49869535	NA	NA	49869726	NA	NA	107	NA
chr19	49896888	49897217	Interval_2161	2	2	TRUE	TRUE	FALSE	5.92866	7.03288	NA	9.73731	13.66059	NA	13.84503	17.91093	NA	49896990	49896888	NA	49897207	49897217	NA	138	130	NA
chr19	50003970	50004269	Interval_2162	3	3	TRUE	TRUE	TRUE	16.38179	9.60243	6.40125	43.34561	21.27689	10.05533	48.20706	25.77212	14.51252	50004016	50003970	50004051	50004269	50004240	50004207	113	115	83
chr19	50329420	50329644	Interval_2163	2	2	TRUE	TRUE	FALSE	4.92179	4.29174	NA	5.66777	5.09498	NA	9.58882	8.91912	NA	50329420	50329433	NA	50329621	50329644	NA	103	122	NA
chr19	50372081	50372208	Interval_2164	1	1	TRUE	FALSE	FALSE	5.11931	NA	NA	4.75432	NA	NA	8.61572	NA	NA	50372081	NA	NA	50372208	NA	NA	56	NA	NA
chr19	50896823	50897065	Interval_2165	1	1	FALSE	TRUE	FALSE	NA	6.54785	NA	NA	11.8055	NA	NA	15.98708	NA	NA	50896823	NA	NA	50897065	NA	NA	94	NA
chr19	51108415	51108702	Interval_2166	3	3	TRUE	TRUE	TRUE	14.51007	9.82432	7.16474	36.97175	23.40197	12.9227	41.73502	27.95784	17.49008	51108430	51108415	51108495	51108677	51108702	51108658	134	138	75
chr19	51127788	51128116	Interval_2167	3	3	TRUE	TRUE	TRUE	14.70308	9.89851	7.26426	50.44678	29.31343	20.05432	55.41188	34.03564	24.84468	51127802	51127788	51127813	51128080	51128116	51128044	104	142	122
chr19	51138643	51138855	Interval_2168	1	1	FALSE	TRUE	FALSE	NA	7.49483	NA	NA	13.19886	NA	NA	17.43062	NA	NA	51138643	NA	NA	51138855	NA	NA	103	NA
chr19	51258455	51258642	Interval_2169	1	1	FALSE	TRUE	FALSE	NA	3.58031	NA	NA	2.72395	NA	NA	6.32401	NA	NA	51258455	NA	NA	51258642	NA	NA	26	NA
chr19	51564887	51565105	Interval_2170	2	2	TRUE	TRUE	FALSE	5.21722	6.16915	NA	7.22046	15.09025	NA	11.2195	19.39405	NA	51564943	51564887	NA	51565080	51565105	NA	91	112	NA
chr19	51726356	51726540	Interval_2171	1	1	TRUE	FALSE	FALSE	5.69151	NA	NA	8.87529	NA	NA	12.9521	NA	NA	51726356	NA	NA	51726540	NA	NA	95	NA	NA
chr19	51811340	51811610	Interval_2172	2	2	TRUE	TRUE	FALSE	4.47747	12.86158	NA	3.99183	34.39935	NA	7.79947	39.24094	NA	51811405	51811340	NA	51811593	51811610	NA	81	136	NA
chr19	51824670	51824991	Interval_2173	3	3	TRUE	TRUE	TRUE	19.48298	14.36209	8.87289	55.33907	41.54128	18.89263	60.37233	46.53434	23.6513	51824670	51824680	51824731	51824953	51824991	51824935	125	154	109
chr19	53849262	53849577	Interval_2174	3	3	TRUE	TRUE	TRUE	12.37296	6.55951	6.81863	24.51331	8.95288	9.03089	29.04016	13.00076	13.42739	53849405	53849262	53849405	53849577	53849558	53849548	85	196	80
chr19	54115583	54115751	Interval_2175	1	1	TRUE	FALSE	FALSE	4.5924	NA	NA	4.18234	NA	NA	8.00902	NA	NA	54115583	NA	NA	54115751	NA	NA	132	NA	NA
chr19	54190846	54190986	Interval_2176	1	1	TRUE	FALSE	FALSE	5.92335	NA	NA	6.37213	NA	NA	10.32195	NA	NA	54190846	NA	NA	54190986	NA	NA	49	NA	NA
chr19	54207755	54207903	Interval_2177	1	1	TRUE	FALSE	FALSE	6.44528	NA	NA	9.12794	NA	NA	13.21328	NA	NA	54207755	NA	NA	54207903	NA	NA	76	NA	NA
chr19	54208137	54208517	Interval_2178	2	2	TRUE	TRUE	FALSE	3.27063	4.07715	NA	2.24825	6.23637	NA	5.88272	10.13464	NA	54208168	54208137	NA	54208348	54208517	NA	116	229	NA
chr19	54365124	54365615	Interval_2179	2	2	TRUE	TRUE	FALSE	7.16703	4.85026	NA	10.369	5.90459	NA	14.50977	9.78048	NA	54365124	54365339	NA	54365526	54365615	NA	289	106	NA
chr19	54372601	54372728	Interval_2180	1	1	TRUE	FALSE	FALSE	6.99534	NA	NA	8.43669	NA	NA	12.49471	NA	NA	54372601	NA	NA	54372728	NA	NA	37	NA	NA
